-0.19572-0j -0.209744-0j -0.158552-0j -0.160195-0j 0.271873-0j -0.132654-0j -0.17303-0j -0.100934-0j 0.300908-0j -0.105959-0j -0.0947724-0j -0.135417-0j 0.237889-0j -0.0558568-0j 0.368876-0j 0.240354-0j -0.107057-0j 0.493431-0j -0.0883174-0j 0.0981241-0j 0.287835-0j -0.0282178-0j 0.171717-0j -0.0312249-0j 0.100168-0j -0.036429-0j 0.0261314-0j -0.0201598-0j -0.00628592-0j -0.00105851-0j -0.0267833-0j -0.0285246-0j -0.0213935-0j -0.0216152-0j 0.0363077-0j -0.0231076-0j -0.0174677-0j -0.0134794-0j -0.012102-0j 0.0396232-0j -0.0124795-0j -0.0193332-0j -0.0178316-0j -0.00735516-0j 0.030692-0j -0.0108076-0j 0.0310101-0j 0.0498127-0j -0.0109196-0j -0.0138123-0j -0.0113946-0j 0.0346703-0j -0.00364062-0j 0.0537606-0j -0.00630442-0j 0.0202244-0j 0.0355879-0j -0.0110327-0j 0.0508505-0j -0.00643576-0j 0.0143008-0j 0.0209748-0j -0.00167893-0j -0.00142432-0j 0.014449-0j -0.00321788-0j 0.00652874-0j -0.00265462-0j 0.00143945-0j -0.00119948-0j -0.000323897-0j -4.87842e-05-0j 
0.00299708-0j -0.00938118-0j 0.00242791-0j 0.0115-0j -0.00416321-0j 0.00203133-0j -0.00773908-0j 0.0018912-0j 0.0134587-0j -0.0047392-0j 0.00145126-0j 0.00972133-0j -0.0036428-0j -0.0117707-0j -0.00564862-0j -0.0172545-0j -0.00478831-0j 0.0220696-0j 0.0016548-0j -0.00150258-0j -0.00539314-0j -0.00801936-0j -0.0123272-0j -0.00139659-0j 0.0211085-0j 0.000682569-0j -0.0122826-0j -0.00572931-0j 0.0192532-0j 0.020646-0j 0.000410134-0j -0.00127582-0j 0.000327599-0j 0.00155171-0j -0.000555982-0j -0.00103353-0j 0.000267484-0j 0.000252563-0j 0.000185318-0j 0.00177222-0j 0.0001911-0j -0.000864712-0j 0.00128009-0j -0.00154996-0j -0.000469989-0j 0.000165497-0j -0.00222615-0j -0.000762785-0j 0.000783894-0j -0.00061778-0j 0.000213499-0j 0.00155069-0j -0.00103464-0j 0.00240454-0j 9.65399e-05-0j -0.000378943-0j -0.00054496-0j 0.000792017-0j -0.00365045-0j -0.00135621-0j 0.000639629-0j 0.00442002-0j 0.000789151-0j 2.18107e-05-0j -0.00027073-0j 0.000231005-0j 0.00185543-0j -0.000559408-0j -0.00440892-0j 0.000563797-0j 0.00286477-0j 0.00180853-0j 
8.73783e-06-0j 9.36391e-06-0j 7.07845e-06-0j 7.1518e-06-0j -1.21376e-05-0j -1.73417e-05-0j 7.72483e-06-0j 4.50615e-06-0j -1.34339e-05-0j -3.24343e-05-0j 4.23106e-06-0j 6.04564e-06-0j 3.1099e-05-0j 2.4937e-06-0j -1.64683e-05-0j 3.14213e-05-0j -1.39955e-05-0j -2.2029e-05-0j -1.15457e-05-0j -4.3807e-06-0j -1.28502e-05-0j -3.68889e-06-0j -7.66623e-06-0j 1.39402e-06-0j -4.47197e-06-0j 1.62636e-06-0j -1.16662e-06-0j 9.00023e-07-0j 2.80632e-07-0j 4.72566e-08-0j -0.000228528-0j -0.000243386-0j -0.000182539-0j -0.000184431-0j 0.000309795-0j -0.000197165-0j 0.000436431-0j -0.000115013-0j -0.00010326-0j 0.000338085-0j -0.000106481-0j 0.000483041-0j -0.000152148-0j -6.27578e-05-0j 0.000261879-0j 0.000632271-0j 0.000264593-0j -0.00124457-0j 0.000638824-0j -0.000117853-0j -9.72239e-05-0j -0.00086624-0j -3.10635e-05-0j 0.000458712-0j 0.000157516-0j -0.000505307-0j 0.000303653-0j 0.000275653-0j 0.000433881-0j 0.000160798-0j 0.000122021-0j 0.000178967-0j 4.19481e-05-0j -1.2153e-05-0j 0.000123286-0j -2.74565e-05-0j 5.57064e-05-0j -2.26505e-05-0j 1.22821e-05-0j -1.02346e-05-0j -2.76365e-06-0j -4.1625e-07-0j 
-0.00059929-0j -1.27113e-05-0j -0.000485481-0j 0.000471095-0j 0.00209309-0j -0.000406182-0j -1.04863e-05-0j 0.000599764-0j 4.58517e-05-0j -6.42153e-06-0j -0.000290191-0j 0.000398231-0j 0.00183145-0j 0.000499556-0j -0.0050971-0j -0.00177718-0j -6.48807e-06-0j -4.01323e-05-0j 0.000524794-0j 0.000755436-0j 0.00229536-0j 0.000337058-0j -0.00126968-0j -1.89235e-06-0j -0.00225247-0j 0.000216466-0j -0.000982008-0j 0.000240806-0j 0.000112817-0j 2.53517e-05-0j -8.20096e-05-0j -1.72871e-06-0j -6.55062e-05-0j 6.35651e-05-0j 0.000279525-0j -1.40041e-06-0j -5.34856e-05-0j 8.00965e-05-0j -3.70559e-05-0j 6.0377e-06-0j -3.82119e-05-0j -1.17167e-06-0j 5.24385e-05-0j 6.57809e-05-0j 0.000236291-0j -3.30925e-05-0j -0.000229289-0j -0.000204695-0j 3.21119e-05-0j -8.37081e-07-0j 6.7708e-05-0j 5.28299e-06-0j 4.34867e-05-0j -1.4703e-05-0j -1.9304e-05-0j -0.00030216-0j -0.000146241-0j 3.24447e-05-0j 0.000200688-0j 5.75583e-05-0j 2.17912e-06-0j 0.000251751-0j 2.50937e-05-0j -4.36123e-06-0j -0.000215874-0j 9.46303e-06-0j -0.000196079-0j 2.37416e-05-0j -6.49568e-05-0j 1.79278e-05-0j 6.78532e-06-0j 1.31482e-06-0j 
-0.000847524-0j -0.000908251-0j 0.00200706-0j -0.000693688-0j 0.00117729-0j -0.000574428-0j 0.00219033-0j -0.000437073-0j 0.00130302-0j -0.000458832-0j -0.00034864-0j 0.00171421-0j -0.00301136-0j -0.000241876-0j 0.00159734-0j 0.0010408-0j -0.000393831-0j -0.00624619-0j 0.00111798-0j 0.00523419-0j 0.00124641-0j -0.000122191-0j 0.000631698-0j -0.00425697-0j -0.001268-0j -0.00194322-0j 0.000113156-0j -7.4162e-05-0j 7.95715e-05-0j -4.58365e-06-0j 0.00545452-0j 0.00580915-0j -0.0127364-0j 0.00440201-0j -0.00739421-0j -0.0137569-0j 0.00355736-0j 0.00274514-0j 0.00246461-0j -0.00806943-0j 0.00215909-0j 0.00393728-0j -0.0106159-0j 0.00149791-0j 0.0182722-0j -0.00643419-0j -0.00631533-0j -0.0101446-0j 0.00222382-0j 0.00238967-0j -0.00678364-0j 0.0206407-0j 0.000741426-0j -0.0109486-0j 0.0158159-0j -0.00411877-0j -0.00615708-0j 0.00190878-0j 0.0302734-0j -0.00383147-0j -0.0358765-0j -0.00427159-0j 0.00034192-0j 0.016924-0j -0.00249982-0j 0.0206322-0j 0.00388683-0j 0.00665966-0j -0.00029315-0j 0.000207523-0j -0.000192829-0j 9.93509e-06-0j 
0.000183494-0j 3.89203e-06-0j -0.000142946-0j -0.000144243-0j 0.000131095-0j -0.000364176-0j -3.08762e-06-0j -0.00018364-0j 2.87179e-06-0j -1.3481e-05-0j -0.000259742-0j 0.000117256-0j 0.000323008-0j -0.000152957-0j 4.41511e-05-0j 0.000325938-0j 1.70051e-05-0j -1.80111e-06-0j -0.000452475-0j -0.000231129-0j -0.000107123-0j 0.000302201-0j 0.000232469-0j -3.967e-06-0j 0.000135666-0j 0.000323769-0j -6.15053e-05-0j 0.000215539-0j 3.32183e-05-0j -7.76234e-06-0j -0.00238699-0j -5.0316e-05-0j 0.00183351-0j 0.00185014-0j -0.00166425-0j 3.91973e-05-0j 0.00455855-0j 0.0023313-0j -0.00107856-0j -3.59475e-05-0j 0.0032513-0j 9.98607e-05-0j -0.00146775-0j 0.00191463-0j 0.00135288-0j -0.00635083-0j 0.00136515-0j 0.00265915-0j -0.00640842-0j 7.12238e-05-0j -0.00189514-0j -8.85722e-05-0j 0.00126573-0j -1.21067e-05-0j -0.00803703-0j -0.00526792-0j 0.00189659-0j 0.00808362-0j -0.000856186-0j 0.00471752-0j 6.33779e-05-0j 0.00111687-0j -0.00213872-0j 0.00111811-0j -0.00375724-0j -0.00188577-0j -0.00112265-0j -0.00337562-0j 0.000386742-0j -0.0015254-0j -0.00018992-0j 3.82693e-05-0j 
0.00367065-0j -0.00763375-0j -0.00869262-0j 0.00265466-0j 0.00262244-0j 0.00248787-0j 0.0184095-0j 0.0072348-0j -0.00563268-0j -0.00385643-0j 0.00150997-0j -0.00656006-0j -0.0067079-0j 0.0012818-0j 0.000883206-0j 0.00204854-0j -0.00331011-0j 0.0107389-0j -0.0185058-0j 0.0116593-0j 0.0042203-0j -0.00664804-0j 0.00124333-0j -0.0357794-0j -0.00345605-0j 0.0321657-0j -0.0108854-0j -0.00403492-0j 0.0331871-0j -0.00580854-0j 0.000502309-0j -0.00103817-0j -0.0011729-0j 0.000358195-0j 0.000350218-0j 0.00245853-0j 0.000327599-0j 0.000966183-0j 0.000226967-0j -0.000741704-0j 0.000198831-0j -0.000703642-0j -0.000863821-0j 0.000168786-0j -0.000865442-0j -0.000592527-0j 0.000264299-0j 0.0001911-0j 0.000180953-0j -0.000427064-0j -0.00238758-0j 0.00189719-0j -0.000857719-0j -0.000249797-0j 0.0014565-0j 0.000745582-0j 0.000115985-0j 0.000155319-0j -0.000503896-0j -0.000431735-0j -0.0032976-0j 9.84585e-05-0j -0.00135982-0j 0.00155854-0j 0.000452519-0j 0.00167886-0j 0.00231262-0j 0.000750418-0j -0.00133708-0j -0.000825321-0j 0.0031529-0j -0.000409043-0j 
0.000524379-0j -0.00109054-0j 0.000424795-0j 0.000379237-0j 0.000374634-0j -0.00104072-0j -0.000899646-0j 0.00103354-0j -0.000804668-0j 0.00377735-0j 0.000253917-0j 0.000320581-0j -0.000959888-0j 0.000183114-0j 0.000126172-0j -0.000856942-0j 0.00162993-0j -0.000524794-0j -0.00264814-0j 0.000135213-0j 0.0006029-0j 0.002781-0j 0.000209078-0j -0.00016235-0j 0.000168892-0j 0.000373025-0j -0.00155506-0j -0.000678513-0j -0.0016218-0j -0.000829792-0j 7.17584e-05-0j -0.00014831-0j 5.73179e-05-0j 5.11707e-05-0j 5.00312e-05-0j -0.000120145-0j -0.000137041-0j 0.000138026-0j 3.24239e-05-0j -0.000105958-0j 3.34355e-05-0j 0.000294346-0j 4.22137e-05-0j 2.41123e-05-0j 4.22929e-05-0j -0.000198535-0j 3.77571e-05-0j -7.99404e-05-0j -0.000177243-0j -7.18152e-05-0j 0.000116678-0j 0.000271485-0j -0.000122531-0j -3.56853e-05-0j -4.94606e-05-0j -0.000311891-0j 1.9504e-05-0j -7.64806e-05-0j 2.46246e-05-0j -6.17805e-05-0j -3.82422e-05-0j 1.40655e-05-0j 0.000568838-0j 3.81608e-06-0j 7.60956e-05-0j 7.61786e-06-0j -0.000113014-0j 8.70259e-06-0j -0.000191011-0j -0.000138786-0j -0.000154078-0j -5.84347e-05-0j 
-0.000519001-0j -0.000556188-0j 0.00122907-0j -0.000424795-0j 0.000720938-0j -0.000351764-0j 0.0013413-0j -0.000267652-0j 0.000797932-0j -0.000280976-0j -0.000213498-0j 0.00104973-0j -0.00184408-0j -0.000148118-0j 0.000978166-0j 0.000637358-0j -0.000241171-0j -0.00382499-0j 0.000684622-0j 0.00320527-0j 0.000763264-0j -7.48265e-05-0j 0.000386834-0j -0.00260685-0j -0.000776489-0j -0.00118997-0j 6.92938e-05-0j -4.54148e-05-0j 4.87274e-05-0j -2.8069e-06-0j -7.10224e-05-0j -7.564e-05-0j 0.000165839-0j -5.73179e-05-0j 9.62789e-05-0j 0.000179126-0j -4.63199e-05-0j -3.5744e-05-0j -3.20914e-05-0j 0.000105071-0j -2.81131e-05-0j -5.12667e-05-0j 0.000138228-0j -1.9504e-05-0j -0.00023792-0j 8.37786e-05-0j 8.22309e-05-0j 0.000132091-0j -2.8956e-05-0j -3.11155e-05-0j 8.83288e-05-0j -0.000268759-0j -9.65399e-06-0j 0.00014256-0j -0.000205937-0j 5.36299e-05-0j 8.01703e-05-0j -2.48539e-05-0j -0.000394185-0j 4.9889e-05-0j 0.000467142-0j 5.56197e-05-0j -4.45209e-06-0j -0.000220364-0j 3.25498e-05-0j -0.000268649-0j -5.06098e-05-0j -8.67143e-05-0j 3.81706e-06-0j -2.70212e-06-0j 2.5108e-06-0j -1.29363e-07-0j 
0.001211-0j -0.0012464-0j -0.000943398-0j -0.000990413-0j -0.00168219-0j 0.000820783-0j 0.000988792-0j 0.000551824-0j 0.00178814-0j -0.000629658-0j -0.00171421-0j 0.000805116-0j 0.00141546-0j 0.00162022-0j -0.00228239-0j 0.001486-0j 0.00185975-0j -0.00281974-0j -0.000464327-0j 0.00296581-0j -0.00157364-0j 0.00181825-0j -0.00310352-0j 0.00127041-0j 0.00279412-0j -0.000972903-0j -0.00292032-0j -0.00379741-0j -0.00103345-0j 0.00034407-0j -0.00779379-0j 0.00797194-0j 0.00598663-0j 0.00628497-0j 0.0105654-0j -0.00621033-0j -0.00508301-0j -0.00346585-0j -0.00352161-0j -0.0110737-0j 0.0106159-0j 0.00540316-0j -0.00498598-0j -0.0100338-0j -0.00858869-0j 0.00302433-0j -0.00901671-0j 0.0144952-0j 0.00317505-0j -0.0112845-0j 0.00281742-0j 0.0093179-0j -0.0110327-0j -0.0150248-0j 0.00896169-0j 0.00520012-0j -0.0302734-0j -0.0093778-0j 0.0142186-0j 0.00844288-0j 0.0195238-0j 0.0286136-0j -0.00882422-0j 0.00365075-0j -0.0108605-0j -0.00640603-0j -0.0190261-0j 0.0176903-0j 0.0115739-0j 0.0184294-0j 0.00354591-0j -0.000963457-0j 
0.00012233-0j 2.59469e-06-0j 9.90983e-05-0j -9.61618e-05-0j -0.00042725-0j 8.29116e-05-0j 2.14051e-06-0j -0.000122426-0j -9.35945e-06-0j 1.31079e-06-0j 5.92349e-05-0j -8.12885e-05-0j -0.000373844-0j -0.000101971-0j 0.00104044-0j 0.000362766-0j 1.32437e-06-0j 8.19197e-06-0j -0.000107123-0j -0.000154203-0j -0.000468539-0j -6.88017e-05-0j 0.000259173-0j 3.86275e-07-0j 0.000459783-0j -4.4186e-05-0j 0.000200451-0j -4.91543e-05-0j -2.30287e-05-0j -5.17489e-06-0j -0.00159132-0j -3.3544e-05-0j -0.00127109-0j 0.00123342-0j 0.00542394-0j -2.71738e-05-0j -0.00103784-0j 0.0015542-0j -0.000719037-0j 0.000117156-0j -0.000741469-0j -2.27352e-05-0j 0.00101752-0j 0.00127642-0j 0.00458502-0j -0.000642131-0j -0.00444915-0j -0.00397193-0j 0.000623103-0j -1.62428e-05-0j 0.00131381-0j 0.000102512-0j 0.000843821-0j -0.000285299-0j -0.000374576-0j -0.00586315-0j -0.00283768-0j 0.00062956-0j 0.00389417-0j 0.00111687-0j 4.22839e-05-0j 0.004885-0j 0.00048692-0j -8.46258e-05-0j -0.00418884-0j 0.000183622-0j -0.00380474-0j 0.000460684-0j -0.00126043-0j 0.000347872-0j 0.000131663-0j 2.55129e-05-0j 
-0.000107038-0j 0.000222605-0j -8.6711e-05-0j -7.74115e-05-0j -7.64719e-05-0j 0.000212436-0j 0.00018364-0j -0.000210971-0j 0.000164252-0j -0.000771048-0j -5.18305e-05-0j -6.54383e-05-0j 0.000195936-0j -3.73781e-05-0j -2.57548e-05-0j 0.000174923-0j -0.000332709-0j 0.000107123-0j 0.00054055-0j -2.76002e-05-0j -0.000123066-0j -0.000567668-0j -4.26779e-05-0j 3.31395e-05-0j -3.4475e-05-0j -7.61435e-05-0j 0.000317425-0j 0.000138501-0j 0.000331049-0j 0.000169381-0j 0.00139241-0j -0.00287782-0j 0.0011122-0j 0.000992922-0j 0.000970811-0j -0.0023313-0j -0.00265915-0j 0.00267828-0j 0.000629157-0j -0.00205602-0j 0.000648785-0j 0.00571153-0j 0.000819119-0j 0.000467878-0j 0.000820656-0j -0.0038524-0j 0.000732642-0j -0.00155117-0j -0.00343924-0j -0.00139351-0j 0.00226403-0j 0.00526792-0j -0.00237761-0j -0.000692441-0j -0.000959739-0j -0.00605196-0j 0.000378458-0j -0.00148404-0j 0.000477819-0j -0.0011988-0j -0.000742055-0j 0.000272929-0j 0.0110378-0j 7.40476e-05-0j 0.00147657-0j 0.000147818-0j -0.00219294-0j 0.000168866-0j -0.0037064-0j -0.00269302-0j -0.00298974-0j -0.00113387-0j 
-0.00165858-0j 0.00693377-0j 0.00129207-0j -0.0141373-0j -0.00118494-0j -0.00112414-0j -0.00550069-0j 0.0107449-0j 0.00511619-0j 0.00350281-0j 0.00234776-0j 0.0114924-0j 0.000997062-0j 0.00878477-0j -0.000399075-0j -0.0109095-0j -0.0103459-0j -0.00320874-0j -0.00904116-0j 0.00208914-0j 0.00626783-0j -0.01169-0j 0.0227845-0j -0.00706733-0j -0.00779171-0j -0.0189439-0j -0.0159273-0j 0.0244145-0j -0.000542581-0j 0.0342807-0j -0.000226967-0j 0.000942974-0j 0.00017434-0j -0.00190756-0j -0.000158245-0j -0.000734599-0j -0.000148025-0j 0.00143494-0j -0.000102555-0j 0.000673693-0j 0.000309151-0j 0.000639122-0j 0.0015133-0j 0.00115677-0j 0.000128639-0j 8.80733e-05-0j -0.00140752-0j -8.6348e-05-0j -0.000963664-0j -0.00133481-0j -0.00116648-0j -0.000566873-0j -0.00150822-0j 0.000226892-0j 0.000260978-0j 0.00110731-0j 0.000180338-0j 0.00284627-0j 0.00088276-0j -0.000973352-0j -0.00118777-0j 0.000674781-0j -0.00198966-0j 0.000106315-0j -0.00231262-0j 0.0019443-0j 0.00133773-0j -0.00203946-0j 6.64523e-05-0j 0.0041554-0j -0.00261548-0j 0.00416067-0j 
-1.08125e-05-0j -2.2934e-07-0j 8.4232e-06-0j 8.49958e-06-0j -7.72483e-06-0j 2.14593e-05-0j 1.8194e-07-0j 1.08211e-05-0j -1.69222e-07-0j 7.94378e-07-0j 1.53054e-05-0j -6.90939e-06-0j -1.90335e-05-0j 9.01308e-06-0j -2.60163e-06-0j -1.92061e-05-0j -1.00203e-06-0j 1.06132e-07-0j 2.66624e-05-0j 1.36194e-05-0j 6.31229e-06-0j -1.78074e-05-0j -1.36984e-05-0j 2.33758e-07-0j -7.99421e-06-0j -1.90783e-05-0j 3.62423e-06-0j -1.27008e-05-0j -1.9574e-06-0j 4.574e-07-0j 0.000282789-0j 5.96099e-06-0j -0.000217218-0j -0.000219188-0j 0.000197165-0j -4.64375e-06-0j -0.000540056-0j -0.000276192-0j 0.000127778-0j 4.25874e-06-0j -0.000385184-0j -1.18306e-05-0j 0.000173886-0j -0.000226828-0j -0.000160277-0j 0.000752389-0j -0.000161731-0j -0.000315033-0j 0.000759212-0j -8.43795e-06-0j 0.000224519-0j 1.04932e-05-0j -0.000149952-0j 1.43429e-06-0j 0.000952156-0j 0.000624096-0j -0.000224691-0j -0.000957675-0j 0.000101433-0j -0.000558889-0j -7.50844e-06-0j -0.000132316-0j 0.000253376-0j -0.000132463-0j 0.000445125-0j 0.00022341-0j 0.000133001-0j 0.000399913-0j -4.58177e-05-0j 0.000180716-0j 2.25e-05-0j -4.5338e-06-0j 
0.000105941-0j 0.000113531-0j -0.000250882-0j 8.6711e-05-0j -0.000147161-0j 7.18035e-05-0j -0.000273792-0j 5.46342e-05-0j -0.000162877-0j 5.73539e-05-0j 4.358e-05-0j -0.000214276-0j 0.00037642-0j 3.02345e-05-0j -0.000199667-0j -0.0001301-0j 4.92289e-05-0j 0.000780774-0j -0.000139748-0j -0.000654273-0j -0.000155801-0j 1.52739e-05-0j -7.89622e-05-0j 0.000532122-0j 0.0001585-0j 0.000242902-0j -1.41445e-05-0j 9.27025e-06-0j -9.94644e-06-0j 5.72956e-07-0j -0.00137813-0j -0.00146773-0j 0.00321795-0j -0.0011122-0j 0.00186821-0j 0.00347578-0j -0.000898796-0j -0.000693581-0j -0.000622704-0j 0.00203881-0j -0.00054551-0j -0.000994785-0j 0.00268218-0j -0.000378458-0j -0.00461662-0j 0.00162565-0j 0.00159562-0j 0.0025631-0j -0.000561865-0j -0.000603769-0j 0.00171394-0j -0.00521502-0j -0.000187327-0j 0.00276624-0j -0.00399602-0j 0.00104064-0j 0.00155563-0j -0.000482268-0j -0.0076488-0j 0.000968051-0j 0.00906447-0j 0.00107925-0j -8.63888e-05-0j -0.00427597-0j 0.0006316-0j -0.0052129-0j -0.000982037-0j -0.00168261-0j 7.40667e-05-0j -5.24323e-05-0j 4.87199e-05-0j -2.51018e-06-0j 
0.000741584-0j -0.000763261-0j -0.000577711-0j -0.000606502-0j -0.00103013-0j 0.000502625-0j 0.000605509-0j 0.000337922-0j 0.00109501-0j -0.000385585-0j -0.00104973-0j 0.000493031-0j 0.000866791-0j 0.000992179-0j -0.00139767-0j 0.000909988-0j 0.00113886-0j -0.00172673-0j -0.000284341-0j 0.00181618-0j -0.000963654-0j 0.00111344-0j -0.00190051-0j 0.000777963-0j 0.00171104-0j -0.000595779-0j -0.00178832-0j -0.00232543-0j -0.000632856-0j 0.000210699-0j 0.000101482-0j -0.000103801-0j -7.79509e-05-0j -8.18356e-05-0j -0.00013757-0j 8.08637e-05-0j 6.6185e-05-0j 4.51283e-05-0j 4.58543e-05-0j 0.000144189-0j -0.000138228-0j -7.03537e-05-0j 6.49217e-05-0j 0.000130649-0j 0.000111832-0j -3.93794e-05-0j 0.000117405-0j -0.00018874-0j -4.13418e-05-0j 0.000146934-0j -3.66852e-05-0j -0.000121327-0j 0.000143655-0j 0.000195635-0j -0.000116689-0j -6.771e-05-0j 0.000394185-0j 0.000122107-0j -0.000185138-0j -0.000109933-0j -0.000254216-0j -0.000372573-0j 0.000114899-0j -4.75358e-05-0j 0.000141412-0j 8.3412e-05-0j 0.000247736-0j -0.000230343-0j -0.000150702-0j -0.000239966-0j -4.61708e-05-0j 1.2545e-05-0j 
0.000605501-0j 1.28431e-05-0j -0.00239612-0j -0.000475977-0j 0.000432591-0j 0.000410391-0j -5.17559e-05-0j -0.00060598-0j 9.47644e-06-0j 6.48807e-06-0j 0.00361175-0j 0.00196549-0j -0.00184903-0j -0.000504732-0j 0.000145691-0j -0.0003673-0j 8.07514e-05-0j -3.01909e-05-0j 0.00259015-0j 0.00114272-0j -0.000353488-0j -0.000340551-0j -0.00323252-0j -0.000124611-0j 0.00227409-0j -0.00160074-0j -0.000202957-0j -0.0029971-0j 0.000556817-0j -2.56144e-05-0j -0.0038969-0j -8.21439e-05-0j 0.0152053-0j 0.00302046-0j -0.00271698-0j 0.000325064-0j -0.0025415-0j 0.00380599-0j -0.00176081-0j -5.86864e-05-0j -0.0223671-0j -5.56748e-05-0j -0.0121721-0j 0.00312575-0j 0.0112195-0j 0.00768145-0j 0.00222869-0j -0.00148254-0j 0.00152588-0j -0.00048998-0j -0.0157164-0j 0.000250845-0j 0.00206638-0j -1.97649e-05-0j -0.00671359-0j 0.002937-0j -0.0130475-0j 0.0189913-0j -0.00710037-0j -0.0133604-0j -0.000155025-0j 0.00182335-0j 0.00119239-0j 0.0519027-0j 0.0258478-0j -0.0293064-0j -0.00931015-0j 0.00825691-0j 0.000631379-0j 0.0104939-0j -0.00157501-0j 6.24769e-05-0j 
-7.20834e-06-0j -1.52894e-07-0j -5.83942e-06-0j 5.66639e-06-0j 2.51759e-05-0j -4.88561e-06-0j -1.26131e-07-0j 7.21404e-06-0j 5.51511e-07-0j -7.7239e-08-0j -3.49045e-06-0j 4.78997e-06-0j 2.2029e-05-0j 6.00872e-06-0j -6.13086e-05-0j -2.13762e-05-0j -7.80394e-08-0j -4.82716e-07-0j 6.31229e-06-0j 9.08648e-06-0j 2.76089e-05-0j 4.05418e-06-0j -1.52719e-05-0j -2.27615e-08-0j -2.7093e-05-0j 2.60369e-06-0j -1.18117e-05-0j 2.89645e-06-0j 1.35698e-06-0j 3.04933e-07-0j 0.000188526-0j 3.97399e-06-0j 0.000150587-0j -0.000146125-0j -0.000642579-0j 3.2193e-06-0j 0.000122954-0j -0.000184128-0j 8.5185e-05-0j -1.38796e-05-0j 8.78426e-05-0j 2.69346e-06-0j -0.000120547-0j -0.000151219-0j -0.000543192-0j 7.60739e-05-0j 0.000527096-0j 0.000470559-0j -7.38197e-05-0j 1.9243e-06-0j -0.000155649-0j -1.21447e-05-0j -9.99683e-05-0j 3.37997e-05-0j 4.43764e-05-0j 0.000694614-0j 0.000336183-0j -7.45846e-05-0j -0.000461347-0j -0.000132316-0j -5.00942e-06-0j -0.000578731-0j -5.76859e-05-0j 1.00257e-05-0j 0.000496256-0j -2.17539e-05-0j 0.000450752-0j -5.45777e-05-0j 0.000149324-0j -4.12128e-05-0j -1.55983e-05-0j -3.02253e-06-0j 
-0.000499513-0j 0.00156353-0j -0.000404651-0j -0.00191667-0j 0.000693868-0j -0.000338556-0j 0.00128985-0j -0.0003152-0j -0.00224311-0j 0.000789867-0j -0.000241876-0j -0.00162022-0j 0.000607134-0j 0.00196179-0j 0.000941436-0j 0.00287575-0j 0.000798052-0j -0.00367827-0j -0.0002758-0j 0.00025043-0j 0.000898857-0j 0.00133656-0j 0.00205454-0j 0.000232765-0j -0.00351809-0j -0.000113762-0j 0.0020471-0j 0.000954884-0j -0.00320887-0j -0.003441-0j 0.00321478-0j -0.0100003-0j 0.00256784-0j 0.0121628-0j -0.00435799-0j -0.00810117-0j 0.00209663-0j 0.00197968-0j 0.00145259-0j 0.0138913-0j 0.00149791-0j -0.00677793-0j 0.0100338-0j -0.0121491-0j -0.00368394-0j 0.00129723-0j -0.0174494-0j -0.00597898-0j 0.00614444-0j -0.00484238-0j 0.00167348-0j 0.0121549-0j -0.00810992-0j 0.0188477-0j 0.000756715-0j -0.00297029-0j -0.00427159-0j 0.00620812-0j -0.0286136-0j -0.0106305-0j 0.00501364-0j 0.0346457-0j 0.00618565-0j 0.00017096-0j -0.00212208-0j 0.0018107-0j 0.0145436-0j -0.00438484-0j -0.0345587-0j 0.00441924-0j 0.0224551-0j 0.0141759-0j 
6.3073e-06-0j -1.31171e-05-0j 5.1095e-06-0j 4.56151e-06-0j 4.50615e-06-0j -1.25179e-05-0j -1.08211e-05-0j 1.24316e-05-0j -9.67865e-06-0j 4.54344e-05-0j 3.05414e-06-0j 3.85599e-06-0j -1.15457e-05-0j 2.20252e-06-0j 1.51762e-06-0j -1.03074e-05-0j 1.9605e-05-0j -6.31229e-06-0j -3.18522e-05-0j 1.62636e-06-0j 7.25176e-06-0j 3.34502e-05-0j 2.51482e-06-0j -1.95276e-06-0j 2.03146e-06-0j 4.4868e-06-0j -1.87044e-05-0j -8.16124e-06-0j -1.95073e-05-0j -9.98084e-06-0j -0.00016496-0j 0.000340939-0j -0.000131764-0j -0.000117632-0j -0.000115013-0j 0.000276192-0j 0.000315033-0j -0.000317298-0j -7.45369e-05-0j 0.000243578-0j -7.68622e-05-0j -0.000676651-0j -9.70418e-05-0j -5.54299e-05-0j -9.72239e-05-0j 0.000456398-0j -8.67969e-05-0j 0.000183769-0j 0.00040745-0j 0.000165091-0j -0.000268222-0j -0.000624096-0j 0.000281678-0j 8.20341e-05-0j 0.000113701-0j 0.000716982-0j -4.48363e-05-0j 0.000175815-0j -5.66077e-05-0j 0.000142022-0j 8.7912e-05-0j -3.23341e-05-0j -0.00130766-0j -8.77249e-06-0j -0.000174931-0j -1.75121e-05-0j 0.0002598-0j -2.00057e-05-0j 0.000439101-0j 0.000319045-0j 0.000354198-0j 0.000134331-0j 
