-0.07246-0j -0.0732109-0j -0.0085127-0j -0.0105339-0j -0.00614479-0j 0.496821-0j -0.000750064-0j 0.579624-0j 0.354946-0j -0.000875074-0j 0.507171-0j -0.000535871-0j -0.00076569-0j 0.209197-0j -0.000315831-0j -0.00378315-0j 0.0639381-0j -5.57311e-05-0j -0.00427352-0j -0.00348932-0j 0.0722258-0j -0.00352548-0j -6.29549e-05-0j -0.00305315-0j 0.0589721-0j 0.0595832-0j -5.14025e-05-0j -0.00251872-0j 0.0516006-0j -5.19352e-05-0j -0.000804744-0j -4.49772e-05-0j 0.0425683-0j -3.71043e-05-0j 0.0136008-0j -1.1855e-05-0j -0.00298146-0j -0.00049691-0j 0.0584884-0j -0.00329987-0j 0.00593839-0j -3.66009e-06-0j -0.00260878-0j -0.000549979-0j -0.00173919-0j -0.00263581-0j 0.0647348-0j 0.0065726-0j -0.00304358-0j -0.000434797-0j -4.05098e-06-0j -0.000289864-0j -0.00107607-0j 0.0511774-0j -0.00177542-0j -0.000439302-0j 0.0341183-0j -0.00188312-0j 0.0517077-0j 0.0051961-0j 0.00346406-0j -0.000507263-0j 0.00524994-0j -3.20258e-06-0j -0.00109848-0j 0.059707-0j -0.000179344-0j -2.13505e-06-0j -0.000295903-0j -3.23577e-06-0j -0.000286567-0j 0.0211096-0j 0.00606211-0j -0.000313853-0j 0.0348291-0j 0.00214328-0j 0.0369418-0j -3.73634e-06-0j -0.000183081-0j 0.00353623-0j 0.00375074-0j 0.0215494-0j -1.321e-06-0j -2.17953e-06-0j -4.77611e-05-0j 0.00218793-0j 0.00562169-0j -2.31174e-06-0j 0.000570776-0j -1.34852e-06-0j -3.51794e-07-0j 
-6.47288e-05-0j -0.000309104-0j -7.60444e-06-0j 2.75779e-05-0j -6.57179e-06-0j 0.00134072-0j -6.70035e-07-0j -0.00458412-0j 0.000957858-0j 2.29095e-06-0j 0.00646879-0j -4.78696e-07-0j -3.23282e-06-0j -0.00785432-0j 3.92525e-06-0j -3.37951e-06-0j 0.000172543-0j -4.97848e-08-0j 1.11881e-05-0j -3.11702e-06-0j -0.000571218-0j -1.48849e-05-0j 1.64816e-07-0j 7.99317e-06-0j 0.000159142-0j 0.000759963-0j -4.59181e-08-0j -2.69375e-06-0j -0.000408098-0j -2.19276e-07-0j 1.33846e-05-0j 1.17751e-07-0j 0.000137531-0j -3.96827e-08-0j -0.000683364-0j 1.97174e-07-0j -2.66335e-06-0j -4.43892e-07-0j -0.0150638-0j 8.63909e-06-0j 1.60254e-05-0j -3.26958e-09-0j -2.33044e-06-0j 1.43985e-06-0j -1.55362e-06-0j -1.11287e-05-0j 0.0488621-0j -5.19813e-05-0j 7.9681e-06-0j -3.88406e-07-0j 1.06055e-08-0j -2.58937e-07-0j -9.61256e-07-0j -0.0131808-0j -1.89879e-06-0j -1.85478e-06-0j -0.00878719-0j -7.95072e-06-0j -0.0629431-0j 1.40222e-05-0j 9.34813e-06-0j 1.32802e-06-0j 6.69611e-05-0j -2.86088e-09-0j 1.36523e-05-0j 0.0450671-0j -1.60209e-07-0j -1.90725e-09-0j -3.16466e-07-0j -1.36618e-08-0j -8.04932e-06-0j -0.0054368-0j -4.79439e-05-0j -1.32512e-06-0j -0.0107395-0j 5.78386e-06-0j -0.0449687-0j 9.78177e-09-0j 2.27539e-06-0j 1.1425e-05-0j 4.78393e-05-0j 0.0772167-0j -1.18005e-09-0j -2.33099e-09-0j -1.34155e-06-0j -8.21459e-05-0j -0.0455265-0j -9.76043e-09-0j 4.84327e-05-0j 1.67598e-08-0j -9.88148e-09-0j 
6.73383e-06-0j -2.31174e-06-0j 5.15035e-05-0j -0.000187568-0j 3.71772e-05-0j 1.56879e-05-0j -0.000649854-0j 1.83025e-05-0j 9.94986e-06-0j -0.000758163-0j -4.71323e-05-0j -0.000412163-0j 0.00195241-0j 6.60573e-06-0j -0.000273635-0j -1.19459e-07-0j -0.000386838-0j 0.00456922-0j -1.34943e-07-0j 3.24268e-07-0j -0.00043698-0j -1.11322e-07-0j 0.00516148-0j -8.55862e-08-0j 0.00105006-0j -0.00036049-0j -0.0124031-0j 2.34069e-07-0j -0.00027715-0j 0.004258-0j -2.5411e-08-0j 0.00327361-0j 0.000757976-0j -0.008953-0j -8.22873e-05-0j 0.000971955-0j -9.41442e-08-0j 3.0064e-06-0j 1.84686e-06-0j -1.04199e-07-0j 0.00514502-0j -0.013691-0j 2.42438e-07-0j 3.32748e-06-0j -5.49174e-08-0j -8.32298e-08-0j 2.0441e-06-0j 0.00569449-0j 2.82845e-07-0j -7.74203e-06-0j -0.0151531-0j 1.75374e-06-0j -4.24474e-07-0j -4.756e-06-0j -5.60616e-08-0j 2.65786e-06-0j 1.07734e-06-0j -5.27876e-08-0j 1.63275e-06-0j -0.0132493-0j 0.00300126-0j -9.03237e-06-0j 0.00454854-0j 0.0352568-0j 1.02084e-07-0j -5.54867e-06-0j 1.35552e-05-0j -0.00798641-0j 1.79027e-06-0j -0.0121038-0j -9.04878e-09-0j 8.32706e-06-0j -0.0154576-0j 1.68572e-06-0j 1.09978e-06-0j 0.0231976-0j 1.03555e-06-0j 0.0411329-0j -3.25996e-06-0j 0.00306378-0j 0.00288486-0j -2.00262e-06-0j -0.0617294-0j -0.00815279-0j 2.88964e-07-0j -0.00557893-0j 1.77513e-07-0j -0.00767668-0j 0.000494519-0j 0.0148456-0j -0.00131592-0j 
1.39245e-07-0j -1.35813e-07-0j 9.26228e-06-0j -1.00976e-07-0j 6.62269e-06-0j 9.98622e-09-0j 9.94252e-05-0j -3.96971e-10-0j 7.1345e-09-0j -3.95234e-06-0j -9.84102e-09-0j 7.10328e-05-0j -9.79795e-05-0j -1.23233e-08-0j -0.000122694-0j 7.27003e-09-0j -3.70009e-07-0j -0.0014125-0j 1.42286e-10-0j -1.31868e-08-0j -7.24167e-09-0j 1.28618e-08-0j -2.76449e-05-0j 1.01654e-10-0j 6.71144e-07-0j -6.54602e-07-0j 0.00256208-0j -9.4288e-09-0j -5.1737e-09-0j -0.00249893-0j -6.05189e-09-0j -1.97505e-05-0j 4.7988e-07-0j 0.00183193-0j 3.08012e-07-0j 0.00117583-0j 5.72943e-09-0j -2.74923e-07-0j 5.84758e-10-0j 1.09869e-10-0j 8.23354e-06-0j 0.0132373-0j 5.01325e-09-0j -5.27198e-09-0j -1.64876e-08-0j -4.88969e-09-0j 1.12134e-11-0j 1.57888e-07-0j -1.99286e-10-0j -2.40558e-07-0j 0.000253841-0j 7.91148e-07-0j 2.06786e-09-0j 5.11663e-10-0j 1.30706e-08-0j 2.34629e-07-0j -1.68276e-09-0j -3.49336e-09-0j -4.99052e-10-0j 7.20434e-06-0j -2.36937e-05-0j 9.56264e-09-0j -7.02677e-06-0j 0.0115826-0j -6.18653e-09-0j -2.03396e-11-0j -9.9225e-08-0j -0.0380931-0j -6.27182e-07-0j -0.0112972-0j -2.69621e-09-0j 2.1105e-10-0j -2.86386e-07-0j 1.67627e-07-0j 1.33401e-09-0j 2.97164e-06-0j -3.5654e-10-0j -0.000460432-0j 2.96857e-07-0j 1.87832e-05-0j -5.02017e-06-0j -6.3141e-10-0j 0.0047776-0j 0.0301983-0j 1.29376e-07-0j -8.89041e-06-0j -2.75181e-10-0j -0.00807108-0j -3.87461e-06-0j -0.0142934-0j -0.00622933-0j 
1.52567e-05-0j 7.28565e-05-0j -0.000257123-0j 0.00093247-0j -0.000222207-0j 1.09416e-06-0j 0.0021515-0j -3.7411e-06-0j 7.81708e-07-0j -0.00735629-0j 5.27918e-06-0j 0.00153711-0j 0.0103807-0j -6.40991e-06-0j -0.0126041-0j -0.000114994-0j -2.02e-05-0j -0.00737547-0j 0.000380696-0j -0.000106062-0j 6.68737e-05-0j -0.000506487-0j 0.0244171-0j 0.000271982-0j -1.86311e-05-0j -8.89704e-05-0j -0.00680263-0j -9.16597e-05-0j 4.77769e-05-0j -0.0324851-0j 0.000455437-0j 0.0174444-0j -1.61011e-05-0j -0.00587887-0j 8.00028e-05-0j 0.0292108-0j 6.27759e-07-0j 0.00216675-0j 6.40704e-08-0j -2.03625e-06-0j 0.000178169-0j -0.00200095-0j 5.49289e-07-0j -0.00702826-0j 3.66193e-07-0j 2.62306e-06-0j -2.07824e-07-0j -0.000577924-0j -1.8781e-06-0j 0.00189591-0j 0.00649044-0j 0.00126394-0j 2.2657e-07-0j 5.60616e-08-0j 4.4755e-07-0j 0.00905366-0j 3.73744e-08-0j 1.874e-06-0j 2.67715e-07-0j 0.000155898-0j 0.000103932-0j -0.00648238-0j 0.000744469-0j -0.00175083-0j -3.21789e-06-0j -1.91683e-07-0j 0.000782022-0j -0.00116722-0j 0.00154475-0j -0.00836085-0j 1.89724e-06-0j 2.31242e-08-0j -0.000533037-0j 0.00646824-0j 4.56779e-08-0j 6.43045e-05-0j 1.91265e-07-0j 0.00598634-0j -0.0111067-0j 0.000127022-0j 0.000531874-0j -3.28424e-07-0j -0.00072218-0j -0.00142654-0j 0.00654847-0j -0.000913291-0j 1.93637e-07-0j -0.00597328-0j 0.00053847-0j 0.0102568-0j -0.00604736-0j 
-3.17623e-06-0j -3.3012e-06-0j -7.35917e-05-0j -8.5407e-05-0j -4.76948e-05-0j -2.24159e-05-0j 0.000928556-0j 2.52457e-05-0j 4.71323e-05-0j -0.00104578-0j -2.22181e-05-0j -0.00195241-0j 0.000920363-0j -4.4611e-05-0j 0.00184797-0j 1.70691e-07-0j 0.00055274-0j -0.00652881-0j -1.86134e-07-0j -1.52952e-07-0j -0.000602751-0j -1.58969e-07-0j 0.00711952-0j 3.91371e-07-0j -0.000495297-0j -0.000514784-0j 0.0058503-0j -9.91279e-08-0j 0.00126736-0j 0.00608048-0j 3.80745e-07-0j -0.0149697-0j -0.000321001-0j 0.00379158-0j 0.00123295-0j -0.0145632-0j 1.3452e-07-0j -4.29576e-06-0j -2.63892e-06-0j -1.43727e-07-0j -0.00735155-0j 0.0195626-0j -1.14354e-07-0j 4.58978e-06-0j 7.84698e-08-0j -1.18853e-07-0j 2.81954e-06-0j 0.00785473-0j 1.2879e-07-0j 3.65178e-06-0j -0.0209016-0j -2.50586e-06-0j -2.38607e-07-0j 2.24332e-06-0j 7.19216e-08-0j 3.79546e-06-0j -1.53937e-06-0j 2.49904e-07-0j 2.33159e-06-0j 0.00624949-0j -0.00428841-0j -4.11278e-06-0j 0.00649537-0j -0.01663-0j -2.27582e-07-0j -2.52652e-06-0j 7.61969e-06-0j 0.0114115-0j -2.29675e-06-0j -0.0172843-0j 2.35025e-07-0j 4.68085e-06-0j -0.00703842-0j -7.98043e-06-0j -1.41091e-06-0j 0.01304-0j -4.90245e-06-0j 0.0187294-0j 7.2676e-06-0j -0.00393054-0j -0.0136573-0j 4.46455e-06-0j -0.0346996-0j 0.0104593-0j -7.50528e-06-0j 0.0124374-0j -4.61056e-06-0j 0.0363424-0j -0.0128442-0j -0.0330962-0j 0.0341786-0j 
1.61822e-05-0j 7.7276e-05-0j -0.00018118-0j 0.000657057-0j -0.000156576-0j -0.000223067-0j 0.000744651-0j 0.000762698-0j -0.000159367-0j -0.00254607-0j -0.00107626-0j 0.000532004-0j 0.00359283-0j 0.00130679-0j -0.00436237-0j 8.44877e-07-0j 0.00273588-0j 0.000169558-0j -2.79703e-06-0j 7.79256e-07-0j -0.00905733-0j 3.72123e-06-0j -0.000561333-0j -1.99829e-06-0j 0.00252339-0j 0.0120501-0j 0.000156388-0j 6.73437e-07-0j -0.00647087-0j 0.000746811-0j -3.34616e-06-0j -0.000401036-0j 0.00218072-0j 0.000135151-0j -0.0108355-0j -0.000671538-0j 6.65839e-07-0j -1.0576e-05-0j 0.00124223-0j -2.15977e-06-0j -0.0118527-0j 2.24277e-05-0j 5.82609e-07-0j 3.43051e-05-0j 3.88406e-07-0j 2.78217e-06-0j -0.0040294-0j 0.0384466-0j -1.99202e-06-0j -9.25397e-06-0j -7.27485e-05-0j -6.16931e-06-0j 2.40314e-07-0j 0.00108695-0j 4.74698e-07-0j -4.41911e-05-0j 0.000724634-0j 1.98768e-06-0j 0.00519059-0j -0.0103712-0j -0.0069141-0j 3.16407e-05-0j -0.0495261-0j 1.96242e-05-0j -3.41308e-06-0j -0.00371644-0j -3.81707e-06-0j 1.30828e-05-0j -7.53995e-06-0j 9.3713e-05-0j 2.01233e-06-0j 0.000448344-0j 0.0354605-0j -3.15717e-05-0j 0.000885626-0j -0.00427788-0j 0.00370833-0j -6.70982e-05-0j 5.42123e-05-0j -0.00845021-0j -0.0353831-0j -0.00636765-0j 8.09459e-06-0j 1.59894e-05-0j -3.19632e-05-0j 0.0607571-0j 0.00375433-0j 6.69518e-05-0j -0.035822-0j -0.000114964-0j 6.77821e-05-0j 
-2.50955e-07-0j 8.61536e-08-0j -2.88414e-06-0j 1.05036e-05-0j -2.08188e-06-0j 6.11528e-09-0j 6.08852e-05-0j 7.1345e-09-0j 3.87855e-09-0j 7.10328e-05-0j -1.83726e-08-0j 3.86158e-05-0j -0.000182922-0j 2.57498e-09-0j 2.56371e-05-0j 4.45196e-09-0j -2.26583e-07-0j -0.000864976-0j 5.02903e-09-0j -1.20848e-08-0j -2.55953e-07-0j 4.14874e-09-0j -0.000977095-0j 3.18961e-09-0j 6.15056e-07-0j -2.1115e-07-0j 0.00234796-0j -8.72325e-09-0j -1.62335e-07-0j -0.000806062-0j 9.47013e-10-0j -0.000619712-0j 4.43971e-07-0j 0.00169485-0j -4.81983e-08-0j -0.000183996-0j 3.50855e-09-0j -1.68355e-07-0j 3.5809e-10-0j 3.88325e-09-0j 5.04199e-06-0j 0.00810616-0j -9.03515e-09-0j -1.86335e-07-0j 2.04665e-09-0j 3.10179e-09-0j 3.96333e-10-0j 5.58046e-06-0j -1.0541e-08-0j 4.33546e-07-0j 0.00897188-0j -9.82073e-08-0j 1.58192e-08-0j -9.22146e-10-0j 2.08929e-09-0j -1.48838e-07-0j 2.08886e-10-0j 1.96728e-09-0j 3.16575e-10-0j -1.2984e-05-0j 2.94116e-06-0j 5.05803e-07-0j 4.45746e-06-0j -0.0208748-0j -3.80445e-09-0j -1.07584e-09-0j -7.59074e-07-0j 0.00472859-0j -1.00253e-07-0j 0.0071664-0j 3.37228e-10-0j 1.61454e-09-0j -1.5148e-05-0j -9.43986e-08-0j 2.13237e-10-0j 2.27331e-05-0j 2.00785e-10-0j -0.024354-0j 1.82554e-07-0j 3.00244e-06-0j 2.8271e-06-0j -3.8829e-10-0j 0.0365488-0j 0.00482711-0j -1.61817e-08-0j -5.46722e-06-0j 3.44182e-11-0j 0.00454521-0j 4.84617e-07-0j -0.00878982-0j 0.000779133-0j 
-1.34852e-06-0j -6.43967e-06-0j 3.0355e-05-0j -0.000110084-0j 2.6233e-05-0j 9.24609e-06-0j -0.00038301-0j -3.16137e-05-0j 6.60573e-06-0j 0.00130957-0j 4.4611e-05-0j -0.000273635-0j -0.00184797-0j -5.41662e-05-0j 0.00224378-0j -7.04064e-08-0j -0.000227994-0j 0.002693-0j 2.33086e-07-0j -6.4938e-08-0j 0.00075479-0j -3.10103e-07-0j -0.00891537-0j 1.66524e-07-0j -0.000210286-0j -0.00100419-0j 0.00248384-0j -5.61198e-08-0j 0.000539248-0j 0.0118612-0j 2.78847e-07-0j -0.00636945-0j -0.00018173-0j 0.00214654-0j 0.000902976-0j -0.0106657-0j -5.54866e-08-0j 1.77191e-06-0j 1.0885e-06-0j 1.79981e-07-0j 0.00303236-0j -0.00806917-0j -4.85507e-08-0j -5.74752e-06-0j -3.23672e-08-0j -2.31848e-07-0j -3.53075e-06-0j -0.00983603-0j 1.66002e-07-0j 1.55042e-06-0j 0.0261739-0j 1.03361e-06-0j -2.00262e-08-0j 9.52438e-07-0j -3.95582e-08-0j 7.40383e-06-0j 6.34958e-07-0j -1.6564e-07-0j 4.54824e-06-0j 0.00265332-0j 0.00176888-0j -5.30111e-06-0j 0.0126706-0j -0.00706052-0j 2.84424e-07-0j -3.25652e-06-0j 6.39516e-07-0j -0.00470702-0j 1.26325e-06-0j -0.0337166-0j -1.67694e-07-0j 3.9286e-07-0j -0.00907207-0j 5.28955e-06-0j 7.76028e-07-0j 0.00109444-0j 3.24942e-06-0j 0.024141-0j -9.08279e-06-0j 0.00216187-0j 0.00905228-0j -5.57964e-06-0j -0.00291232-0j -0.00575278-0j 5.35515e-06-0j -0.0155439-0j 3.28972e-06-0j -0.0240883-0j 0.00916455-0j 0.0413625-0j -0.0243871-0j 
1.18371e-07-0j 1.23028e-07-0j 4.12106e-06-0j 4.7827e-06-0j 2.67086e-06-0j -8.73794e-09-0j -8.6997e-05-0j 9.84102e-09-0j 1.83726e-08-0j 9.79795e-05-0j -8.66085e-09-0j 0.000182922-0j -8.62295e-05-0j -1.73898e-08-0j -0.000173137-0j -6.36127e-09-0j 3.23758e-07-0j 0.00123594-0j 6.93682e-09-0j 5.70017e-09-0j -3.5305e-07-0j 5.92444e-09-0j -0.00134776-0j -1.45855e-08-0j -2.90111e-07-0j -3.01525e-07-0j -0.00110749-0j 3.69428e-09-0j 7.42333e-07-0j -0.00115107-0j -1.41895e-08-0j 0.00283384-0j -1.88021e-07-0j -0.000717765-0j 7.22177e-07-0j 0.00275689-0j -5.01325e-09-0j 2.40558e-07-0j -5.11663e-10-0j 5.35639e-09-0j -7.20434e-06-0j -0.0115826-0j 4.26172e-09-0j -2.57023e-07-0j -2.9244e-09-0j 4.42939e-09-0j 5.46684e-10-0j 7.69744e-06-0j -4.79972e-09-0j -2.04496e-07-0j 0.0123754-0j 1.40325e-07-0j 8.89237e-09-0j 4.3496e-10-0j -2.68036e-09-0j -2.12542e-07-0j -2.9847e-10-0j -9.31336e-09-0j 4.52073e-10-0j 6.12435e-06-0j -4.20253e-06-0j 2.30312e-07-0j 6.3653e-06-0j 0.0098463-0j 8.48147e-09-0j -4.89869e-10-0j -4.26695e-07-0j -0.00675654-0j 1.28615e-07-0j 0.0102337-0j -8.75885e-09-0j 9.07574e-10-0j -6.89748e-06-0j 4.46896e-07-0j -2.73563e-10-0j 1.27789e-05-0j -9.50541e-10-0j -0.0110893-0j -4.06978e-07-0j -3.85184e-06-0j -1.33839e-05-0j 8.65636e-10-0j 0.020545-0j -0.00619272-0j 4.20288e-07-0j 1.21884e-05-0j -8.93946e-10-0j -0.0215176-0j -1.2587e-05-0j 0.0195956-0j -0.0202365-0j 
5.02563e-08-0j 2.39992e-07-0j -1.69985e-06-0j 6.1646e-06-0j -1.46902e-06-0j 3.60422e-09-0j 3.58844e-05-0j -1.23233e-08-0j 2.57498e-09-0j -0.000122694-0j 1.73898e-08-0j 2.56371e-05-0j 0.000173137-0j -2.11145e-08-0j -0.000210221-0j 2.62389e-09-0j -1.33543e-07-0j -0.000509798-0j -8.68659e-09-0j 2.4201e-09-0j 4.42105e-07-0j 1.15569e-08-0j 0.00168773-0j -6.206e-09-0j -1.23171e-07-0j -5.88187e-07-0j -0.000470203-0j 2.09146e-09-0j 3.15855e-07-0j -0.00224539-0j -1.0392e-08-0j 0.00120577-0j -1.06445e-07-0j -0.000406352-0j 5.28902e-07-0j 0.00201907-0j 2.06786e-09-0j -9.9225e-08-0j 2.1105e-10-0j -6.7075e-09-0j 2.97164e-06-0j 0.0047776-0j 1.80938e-09-0j 3.21855e-07-0j 1.20625e-09-0j 8.64045e-09-0j -6.84581e-10-0j -9.63907e-06-0j -6.18653e-09-0j -8.68219e-08-0j -0.015497-0j -5.78813e-08-0j 7.46331e-10-0j 1.84669e-10-0j 1.47425e-09-0j -4.14607e-07-0j 1.23113e-10-0j 6.17304e-09-0j 8.81862e-10-0j 2.60019e-06-0j 1.73346e-06-0j 2.96857e-07-0j 1.24168e-05-0j 0.0041804-0j -1.05998e-08-0j -6.3141e-10-0j -3.58122e-08-0j 0.00278693-0j -7.07408e-08-0j 0.0199629-0j 6.2496e-09-0j 7.61721e-11-0j -8.89041e-06-0j -2.96209e-07-0j 1.50465e-10-0j 1.07252e-06-0j 6.30033e-10-0j -0.0142934-0j 5.08627e-07-0j 2.11858e-06-0j 8.87102e-06-0j -1.08184e-09-0j 0.00172433-0j 0.00340611-0j -2.99883e-07-0j -1.52326e-05-0j 6.37847e-10-0j 0.0142622-0j 8.98104e-06-0j -0.0244899-0j 0.0144391-0j 
