-0.357533-0j -0.417122-0j 0.75176-0j 0.354592-0j -0.150547-0j -0.0460126-0j -0.0519768-0j 0.0412307-0j -0.0428786-0j 0.109288-0j 0.0297619-0j -0.0097877-0j -0.0296078-0j -0.00427352-0j -0.0327699-0j -0.00472992-0j 0.0251694-0j -0.0172712-0j -0.0261753-0j 0.00363288-0j -0.00249289-0j -0.00377808-0j 0.0293642-0j 0.0525176-0j -0.0176311-0j 0.00423836-0j 0.00758026-0j 0.055037-0j -0.00254482-0j 0.0079439-0j 0.0105981-0j 0.00152971-0j -0.00284579-0j -0.000410755-0j -0.0223112-0j -0.0039441-0j -0.000328675-0j -0.0243486-0j -0.00430427-0j -0.000358689-0j 0.0183234-0j -0.0190558-0j -0.0172171-0j 0.00323916-0j -0.00336862-0j 0.00026993-0j 0.0206985-0j -0.00304358-0j -0.000280718-0j -0.0142034-0j -0.0124279-0j -0.000253631-0j 0.0362011-0j 0.00365902-0j -0.00251082-0j 0.0170754-0j -0.00219697-0j 0.000304918-0j 0.0431889-0j 0.0063995-0j -0.00724963-0j -0.000209235-0j -0.000183081-0j 0.00301854-0j 0.000533292-0j 0.0261313-0j 0.00763479-0j -0.00128157-0j 0.000251545-0j 0.00389772-0j 0.000636232-0j 0.00461941-0j -0.000106797-0j -0.000884548-0j 0.000384951-0j 0.000689027-0j -0.000156368-0j 5.74189e-05-0j -1.30306e-05-0j 
-0.000193577-0j 0.000218015-0j -0.000122774-0j -0.000581231-0j -0.000385248-0j 0.0023742-0j -0.00258901-0j -0.00644471-0j -0.00221116-0j -0.00164205-0j -0.00417682-0j 0.00529591-0j 0.00153259-0j -0.0102858-0j -0.00163749-0j 0.0109898-0j -0.00394669-0j 0.00089401-0j -0.0013541-0j 0.0264878-0j -0.00600006-0j 0.0090879-0j 0.00444492-0j 0.00691008-0j 0.000819406-0j -0.0298317-0j -0.0463763-0j -0.000858823-0j -0.00549936-0j 0.0057639-0j -0.00785452-0j 0.0527148-0j 0.00267765-0j -0.0179707-0j -1.20798e-05-0j -0.0194567-0j -0.00242429-0j 1.27261e-05-0j 0.0204977-0j 0.00255399-0j 3.0053e-05-0j 1.03111e-05-0j -9.32174e-06-0j 0.0484056-0j 0.0166078-0j 0.0060313-0j -3.27721e-05-0j -0.0150143-0j 0.00206932-0j 7.42357e-06-0j -6.04142e-06-0j -0.00187077-0j -5.91222e-06-0j -0.0527852-0j 0.011957-0j -2.79892e-05-0j -0.00973077-0j -0.006577-0j 5.73791e-05-0j -0.00952267-0j -1.85517e-05-0j 0.00148983-0j -0.00121245-0j -0.0450816-0j -0.00118652-0j -3.8317e-06-0j 0.0924191-0j -0.0298807-0j -0.00561713-0j 6.70364e-05-0j 0.0115153-0j -0.00617164-0j -0.00372312-0j -1.33138e-05-0j -0.000768981-0j 0.107974-0j -0.0214442-0j 0.0134535-0j -0.00267193-0j 
-0.000553193-0j 0.00189145-0j 0.00116316-0j 0.0025931-0j 0.00324076-0j -7.1193e-05-0j 0.00023569-0j 6.37942e-05-0j -0.000313567-0j -0.000495567-0j 5.51313e-05-0j 0.000281962-0j 0.00880528-0j -6.61221e-06-0j -0.0285616-0j 2.14479e-05-0j -0.00748529-0j 0.00513642-0j 0.0367924-0j 5.62098e-06-0j -3.85712e-06-0j -2.76288e-05-0j 0.0255933-0j -0.0156186-0j 0.00627758-0j -1.92189e-05-0j 1.17285e-05-0j -0.0773607-0j -4.71406e-06-0j 5.8093e-05-0j 0.0438509-0j -3.29292e-05-0j 0.0266118-0j -1.99837e-05-0j -3.4521e-05-0j 0.00117296-0j -5.08543e-07-0j 0.000110409-0j -0.00375152-0j 1.62648e-06-0j 2.83509e-05-0j -0.000139353-0j -2.66391e-05-0j -0.000963316-0j 0.00473498-0j 4.17649e-07-0j -9.38579e-05-0j 0.000905151-0j -2.05287e-06-0j 6.44054e-05-0j -2.30216e-05-0j -3.92431e-07-0j 5.60121e-05-0j 0.00318913-0j -0.00218838-0j 0.000124871-0j 0.000782236-0j -1.38266e-06-0j -0.000195841-0j -0.00190319-0j 0.000156059-0j 9.48781e-07-0j -3.39141e-07-0j -0.0042429-0j 8.25136e-07-0j 4.84059e-05-0j 0.00665433-0j -0.00530262-0j 1.83952e-06-0j -0.000112285-0j -2.88501e-06-0j -0.00164475-0j 2.29897e-06-0j -0.000277854-0j 7.13087e-07-0j 0.00381524-0j 0.00944101-0j -1.65411e-06-0j -4.09318e-06-0j 
-6.51809e-06-0j -7.60444e-06-0j -5.81742e-05-0j 3.27012e-05-0j -2.74459e-06-0j 0.000160726-0j 0.000181559-0j -0.000728551-0j 0.000149778-0j 0.00162042-0j -0.000525896-0j 3.41892e-05-0j -5.39772e-07-0j -0.00213768-0j -5.97418e-07-0j -0.00236598-0j 2.32117e-06-0j -3.14867e-07-0j -4.77195e-07-0j 0.00919261-0j -0.00124698-0j -0.00188986-0j 2.70803e-06-0j -1.4108e-06-0j -3.21427e-07-0j 0.0107247-0j -0.00558724-0j -4.25898e-06-0j -0.00127296-0j -0.016867-0j 9.77379e-07-0j 0.00387075-0j -5.18808e-08-0j -0.000205466-0j -4.06749e-07-0j 1.37771e-05-0j 0.0155579-0j -4.43892e-07-0j 1.50351e-05-0j 0.0169786-0j 1.68982e-06-0j -3.47401e-07-0j -3.13879e-07-0j -5.72363e-05-0j 1.17669e-05-0j -0.0646346-0j 1.90886e-06-0j 1.06315e-05-0j 0.0132879-0j -2.58937e-07-0j -2.2657e-07-0j 0.0120057-0j -2.80138e-06-0j -6.46552e-05-0j 8.7705e-06-0j 1.57473e-06-0j 7.67419e-06-0j -0.0730126-0j -1.1602e-06-0j 9.48861e-05-0j -1.32166e-07-0j 0.00990418-0j 0.00866616-0j -5.33378e-05-0j 0.107151-0j -2.02215e-06-0j 3.92972e-05-0j 4.47661e-06-0j -0.0602323-0j 3.59456e-07-0j 0.0443768-0j 6.84924e-05-0j 0.00505526-0j -1.61259e-08-0j 0.0773457-0j -1.21752e-05-0j 5.46204e-07-0j -0.0137489-0j 0.000616807-0j 
1.07543e-05-0j 4.80662e-05-0j 7.68324e-06-0j 9.85687e-06-0j 5.42145e-06-0j -0.000265184-0j 0.000583544-0j 0.000481006-0j 0.000436345-0j 0.000416904-0j -0.000678685-0j 0.000718445-0j 8.90578e-07-0j 0.003527-0j -1.92015e-06-0j -0.00760443-0j 7.79256e-07-0j -2.56282e-06-0j 7.06902e-07-0j 0.00308612-0j -0.0101496-0j 0.00279958-0j 3.48287e-06-0j 3.21427e-07-0j -4.00918e-06-0j 0.0137934-0j 0.00127296-0j 5.05035e-07-0j -0.0158777-0j 0.00200011-0j 3.92838e-07-0j 0.00155577-0j -3.73639e-06-0j -0.0147974-0j 6.71102e-07-0j -2.2731e-05-0j -0.0256692-0j -1.4267e-06-0j 4.83241e-05-0j 0.0545704-0j 5.67303e-07-0j 5.14629e-07-0j -1.01845e-06-0j -1.92152e-05-0j -1.74311e-05-0j -0.021699-0j -1.24836e-06-0j 3.44962e-05-0j -0.0196842-0j 4.10563e-06-0j 1.43701e-06-0j 0.0389552-0j -7.27619e-07-0j 4.22836e-05-0j -0.000139062-0j -9.33465e-07-0j -4.86731e-05-0j 0.0477491-0j -5.14924e-07-0j 2.46453e-05-0j -5.13423e-07-0j -0.157038-0j -0.0549646-0j 3.16175e-05-0j 0.0278309-0j 1.02665e-06-0j 1.74411e-05-0j 1.73902e-05-0j 0.0357044-0j -1.53696e-06-0j 0.0196955-0j -3.47737e-05-0j 0.0196381-0j -2.58714e-06-0j -0.0392686-0j 5.20585e-05-0j 8.76293e-05-0j 0.0587876-0j 0.0989563-0j 
0.000235664-0j -0.00134613-0j 0.000168366-0j 0.00437299-0j 0.00312021-0j -0.00143003-0j 0.00790901-0j -0.00131896-0j -0.0242236-0j 0.00565047-0j 0.041558-0j -0.0429582-0j 1.95157e-05-0j -0.000268451-0j -0.000105754-0j 0.00145472-0j 1.70762e-05-0j 1.13841e-05-0j 0.000313617-0j -0.000234895-0j -0.000156596-0j -0.00431401-0j -9.75402e-05-0j 7.04357e-06-0j -0.000507269-0j 0.00134173-0j -9.68891e-05-0j 0.000224059-0j 0.00697782-0j -0.00308208-0j 0.00022609-0j -0.00311002-0j -0.000285207-0j 0.00392321-0j -0.00212304-0j -0.000122579-0j -3.1078e-05-0j 0.0113437-0j 0.000654956-0j 0.000166054-0j -0.00179467-0j -0.0329604-0j -0.0016383-0j -0.00010362-0j -0.00190305-0j -2.62712e-05-0j 0.00992571-0j -9.45914e-05-0j -0.00048249-0j 0.00661714-0j 0.0516198-0j -2.39822e-05-0j -0.00117046-0j 0.000573087-0j 0.000382058-0j -0.0304004-0j 0.0029804-0j 0.000145297-0j 0.00409415-0j -6.75794e-05-0j -0.0216912-0j 9.68649e-05-0j 0.000755636-0j -0.00175524-0j -1.71337e-05-0j 0.036879-0j 0.000236386-0j -0.0012524-0j -0.000445015-0j -0.053912-0j 5.99321e-05-0j 0.0021293-0j -0.000317526-0j 0.082881-0j 0.000539852-0j -0.00311275-0j 0.00478535-0j -0.00078919-0j 0.00121325-0j 
0.00011292-0j -0.00038609-0j -0.000237429-0j -0.000529313-0j -0.000661517-0j -0.00138495-0j 0.00458498-0j 0.00124102-0j -0.00609997-0j -0.00964049-0j 0.00107249-0j 0.00548513-0j -0.00089401-0j 0.00600006-0j 0.00289989-0j -0.0194623-0j 0.00075999-0j -0.000521506-0j -0.00373557-0j -0.0051006-0j 0.00350003-0j 0.0250709-0j -0.00259852-0j 0.00158577-0j -0.000637369-0j 0.0174397-0j -0.0106427-0j 0.00785452-0j 0.00427764-0j -0.0527148-0j -0.00445223-0j 0.0298807-0j -0.00270192-0j 0.0181337-0j 7.04657e-06-0j 0.0113498-0j 0.00141417-0j -2.25372e-05-0j -0.0363001-0j -0.00452297-0j -5.78711e-06-0j 2.84454e-05-0j 5.43768e-06-0j -0.00932116-0j 0.0458163-0j -0.00116141-0j 1.91587e-05-0j 0.00875835-0j 0.00570867-0j -1.31467e-05-0j 4.69927e-06-0j 0.00109128-0j -1.14334e-05-0j 0.0308584-0j -0.0211751-0j -2.54892e-05-0j 0.00756901-0j 0.00384493-0j 3.99758e-05-0j -0.0184155-0j -3.18554e-05-0j -0.0026384-0j 0.000943093-0j -0.0410548-0j -0.00229456-0j -9.88082e-06-0j 0.0643881-0j -0.0513088-0j -0.00511539-0j 2.292e-05-0j 0.00802271-0j -0.0159148-0j -0.00639304-0j 5.67168e-05-0j -0.00198297-0j 0.0369167-0j 0.0913524-0j 0.0045998-0j 0.0113824-0j 
0.000144314-0j -0.00082433-0j 0.000103103-0j 0.0026779-0j 0.00191073-0j 1.85724e-05-0j -0.000102718-0j 1.71299e-05-0j 0.000314604-0j -7.33853e-05-0j -0.000539733-0j 0.000557918-0j -0.00229708-0j 1.72496e-06-0j 0.0124477-0j -9.34742e-06-0j -0.00200994-0j -0.00133996-0j -0.036914-0j 1.50934e-06-0j 1.00622e-06-0j 2.77201e-05-0j 0.0114809-0j -0.000829058-0j 0.0597077-0j -8.62141e-06-0j 6.2257e-07-0j -0.0263727-0j -4.48367e-05-0j 1.98042e-05-0j -0.0266118-0j 1.99837e-05-0j 0.0335701-0j -2.5209e-05-0j 9.00566e-06-0j -0.000305997-0j 1.32666e-07-0j -4.81185e-05-0j 0.00163498-0j -7.08852e-07-0j 7.61276e-06-0j 0.000139814-0j 6.94946e-06-0j -0.000258668-0j -0.00475063-0j 1.12146e-07-0j -4.21036e-05-0j -0.000236131-0j 2.05965e-06-0j -2.80691e-05-0j -0.000218965-0j 1.02375e-07-0j 4.96494e-06-0j 0.00143061-0j 0.00095374-0j 0.000128955-0j 0.00744005-0j -6.20245e-07-0j -1.73669e-05-0j -0.0001687-0j 9.20114e-05-0j -4.13497e-07-0j -3.22566e-06-0j -0.00438166-0j 7.31404e-08-0j -0.000156436-0j 0.000590096-0j -0.00312639-0j 1.89968e-06-0j 0.000228688-0j -2.55838e-07-0j 0.00531543-0j 1.35546e-06-0j -0.000351571-0j -2.30452e-06-0j -0.00777042-0j 0.0119458-0j 3.36889e-06-0j -5.17913e-06-0j 
1.14067e-05-0j -1.28466e-05-0j 7.23455e-06-0j 3.42493e-05-0j 2.2701e-05-0j -0.00028127-0j 0.000306718-0j 0.000763501-0j 0.000261955-0j 0.000194533-0j 0.000494825-0j -0.000627403-0j 9.44601e-07-0j 0.00374094-0j -1.00925e-06-0j -0.00399699-0j -2.43252e-06-0j 5.51017e-07-0j -8.3459e-07-0j -0.00963361-0j 0.00218222-0j -0.00330526-0j 2.7396e-06-0j 4.25898e-06-0j 5.05035e-07-0j 0.0108498-0j 0.016867-0j -5.2933e-07-0j 0.00200011-0j -0.00209633-0j -4.84108e-06-0j -0.0191723-0j 1.65035e-06-0j 0.00653595-0j 7.11811e-07-0j -2.41099e-05-0j -0.0272263-0j -7.49894e-07-0j 2.53998e-05-0j 0.028683-0j -1.77089e-06-0j -6.07586e-07-0j 5.49289e-07-0j 5.9982e-05-0j 2.05796e-05-0j 0.0677353-0j 1.93111e-06-0j -1.8605e-05-0j 0.0232398-0j -4.37438e-07-0j 3.55994e-07-0j -0.0210099-0j 3.48381e-07-0j -6.5409e-05-0j 1.48165e-05-0j 1.64928e-06-0j -1.20579e-05-0j -0.0738638-0j -3.38109e-06-0j -1.18001e-05-0j 1.09317e-06-0j 0.0167317-0j -0.0136165-0j -5.5863e-05-0j -0.0133253-0j 2.25785e-07-0j 0.000114521-0j -3.70269e-05-0j -0.0630839-0j -3.95016e-06-0j 0.129325-0j -7.64761e-06-0j -0.041813-0j 7.84522e-07-0j -0.00863614-0j 0.000133796-0j -2.65726e-05-0j 0.151091-0j -0.0300074-0j 
-2.9458e-05-0j 0.000168266-0j -2.10458e-05-0j -0.000546624-0j -0.000390026-0j 0.000361298-0j -0.00199822-0j 0.000333236-0j 0.00612013-0j -0.0014276-0j -0.0104997-0j 0.0108534-0j 0.000233225-0j -0.00156526-0j -0.00126383-0j 0.00848205-0j 0.000204071-0j 0.000136048-0j 0.00374792-0j -0.00136961-0j -0.00091307-0j -0.0251538-0j -0.00116567-0j 8.41752e-05-0j -0.00606218-0j 0.00782326-0j -0.000564933-0j 0.00267765-0j 0.0406857-0j -0.0179707-0j 0.00270192-0j -0.0181337-0j -0.0034084-0j 0.0228752-0j -1.83827e-06-0j -0.00296086-0j -0.000368921-0j 9.82214e-06-0j 0.0158203-0j 0.0019712-0j -1.55395e-06-0j -2.85394e-05-0j -1.41855e-06-0j -0.00250291-0j -0.0459677-0j -0.00031186-0j 8.59437e-06-0j -0.00228483-0j -0.00572754-0j 5.72958e-06-0j 4.4696e-05-0j -0.000284688-0j -1.01346e-06-0j 0.0138428-0j 0.0092285-0j -2.63228e-05-0j 0.0719908-0j 0.0017248-0j 3.545e-06-0j -0.00163236-0j -1.87818e-05-0j 0.00114986-0j 0.00897-0j -0.0423974-0j -0.000203391-0j 3.19324e-05-0j 0.00570984-0j -0.0302513-0j -0.00528269-0j -4.66807e-05-0j 0.000711442-0j 0.0514327-0j -0.00376929-0j 7.17641e-05-0j 0.00640848-0j -0.0751876-0j 0.115589-0j -0.00936832-0j 0.0144023-0j 
-6.65388e-06-0j 2.27506e-05-0j 1.39906e-05-0j 3.11901e-05-0j 3.89803e-05-0j 0.000164074-0j -0.000543179-0j -0.000147023-0j 0.000722659-0j 0.0011421-0j -0.000127058-0j -0.000649821-0j -5.51017e-07-0j -0.00218222-0j 1.78733e-06-0j 0.00707843-0j 4.68415e-07-0j -3.21427e-07-0j -2.3024e-06-0j 0.00185508-0j -0.00127296-0j -0.00911828-0j -1.60158e-06-0j 9.77379e-07-0j -3.92838e-07-0j -0.0063428-0j 0.00387075-0j 4.84108e-06-0j -0.00155577-0j 0.0191723-0j -2.7441e-06-0j -0.0108676-0j -1.66531e-06-0j -0.00659521-0j -4.15223e-07-0j 1.40641e-05-0j 0.015882-0j 1.32802e-06-0j -4.49814e-05-0j -0.0507958-0j 3.41009e-07-0j -1.67616e-06-0j -3.20419e-07-0j -1.15504e-05-0j 5.67734e-05-0j -0.0130434-0j -1.12893e-06-0j 1.08529e-05-0j 0.064112-0j 7.74676e-07-0j -2.76907e-07-0j 0.0122558-0j 6.73721e-07-0j 3.82383e-05-0j -2.62392e-05-0j 1.50196e-06-0j 9.37917e-06-0j 0.043181-0j -2.3556e-06-0j -2.28197e-05-0j 1.8771e-06-0j -0.0296309-0j 0.0105915-0j -5.08732e-05-0j -0.0257694-0j 5.82233e-07-0j 7.97868e-05-0j -6.35795e-05-0j -0.0574491-0j -1.35058e-06-0j 0.0901001-0j -1.97209e-05-0j -0.0717978-0j -3.34207e-06-0j -0.02227-0j 4.57455e-05-0j 0.0001132-0j 0.0516586-0j 0.127832-0j 
1.73583e-06-0j -9.91515e-06-0j 1.24014e-06-0j 3.22101e-05-0j 2.29825e-05-0j -4.28028e-05-0j 0.000236728-0j -3.94783e-05-0j -0.000725048-0j 0.000169127-0j 0.00124389-0j -0.0012858-0j 1.43746e-07-0j 0.000569285-0j -7.78951e-07-0j -0.00308491-0j 1.25778e-07-0j 8.38521e-08-0j 2.31001e-06-0j 0.000498124-0j 0.000332083-0j 0.00914842-0j -7.18451e-07-0j 5.18808e-08-0j -3.73639e-06-0j -0.00284531-0j 0.000205466-0j 1.65035e-06-0j -0.0147974-0j 0.00653595-0j 1.66531e-06-0j 0.00659521-0j -2.10075e-06-0j -0.00831968-0j 1.08321e-07-0j -3.66896e-06-0j -0.00414322-0j -5.78775e-07-0j 1.96038e-05-0j 0.0221378-0j 9.15672e-08-0j 1.6817e-06-0j 8.35891e-08-0j -3.10149e-06-0j -5.69611e-05-0j -0.00350239-0j -5.06428e-07-0j -2.83126e-06-0j -0.0643239-0j -3.37619e-07-0j -2.63374e-06-0j -0.00319723-0j 5.97189e-08-0j 1.71533e-05-0j 1.14355e-05-0j 1.55108e-06-0j 8.92077e-05-0j 0.0193705-0j -2.08891e-07-0j -2.02275e-06-0j 1.10673e-06-0j 0.0129137-0j 0.100739-0j -5.2537e-05-0j -0.00228421-0j -1.88163e-06-0j 7.07538e-06-0j -3.74861e-05-0j -0.0593279-0j 2.75069e-06-0j 0.00798994-0j 6.37331e-05-0j -0.0423315-0j -4.22874e-06-0j 0.0719712-0j -9.3169e-05-0j 0.000143232-0j -0.105212-0j 0.161747-0j 
