-0.306635-0j -0.00643125-0j -0.242191-0j 0.235015-0j -0.209744-0j -0.00513704-0j 0.293813-0j -0.194185-0j -0.187601-0j -0.00448397-0j -0.138733-0j 0.190384-0j -0.00419437-0j 0.238825-0j -0.00290595-0j -0.17303-0j 0.167903-0j -0.164151-0j -0.0029966-0j -0.109434-0j 0.159286-0j 0.242383-0j -0.105959-0j 0.155675-0j -0.00379044-0j -0.00259513-0j -0.0677087-0j 0.216794-0j -0.00244672-0j 0.148429-0j 0.1138-0j -0.107057-0j 0.201886-0j -0.0582743-0j 0.146915-0j 0.088016-0j 0.0565475-0j -0.00151383-0j 0.184296-0j -0.00174802-0j 0.149967-0j -0.0312249-0j 0.14139-0j 0.136216-0j 0.0605993-0j 0.0908104-0j 0.0451252-0j -0.00034201-0j 0.131667-0j 0.0437403-0j 0.0811799-0j 0.056186-0j 0.0217259-0j 0.032239-0j 0.0102454-0j 0.00174564-0j 
1.36809e-05-0j 1.44974e-05-0j -1.03913e-05-0j 1.09177e-05-0j 9.35803e-06-0j -1.11358e-05-0j 6.75498e-06-0j -2.53697e-05-0j 8.37007e-06-0j 1.01078e-05-0j -1.80945e-05-0j -8.50514e-06-0j -2.76864e-05-0j 3.64811e-06-0j 6.55062e-06-0j -7.4239e-06-0j 7.79998e-06-0j 2.06233e-05-0j -1.97468e-05-0j 4.88254e-06-0j -2.1668e-05-0j -5.35885e-06-0j -3.24139e-05-0j 1.78046e-06-0j -8.21675e-06-0j 3.85718e-05-0j -1.4757e-05-0j 4.98426e-06-0j -1.61504e-05-0j -2.33976e-05-0j -1.54543e-05-0j 4.08871e-05-0j -2.96558e-06-0j -2.50028e-06-0j 1.92186e-05-0j 8.045e-07-0j 2.62694e-06-0j 4.8813e-05-0j -8.24344e-06-0j -1.1519e-05-0j 2.95139e-05-0j -9.53828e-06-0j -3.126e-06-0j 4.38694e-06-0j -1.37519e-05-0j 1.0386e-06-0j -1.00581e-06-0j -6.79083e-06-0j -5.87947e-06-0j -6.8851e-06-0j -7.13557e-07-0j -3.13908e-06-0j 1.41681e-07-0j -7.17372e-07-0j -5.6199e-08-0j 7.96176e-09-0j 
-0.000383067-0j -0.000405927-0j 0.00147799-0j -0.000305696-0j -0.000262025-0j 0.00158389-0j -0.000189139-0j -0.000242588-0j -0.000234362-0j -0.000283019-0j -0.00213495-0j 0.00120972-0j -0.00026474-0j -0.000102147-0j -0.000183417-0j 0.00105593-0j -0.000218399-0j 0.00100174-0j -0.00232991-0j -0.000136711-0j -0.000207192-0j 0.000762208-0j -0.00013237-0j -4.9853e-05-0j 0.0011687-0j 0.000800152-0j -0.000619086-0j -0.000139559-0j -0.000154432-0j -9.55498e-05-0j -0.00182344-0j -0.0016475-0j 0.000421805-0j 0.000355623-0j 0.00093351-0j -2.2526e-05-0j -7.35542e-05-0j -0.000699332-0j -7.88245e-05-0j -0.00135911-0j -0.00118922-0j 0.00254233-0j 0.000444621-0j 0.000213088-0j -0.00057692-0j -2.90809e-05-0j -9.61761e-06-0j 0.00540653-0j -0.000693715-0j 0.00183515-0j 0.000101492-0j -0.000131691-0j -3.96706e-06-0j -8.46421e-05-0j 7.99338e-06-0j -2.22929e-07-0j 
0.000156386-0j 3.27999e-06-0j -0.000118782-0j -0.00011986-0j -0.000207986-0j -2.51945e-06-0j -0.000149847-0j 9.90361e-05-0j 9.56779e-05-0j -4.44639e-06-0j -0.000206837-0j 9.33733e-05-0j 2.13916e-06-0j -0.000121803-0j 1.48206e-06-0j 0.000164999-0j 0.000166496-0j -8.05074e-05-0j -4.46765e-06-0j -0.000272845-0j -8.12374e-05-0j 0.000118876-0j -0.000105071-0j -7.93955e-05-0j 3.61452e-06-0j -1.27278e-06-0j -0.000168687-0j 0.000214977-0j -6.10027e-06-0j -7.56999e-05-0j 0.000169665-0j 0.000310336-0j 9.90144e-05-0j 0.00022387-0j -0.000140096-0j -4.48889e-05-0j 0.0002259-0j -3.77149e-06-0j 0.000182751-0j 1.27404e-05-0j 0.000223586-0j 0.000211992-0j -0.000339-0j 6.68067e-05-0j -0.000293543-0j 0.000226413-0j -2.30143e-05-0j -1.5364e-06-0j -0.000381676-0j 0.000152733-0j -7.74122e-05-0j 0.00013998-0j 2.15438e-05-0j 4.80653e-05-0j 5.02483e-06-0j -8.9029e-07-0j 
0.000632028-0j -0.00129972-0j 0.000499199-0j 0.000445661-0j -0.000840566-0j -0.00103817-0j 0.00119268-0j 0.000400249-0j 0.000386678-0j 0.00176192-0j 0.000285952-0j 0.000361027-0j -0.000847662-0j 0.000206217-0j -0.000587277-0j -0.000693432-0j -0.000619063-0j 0.000338343-0j -0.000605599-0j -0.00110269-0j 0.000302056-0j 0.000983913-0j -0.000424639-0j -0.00103327-0j 0.00148941-0j -0.000524464-0j 0.000139559-0j -0.00171108-0j 0.00241728-0j 0.000602521-0j 0.0002158-0j -0.000429039-0j 0.000174321-0j -0.000940845-0j -0.00054168-0j -0.00160505-0j -0.000839941-0j -0.000305937-0j -0.000309405-0j 0.00172699-0j 0.000608765-0j -0.000125136-0j -0.00280583-0j -0.000904115-0j -0.000223432-0j 0.0029466-0j -0.00152809-0j -6.91186e-05-0j -0.00022105-0j 0.000177557-0j 0.00287834-0j -0.000372929-0j 0.00225955-0j -0.00109172-0j -0.000789946-0j -0.000237848-0j 
9.12063e-06-0j 9.66493e-06-0j 7.20381e-06-0j 7.27847e-06-0j -3.04987e-05-0j 7.71998e-06-0j 4.50332e-06-0j 5.7759e-06-0j 5.58005e-06-0j -3.29423e-05-0j 4.1265e-06-0j 5.89623e-06-0j 6.30334e-06-0j 2.43207e-06-0j 4.36708e-06-0j -2.51601e-05-0j -2.54209e-05-0j 4.88254e-06-0j 4.50332e-06-0j 2.13555e-05-0j 4.93314e-06-0j 3.71505e-06-0j -1.54074e-05-0j 1.18698e-06-0j -2.78472e-05-0j 3.89999e-06-0j 2.01395e-06-0j -1.62442e-05-0j 2.41236e-05-0j 2.27499e-06-0j 3.52441e-06-0j -1.5567e-05-0j 2.0559e-06-0j 6.12701e-05-0j -2.22433e-05-0j 5.36333e-07-0j 6.1905e-05-0j 2.27499e-06-0j -9.17488e-06-0j 1.72347e-05-0j 2.29857e-06-0j -4.54039e-06-0j 1.42179e-05-0j 1.0386e-06-0j -9.17488e-06-0j 4.54269e-06-0j 2.28991e-07-0j 5.13976e-07-0j -6.55485e-06-0j 6.70416e-07-0j -2.4183e-06-0j 4.28402e-07-0j -4.61751e-07-0j 1.63599e-07-0j 3.89602e-08-0j 5.30784e-09-0j 
-0.000478933-0j 0.00148236-0j 0.000363771-0j -0.00179176-0j -0.000327599-0j -0.00113864-0j -0.000289347-0j -0.000303298-0j -0.000293014-0j 0.00103353-0j 0.000633438-0j 0.00139582-0j 0.000966778-0j 0.00175748-0j 0.000669803-0j 0.000259891-0j -0.00128009-0j 0.000246554-0j -0.00201912-0j -0.000170925-0j -0.0012144-0j 0.000229545-0j -0.000165497-0j 0.00115677-0j -0.000840165-0j -0.000575222-0j 0.000516603-0j -0.000213499-0j 0.000563954-0j -0.000146173-0j 0.00253628-0j 0.00048881-0j -0.00142868-0j 8.75279e-05-0j 0.00107712-0j -0.000864471-0j -0.00043112-0j -0.0017045-0j 0.00135621-0j -0.00117782-0j 0.000431735-0j 0.000333909-0j 0.000133901-0j -0.000973352-0j 0.00225689-0j 0.000674781-0j -0.00240514-0j -0.000694365-0j -0.00283245-0j 0.000294921-0j 0.000766749-0j -0.00203946-0j -0.00286477-0j 0.00502314-0j 0.00250592-0j -0.00116334-0j 
-6.24447e-07-0j -6.61713e-07-0j 4.74295e-07-0j -4.98323e-07-0j -4.27134e-07-0j 5.08279e-07-0j -3.08321e-07-0j 1.15796e-06-0j -3.8204e-07-0j -4.61357e-07-0j 8.25896e-07-0j 3.88205e-07-0j 1.26371e-06-0j -1.66513e-07-0j -2.98994e-07-0j 3.38853e-07-0j -3.56019e-07-0j -9.4132e-07-0j 9.01314e-07-0j -2.22857e-07-0j 9.89006e-07-0j 2.44597e-07-0j 1.47949e-06-0j -8.12667e-08-0j 3.75042e-07-0j -1.76056e-06-0j 6.73563e-07-0j -2.27499e-07-0j 7.37162e-07-0j 1.06795e-06-0j 7.0539e-07-0j -1.86623e-06-0j 1.3536e-07-0j 1.14121e-07-0j -8.77206e-07-0j -3.67202e-08-0j -1.19903e-07-0j -2.228e-06-0j 3.7626e-07-0j 5.25767e-07-0j -1.34712e-06-0j 4.35361e-07-0j 1.42682e-07-0j -2.00236e-07-0j 6.27686e-07-0j -4.74056e-08-0j 4.59085e-08-0j 3.09958e-07-0j 2.6836e-07-0j 3.1426e-07-0j 3.25693e-08-0j 1.43279e-07-0j -6.46681e-09-0j 3.27434e-08-0j 2.56512e-09-0j -3.51623e-09-0j 
-1.38227e-05-0j 1.40678e-05-0j -1.09177e-05-0j 1.10222e-05-0j -9.45501e-06-0j 1.12368e-05-0j -6.03053e-06-0j 2.56326e-05-0j -8.45681e-06-0j 9.80831e-06-0j -6.2539e-06-0j 8.929e-06-0j -2.6866e-05-0j -1.72796e-05-0j 6.35651e-06-0j -7.79998e-06-0j 7.87464e-06-0j 2.1668e-05-0j 6.55482e-06-0j -4.93314e-06-0j -2.18754e-05-0j -4.97493e-06-0j 3.27498e-05-0j -1.8734e-05-0j 8.29126e-06-0j -3.89216e-05-0j -3.05223e-06-0j -4.44971e-06-0j -1.56718e-05-0j 2.08883e-05-0j 5.33721e-06-0j 1.41316e-05-0j -1.4607e-05-0j -2.62694e-06-0j -2.01764e-05-0j -1.46812e-05-0j 2.65208e-06-0j -9.69645e-06-0j 3.90459e-05-0j 3.82364e-06-0j 9.01332e-06-0j -1.40758e-06-0j -2.90204e-06-0j 4.80003e-05-0j 2.84211e-06-0j -1.09282e-05-0j 2.80794e-05-0j 7.48119e-07-0j -9.52649e-06-0j -8.97774e-07-0j -1.35409e-05-0j -6.76146e-06-0j -5.60026e-06-0j -6.85086e-06-0j -3.10194e-06-0j -6.84761e-07-0j 
5.52909e-05-0j 5.85905e-05-0j -0.000213329-0j 4.41234e-05-0j 3.782e-05-0j -0.000228615-0j 2.72999e-05-0j 3.50145e-05-0j 3.38273e-05-0j 4.08503e-05-0j 0.000308154-0j -0.000174607-0j 3.82119e-05-0j 1.47436e-05-0j 2.6474e-05-0j -0.00015241-0j 3.15232e-05-0j -0.000144589-0j 0.000336294-0j 1.97326e-05-0j 2.99056e-05-0j -0.000110015-0j 1.9106e-05-0j 7.19566e-06-0j -0.000168687-0j -0.000115492-0j 8.93574e-05-0j 2.01437e-05-0j 2.22903e-05-0j 1.37914e-05-0j 0.000263191-0j 0.000237795-0j -6.08823e-05-0j -5.13297e-05-0j -0.000134741-0j 3.25135e-06-0j 1.06166e-05-0j 0.00010094-0j 1.13773e-05-0j 0.000196171-0j 0.00017165-0j -0.000366953-0j -6.41755e-05-0j -3.07566e-05-0j 8.32712e-05-0j 4.19747e-06-0j 1.38818e-06-0j -0.000780366-0j 0.000100129-0j -0.000264881-0j -1.4649e-05-0j 1.90079e-05-0j 5.72596e-07-0j 1.2217e-05-0j -1.15374e-06-0j 3.21771e-08-0j 
0.000135434-0j 2.84055e-06-0j -0.000102869-0j -0.000103801-0j -0.000180121-0j -2.18191e-06-0j -0.000129771-0j 8.57677e-05-0j 8.28595e-05-0j -3.85069e-06-0j -0.000179126-0j 8.08637e-05-0j 1.85257e-06-0j -0.000105484-0j 1.2835e-06-0j 0.000142894-0j 0.000144189-0j -6.97214e-05-0j -3.8691e-06-0j -0.000236291-0j -7.03537e-05-0j 0.00010295-0j -9.0994e-05-0j -6.87585e-05-0j 3.13026e-06-0j -1.10226e-06-0j -0.000146087-0j 0.000186176-0j -5.28299e-06-0j -6.5558e-05-0j 0.000146934-0j 0.000268759-0j 8.5749e-05-0j 0.000193877-0j -0.000121327-0j -3.88749e-05-0j 0.000195635-0j -3.26621e-06-0j 0.000158267-0j 1.10335e-05-0j 0.000193631-0j 0.000183591-0j -0.000293583-0j 5.78563e-05-0j -0.000254216-0j 0.000196079-0j -1.99309e-05-0j -1.33057e-06-0j -0.000330541-0j 0.000132271-0j -6.70409e-05-0j 0.000121226-0j 1.86575e-05-0j 4.16258e-05-0j 4.35163e-06-0j -7.71014e-07-0j 
0.000670366-0j -0.000682252-0j -0.00154783-0j -0.000534548-0j 0.000458543-0j 0.00159307-0j 0.000292465-0j 0.000424529-0j 0.000410134-0j -0.000475678-0j 0.000257661-0j 0.00126588-0j -0.000444956-0j 0.000838018-0j -0.000308274-0j -0.00110582-0j -0.0003819-0j -0.00104907-0j -0.000270059-0j 0.000239245-0j -0.000362302-0j -0.000705307-0j 0.000231648-0j 0.000908552-0j 0.00117547-0j 0.00080479-0j 0.00182344-0j 0.0002158-0j -0.000259558-0j 0.000147748-0j -0.000219893-0j 0.000198831-0j -0.00207087-0j -0.000372427-0j 0.000976854-0j 0.000712001-0j -0.000128619-0j -0.00197826-0j 0.000646679-0j -0.000157534-0j 0.000126817-0j 0.00214919-0j -0.000411429-0j -0.00232397-0j -0.00169792-0j 0.000529988-0j 0.000465052-0j -0.00211685-0j 0.000392492-0j 0.00137078-0j -0.00191973-0j 0.0040394-0j 0.000271598-0j 0.000282256-0j -0.000439769-0j 3.32092e-05-0j 
-9.12253e-05-0j 0.000187599-0j -7.20531e-05-0j -6.43256e-05-0j 0.000121325-0j 0.000149847-0j -0.000172149-0j -5.7771e-05-0j -5.58121e-05-0j -0.000254311-0j -4.12736e-05-0j -5.21097e-05-0j 0.000122349-0j -2.97649e-05-0j 8.47662e-05-0j 0.000100088-0j 8.9354e-05-0j -4.88356e-05-0j 8.74107e-05-0j 0.00015916-0j -4.35981e-05-0j -0.000142016-0j 6.12913e-05-0j 0.00014914-0j -0.000214977-0j 7.56999e-05-0j -2.01437e-05-0j 0.000246973-0j -0.000348905-0j -8.69665e-05-0j -3.1148e-05-0j 6.19264e-05-0j -2.51611e-05-0j 0.000135799-0j 7.81848e-05-0j 0.000231669-0j 0.000121235-0j 4.41583e-05-0j 4.46588e-05-0j -0.00024927-0j -8.78677e-05-0j 1.80619e-05-0j 0.000404987-0j 0.000130498-0j 3.22496e-05-0j -0.000425305-0j 0.000220561-0j 9.97641e-06-0j 3.19058e-05-0j -2.56281e-05-0j -0.000415453-0j 5.38276e-05-0j -0.000326138-0j 0.000157576-0j 0.000114019-0j 3.43304e-05-0j 
-4.16298e-07-0j -4.41142e-07-0j -3.28808e-07-0j -3.32215e-07-0j 1.39207e-06-0j -3.52367e-07-0j -2.05548e-07-0j -2.63633e-07-0j -2.54693e-07-0j 1.50361e-06-0j -1.88348e-07-0j -2.69125e-07-0j -2.87707e-07-0j -1.11008e-07-0j -1.99329e-07-0j 1.1484e-06-0j 1.1603e-06-0j -2.22857e-07-0j -2.05548e-07-0j -9.74739e-07-0j -2.25166e-07-0j -1.69568e-07-0j 7.03247e-07-0j -5.41778e-08-0j 1.27104e-06-0j -1.78009e-07-0j -9.19237e-08-0j 7.41442e-07-0j -1.10109e-06-0j -1.03839e-07-0j -1.60866e-07-0j 7.10535e-07-0j -9.38387e-08-0j -2.79658e-06-0j 1.01526e-06-0j -2.44801e-08-0j -2.82556e-06-0j -1.03839e-07-0j 4.18774e-07-0j -7.86653e-07-0j -1.04915e-07-0j 2.07239e-07-0j -6.48956e-07-0j -4.74056e-08-0j 4.18774e-07-0j -2.07345e-07-0j -1.0452e-08-0j -2.34597e-08-0j 2.99187e-07-0j -3.06002e-08-0j 1.1038e-07-0j -1.95538e-08-0j 2.1076e-08-0j -7.46723e-09-0j -1.77828e-09-0j -2.34415e-09-0j 
6.30918e-07-0j -6.42105e-07-0j 4.98323e-07-0j -5.03092e-07-0j 4.3156e-07-0j -5.12889e-07-0j 2.75255e-07-0j -1.16996e-06-0j 3.85999e-07-0j -4.47686e-07-0j 2.8545e-07-0j -4.07551e-07-0j 1.22626e-06-0j 7.88704e-07-0j -2.90134e-07-0j 3.56019e-07-0j -3.59426e-07-0j -9.89006e-07-0j -2.99185e-07-0j 2.25166e-07-0j 9.98472e-07-0j 2.27073e-07-0j -1.49482e-06-0j 8.55087e-07-0j -3.78443e-07-0j 1.77652e-06-0j 1.39314e-07-0j 2.03101e-07-0j 7.15318e-07-0j -9.53414e-07-0j -2.43609e-07-0j -6.45017e-07-0j 6.66715e-07-0j 1.19903e-07-0j 9.20922e-07-0j 6.70103e-07-0j -1.2105e-07-0j 4.4258e-07-0j -1.78219e-06-0j -1.74525e-07-0j -4.114e-07-0j 6.4247e-08-0j 1.3246e-07-0j -2.1909e-06-0j -1.29724e-07-0j 4.98801e-07-0j -1.28164e-06-0j -3.41468e-08-0j 4.34823e-07-0j 4.09776e-08-0j 6.18057e-07-0j 3.08617e-07-0j 2.55616e-07-0j 3.12698e-07-0j 1.41584e-07-0j 3.44404e-08-0j 
0.000124941-0j -0.000646265-0j 9.86834e-05-0j 0.00180086-0j 8.54623e-05-0j -0.000516212-0j -0.00266414-0j 7.91227e-05-0j 7.64398e-05-0j -0.000450587-0j 5.6528e-05-0j 0.00145886-0j -0.000421486-0j 0.00102264-0j -0.000292014-0j 7.05028e-05-0j 0.0012866-0j 6.68848e-05-0j -0.000301124-0j 4.45899e-05-0j 0.00122057-0j -0.0021978-0j 4.3174e-05-0j 0.00227389-0j -0.000380895-0j -0.000260781-0j 2.75886e-05-0j -0.00196577-0j -0.000245867-0j -0.00134587-0j 0.00087202-0j 4.36214e-05-0j 0.000864471-0j 2.37445e-05-0j 0.00112577-0j -0.00108494-0j 0.00043331-0j -0.000152122-0j 0.000789151-0j -0.000175656-0j -0.00135982-0j 1.27229e-05-0j -0.00128205-0j 0.00198966-0j 0.000464358-0j 0.00132644-0j -0.0030432-0j -3.43681e-05-0j 0.000563797-0j -0.000396614-0j -0.00100067-0j 0.000820692-0j -0.00117465-0j -0.00217416-0j 0.00262577-0j 0.00629415-0j 
4.78833e-05-0j 5.07409e-05-0j -0.000184749-0j 3.82119e-05-0j 3.27531e-05-0j -0.000197986-0j 2.36424e-05-0j 3.03235e-05-0j 2.92953e-05-0j 3.53774e-05-0j 0.000266869-0j -0.000151214-0j 3.30925e-05-0j 1.27684e-05-0j 2.29272e-05-0j -0.000131991-0j 2.72999e-05-0j -0.000125217-0j 0.000291239-0j 1.70889e-05-0j 2.5899e-05-0j -9.5276e-05-0j 1.65463e-05-0j 6.23163e-06-0j -0.000146087-0j -0.000100019-0j 7.73858e-05-0j 1.74449e-05-0j 1.9304e-05-0j 1.19437e-05-0j 0.00022793-0j 0.000205937-0j -5.27256e-05-0j -4.44529e-05-0j -0.000116689-0j 2.81575e-06-0j 9.19428e-06-0j 8.74165e-05-0j 9.85307e-06-0j 0.000169889-0j 0.000148653-0j -0.000317791-0j -5.55777e-05-0j -2.6636e-05-0j 7.2115e-05-0j 3.63512e-06-0j 1.2022e-06-0j -0.000675816-0j 8.67143e-05-0j -0.000229394-0j -1.26864e-05-0j 1.64613e-05-0j 4.95883e-07-0j 1.05803e-05-0j -9.99172e-07-0j 2.78661e-08-0j 
-7.90034e-05-0j 0.000162465-0j -6.23998e-05-0j -5.57076e-05-0j 0.000105071-0j 0.000129771-0j -0.000149085-0j -5.00312e-05-0j -4.83347e-05-0j -0.00022024-0j -3.5744e-05-0j -4.51283e-05-0j 0.000105958-0j -2.57771e-05-0j 7.34097e-05-0j 8.6679e-05-0j 7.73829e-05-0j -4.22929e-05-0j 7.56999e-05-0j 0.000137836-0j -3.77571e-05-0j -0.000122989-0j 5.30798e-05-0j 0.000129159-0j -0.000186176-0j 6.5558e-05-0j -1.74449e-05-0j 0.000213885-0j -0.00030216-0j -7.53152e-05-0j -2.69749e-05-0j 5.36299e-05-0j -2.17902e-05-0j 0.000117606-0j 6.771e-05-0j 0.000200631-0j 0.000104993-0j 3.82422e-05-0j 3.86757e-05-0j -0.000215874-0j -7.60956e-05-0j 1.5642e-05-0j 0.000350729-0j 0.000113014-0j 2.79289e-05-0j -0.000368325-0j 0.000191011-0j 8.63983e-06-0j 2.76312e-05-0j -2.21946e-05-0j -0.000359793-0j 4.66161e-05-0j -0.000282443-0j 0.000136465-0j 9.87432e-05-0j 2.9731e-05-0j 
-1.59611e-05-0j -3.34763e-07-0j 1.21232e-05-0j 1.22331e-05-0j 2.12275e-05-0j 2.5714e-07-0j 1.52937e-05-0j -1.01078e-05-0j -9.76509e-06-0j 4.53808e-07-0j 2.11102e-05-0j -9.52988e-06-0j -2.18328e-07-0j 1.24314e-05-0j -1.51262e-07-0j -1.68402e-05-0j -1.69929e-05-0j 8.21675e-06-0j 4.55978e-07-0j 2.78472e-05-0j 8.29126e-06-0j -1.21328e-05-0j 1.07237e-05-0j 8.10327e-06-0j -3.68905e-07-0j 1.29902e-07-0j 1.72165e-05-0j -2.1941e-05-0j 6.22606e-07-0j 7.72609e-06-0j -1.73163e-05-0j -3.16735e-05-0j -1.01056e-05-0j -2.28487e-05-0j 1.42985e-05-0j 4.58145e-06-0j -2.30559e-05-0j 3.84927e-07-0j -1.8652e-05-0j -1.30031e-06-0j -2.28197e-05-0j -2.16364e-05-0j 3.45991e-05-0j -6.81843e-06-0j 2.99596e-05-0j -2.31082e-05-0j 2.34888e-06-0j 1.56809e-07-0j 3.89546e-05-0j -1.55883e-05-0j 7.90085e-06-0j -1.42866e-05-0j -2.19881e-06-0j -4.90565e-06-0j -5.12845e-07-0j 9.08648e-08-0j 
-0.000391047-0j 0.00121034-0j 0.000297018-0j -0.00146296-0j -0.000267484-0j -0.000929699-0j -0.000236251-0j -0.000247642-0j -0.000239245-0j 0.000843873-0j 0.0005172-0j 0.00113968-0j 0.000789371-0j 0.00143498-0j 0.000546892-0j 0.0002122-0j -0.00104519-0j 0.00020131-0j -0.0016486-0j -0.000139559-0j -0.000991556-0j 0.000187422-0j -0.000135128-0j 0.000944497-0j -0.000685992-0j -0.000469667-0j 0.000421805-0j -0.000174321-0j 0.000460466-0j -0.00011935-0j 0.00207087-0j 0.000399112-0j -0.00116651-0j 7.14662e-05-0j 0.000879468-0j -0.000705838-0j -0.000352008-0j -0.00139171-0j 0.00110734-0j -0.000961685-0j 0.00035251-0j 0.000272636-0j 0.00010933-0j -0.000794739-0j 0.00184274-0j 0.000550956-0j -0.00196379-0j -0.000566947-0j -0.00231269-0j 0.000240802-0j 0.000626048-0j -0.00166521-0j -0.00233907-0j 0.00410138-0j 0.00204607-0j -0.00094986-0j 
-9.67591e-05-0j 9.84746e-05-0j 0.00022341-0j 7.71554e-05-0j -6.6185e-05-0j -0.00022994-0j -4.22137e-05-0j -6.12754e-05-0j -5.91977e-05-0j 6.86582e-05-0j -3.71901e-05-0j -0.000182715-0j 6.42238e-05-0j -0.000120957-0j 4.44956e-05-0j 0.000159611-0j 5.51225e-05-0j 0.000151421-0j 3.89796e-05-0j -3.4532e-05-0j 5.22938e-05-0j 0.000101802-0j -3.34355e-05-0j -0.000131138-0j -0.000169665-0j -0.000116161-0j -0.000263191-0j -3.1148e-05-0j 3.74639e-05-0j -2.13256e-05-0j 3.17389e-05-0j -2.86988e-05-0j 0.000298904-0j 5.37552e-05-0j -0.000140997-0j -0.000102769-0j 1.85646e-05-0j 0.000285537-0j -9.33401e-05-0j 2.27381e-05-0j -1.83045e-05-0j -0.000310209-0j 5.93847e-05-0j 0.000335436-0j 0.000245073-0j -7.64972e-05-0j -6.71245e-05-0j 0.000305541-0j -5.66513e-05-0j -0.000197856-0j 0.000277089-0j -0.000583037-0j -3.92018e-05-0j -4.07401e-05-0j 6.34752e-05-0j -4.79333e-06-0j 
-5.6431e-06-0j -5.97987e-06-0j 2.17728e-05-0j -4.50332e-06-0j -3.85999e-06-0j 2.33329e-05-0j -2.78629e-06-0j -3.57366e-06-0j -3.45248e-06-0j -4.16927e-06-0j -3.14508e-05-0j 1.78208e-05-0j -3.89999e-06-0j -1.50477e-06-0j -2.70199e-06-0j 1.55553e-05-0j -3.21733e-06-0j 1.4757e-05-0j -3.43228e-05-0j -2.01395e-06-0j -3.05223e-06-0j 1.12284e-05-0j -1.95e-06-0j -7.34404e-07-0j 1.72165e-05-0j 1.17873e-05-0j -9.12e-06-0j -2.0559e-06-0j -2.27499e-06-0j -1.40758e-06-0j -2.68619e-05-0j -2.42699e-05-0j 6.21377e-06-0j 5.23882e-06-0j 1.37519e-05-0j -3.31839e-07-0j -1.08356e-06-0j -1.03021e-05-0j -1.1612e-06-0j -2.00216e-05-0j -1.75189e-05-0j 3.7452e-05-0j 6.54989e-06-0j 3.13908e-06-0j -8.49883e-06-0j -4.28402e-07-0j -1.41681e-07-0j 7.96457e-05-0j -1.02194e-05-0j 2.70343e-05-0j 1.49511e-06-0j -1.93999e-06-0j -5.84404e-08-0j -1.2469e-06-0j 1.17754e-07-0j -3.28406e-09-0j 
-8.37958e-05-0j 8.52815e-05-0j 0.000193478-0j 6.68185e-05-0j -5.73179e-05-0j -0.000199134-0j -3.65581e-05-0j -5.30661e-05-0j -5.12667e-05-0j 5.94597e-05-0j -3.22076e-05-0j -0.000158236-0j 5.56195e-05-0j -0.000104752-0j 3.85343e-05-0j 0.000138228-0j 4.77375e-05-0j 0.000131134-0j 3.37573e-05-0j -2.99056e-05-0j 4.52877e-05-0j 8.81634e-05-0j -2.8956e-05-0j -0.000113569-0j -0.000146934-0j -0.000100599-0j -0.00022793-0j -2.69749e-05-0j 3.24447e-05-0j -1.84685e-05-0j 2.74867e-05-0j -2.48539e-05-0j 0.000258858-0j 4.65534e-05-0j -0.000122107-0j -8.90002e-05-0j 1.60774e-05-0j 0.000247283-0j -8.08349e-05-0j 1.96918e-05-0j -1.58521e-05-0j -0.000268649-0j 5.14286e-05-0j 0.000290496-0j 0.000212239-0j -6.62486e-05-0j -5.81315e-05-0j 0.000264607-0j -4.90615e-05-0j -0.000171348-0j 0.000239966-0j -0.000504924-0j -3.39498e-05-0j -3.5282e-05-0j 5.49712e-05-0j -4.15115e-06-0j 
9.31065e-06-0j -1.91467e-05-0j 7.35389e-06-0j 6.5652e-06-0j -1.23827e-05-0j -1.52937e-05-0j 1.75699e-05-0j 5.89623e-06-0j 5.6963e-06-0j 2.59555e-05-0j 4.21247e-06-0j 5.31842e-06-0j -1.24872e-05-0j 3.03786e-06-0j -8.65141e-06-0j -1.02152e-05-0j -9.11966e-06-0j 4.98426e-06-0j -8.92131e-06-0j -1.62442e-05-0j 4.44971e-06-0j 1.44944e-05-0j -6.25552e-06-0j -1.52216e-05-0j 2.1941e-05-0j -7.72609e-06-0j 2.0559e-06-0j -2.52065e-05-0j 3.56099e-05-0j 8.87598e-06-0j 3.17903e-06-0j -6.32034e-06-0j 2.568e-06-0j -1.386e-05-0j -7.9797e-06-0j -2.36446e-05-0j -1.23735e-05-0j -4.50688e-06-0j -4.55797e-06-0j 2.5441e-05-0j 8.96796e-06-0j -1.84343e-06-0j -4.13338e-05-0j -1.33189e-05-0j -3.29146e-06-0j 4.34075e-05-0j -2.25109e-05-0j -1.01821e-06-0j -3.25637e-06-0j 2.61565e-06-0j 4.2402e-05-0j -5.49376e-06-0j 3.32863e-05-0j -1.60826e-05-0j -1.1637e-05-0j -3.50383e-06-0j 
