-0.00363817-0.00742501j 0.00778366-0.00151407j 0.00380585-0.00483258j 0.00658819+0.00749894j -0.00349673+0.00157279j 0.00259069-0.00110406j 0.00847394+0.0072642j -0.00317919+0.00765364j -8.23513e-05+0.00308747j -0.00516939-0.000485147j 0.00230688+0.00322711j -0.00910301-0.00202229j -0.000266771-0.00747573j 0.00407854-0.00290409j -0.00261839+0.00218754j -0.00229416-0.00280673j 0.00432963-0.00205359j -0.00213329+0.000125229j 0.00419014-0.00218791j 0.00115318-0.000109226j 0.000141097-0.00199074j 0.000777602+0.00512195j -0.00497773+0.00293029j -0.000389656+0.00308391j 0.000823475+9.08805e-05j -0.00132265+0.00395827j 0.000991186+0.0024562j -0.000105485-0.000814885j 0.00101741-0.00838903j -0.00038583+0.00239904j 0.00119629-0.00241731j -0.00201432-0.0010303j -0.000110082+0.00144251j -0.00360548-0.000474281j -0.00604456-0.00395906j -0.0025158-0.00321958j -0.00492767-0.00522882j 0.00440689+0.000602535j 0.000389+0.00217053j -0.0048312-0.00183588j 0.000179117-0.00199654j -0.00146387+0.0041666j -0.00029158-0.00493709j -0.00120628-0.00871472j -0.0109571+0.00610875j -0.00296468+0.00739461j -0.00408521-0.00169245j 0.0133008-0.00815409j -0.00271498-0.00274844j -0.00196546-0.0268353j -0.00643897-0.00282007j 0.00180592+0.0298938j -0.00570295-0.0369124j -0.00112414-0.00909528j -0.0413088-0.0462955j -0.0350544+0.0489135j 
0.0041609-0.00356412j 0.00634037+0.0092381j -0.0021534-0.00912918j 0.00223315-0.000941975j -0.0200254-0.00147564j -0.0341331+0.00666835j -0.0336691+0.00143543j 0.000730277-0.00657622j 0.0292089-0.0155972j -0.013245+0.00785585j 0.0258201-0.0367249j 0.00783198-0.0290556j -0.00601434+0.0218738j -0.00129238-0.00687886j -0.0117888-0.000157952j 0.00691447-0.00798129j 0.00129491-0.0150441j -0.000210216-0.00401947j 0.000233714-0.0254099j -0.00316263+0.0063903j 0.00342096-0.00572967j -0.0105539+0.00460664j -0.00417268+0.00623954j -0.00351319+0.0160231j -0.000987124-0.00397973j 0.00739824-0.00873674j -0.00154123+0.00376183j -0.00312518-0.00135258j -0.00724673-0.00082396j 0.00722825-0.010641j 0.00390858-0.00101347j 0.00430073-0.0187987j -0.000928482-0.00404805j -0.00127161-0.0093288j -0.00296013+0.00900024j 0.0045654+0.000402672j -0.00527161-0.00425037j -0.00343761-0.00447043j 0.00827391-0.00246535j -0.00247727-0.00173614j -0.000670556-0.0020348j 0.00340207-0.00821232j 0.00645972-0.00735534j -0.00176399+0.0127207j 0.00329744-0.00689451j -0.00901362+0.00395265j 0.00816419+0.0055329j -0.00868148+0.00272249j 0.000565845+0.00749586j -0.00283477-0.000805978j 0.0041491+0.00126206j -0.00700426-0.000645625j 0.008108-0.00351932j -0.0012601-0.0030474j 0.00387767-1.70403e-05j -0.000151084-0.00284119j 
-0.00121116-0.00771192j -0.000158741-0.00133779j -0.0180497+0.00451472j 0.00312947-0.0058688j -0.00924661+0.00330016j 0.0313404-0.00329015j -0.0169178-0.00322766j 0.0152673+0.00855163j -0.0142568-0.0228312j -0.0189047+0.0332184j -0.00489097+0.0187783j 0.020245-0.0236668j -0.00546393+0.0397776j 0.00777755-0.00230222j 0.00173449+0.0155809j 0.0100658-0.00818036j -0.0062737-0.0141188j 0.000370482+0.00660553j 0.0127614-0.00824772j 0.00404825+0.00677573j -0.000847808-0.00612221j -0.00882532+0.0164592j 0.0104551-0.000404967j 0.00533197-0.0172197j 0.00441029-0.00353615j -0.00191738-0.000296004j 0.0151864+0.00816961j 0.00202643-0.00125001j -0.00463183-0.000758635j -0.00155041-0.00962071j -0.00498962+0.00611987j 0.0005566-0.000327154j 0.00356631+0.000943521j -0.000515242-0.00428902j 0.0079869-0.000767284j -0.00344105+0.00145196j -0.00120958-0.00119652j -0.00676241+0.00580693j -0.000514127-0.0015975j -0.00287414+0.00391411j -0.00367848+0.00131763j 0.00427051-0.000359897j -0.00697243+0.000774405j 0.00264853-0.00464087j -0.00571929-0.000665228j 0.00695842+0.00235368j 0.000707207-0.00544287j 0.00923978-0.00185628j 0.00451224-0.00389235j -0.00162848+0.00422301j -0.00013732+0.00180401j 0.00118539+0.00449838j -0.00616543-0.00379618j -0.00647165+0.00151228j 0.00204481+0.00105033j 0.000562785-0.000511897j 
-0.00794726+0.000111714j 0.00454231-0.0017821j 0.0282259-0.00414821j 0.00158955+0.0109202j -0.0211388-0.0163615j -0.0131448-0.00695899j 0.00674149+0.0176756j 0.0358154-0.0227145j -0.0236951+0.0280277j 0.0159174+0.0275549j -0.0206336-0.000211782j -0.00750012-0.021766j -0.00444873+0.0143505j 0.00563179-0.021715j -0.0151634-0.0137542j 0.00444261-0.00996727j 0.000948001-0.00443224j -0.00217575+0.00611117j 0.00293111-0.0115515j -0.00975541+4.60065e-06j 0.00147692+0.00543597j 0.00699348+0.00489037j 0.00663087-0.00825972j -0.003293-0.00832912j 0.00369489+0.001279j 0.00471123+0.0014396j 0.00220696+0.00211727j 0.000135819-0.00633067j -0.00222154-0.000495307j -0.00116146+0.000660567j 0.00258653+0.00320263j 0.00168411-0.00259568j -0.00262704-0.00549787j 1.74503e-06+0.00364652j -0.00872512-0.000599574j 0.000662241+0.00200037j -0.00409951-0.00104698j 0.00824856+0.00295295j -0.00186384+0.00255341j 0.00287426-0.00482189j -0.000573455+0.00351472j -0.00558365-0.00404838j 0.0047243-4.30502e-05j -0.00322072-0.00199179j 0.00105375+0.00484984j -0.00377597-0.00441819j -0.00331946+0.0026586j 0.0065762-0.00433371j -0.00250203-0.00682447j 0.00218361+0.00019922j -0.00140094+0.00122047j 0.00139967+0.000697691j -0.00154516+0.00100579j 0.00339443+0.00403863j -0.000573495-0.00214644j -0.00180452-0.000924436j 
-0.00616662-0.000192766j 0.00263608+0.00535015j 0.0154096-0.0104403j 0.019308-0.00212691j -0.00859992-0.0133125j 0.00828746-0.00584104j -0.0235555+0.0122286j 0.0617509+0.0129433j 0.00764185-0.0154209j 0.00723041-0.0429684j -0.00372676+0.00188496j -0.00432342+0.0104172j -0.00859288-0.0176661j 0.0187429+0.0119717j -0.00645172+0.0131013j -0.00607171+0.011068j -0.0132674+0.0219753j 0.00325363+0.00110608j 0.00488302+0.0137389j 0.00922492-0.0212519j 0.00360794-0.00348697j -0.00348684+0.0023302j -0.00758276+0.00556318j 0.00889859+0.000285952j -0.00646973-0.00270158j -0.00490745+0.00186617j 0.00397833-0.0102267j 0.00368356+0.00396493j -0.00609193-0.00381972j 0.00343685-0.00529991j -0.00152018+0.00619705j 0.00110542-6.46681e-05j -0.00547938+0.00537071j 0.00042409-0.00467257j 0.000456225-0.00510699j 0.00648333-0.000214027j -0.00202881-0.0106379j -0.00469+0.00644084j 0.0042476-8.01413e-05j -0.00749739+0.00481037j 0.000368291-0.00501115j 0.00559314-0.00147907j -0.00261078+0.000899581j -0.00508777+0.00107841j 0.00209841-0.00195701j -0.000734305-0.00828085j 0.00171052+0.00308859j 0.00532456+0.00233309j -0.00191175+0.000819035j -0.00577168+0.000695158j 0.00489449-0.00155268j -0.00361067+0.00284181j 0.00228687-0.0042724j -0.000817883+0.000840421j -0.00263392+0.00169973j 0.00255599-2.54376e-05j 
-0.00853243-0.000748846j -0.00926167-0.00369657j 0.0149112-0.00969657j 0.0414849+0.00743041j 0.0630773-0.0169763j -0.00825254-0.0058579j -0.0460299-0.00592808j -0.0152444+0.0331005j -0.0179574+0.0119462j -0.00839432+0.00510496j 0.015125-0.0047722j -0.0134952-0.00920371j -0.00685589-0.00560197j -0.00421439+0.00788855j 0.00168616-0.0148389j -0.000907879-0.00832445j -0.00554186-0.00777144j 0.00598894-8.08876e-06j 0.00192404-0.00216941j -0.00979745+0.00549059j 0.000717402+0.00517533j 0.00867783-0.0021911j -0.000901565-0.00472457j 0.00366219+0.00277677j 0.00645273+0.0026047j 0.00452343-0.00420272j -0.00188131+0.0042536j -0.00605531-0.00129375j 0.000380374-0.00303036j 0.00131233+0.00579787j -2.65295e-05-0.00075937j -0.00108439-0.000769076j -0.00163553-0.00800754j -0.00163648+0.00174096j -0.00645214+0.00173034j -0.00198184+0.00177524j -0.00309989+0.00260573j 0.00665527-0.00124399j -0.00415862+0.00189512j 0.00533473-0.00702019j -0.000564276+0.00123225j -0.00163435-0.00253194j 0.000134041+0.000712678j 0.0012979-0.00269604j -0.000794346+0.000836098j 0.00226896+0.00131632j -0.000530321+0.00183348j 0.000965678+0.00118246j 0.002768-0.00593492j -0.00107995-0.00111985j 0.000217967+0.00397317j -0.000356565+0.00209248j 0.00236409-0.000305047j 0.00129976+0.000146685j 0.000219433+0.000139816j 0.00164572-0.000819184j 
0.00677051-0.00603031j 0.000682972+0.00528584j -0.0153291+0.0114751j 0.000716453-0.000335619j 0.00285457+0.00864689j -0.0261961+0.0178476j -0.0307007-0.0476945j 0.00329004-0.0336063j -0.0191851+0.00582258j 0.0129252-0.0415523j -0.00184691+0.0210738j 0.0141912+0.00727366j -0.00319141-0.0143953j -0.002649-0.00541121j -0.00290719+0.00451237j -0.00254075+0.0340552j -0.000117807+0.00487174j -0.00303928+0.0123869j 0.00154243-0.0100318j 0.0129423-0.0116828j -0.00304487+0.00812216j 0.00164724+0.00092078j 0.0125579+0.000612483j 0.0122444+0.00744531j 0.00166967+0.00233266j 0.00295293-0.00911447j 0.00204783-0.00187286j -0.000241069-0.0138113j 0.000613758-0.00328746j 0.00225146-5.98732e-05j -0.00730909+0.00488231j 0.000869046+0.00356268j -0.00340617-0.000857909j -0.00167221-0.00225302j 0.00176521+0.000522381j -0.00086755+0.00712863j 0.00417181-0.00276002j 0.000809277+0.00314834j 0.000685032+0.00415687j 0.0068264-0.000515892j 0.00209527-0.000454253j 0.00253064+0.00151518j 1.86399e-05+0.00448559j -0.00459544+0.00149287j 0.000566053+0.00193688j 0.00455302-0.00248006j -0.00559264+0.00399596j -0.00545708-0.00386573j 0.000817834-0.000998719j 0.00133234-0.00266514j 0.0057918+0.00209268j 0.000794698+0.00195641j -0.00402946-0.00170019j -0.00284782+0.000790152j 0.00943953-0.00041998j 0.00175076-0.00428215j 
-0.0082337-0.00459728j 0.00143083-0.00811979j -0.0098541+0.00436701j -0.00613462+0.00451483j 0.000506584+0.0197936j 0.0328346+0.0294869j -0.0334627+0.0411542j -0.000930682-0.0378023j -0.00102194-0.0235196j -0.00667284+0.00915849j 0.00616825-0.0259031j -0.00499318+0.029899j -8.13491e-05-0.011361j 0.00612-0.0225142j -0.00192891+0.0202134j 0.00818013-0.00659646j -0.00565483+0.00287908j 0.00286528-0.00312973j -0.0109447+0.0235865j -0.00861617+0.00213906j -0.00537327-0.0107525j 0.00722548+0.0145085j 0.00179539-0.00451094j 0.00177408-0.00181561j -0.00137834+0.00407499j -0.00674439-0.00574805j 0.000332304+0.000171321j -0.00639872+0.014196j -0.000150901-0.00547794j -0.00207582-0.00702964j 0.00643352+0.00378474j 0.00526649-0.0100932j 0.0024534+0.00123874j -0.00831368+0.00112651j -0.000862621+0.000536174j 0.00326449-0.00182676j -0.000474946+0.000929347j 0.00235152-0.0102716j 0.00416476-5.90005e-05j 0.00371206-0.00758425j -0.00245824-0.00902738j 0.00493618-0.00918286j 0.00636513-0.00473959j 0.000277489-0.000913727j -0.00434833-0.00170382j -0.00205576+0.00345228j 0.000463229+0.00746057j 1.81298e-05-0.00467804j 0.00291257-0.00395933j -0.00160487-0.00375227j 0.00485263-0.000621303j 0.000620992+0.00710489j -0.00465673-0.00177035j -0.00412215+0.00458454j 0.00181716-0.00331552j -0.00416979-3.98995e-05j 
-6.20211e-05-0.00749946j 0.0161261-0.00203527j -0.00361503-0.000966653j 0.00146065+0.00918387j -0.0433754-0.0260004j -0.00998698+0.0491226j -0.0150557-0.00195241j -0.0107621+0.034539j 0.00780462+0.0106332j 0.00398807+0.0178095j -0.00609053-0.00182027j -0.00244662+0.000794221j -0.00342341+0.00547644j -0.00648626+0.0206285j 0.00142481+0.0259602j -0.0166523+0.0272996j 0.00759848+0.00268209j 0.00199596+0.000507873j 0.000971063-0.00482452j -0.00991008+0.00891337j 0.00266296+0.00333927j -0.00295519-0.00369705j 0.00251626-0.00164287j 0.00420241+0.00757623j 0.00449163+0.00252166j -0.00220922-0.0116593j -0.0017712+0.00976649j -0.00210167-0.00190928j 0.00261975+0.000728618j 0.00307221+0.00619755j 0.000264828-0.00434009j -0.00180567-0.00103256j -0.00845243-0.00283737j -0.00387641-2.32262e-05j -0.00402136+0.00622866j -0.000846012+0.00226009j 0.00260717+0.00337102j 0.00153199-0.00588617j 0.00268148+0.000681484j -0.00128922-0.00932429j 0.00368546+0.000750701j -0.00658392+0.000771576j 0.00513961-0.00434559j 0.000522504+0.00436939j -0.00415172-0.00144231j -0.00764508+0.00526434j 0.00243704+0.00509245j -0.00338901-0.000916076j -0.00109646+0.00407332j 0.00482017-0.00280056j 0.00020565+0.00657076j -0.00502569-0.00092664j 0.00448433-0.00251052j -0.000830537-0.00148592j -0.000179263-0.00291383j -0.00465808-0.000498782j 
0.0424002-0.00733704j 0.019566+0.00499099j 0.0044159+0.0350689j 0.0549341-0.0129235j 0.00119286-0.00804933j 0.000515871-0.00587655j -0.0196438+0.00507794j 0.000716461-0.00787665j 0.00152426+0.00963907j -0.00628936+0.00686211j -0.0050228-0.00777458j -0.00444793+0.0151971j 0.00555681-0.00036144j -0.00185071-0.00977837j 0.00483762-0.00337639j 0.00442159-0.00898184j -0.00357684+0.00352342j -0.00050864-0.0024605j 0.000247366+0.00149637j 0.000531158+0.0018158j 0.00389047-0.00325015j 0.00138234+0.00173627j -0.00467078+0.00288319j 0.0017148-0.00375076j 0.000163689-0.000410774j 0.00287967+0.00275432j -0.00208067-0.00247907j 0.000156999+0.00465246j 0.00724461+0.0014297j -0.00320429-0.000634275j -0.00166959-0.000322806j 0.000750022-0.000831299j 0.00267906+0.0014778j 0.00456458+0.00164172j 0.00263668-0.000833727j 0.00458322-0.00246821j -0.00209913+0.00101472j -0.000852468-0.00143658j -0.00146673+0.000950269j 0.00316134+0.00195259j 0.000737122+0.000493114j 0.00317203-0.000130053j -0.00197805-0.001599j 0.00524094-0.00076955j -0.000190062+0.00237612j -0.00264114-0.00259288j -0.00060791+0.000333023j -3.88529e-06-0.0029098j 0.00452049+0.000927652j 0.00479259+0.000186837j 0.00054442-0.00380869j 0.000834182-0.00173336j -0.00705221+0.00257517j -0.00254795+0.0013293j 0.00017944-0.000283435j -0.00430598+0.001379j 
0.0191999+0.00276695j -0.042011+0.0049717j 0.0586177-0.00875728j -0.00131589-0.0291771j -0.0138583-0.00177002j -0.0175434+0.00490621j -0.00388437+0.00494066j -0.00244536+0.00177935j 0.0049267-0.000660479j 0.00447017+0.00964131j -0.000551842+0.0138784j 0.00822866+0.00602883j -0.00077046-0.000312678j 0.00212927+0.000852616j -0.00164215+0.00920178j -0.0012031+0.006975j -0.00697563+0.000781303j 0.00296251-0.000732713j -0.00173238+0.00500964j -0.00886019+0.00820772j -0.00138558-0.0029593j 0.00567447-7.638e-05j 0.00386832-0.000910845j 0.00173278-0.000144152j 0.00363118-5.25941e-06j -0.00221563-0.0053006j 0.000770717+0.0043847j -0.00027879+0.00368178j 6.12591e-05-0.000785059j 0.00186736+0.00116073j 0.000842253+2.15411e-05j -0.000490656-0.00201727j -0.00389799+0.000476795j 0.0029696+0.000779797j -0.00245125+0.0034282j 0.00103133-0.00276734j 0.00274329+0.00599361j -0.00222381-0.00473337j -0.00148193-0.00105678j 0.00405939-0.00527224j 2.06339e-05-0.00166152j -0.000214538-0.00195197j -0.000978731-0.00251464j -0.00102953-0.000466382j 0.00585191-0.00191079j -0.0010329+0.00777819j 0.00279455+0.000389758j 0.00156938-0.00378514j 0.00340433+0.000772976j -0.00174176-0.00205741j -0.00376263+0.00200439j -0.00470831+0.0026291j 0.00240124-0.00174004j -0.00556638+0.000329545j 0.00493263-0.00200172j -0.00167718-0.000264662j 
0.00191654-0.00305191j -0.00475492+0.00967076j -0.021623+0.0271396j -0.042062-0.0373512j 0.0168047-0.0519503j -0.0070197-0.0134477j -0.0131699+0.036425j -0.00450139-0.000359236j -0.00319171-0.00192142j 0.0064209+0.0225106j 0.0127809-0.0260292j -0.00450541-0.00371052j -0.00202539+0.00197325j -0.0104856-0.00268699j 0.0129034-0.00931037j -0.00118153-0.000567112j 0.00329499+0.00874022j -0.00273429-0.000329297j -0.00888346-0.0101589j 0.00146033-0.00953811j 1.46909e-05+0.00202473j -0.00219327-0.00224804j 0.00117761+0.00302531j -0.000241926-0.00763826j -0.00238294-0.00476571j 0.00428375-0.000261411j -0.00191277-0.00403381j -0.00143813+0.000290103j -4.08982e-05-0.000453388j -0.00380535-0.00190676j -0.000372888+0.00380344j 0.000732411+0.00257684j 0.0059433+0.000495519j 0.00452698-0.00120962j 0.00391216-0.00261646j -1.81503e-05+0.00207184j 0.00120948-0.000220669j -0.00139073+0.000696672j -0.00179108+0.00415599j 0.00450946-0.000871943j -0.00188567+0.00228754j 0.00409116-0.00192405j -0.00147338+0.00684655j -0.00094884-0.00221669j 0.0066132+0.00220882j 0.00517881-0.00839039j -0.000676352-0.00106751j -0.00696768-0.00172611j -0.00207664-0.00520671j -0.00416478+0.00324766j -0.000548205-0.00400805j 0.00830904-0.0011425j -0.00371589+0.000628591j -0.000114414+0.00219963j 0.0079535-0.00067944j 0.00159384-0.00494391j 
0.00809112-0.00833542j 0.00385098-0.00110584j 0.027926+0.0554779j -0.0331752+0.0499018j -0.00446395+0.0143209j 0.0113042-0.0106121j 0.00232354-0.0297148j -0.000914797+0.0258576j 0.0124225-0.00389426j 0.00821829+0.00713206j -0.000394343+0.000597606j 0.0128291-0.0188984j 0.000333042-0.0118528j 0.000135804+0.0102418j -0.00154615-0.0106432j 2.89498e-06+8.76329e-05j -0.000743998-0.0113778j 0.00108758+0.00679234j 0.000832674+0.00692768j 0.00098312-0.013106j 0.00148094+0.00663573j -0.00579374+0.00866505j -0.00128442-0.00851229j -0.0064047+0.0012807j -0.00347247+0.00184871j -0.000997022+0.00151235j -0.00165077-0.000919004j 0.00488947-0.0010532j -0.00187757-0.00554475j 0.000425943+0.00158706j 0.00233+0.00531267j 0.00329059+0.00152609j 0.000292274-0.00673372j 0.00367035+0.0016604j 0.0026466-0.0112578j 0.00245337+0.00646646j 0.00477766-0.00688993j -0.00443343+0.00363923j 0.00332977+0.000797472j -0.00479033-0.00339895j 0.00154101-0.000469499j -0.00239403-0.00359277j 0.00380065+0.00506352j -0.00336673-0.00553773j 0.00395826+0.00456539j -0.00455772-0.00767713j -3.28849e-06+0.00237595j -0.0081632+0.00617186j -0.00795486-0.00511494j 0.00292605-0.00145752j -0.0049579+6.95712e-05j 0.008368-0.00374611j -0.00564323+0.00380766j -0.000683777+0.00440419j 0.00402752-0.00567284j -0.0067127-0.00057351j 
0.0390212-0.0464061j 0.0361997+0.0477055j 0.0136241-0.041476j -0.000854855-0.000462215j 0.00992331+0.00258852j -0.00334688+0.0405063j -0.000892682-0.00319901j 0.00704783-0.000977976j -0.00183406-0.00296277j -0.00982925-0.0019718j -0.0139796-0.00928661j -0.00227036-0.00857298j 0.00341564-0.000224044j -0.00205705-0.00161065j 0.00488058-0.00108837j -0.0013427-0.000783635j -0.00410124+0.00930327j -0.000620274-0.00103612j 0.00160141-0.000787563j -0.0017813+0.00257979j 0.00683293+0.00154578j -0.00133557-0.00421086j -0.00497355-0.0015063j 0.00248494-0.00108754j 0.00059915-0.00290795j 0.00493523+0.000554936j -0.00286381-0.00143682j 0.00187734-0.00141776j 0.00468171-0.000983829j -0.00283348-0.00197869j -0.00119596+0.00087233j -0.00033909-0.000110713j -0.000330215+0.00155429j 0.00668134-0.00587057j 0.00130093+0.00053147j 0.00624878-0.000650891j -0.00329389-0.00468396j -0.00263528+0.00370935j -0.00110025+0.0031861j 0.00169851-0.00417242j 0.000140056-3.30193e-05j 7.69965e-05-0.0012959j -0.00178967+0.00277594j 0.00288915+0.00162082j 0.00356559-0.00762124j -0.00682621-0.00336644j 0.00215122-0.000887989j 0.000664983-0.0015788j 0.00184751-0.003764j 0.00394794+0.00418553j -0.00494662+0.00514796j 0.00106241+0.00276819j -0.00636354-0.00287256j -0.00568201+0.00664877j 0.00352716-0.00776377j -0.00821501-0.000978239j 
-0.035367-0.0486908j 0.0403903-0.0470019j -0.000509859+0.0093901j 0.00538331-0.03712j -0.00222775+0.0299143j -0.00506429+0.00304341j -0.00235343+0.0273926j -0.0029356+0.00248605j -0.0129531-0.00824519j -0.00365575+0.00234328j 0.00232219+0.00758277j -0.0106774-0.00634302j 0.00138876-0.00846088j -0.000354296+0.00529423j -0.00143092-0.00410425j -0.000481677-0.00178688j 0.00448821-0.00167718j -0.000142519+0.00192193j 0.00451002-0.000732399j 0.00435734-0.00485141j 0.00230258-0.00302089j -0.00583629+0.00377442j -0.00375988+0.000822351j -0.000613827-0.00120634j -0.00203569+0.000804793j -0.000984398-0.00264937j -1.10906e-08+0.00232203j -0.000608613-0.00168819j -0.000690979-0.00848234j -0.00108939+0.00168909j 0.000885883+0.00405659j 0.000999384-0.000433558j -1.28043e-05-0.00251871j -0.0048195-0.00316689j 0.000573306-0.00487644j 0.000226245-0.00253912j -0.00138036-0.000139569j 0.00391308+0.00213576j 0.00216775+0.000307694j -0.00432738-0.0023139j 0.00212287-0.00293978j -0.00250702-0.00225179j 0.0039236+0.00327965j 0.000648371-0.00732074j -0.0088685+0.00174078j -0.00244279+0.00334456j -0.0051076+0.000375929j 2.96111e-05+0.00292449j -0.00294318-0.00770467j 0.00839311-0.00713896j 0.00248377+0.00116181j 0.00336229+0.00167016j -0.00647656+0.00736228j 0.00370494+0.00478007j -0.00762801-0.00153637j -0.00361551+0.00729188j 
