-0.0505971-0j -0.0590299-0j -0.0361483-0j -0.0516512-0j -0.021305-0j -0.00649114-0j -0.00733253-0j -0.00598698-0j -0.00604903-0j -0.00523861-0j -0.00432163-0j -0.00138078-0j 0.400613-0j -0.000600989-0j 0.443397-0j -0.000665172-0j 0.350536-0j 0.233691-0j -0.000525865-0j 0.354169-0j -0.000350577-0j -0.000531314-0j 0.408959-0j 0.144589-0j -0.000613509-0j 0.238559-0j -0.000216908-0j 0.253031-0j -0.00035788-0j -0.000379589-0j 0.147601-0j -0.000221427-0j 0.0385054-0j -5.77647e-05-0j -0.0031278-0j 0.0531988-0j -4.60769e-05-0j -0.00341342-0j 0.0580568-0j -5.02844e-05-0j -0.00264402-0j -0.00267142-0j -0.00241365-0j 0.0449706-0j -3.89502e-05-0j 0.0454366-0j 0.0410524-0j -0.00298674-0j -3.93538e-05-0j -0.00199116-0j -3.55565e-05-0j -0.00174227-0j -0.0017244-0j 0.0507997-0j 0.0338665-0j -0.00246394-0j -4.39989e-05-0j 0.0296332-0j 0.0293292-0j -0.00123197-0j -2.93326e-05-0j -0.00101632-0j -2.5666e-05-0j -2.54028e-05-0j 0.0419076-0j -0.00124474-0j 0.0209538-0j -3.62972e-05-0j 0.017286-0j -0.000562431-0j -1.81486e-05-0j 0.0211709-0j -1.49718e-05-0j -0.000124004-0j 0.00956605-0j -1.83367e-05-0j -8.2854e-06-0j 0.00210912-0j -1.82676e-06-0j 
-0.000126245-0j 0.00043347-0j -9.01935e-05-0j -0.000615337-0j 0.000749722-0j 0.000766113-0j -0.00254698-0j 0.00070661-0j 0.00340881-0j -0.00181965-0j 0.000593494-0j -0.00304611-0j 0.000999568-0j 0.000143362-0j -0.00325597-0j -0.000466984-0j 0.000874622-0j 0.000583081-0j 0.000125442-0j 0.00421932-0j 8.36279e-05-0j 0.000605153-0j -0.00300308-0j 0.000360763-0j -0.000430714-0j 0.000692597-0j 5.17421e-05-0j 0.00301443-0j 9.93351e-05-0j 0.000432342-0j -0.00519407-0j -0.000744954-0j 0.00311253-0j 0.000446412-0j 0.00113738-0j -0.00627876-0j 1.65445e-05-0j -0.00365305-0j 0.0201662-0j -5.31379e-05-0j 0.000961461-0j 0.00463825-0j 0.00087769-0j -0.00530763-0j 1.39856e-05-0j -0.0256049-0j -0.00484518-0j -0.00319642-0j 6.74688e-05-0j -0.00213095-0j 1.2767e-05-0j 0.000737187-0j 0.000627052-0j 0.0176454-0j 0.0117636-0j 0.004278-0j -4.64957e-05-0j -0.00406955-0j -0.00346156-0j -0.00131846-0j -3.09971e-05-0j -0.00521229-0j 1.07232e-05-0j 9.1212e-06-0j -0.0236162-0j 0.000526672-0j 0.00727837-0j 6.22285e-05-0j 0.0287738-0j -0.00382283-0j -1.91785e-05-0j -0.00290743-0j -7.58188e-05-0j 0.00932613-0j 0.0211034-0j 7.66106e-06-0j -5.56075e-05-0j -0.0514838-0j 0.000135659-0j 
-2.55053e-05-0j 2.8909e-05-0j 5.40809e-05-0j -2.56086e-05-0j -5.12781e-05-0j 0.000470879-0j -0.000516772-0j -0.000427339-0j -0.000438629-0j 0.00109575-0j -0.000282501-0j 0.00105944-0j -2.0989e-06-0j -0.00415344-0j 2.25692e-06-0j 0.00446615-0j 1.80707e-06-0j -1.22436e-06-0j 0.00357596-0j 1.85481e-06-0j -0.00242284-0j 0.00367043-0j -2.04824e-06-0j 3.7512e-06-0j -0.00405319-0j -1.14464e-06-0j 0.00742314-0j -3.93292e-06-0j -0.00226509-0j -0.00778272-0j 3.6331e-06-0j 0.00718943-0j -3.69641e-06-0j -0.00731471-0j 0.000229785-0j 4.01099e-05-0j 0.01474-0j -0.00024363-0j -4.25265e-05-0j -0.0156281-0j -0.000191129-0j -0.000196178-0j 0.00017732-0j -3.33623e-05-0j -0.0122603-0j -3.42436e-05-0j 3.09519e-05-0j 0.000209756-0j -0.0125842-0j -0.000142117-0j 0.0113745-0j 0.000117221-0j -0.000375987-0j 3.66138e-05-0j -2.48071e-05-0j 0.000178038-0j 0.0134552-0j 2.04614e-05-0j -6.563e-05-0j 0.000435422-0j -0.00911638-0j 0.0003565-0j 0.00751934-0j -0.0241184-0j 3.10773e-05-0j -0.000248553-0j 7.60046e-05-0j 0.0114206-0j 6.22285e-05-0j -0.000430025-0j 0.0279309-0j -4.33859e-05-0j 0.0228684-0j 0.000255192-0j -7.50626e-05-0j -0.0159439-0j -0.0275848-0j 4.45448e-05-0j 0.0163698-0j 
-2.70524e-05-0j 3.06627e-05-0j 5.73615e-05-0j -2.7162e-05-0j -5.43886e-05-0j 0.000331805-0j -0.000364143-0j -0.000301125-0j -0.00030908-0j 0.000772123-0j -0.000199064-0j 0.000746536-0j 0.000430612-0j -0.00143763-0j -0.000463033-0j 0.00154587-0j -0.000370742-0j 0.000251191-0j 0.00123775-0j -0.000380536-0j -0.00083862-0j 0.00127045-0j 0.000420219-0j -0.000769602-0j -0.00140293-0j 0.000234836-0j 0.00256938-0j 0.000806882-0j -0.000784019-0j -0.00269384-0j -0.000745372-0j 0.00248849-0j 0.000758361-0j -0.00253185-0j -1.67232e-06-0j -0.00546694-0j -0.000337754-0j 1.77308e-06-0j 0.00579633-0j 0.000358104-0j 1.39099e-06-0j 1.42773e-06-0j -1.29049e-06-0j 0.00454724-0j 0.000280934-0j 0.00466737-0j -0.00421872-0j -1.52656e-06-0j 0.000288356-0j 1.03429e-06-0j -0.000260637-0j -8.53104e-07-0j 2.73634e-06-0j -0.00499043-0j 0.00338119-0j -1.29572e-06-0j -0.000308314-0j -0.00278886-0j 0.0089453-0j -3.16889e-06-0j 0.000208894-0j -2.59452e-06-0j -0.000172299-0j 0.000552651-0j -0.00423581-0j 1.80891e-06-0j -0.0103593-0j -0.000261693-0j -0.00848169-0j 3.12961e-06-0j -0.000640012-0j 0.00591345-0j -0.000524008-0j -1.85722e-06-0j 0.010231-0j 0.00036534-0j 0.00063208-0j -0.00607141-0j -0.000375098-0j 
-1.57773e-06-0j -1.84068e-06-0j -1.05544e-06-0j 4.78012e-06-0j -6.64338e-07-0j 3.89049e-05-0j 4.39478e-05-0j -0.000106498-0j 3.6255e-05-0j 2.93993e-05-0j -7.68746e-05-0j 8.27577e-06-0j 1.2492e-05-0j -0.000517457-0j 1.38261e-05-0j -0.00057272-0j -3.24408e-05-0j 7.287e-06-0j 0.0013438-0j 1.10438e-05-0j -0.00030185-0j -0.000457467-0j -3.78476e-05-0j 5.73169e-05-0j 0.00156776-0j 7.43881e-06-0j -0.00237424-0j 7.38785e-06-0j -0.000308138-0j -0.000306027-0j -1.36599e-05-0j 0.000565836-0j 1.20068e-06-0j -4.9736e-05-0j -9.75317e-08-0j -0.000318849-0j 0.00376622-0j -1.06438e-07-0j -0.000347965-0j 0.00411014-0j 2.44694e-07-0j -8.33009e-08-0j -7.5263e-08-0j 0.000799951-0j -0.00944897-0j -0.000272326-0j -0.000246049-0j 2.76412e-07-0j 0.0032167-0j -6.20888e-08-0j 0.00290631-0j -5.43277e-08-0j -5.0348e-08-0j 0.000903641-0j -0.00020298-0j 2.28028e-07-0j -0.0106737-0j -0.000177607-0j -0.000164597-0j -4.88369e-07-0j 0.00239758-0j -3.16912e-08-0j 0.00209789-0j 0.00194421-0j 0.000745466-0j -3.63431e-08-0j -0.00159657-0j -0.00880539-0j -0.000103604-0j 5.20509e-08-0j 0.0188585-0j -0.000118812-0j 0.00122377-0j -3.86673e-09-0j 0.000170164-0j 0.0014034-0j -0.00200996-0j -1.26411e-05-0j 0.000149315-0j 
-4.46342e-05-0j 0.000153255-0j -3.18882e-05-0j -0.000217554-0j 0.000265067-0j -5.72616e-06-0j 1.90369e-05-0j -5.28141e-06-0j -2.54784e-05-0j 1.36006e-05-0j -4.43595e-06-0j 2.27675e-05-0j 0.00106755-0j -5.30162e-07-0j -0.0034774-0j 1.72694e-06-0j 0.000934104-0j 0.000622736-0j -4.63892e-07-0j 0.00450628-0j -3.09261e-07-0j -2.23789e-06-0j -0.00320732-0j 0.000385298-0j 1.59281e-06-0j 0.0007397-0j -1.91345e-07-0j 0.00321944-0j -3.67347e-07-0j -1.59883e-06-0j -0.00554731-0j 2.75489e-06-0j 0.00332421-0j -1.65086e-06-0j -2.75919e-06-0j 0.000141764-0j -4.06467e-08-0j 8.862e-06-0j -0.000455318-0j 1.3055e-07-0j -2.33242e-06-0j -1.1252e-05-0j -2.1292e-06-0j 0.000119837-0j -3.43599e-08-0j 0.000578114-0j 0.000109396-0j 7.75425e-06-0j -1.65758e-07-0j 5.1695e-06-0j -3.13661e-08-0j -1.78835e-06-0j -1.52118e-06-0j -0.000398404-0j -0.000265602-0j -1.03781e-05-0j 1.14231e-07-0j 9.18834e-05-0j 7.81561e-05-0j 3.19847e-06-0j 7.61539e-08-0j 1.26446e-05-0j -2.6345e-08-0j -2.2409e-08-0j 0.000533213-0j -1.27766e-06-0j -0.000164333-0j -1.52884e-07-0j -0.000649662-0j 9.27386e-06-0j 4.71178e-08-0j 6.56447e-05-0j 1.86272e-07-0j -2.26244e-05-0j -0.000476479-0j -1.88217e-08-0j 1.36617e-07-0j 0.00116241-0j -3.33289e-07-0j 
9.60175e-08-0j -3.1805e-09-0j 6.85982e-08-0j -9.52275e-08-0j -1.18989e-07-0j -3.55767e-06-0j -5.72032e-08-0j 6.5453e-06-0j -6.42487e-06-0j -4.08679e-08-0j 4.63607e-06-0j 2.97326e-06-0j 7.90154e-09-0j 7.91675e-05-0j 1.24481e-10-0j 1.2472e-06-0j 6.91385e-09-0j -2.29973e-08-0j 6.92716e-05-0j -6.78663e-09-0j -0.000230415-0j -6.7997e-05-0j -2.29015e-10-0j 2.85182e-09-0j -2.29456e-06-0j 1.83703e-08-0j 2.85731e-05-0j -4.84861e-09-0j 0.000184057-0j -4.85794e-05-0j -8.56793e-09-0j -8.58443e-05-0j -3.73247e-09-0j -3.73965e-05-0j 5.93559e-09-0j -3.03046e-07-0j -0.00116421-0j 9.22012e-11-0j -4.70741e-09-0j -1.80844e-05-0j 5.01753e-09-0j -4.92521e-09-0j -9.13643e-09-0j -2.56174e-07-0j -0.000984141-0j 2.51461e-07-0j 4.66468e-07-0j 8.0676e-11-0j 0.000966033-0j -2.68349e-10-0j 0.00179202-0j -6.47138e-09-0j -6.52738e-09-0j -4.11898e-09-0j 1.37008e-08-0j 9.06126e-09-0j -1.58238e-05-0j 3.30401e-07-0j 3.33261e-07-0j 3.32772e-11-0j 5.26342e-05-0j 1.13223e-08-0j 0.0012693-0j 0.00128028-0j -4.6263e-07-0j -4.62337e-09-0j -1.69899e-09-0j -0.00177728-0j -5.78067e-07-0j -4.19332e-09-0j -6.527e-06-0j 2.3605e-07-0j -0.00222075-0j -1.38848e-09-0j 2.14093e-07-0j 0.00090683-0j 0.000822479-0j 7.08902e-08-0j 0.000272338-0j 
1.05204e-05-0j -3.61225e-05-0j 7.51612e-06-0j 5.12781e-05-0j -6.24768e-05-0j -0.000194228-0j 0.000645718-0j -0.000179142-0j -0.000864212-0j 0.000461324-0j -0.000150465-0j 0.00077226-0j 8.6575e-07-0j 0.00171321-0j -2.82007e-06-0j -0.00558055-0j 7.57532e-07-0j 5.05021e-07-0j 0.00149906-0j 3.65446e-06-0j 0.00099937-0j 0.0072317-0j -2.60104e-06-0j 3.12466e-07-0j -0.00514712-0j 5.99876e-07-0j 0.000618329-0j 2.61087e-06-0j 0.00118707-0j 0.00516657-0j -4.49871e-06-0j -0.00890235-0j 2.69584e-06-0j 0.00533471-0j -9.47816e-05-0j -1.65445e-05-0j -0.00607994-0j 0.000304421-0j 5.31379e-05-0j 0.0195277-0j -8.01217e-05-0j -0.000386521-0j -7.31408e-05-0j -1.39856e-05-0j -0.00513956-0j -6.74688e-05-0j -1.2767e-05-0j 0.000266368-0j -0.0247941-0j 0.000177579-0j -0.00469175-0j -6.14323e-05-0j -5.22543e-05-0j 4.64957e-05-0j 3.09971e-05-0j -0.0003565-0j 0.0170867-0j -1.07232e-05-0j -9.1212e-06-0j 0.000109871-0j 0.0113911-0j 0.000434357-0j -0.00394069-0j -0.00335195-0j -6.22285e-05-0j -4.38893e-05-0j 1.91785e-05-0j -0.0228684-0j 7.58188e-05-0j 0.000318569-0j 0.0070479-0j -7.66106e-06-0j 0.0278627-0j -0.000777178-0j 5.56075e-05-0j -0.00281536-0j 0.0204352-0j -0.000135659-0j -0.0498535-0j 
2.25437e-06-0j -2.55522e-06-0j -4.78012e-06-0j 2.2635e-06-0j 4.53238e-06-0j -5.559e-05-0j 6.10079e-05-0j 5.04499e-05-0j 5.17827e-05-0j -0.00012936-0j 3.33508e-05-0j -0.000125073-0j -1.78494e-05-0j 0.000739378-0j 1.91933e-05-0j -0.000795045-0j 1.53677e-05-0j -1.04122e-05-0j -0.000636578-0j 1.57737e-05-0j 0.000431304-0j -0.000653395-0j -1.74186e-05-0j 3.1901e-05-0j 0.000721532-0j -9.73425e-06-0j -0.00132144-0j -3.34463e-05-0j 0.000403222-0j 0.00138545-0j 3.08966e-05-0j -0.00127983-0j -3.1435e-05-0j 0.00130214-0j 1.3936e-07-0j 0.000455594-0j -0.00538144-0j -1.47756e-07-0j -0.000483043-0j 0.00570567-0j -1.15916e-07-0j -1.18978e-07-0j 1.07541e-07-0j -0.000378949-0j 0.00447612-0j -0.000388961-0j 0.000351571-0j 1.27213e-07-0j 0.00459437-0j -8.61912e-08-0j -0.00415274-0j 7.1092e-08-0j -2.28028e-07-0j 0.000415883-0j -0.000281775-0j 1.07977e-07-0j -0.00491238-0j 0.000232413-0j -0.000745466-0j 2.64074e-07-0j 0.00332831-0j 2.1621e-07-0j -0.00274524-0j 0.00880539-0j 0.000352996-0j -1.50742e-07-0j 0.000863307-0j -0.00416956-0j 0.000706831-0j -2.60801e-07-0j -0.0101973-0j -0.000492804-0j -0.00834903-0j 1.54769e-07-0j -0.000852608-0j 0.00582097-0j 0.0100709-0j 0.000505967-0j -0.00597645-0j 
5.87985e-08-0j 6.85982e-08-0j 3.93339e-08-0j -1.78145e-07-0j 2.47584e-08-0j -2.17862e-06-0j -2.46101e-06-0j 5.96376e-06-0j -2.03023e-06-0j -1.64632e-06-0j 4.30487e-06-0j -4.63432e-07-0j 4.83868e-09-0j 4.848e-05-0j 5.35544e-09-0j 5.36575e-05-0j -1.25657e-08-0j 2.82257e-09-0j -0.000125899-0j 4.27772e-09-0j 2.828e-05-0j 4.28596e-05-0j -1.466e-08-0j 2.22013e-08-0j -0.000146882-0j 2.88137e-09-0j 0.000222441-0j 2.86163e-09-0j 2.88692e-05-0j 2.86714e-05-0j -5.29107e-09-0j -5.30126e-05-0j 4.65076e-10-0j 4.65971e-06-0j 3.63479e-09-0j -1.85577e-07-0j -0.000712929-0j 3.96671e-09-0j -2.02524e-07-0j -0.000778032-0j -9.11922e-09-0j 3.10444e-09-0j 2.80489e-09-0j 4.65589e-07-0j 0.00178865-0j -1.585e-07-0j -1.43206e-07-0j -1.03013e-08-0j -0.000608906-0j 2.31391e-09-0j -0.000550152-0j 2.02467e-09-0j 1.87636e-09-0j 5.25939e-07-0j -1.18139e-07-0j -8.4981e-09-0j 0.00202049-0j -1.03371e-07-0j -9.5799e-08-0j 1.82004e-08-0j -0.000453852-0j 1.18106e-09-0j -0.00039712-0j -0.00036803-0j 4.33878e-07-0j 1.35443e-09-0j -9.29237e-07-0j 0.00166682-0j -6.03e-08-0j -1.93982e-09-0j -0.00356984-0j -6.91514e-08-0j -0.000231654-0j 1.44105e-10-0j 9.90392e-08-0j -0.000265658-0j 0.000380477-0j -7.35738e-09-0j -2.82647e-05-0j 
1.11585e-05-0j -3.83137e-05-0j 7.97205e-06-0j 5.43886e-05-0j -6.62667e-05-0j -0.000136862-0j 0.000455005-0j -0.000126232-0j -0.000608967-0j 0.000325072-0j -0.000106025-0j 0.000544173-0j -0.000177619-0j 0.000592994-0j 0.00057857-0j -0.0019316-0j -0.000155416-0j -0.000103611-0j 0.00051887-0j -0.000749754-0j 0.000345913-0j 0.00250312-0j 0.000533633-0j -6.41059e-05-0j -0.00178158-0j -0.000123071-0j 0.000214023-0j -0.00053565-0j 0.000410884-0j 0.00178831-0j 0.000922962-0j -0.00308138-0j -0.000553082-0j 0.00184651-0j 6.89797e-07-0j 0.002255-0j 0.000139316-0j -2.2155e-06-0j -0.00724264-0j -0.000447459-0j 5.83106e-07-0j 2.813e-06-0j 5.32301e-07-0j 0.00190622-0j 0.000117768-0j 0.00919593-0j 0.00174013-0j -1.93856e-06-0j 0.000568135-0j -1.29238e-06-0j 0.000107507-0j 4.47089e-07-0j 3.80294e-07-0j -0.00633731-0j -0.00422488-0j 2.59452e-06-0j -0.000391526-0j 0.00146157-0j 0.00124321-0j -7.99616e-07-0j -0.000261018-0j -3.16114e-06-0j 9.02973e-05-0j 7.6807e-05-0j 0.00848169-0j 3.19416e-07-0j -0.00261401-0j 0.000524008-0j -0.010334-0j -2.31846e-06-0j -0.000161496-0j 0.00104419-0j -0.000638448-0j 5.65611e-06-0j -0.00757924-0j 6.45115e-05-0j -0.000468254-0j 0.0184903-0j 0.00114235-0j 
-8.40153e-08-0j 9.52275e-08-0j 1.78145e-07-0j -8.43557e-08-0j -1.68912e-07-0j 3.11296e-06-0j -3.41636e-06-0j -2.82513e-06-0j -2.89976e-06-0j 7.244e-06-0j -1.8676e-06-0j 7.00394e-06-0j -6.91385e-09-0j -6.92716e-05-0j 7.43438e-09-0j 7.4487e-05-0j 5.95257e-09-0j -4.03308e-09-0j 5.96403e-05-0j 6.10983e-09-0j -4.04084e-05-0j 6.1216e-05-0j -6.74697e-09-0j 1.23566e-08-0j -6.75996e-05-0j -3.77049e-09-0j 0.000123804-0j -1.29552e-08-0j -3.77775e-05-0j -0.000129801-0j 1.19676e-08-0j 0.000119906-0j -1.21761e-08-0j -0.000121996-0j -5.19364e-09-0j 2.65166e-07-0j 0.00101868-0j 5.50656e-09-0j -2.81142e-07-0j -0.00108006-0j 4.31992e-09-0j 4.43404e-09-0j -4.00782e-09-0j -2.20557e-07-0j -0.00084731-0j -2.26384e-07-0j 2.04622e-07-0j -4.74095e-09-0j -0.000869695-0j 3.21216e-09-0j 0.000786095-0j -2.64944e-09-0j 8.4981e-09-0j 2.42053e-07-0j -1.63999e-07-0j -4.02405e-09-0j 0.000929891-0j 1.35269e-07-0j -4.33878e-07-0j -9.84146e-09-0j -0.000630034-0j -8.05767e-09-0j 0.000519662-0j -0.00166682-0j 2.05451e-07-0j 5.61783e-09-0j 5.02464e-07-0j 0.000789279-0j 4.11391e-07-0j 9.71949e-09-0j 0.00193031-0j -2.86823e-07-0j 0.00158043-0j -5.76788e-09-0j -4.96236e-07-0j -0.00110188-0j -0.00190638-0j 2.94484e-07-0j 0.00113132-0j 
-9.29879e-07-0j 3.19281e-06-0j -6.64338e-07-0j -4.53238e-06-0j 5.52222e-06-0j 2.29297e-05-0j -7.62308e-05-0j 2.11488e-05-0j 0.000102025-0j -5.44619e-05-0j 1.77632e-05-0j -9.11699e-05-0j 7.36251e-06-0j -0.000304978-0j -2.39825e-05-0j 0.000993427-0j 6.4422e-06-0j 4.2948e-06-0j -0.000266856-0j 3.10783e-05-0j -0.000177904-0j -0.00128736-0j -2.21198e-05-0j 2.65727e-06-0j 0.000916269-0j 5.10146e-06-0j -0.000110072-0j 2.22034e-05-0j -0.000211318-0j -0.000919732-0j -3.82579e-05-0j 0.00158476-0j 2.2926e-05-0j -0.000949664-0j -5.74831e-08-0j -0.000187923-0j 0.00221973-0j 1.84625e-07-0j 0.000603574-0j -0.00712937-0j -4.85922e-08-0j -2.34417e-07-0j -4.43584e-08-0j -0.000158857-0j 0.00187641-0j -0.000766353-0j -0.000145016-0j 1.61547e-07-0j 0.0090521-0j 1.07698e-07-0j 0.00171292-0j -3.72574e-08-0j -3.16912e-08-0j 0.000528127-0j 0.000352085-0j -2.1621e-07-0j -0.0062382-0j -0.000121801-0j -0.000103604-0j 6.66347e-08-0j -0.0041588-0j 2.63429e-07-0j 0.00143871-0j 0.00122377-0j -0.000706831-0j -2.6618e-08-0j 0.000217841-0j 0.00834903-0j 0.000861197-0j 1.93205e-07-0j -0.00257312-0j -8.70191e-05-0j -0.0101724-0j -4.71342e-07-0j 0.000631624-0j 0.00102786-0j -0.0074607-0j -0.00154091-0j 0.0182011-0j 
3.46545e-08-0j -1.18989e-07-0j 2.47584e-08-0j 1.68912e-07-0j -2.05801e-07-0j -1.28403e-06-0j 4.26882e-06-0j -1.1843e-06-0j -5.71328e-06-0j 3.0498e-06-0j -9.94717e-07-0j 5.10539e-06-0j 2.85182e-09-0j 2.85731e-05-0j -9.28944e-09-0j -9.30732e-05-0j 2.49534e-09-0j 1.66356e-09-0j 2.50014e-05-0j 1.20379e-08-0j 1.66676e-05-0j 0.000120611-0j -8.56793e-09-0j 1.02927e-09-0j -8.58443e-05-0j 1.97601e-09-0j 1.03126e-05-0j 8.60032e-09-0j 1.97982e-05-0j 8.61688e-05-0j -1.48189e-08-0j -0.000148475-0j 8.88021e-09-0j 8.89731e-05-0j 2.14227e-09-0j -1.09375e-07-0j -0.000420185-0j -6.88057e-09-0j 3.51293e-07-0j 0.00134956-0j 1.81092e-09-0j 8.7362e-09-0j 1.65314e-09-0j -9.24582e-08-0j -0.000355195-0j -4.46034e-07-0j -8.44024e-08-0j -6.0205e-09-0j -0.00171352-0j -4.01367e-09-0j -0.000324247-0j 1.3885e-09-0j 1.18106e-09-0j 3.07381e-07-0j 2.04921e-07-0j 8.05767e-09-0j 0.00118086-0j -7.0891e-08-0j -6.03e-08-0j -2.48333e-09-0j 0.000787242-0j -9.81741e-09-0j -0.000272341-0j -0.000231654-0j -4.11391e-07-0j 9.91993e-10-0j 1.26788e-07-0j -0.00158043-0j 5.01236e-07-0j -7.20034e-09-0j 0.000487081-0j -5.0647e-08-0j 0.00192559-0j 1.75659e-08-0j 3.67619e-07-0j -0.00019457-0j 0.00141228-0j -8.96841e-07-0j -0.00344538-0j 
