-0.0320972-0.0478419j -0.0270102-0.0359054j 0.00783582-0.0644527j 0.00604155-0.0335489j 0.00757031-0.0258509j 0.00497294-0.0305245j 0.00194998-0.0308259j 0.0514576-0.0442731j 0.000635706-0.00734912j 0.00941792-0.00391797j -0.0104772+0.026474j 0.00255165+0.00314139j 0.0284579-0.00841632j 0.0311483-0.00697568j 0.012569-0.000514424j -0.00102125-0.0027558j -0.0199192+0.00915738j 0.0159007+0.00921725j -0.0107294+0.00519561j 0.0145352-0.00850776j 0.000602117+0.00349869j 0.00730853-0.0105362j 0.0271991+0.0109659j -0.00699954+0.000375436j 0.00961228-0.00146879j 0.0299998+0.00931717j -0.00634066+0.000174882j 0.01174-0.013317j -0.0312029-0.0116462j -0.0133539-0.00171724j 0.0259741+0.0124292j -0.0201736-0.0065271j 0.0160556+0.0132652j -0.00839584-0.0274614j 0.0108337-0.0107942j 0.0033542-0.00638717j 0.0329013+0.0272169j -0.0290244-0.0120424j 0.0216979+0.0189074j -0.00782698+0.00725097j 0.0272369+0.0030218j -0.0297207-0.00925917j -0.0143266+0.0212828j 0.00465314+0.0147777j -0.0330296+0.0210711j -0.0268462-0.112865j 0.0728896-0.036405j -0.074128-0.0190943j -0.0186316-0.0481492j 0.00976811+0.0475752j 0.0536951-0.0135989j 0.0169465+0.022286j 0.0319842-0.0646413j 0.0530403+0.0112597j -0.0394354+0.00745296j -0.117607-0.0951787j 
0.0508975+0.0822076j -0.00784717-0.0961177j 0.0719027-0.0308506j 0.0470081+0.0599335j -0.00265719-0.0162674j 0.0468978-0.0373548j 0.0565793-0.0462164j 0.0207229+0.124379j 0.0289211+0.00896052j 0.0652901-0.0229955j 0.0659023-0.0389805j 0.0467364-0.0349226j -0.067155-0.036727j 0.0375952-0.0698088j 0.0106778+0.0989586j 0.0225011+0.0865929j 0.0431469-0.0626137j 0.0307036-0.0130742j -0.0439394+0.0178757j -0.0716035+0.00390426j 0.030393-0.00588137j 0.0585377-0.00688572j 0.010594-0.0474674j 0.0212761+0.00782841j -0.0192095-0.0362194j -0.0100513-0.0215001j -0.0189542+0.00409174j 0.0031083+0.048989j 0.00218208-0.0181694j 0.00503387+0.0130515j -0.0138184+0.00902407j 0.0144398+0.0370017j 0.0268942-0.00680192j -0.0207096+0.0145912j -0.0116513+0.0134498j -0.0547228+0.0321677j -0.00209541+0.0413429j 0.0158804-0.0172316j -0.0010886+0.0176735j -0.0137665-0.00368392j -0.00049925-0.021881j -0.00476298-0.0182414j 0.0298251-0.0090164j 0.0195215-0.00728447j 0.0280308-0.0109736j -0.0202979+0.00877742j 0.00883363+0.0062492j -0.00906533-0.00616049j 0.00304849+0.0213231j -0.00776837-0.0085293j 0.00277221-0.0200959j -0.00334185-0.0318432j 0.00791724-0.0110717j -0.044185-0.03056j -0.0243531-0.0165616j 0.0257241+0.0529967j 
0.0681683-0.101205j 0.0507468-0.144928j 0.0029899+0.0168028j 0.136345+0.0486261j 0.0984762-0.0565652j -0.0874339+0.0986625j 0.142537+0.103026j -0.0375641-0.00411563j -0.0611609+0.0749175j -0.12503+0.0201165j 0.0376592+0.213631j 0.0862469-0.0353297j -0.011285+0.0219198j 0.0810656-0.0209132j -0.00843644+0.0219409j 0.0445826-0.0231647j 0.0323322-0.0205624j -0.0128683+0.0414488j 0.00501706+0.0311826j 0.0709268-0.0187256j 0.0172415-0.0143628j 0.0262867-0.041922j -0.0191548-0.00877476j -0.0249837+0.0278589j -0.0114097+0.00952625j 0.077653-0.0280223j -0.0193953-0.0133366j 0.0101667-0.010058j 0.0626524-0.00784475j 0.00526913-0.0171354j 0.0445235-0.00379127j 0.00184678-0.00910635j 0.0280679-0.000377135j -0.00336836+0.0209163j 0.0300386-0.0150344j -0.020388+0.0134846j 0.0251693+0.0606306j -0.0183666-0.024422j 0.00619138+0.011279j 0.0492935+0.0268121j 0.0281948-0.000791125j -0.0380809-0.0338446j -0.00797882-0.0314228j 0.0627145+0.0152709j 0.0550626+0.00715479j 0.00124317-0.0639275j 0.0434152+0.00334437j -0.0345804+0.0126358j -0.037097-0.068284j -0.0457895-0.0644301j 0.0284587-0.00617368j -0.0252876+0.0128644j 0.0230537+0.0819789j 0.00415233-0.0290366j 0.00752601-0.0312663j 0.0465715-0.0488807j 
0.0725388-0.144212j -0.085271+0.0578405j -0.132207-0.0303761j 0.0283669+0.0497668j 0.0469646+0.0601628j -0.136409-0.0554198j -0.127724+0.135539j 0.0320161-0.0366046j -0.0995381-0.153771j -0.0594229-0.0821742j -0.135857+0.0987289j 0.0465979+0.106253j -0.00550858-0.0398156j -0.0248573-0.00970552j -0.0219988+0.0537436j -0.0210455-0.0107684j -0.0619727+0.0110231j 0.035755-0.0521408j 0.0689874-0.0267788j 0.0227062+0.00168164j -7.85893e-05+0.0157169j -0.0245832+0.0367803j -0.0333627+0.0457996j -0.00823442+0.0240483j -0.0395781+0.0130924j -0.000634151-0.0265075j 0.00300995+0.0182074j -0.0771961-0.0350188j 0.029351-0.00280798j -0.0042147-0.0214576j 0.0151756-0.0304988j 0.0469659-0.0176355j -0.0426433+0.00944031j 0.0696125-0.00471518j -0.0416713-0.017608j -0.0123661-0.00312349j -0.0107251-0.035091j 0.0348335+0.037319j -0.0444864-0.00963959j 0.0239268-0.0271356j -0.0325702-0.00728189j 0.018884+0.00440055j -0.0559263+0.00314425j 0.0021338-0.0162221j -0.0234695-0.0284725j -0.00251716+0.00709982j -0.0146882-0.00479973j 0.0286623-0.0124519j -0.0426337-0.0638368j 0.00351839+0.0166698j 0.00289524-0.0473027j 0.00195677+0.0386457j 0.0417888-0.00557952j -0.0169259-0.112849j -0.0640727+0.0535017j 0.00599594-0.0148338j 
-0.0524352+0.000569827j -0.0516924-0.0702972j 0.0250216+0.00195003j -0.0223258+0.00760806j 0.0179359-0.0875331j 0.0464883-0.108391j 0.0241328-0.0246616j 0.110966+0.0616147j 0.0939513-0.0472503j 0.0725464+0.0334041j -0.0488938-0.0426196j -0.00783691-0.00196455j 0.0479608+0.032175j 0.033075-0.0958006j -0.0608972-0.00570318j 0.0165451-0.0498113j -0.0192559+0.0084266j 0.0624035+0.0301871j -0.0646155-0.0234779j -0.0110897+0.0249502j 0.0057729+0.00279801j 0.024329+0.0100619j 0.00686939+0.0174242j 0.00857929-0.00384658j 0.0209914-0.0286808j -0.0354076+0.0362425j -0.00998482-0.0297142j 0.0445372-0.0298215j -0.0182297+0.00886326j -0.006843-0.00897484j -0.02185+0.0216565j -0.00136432-0.0127548j -0.014921+0.0244694j -0.0204652-0.0180559j 0.0141769-0.016233j 0.0215534-0.0139423j -0.0117659+0.0154463j -0.00285916+0.0282957j 0.0290618-0.000701594j -0.0284593-0.00377542j -0.0143805-0.021196j 0.0185052-0.00982706j -0.00391753+0.0322329j -0.0314767+0.00374392j -0.00762435+0.0357317j 0.00964406+0.0140504j -0.00988991-0.00814109j -0.0245979-0.0582016j 0.0641035-0.0160753j 0.0235948+0.0382572j 0.0219242+0.0403011j -0.0186858-0.0414123j 0.00897011-0.0229539j -0.00398063+0.0218578j -0.00825852-0.0346005j -0.0625003+0.0384552j 
0.010987+0.0588059j -0.0657174-0.00298753j -0.0584994+0.00522028j -0.0743875-0.0687244j 0.0014416-0.01709j 0.0396559-0.0540668j -0.0138933+0.0122372j -0.0150633-0.00421431j -0.0303687-0.00259634j 0.0769384+0.0225548j -0.026227-0.0304408j 0.0217858+0.0419194j 0.00704687-0.0164864j -0.029443+0.0283454j -0.0352523+0.0774225j -0.103826+0.00544258j -0.000957937+0.054615j -0.0169443-0.019949j -0.0312426+0.00643314j -0.033646-0.039268j 0.0201854+0.0321766j 0.0106408+0.0280768j 0.0028185+0.0214118j 0.0319524+0.0500714j -0.00172404+0.00923467j -0.018243+0.0431515j 0.00814118-0.0107216j -0.0334999+0.0133927j -0.00936347+0.025842j 0.0288548+0.00948966j -0.0326106+0.00912713j 0.0253741-0.00745603j -0.000436478+0.00244483j -0.0151492-0.0532488j 0.0167818+0.0248689j 0.00141337-0.0206394j -0.019734+0.0104368j 0.0277157+0.0064864j 0.0251218+0.0195097j -0.0224606+0.0346758j -0.0181029+0.00496977j 0.0240233-0.00754576j 0.00492061-0.0139245j 0.00197791+0.00894885j -0.0134983+0.0305326j 0.00504961-0.00554875j -0.0324996-0.0231881j -0.0279625-0.00315302j -0.00826076-0.0169664j 0.0401363+0.0272094j -0.00901698-0.0117637j 0.00261616+0.0263587j -0.0114518-0.0544832j 0.0325193-0.00461376j -0.0526275+0.0274727j -0.0360683+0.0189748j 
-0.00493261-0.0310722j 0.0108421-0.124349j 0.01941+0.124658j -0.0197255-0.070652j 0.02056-0.150127j 0.0159728+0.0241901j 0.144594+0.0111563j -0.00649247+0.0386091j 0.0663461+0.0404342j -0.0247285+0.057036j 0.0356444-0.0241486j 0.00759114-0.0696878j 0.0015831-0.0160182j 0.0714598-0.0307733j 0.0413606-0.0236928j 1.79617e-05-0.0451276j 0.0323649-0.0456314j -0.0299462+0.0103093j -0.0164039+0.0253213j 0.00671061-0.0384507j 0.0218887+0.0611632j -0.0167061-0.0350749j 0.0194982-0.033613j -0.0375219+0.0349543j -0.0521864+0.00929596j -0.00429795+0.00882822j -0.0388863-0.00772718j 0.00459745-0.0284634j 0.0378085+0.0287204j -0.0164247-0.0121465j 0.0300711-0.0167939j 0.0072701-0.00997616j -0.0186644+0.0118989j -0.0203513-0.0232624j 0.00904119-0.0167603j -0.0196497+0.00595047j -0.0240181-0.03658j -0.02338-0.0169122j 0.0030896-0.0160122j 0.000746008+0.00451626j 0.00999232+0.0298235j 0.0180114-0.0182897j 0.0151784+0.0126221j 0.00472541+0.0122016j 0.0374456+0.016507j -0.0277849+0.0164397j 0.0118003+0.0498665j -0.030514-0.0456991j 0.0257874-0.0164027j -0.0166609-0.0285355j -0.0159876+0.022817j -0.026072-0.0343702j 0.000602683+0.0384177j 0.0224904+0.023299j 0.01121-0.0377025j -0.00906644-0.00192922j 
-0.0150711+0.132395j 0.0391078+0.00096968j 0.0539364+0.00953155j -0.0481329-0.0802578j -0.0450327+0.0959089j 0.11168-0.0225613j -0.0274796-0.0689636j -0.0663995+0.0447725j 0.00793438+0.0256828j 0.0212075-0.0110127j -0.00958943-0.104329j -0.0146449-0.00990481j -0.0549321-0.00821546j -0.067126+0.0194999j -0.0378875-0.00541691j 0.0252638-0.0133174j -0.00358274-0.0361274j 0.0192376-0.0311988j 0.0280854+0.0203672j -0.0427713+0.0346601j 0.0266678-0.0165789j 0.0166065+0.00277009j 0.0130506-0.0258611j 0.00402214+0.047789j 0.0379214+0.0307377j 0.00636482+0.0316413j -0.0226158-0.015623j -0.0299049+0.00619582j -0.0381688-0.0125919j -0.0231285-0.0132626j -0.0150267-0.000694801j -0.0315349-0.0143008j 0.0154534+0.0515859j -0.0250711+0.0169909j 0.0088302+0.0457449j -0.0304584-0.00322647j -0.0158816+0.00684392j 0.00133943+0.0174368j 0.0362498+0.0196597j -0.0276775-0.0337908j 0.00384729+0.0202762j 0.00702626-0.0336073j 0.0453743-0.0262629j -0.0249087+0.0213785j 0.0319773-0.00511984j -0.00599339-0.00928524j 0.0276535-0.031693j -0.00641477-0.0459941j 0.0180361+0.0134324j -0.015851+0.00477341j -0.000757082+0.00695239j -0.0243977+0.0210848j 0.0293457-0.0277542j -0.0148415+0.0263249j 0.0432327+0.0199529j 0.00331652+0.0384203j 
-0.0782127-0.0487872j -0.0212857+0.0860358j -0.0732071-0.206214j 0.0542851-0.0560153j -0.127188-0.00614501j -0.0167665+0.0435113j 0.0414892-0.0291931j 0.00244669-0.0196685j 0.0103956-0.0093995j 0.00148838+0.0474855j -0.0828699-0.0300177j -0.0315875-0.000137028j 0.00848963-0.0192816j 0.0759326+0.0602579j -0.0138577-0.0305408j -0.0281917+0.0488652j -0.0169139-0.00215514j -0.00864318+0.00654559j 0.0144141-0.00986246j -0.0155799+0.0189748j 0.0147192+0.000871525j 0.0397493+0.0451172j -0.000880455-0.0259997j 0.0118005+0.000446833j 0.0173575-0.00542407j -0.0126046-0.030769j -0.00995382+0.00420286j 0.00955811-0.0104132j 0.0140977+0.00677392j -0.0163742-0.00276986j -0.0173914+0.00850328j -0.0270063+0.0145047j -0.00605662-0.0195243j 0.00548245+0.00382539j -0.000516244+0.0368179j 0.0122237+0.0114325j 0.00632089+0.0171363j -0.0138098-0.0338052j -0.0199298-0.0043735j 0.0151012-0.00646976j 0.00641614-0.0221128j 0.00267468-0.0156559j 0.0283803-0.0110674j 0.00266509-0.0063916j 0.000836834-0.0196943j 0.0144868-0.0403137j -0.00855098-0.000795897j 0.0277293+0.0420019j -0.0053805+0.0100811j -0.0176194+0.0207807j -0.00352357-0.00326064j 0.0522229+0.0112545j -0.0413498-0.0232742j 0.025034+0.0193355j -0.00124799-0.00332852j -0.0556989-0.0184002j 
0.0399168-0.0621033j -0.138663-0.00268655j 0.00140931-0.0165885j 0.0119698+0.135211j 0.0366504+0.0234575j 0.0871016+0.0131504j -0.0638185-0.0550504j 0.00978729-0.0170586j -0.0100276-0.0253613j 0.0462378-0.00434824j -4.27896e-05+0.0113468j -0.00583284+0.00435486j -0.0263479-0.0712105j -0.00434888-0.0260129j 0.0645469-0.0425676j 0.0179241+0.0675892j 0.0189078-0.0137708j -0.0253167+0.0209939j 0.0487463+0.0153803j -0.0341649+0.0173362j -0.00502841+0.0367057j -0.0094298+0.00818964j -0.0403384+0.0185724j -0.0488653-0.0253395j -0.0337372+0.000234257j -0.0307345-0.00711889j -0.00391391-0.00733222j 0.0262471+0.00381191j -0.00801535-0.0152633j -0.0138409+0.0116303j -0.0210261-0.00657226j -0.00118054+0.00657476j -0.00871956+0.0013963j -0.00595597-0.0115402j -0.0350994+0.00241911j 0.0133321+0.00194707j 0.0143304-0.00623837j -0.0046027-0.0107869j 0.00210575+0.0207299j 0.000350413+0.0205693j 0.00571554+0.00771914j 0.00680341-0.0320306j 0.00823637+0.0174544j -0.00187542-0.0146099j -0.00825898+0.00608248j -0.0417046-0.00207336j -0.0265126+0.0174143j 0.00128263-0.0197423j -0.0154185-0.0283136j 0.0212803+0.00525742j -0.022691-0.0117725j 0.0131068+0.00756276j -0.0217146-0.00853531j 0.0195211-0.0423503j -0.0682844+0.0232903j 0.00870693+0.00248822j 
-0.131335+0.0789607j -0.00642543+0.0595778j 0.0949867-0.0842035j -0.0105019+0.0661606j 0.0754237+0.0437362j 0.0426707+0.0453899j 0.0118247-0.0232823j 0.0222874+0.048883j 0.0249181+0.0224615j 0.0352655+0.00497499j 0.0137576+0.00053511j 0.0200501-0.0246399j 0.0659389+0.0131742j -0.0241457+0.0148922j 0.0149843+0.0642884j -0.059228+0.0315799j 0.0225445-0.0114811j -0.0114604-0.0135821j -0.0371496+0.06717j 0.0171805-0.0217417j -0.0561374-0.00532073j 0.0156895-0.0162654j -0.0164265-0.0114916j -0.0280717-0.0239741j -0.0210317-0.0166145j 0.0203218+0.00528943j 0.00139325+0.000128495j 0.0152802+0.0136884j 0.0171699-0.0276124j -0.014864-0.0122398j -0.0169516+0.00910885j -0.00271115+0.0457194j -0.0229776-0.0378701j 0.0286077+0.0168027j -0.0156057-0.00486121j -0.00637341+0.0010852j -0.0200006+0.0249333j -0.0188594-0.0272148j -0.0209103-0.0112389j -0.00533319-0.0138721j 0.00283738+0.00627824j -0.0165074+0.0409331j 0.0328162-0.0123807j -0.0189511-0.022466j -0.0403104-0.0176267j 0.0038548-0.0180673j 0.0278337+0.0155668j -0.00444233+0.00613521j 0.0228343+0.0342456j 0.02754+0.00987952j 0.0141199-0.0294308j -0.0144397+0.000124996j 0.0204308-0.0537321j -0.00755493+0.0189521j -0.00448019-0.000555599j -0.0314057+0.0416811j 
-0.028588+0.00163262j -0.0168939+0.128319j -0.0563265+0.132346j -0.203916-0.060334j 0.0140942-0.0245484j -0.0305556-0.0546967j -0.00321225+0.00840436j 0.0316349+0.00676854j 0.0295226+0.0198028j -0.0331701-0.0326602j 0.0149388-0.0459187j -0.0161067-0.00890226j 0.0468625-0.0151746j -0.00584841+0.0927812j 0.0842215-0.0213909j 0.0120816+0.00298493j -0.00217508-0.0208426j -0.012088+0.0118598j 0.0145682-0.0178915j -0.0241518-0.0314831j -0.00396439+0.00551073j -0.0178629-0.0143748j 0.0116471+0.0100681j -0.00836576-0.0155502j -0.0210146+0.0122716j -0.0147809-0.00794437j 0.0125969+0.00888544j -0.0208476+0.00457438j -0.0129257+0.0076037j -0.0265256+0.000643515j 0.00322856+0.0103876j -0.0109284+0.0135678j -0.00980868-0.0141878j 0.0131042-0.0237453j 0.00611266+0.00768969j 0.0164641+0.000774355j 0.000328642-0.0239898j 0.00310168+0.00758796j 0.0142151+0.00566121j -0.0257701+0.00949825j 0.0135875+0.0332631j 0.00490103+0.0116115j -0.00656181-0.0118823j -0.00855669+0.00578522j -0.0271666+0.00769101j -0.0157347+0.0163519j -0.0146287-0.00928026j -0.0320207+0.0106547j -0.00516818-0.0245939j 0.0224667-0.00679917j -0.0233935+0.0314455j -0.0487817+0.0645958j 0.0369124-0.0105799j -0.00260418-0.0307039j 0.0296626+0.0321812j 0.0153438-0.00195321j 
0.121236+0.173043j 0.0719426-0.102681j 0.0634861+0.0162868j 0.0103062-0.0430413j -0.084422-0.0635419j -0.000798343-0.0616767j 0.00571248-0.0121267j -0.0252871-0.0309737j -0.0397987+0.0351154j 0.0472199-0.0800595j 0.00442013-0.0457115j -0.0217619+0.0185193j -0.00974733+0.0211614j -0.0607176-0.0174439j 0.0107788+0.0177527j 0.0242537+0.0153161j 0.0569797-0.0120608j -0.0192812+0.0108241j -0.0344346-0.00598889j 0.00247644-0.053672j 0.0226107-0.0144244j -0.0122455-0.0205759j 0.0255684-0.00856827j 0.0132242+0.0102045j 0.00356756-0.0091238j -0.00820879+0.0243144j 0.00446091-0.0214778j -0.024281+0.0148331j 0.019586-0.00819865j 0.0021611+0.00809795j 0.00837702-0.0112546j 0.017708-0.00652565j 0.0134627+0.0221807j -0.00873204+0.00438998j -0.0141798-0.0171502j -0.0374863-0.0125194j -0.0218239+0.00837047j 0.015617+0.0102253j 0.00483645+0.00904296j 0.000342381-0.00336675j -0.00513649-0.00116956j -0.00452087-0.00620514j 0.00756589+0.00786195j -0.00961129-0.0103126j 0.0046656-0.00960669j -0.0101706-0.0212719j 0.0144606+0.0119137j 0.00845358-0.0343977j -0.000493119+0.0209512j 0.00940587-0.0120614j 0.0038446-0.0669736j 0.0215825-0.040775j -0.0304798+0.0010862j 0.00449401-0.0109303j -0.0571414+0.0125852j 0.0415877+0.000808974j 
0.0524833-0.107215j -0.126764-0.140474j -0.0376461+0.122837j -0.0415684-0.017901j 0.0721927-0.0692581j 0.0261784-0.0309374j 0.0229398-0.0333179j 0.0120387-0.0112224j 0.00558095-0.0132408j 0.064101+0.0420898j 0.0321058+0.00846395j -0.0270546-0.00133936j -0.0297457-0.0154551j 0.0261044-0.047508j -0.00435264+0.0131708j 0.00874672-0.00901791j 0.047018+0.0236438j -0.0324943+0.00735268j -0.00307719-0.0157371j 0.027511-0.00624702j 2.52979e-05+0.0278772j 0.00942864-0.0414131j -0.0145414+0.0167682j -0.00113124-0.00338327j -0.00591688-0.024613j -0.023683+0.00080311j -8.25019e-05-0.0130014j 0.0151076+0.013457j 0.0383901+0.0282462j 0.0171581+0.0120958j -0.000444062-0.00534772j 0.0261967+0.00394682j 0.00349007+0.00486122j 0.0023348-0.0271575j 0.0439031-0.014363j -0.0179447-0.0132895j -0.0316226-0.00450937j 0.0172926-0.0145678j -0.0180497-0.0247238j -0.00681701+0.0397843j -0.0125582-0.024168j 0.0095876-0.0108951j -0.0359521+0.0031178j 0.0249755+0.0308393j 0.0155341+0.0295129j 0.0464585+0.0369055j -0.0183397-0.00973307j -0.0218171+0.00707918j 0.00623119-0.0500159j -0.00152063+0.0323415j 0.0221456+0.029515j -0.00833691+0.00294783j 0.0146346-0.0129552j 0.0178782-0.00681103j -0.0283527+0.00635026j -0.057686+0.016454j 
0.0337735+0.00914123j 0.11777-0.0886167j 0.0494604+0.0624921j 0.0554067+0.00866336j 0.00795777-0.0154132j -0.00084646+0.0153067j 0.0679959+0.0248065j -0.0305833-0.0100431j 0.0377853+0.0810438j -0.0373312+0.0598847j 0.0728797+0.0284225j 0.0296216-0.0614414j -0.00746305+0.00776774j 0.0416185-0.018028j -0.00394029-0.0267559j 0.0231065-0.0273028j 0.0147008-0.0213943j 0.00899118+0.0245992j -0.0209291+0.00615242j -0.00834944-0.00939316j 0.00838577+0.00160025j 0.00943057-0.0168404j 0.0299864-0.0143804j -0.00349314+0.0145019j 0.00120434+0.00385291j 0.0271493-0.00403445j -0.0153989+0.00597625j 0.014887-0.000177658j -0.00627982-0.00321366j 0.0106797+0.00143923j 0.0180798+0.000914197j 0.000382664-0.00591495j 0.0185185-0.000355105j -0.037279+0.00109167j 0.0158749-0.00161237j -0.0104492+0.0136125j 0.0290055+0.0122269j -0.0199882-0.0120038j 0.0225534+0.0043041j 0.010585+0.000719864j 0.0100811+0.0113831j -0.0046437-0.0039636j 0.00716805+0.00393045j 0.0220788+0.00488814j 0.0499549+0.0164417j -0.0205094-0.0103656j 0.0154464+0.0192985j -0.0192878+0.00313872j -0.00585612+0.0121608j -0.0351865-0.0472245j -0.00172823+0.0244697j -0.0152914-0.0213558j 0.00793105+0.0597906j -0.0019981+0.0273971j 0.0325918-0.0488733j 0.0275126-0.0333188j 
-0.114645+0.0919065j 0.0384867+0.00779265j 0.0508538-0.0110042j -0.0312478-0.0633778j -0.0159616+0.0220331j 0.0502364+0.0132998j 0.00889874-0.0442755j -0.017785+0.046055j 0.0699272-0.0185168j 0.0705423+0.036312j 0.0287044-0.107785j -0.0319869-0.0223764j -0.00549438+0.0135961j -0.012733-0.0216681j -0.0289108+0.00830104j -0.024492+0.00108303j -0.00555115-0.0077718j 0.0199223-0.017635j -0.0298294+0.01357j -0.0301516+0.0264645j -0.00119149-0.00685709j 0.0128487+0.00777581j 0.0114459-0.0298025j 0.0155481-0.00986216j 0.0183616-0.00464358j -0.0206085+0.01218j 0.00371901-0.00315987j 0.0249262+0.00770614j -0.0300237+0.0116209j 0.00646371-0.00584194j -0.0239573+0.00947002j -0.00993228-0.00139219j -0.00438156-0.00254247j -0.0289929+0.0113094j 0.00722918+0.0100297j 0.000530853+0.00449811j -0.0127449-0.00836825j -0.0111442-0.00529933j 0.015994-0.0093394j -0.0196252-0.00860322j 0.000687528-0.00316021j 0.0117002+0.00015627j 0.0311596+0.00700018j -0.0256359-0.00788041j 0.00362294-0.00303281j 0.0101146+0.0261336j 0.00943048+0.0033087j -0.000940382-0.00674413j 0.0499275+0.0426068j 0.0010323+0.0299057j 0.00529197+0.0298594j -0.00755825-0.0247282j -0.00539373-0.0327441j 0.00789258+0.0620102j 0.025637-0.03483j -0.0311852+0.0462775j 
