-0.216755-0j -0.229691-0j 0.164635-0j -0.172976-0j -0.148265-0j 0.176432-0j -0.107023-0j -0.137267-0j -0.132612-0j -0.160144-0j 0.286681-0j 0.134752-0j -0.149801-0j -0.0577991-0j -0.103785-0j 0.117621-0j -0.12358-0j 0.111585-0j 0.31286-0j -0.077357-0j -0.117238-0j 0.0849035-0j -0.0749006-0j -0.028209-0j 0.130183-0j 0.0891301-0j 0.233804-0j -0.0789686-0j -0.0873841-0j -0.0540661-0j 0.244852-0j 0.221226-0j 0.0469855-0j 0.0396134-0j 0.103985-0j -0.0127462-0j -0.0416201-0j 0.26411-0j -0.0446023-0j 0.182502-0j 0.159689-0j 0.151121-0j 0.049527-0j 0.0237362-0j 0.21788-0j -0.0164552-0j -0.00544205-0j 0.107591-0j 0.093152-0j 0.109085-0j 0.0113053-0j 0.0497343-0j -0.00224473-0j 0.0113657-0j 0.000890394-0j -0.000126143-0j 
6.60507e-07-0j 6.99925e-07-0j 5.21693e-07-0j 5.271e-07-0j 4.518e-07-0j 5.59073e-07-0j 3.26126e-07-0j -2.4626e-06-0j 4.04102e-07-0j -2.87303e-06-0j -1.75937e-06-0j -2.5139e-06-0j 4.56482e-07-0j -1.03693e-06-0j 3.1626e-07-0j 3.72716e-07-0j 3.76578e-07-0j 3.53589e-07-0j 3.26126e-07-0j 2.35726e-07-0j 3.57253e-07-0j 2.6904e-07-0j 2.28241e-07-0j 8.59597e-08-0j 4.12521e-07-0j 2.82434e-07-0j 1.45848e-07-0j 2.40637e-07-0j 2.66281e-07-0j 1.64753e-07-0j 2.55234e-07-0j 2.30606e-07-0j 1.48887e-07-0j 1.25526e-07-0j 3.29506e-07-0j 3.88407e-08-0j 1.26827e-07-0j 1.64753e-07-0j 1.35914e-07-0j 1.9024e-07-0j 1.6646e-07-0j 6.72601e-08-0j 1.5694e-07-0j 7.52147e-08-0j 1.35914e-07-0j 5.01432e-08-0j 1.65833e-08-0j 3.72216e-08-0j 9.71018e-08-0j 4.85509e-08-0j 3.5824e-08-0j 3.10245e-08-0j 6.84026e-09-0j 1.18477e-08-0j 2.82146e-09-0j 3.71928e-09-0j 
0.00636751-0j -0.00648041-0j 0.0050293-0j -0.00507743-0j 0.0043555-0j -0.0051763-0j 0.00277799-0j 0.00403241-0j -0.0152452-0j -0.00451825-0j 0.00288089-0j -0.00411319-0j -0.00422643-0j 0.00795996-0j 0.0258461-0j 0.0035931-0j -0.00362749-0j -0.0133396-0j -0.00301951-0j -0.00889305-0j 0.0134672-0j 0.00229173-0j 0.00220032-0j 0.00862992-0j 0.0149468-0j -0.00261497-0j -0.00550229-0j -0.00802156-0j -0.00246542-0j 0.00140339-0j 0.00962147-0j 0.00222312-0j -0.0263323-0j 0.00121011-0j -0.00317406-0j -0.0264661-0j -0.00122169-0j -0.0015254-0j 0.00614252-0j -0.00176138-0j 0.00141793-0j 0.00064841-0j 0.00133684-0j 0.00755118-0j -0.00130923-0j 0.00503412-0j 0.00441732-0j -0.000344625-0j 0.00438843-0j 0.000413564-0j 0.00623771-0j 0.0031147-0j 0.00257979-0j 0.00315589-0j 0.00142893-0j 0.000315439-0j 
-0.0057531-0j -0.00609643-0j -0.00454401-0j -0.0045911-0j 0.00765134-0j -0.00486959-0j -0.0028406-0j 0.0106684-0j -0.00351977-0j 0.00826439-0j -0.00260291-0j -0.00371921-0j 0.0116427-0j -0.0015341-0j -0.00275466-0j 0.00631203-0j 0.00637745-0j 0.00901836-0j -0.0028406-0j 0.0100374-0j 0.00911182-0j -0.00234337-0j -0.0265024-0j -0.000748719-0j 0.00698614-0j 0.0168671-0j -0.00127035-0j 0.00407525-0j -0.0332014-0j 0.00983913-0j -0.00222312-0j -0.0114358-0j -0.00129682-0j 0.00856414-0j -0.0163403-0j -0.000338307-0j 0.00865289-0j 0.00420206-0j -0.00674002-0j 0.00810055-0j 0.0042456-0j 0.00113907-0j 0.00668261-0j 0.00191837-0j 0.00230174-0j 0.00213513-0j 0.00042296-0j -0.000324205-0j 0.00164444-0j -0.000422884-0j 0.000606689-0j -0.000270227-0j 0.000115842-0j -0.000103195-0j -2.45753e-05-0j -3.34807e-06-0j 
0.00107203-0j 2.24843e-05-0j 0.000846726-0j -0.000821636-0j 0.000733286-0j 1.79596e-05-0j -0.0010272-0j 0.000678891-0j -0.0032136-0j 1.56764e-05-0j 0.000485023-0j -0.000665601-0j -7.18497e-05-0j -0.000834955-0j 1.01595e-05-0j -0.00296401-0j 0.00287618-0j 0.000573887-0j -5.13319e-05-0j 0.000382591-0j -0.000556882-0j 0.00415203-0j 0.000370443-0j 0.00266672-0j 1.32518e-05-0j 9.07286e-06-0j 0.000236716-0j -0.000757934-0j 8.55397e-06-0j -0.000518922-0j -0.000397855-0j 0.000374281-0j -0.000705813-0j 0.000203733-0j -0.000513629-0j -0.000307713-0j -0.000197696-0j 5.2925e-06-0j -0.000644316-0j 6.11125e-06-0j -0.000524299-0j 0.000109165-0j -0.000494314-0j -0.000476223-0j -0.000211861-0j -0.000317482-0j -0.000157762-0j 1.1957e-06-0j -0.000460322-0j -0.000152921-0j -0.000283813-0j -0.000196432-0j -7.59559e-05-0j -0.000112711-0j -3.58189e-05-0j -6.10293e-06-0j 
-0.000154734-0j -3.24533e-06-0j -0.000122214-0j 0.000118593-0j -0.000105841-0j -2.59224e-06-0j 0.000148263-0j -9.79895e-05-0j 0.000463844-0j -2.2627e-06-0j -7.00071e-05-0j 9.60712e-05-0j 1.03706e-05-0j 0.000120515-0j -1.4664e-06-0j 0.000427818-0j -0.00041514-0j -8.28335e-05-0j 7.40912e-06-0j -5.52223e-05-0j 8.03789e-05-0j -0.000599294-0j -5.34688e-05-0j -0.000384907-0j -1.91273e-06-0j -1.30955e-06-0j -3.41671e-05-0j 0.000109398-0j -1.23466e-06-0j 7.48999e-05-0j 5.74255e-05-0j -5.40229e-05-0j 0.000101875-0j -2.94063e-05-0j 7.4136e-05-0j 4.44145e-05-0j 2.8535e-05-0j -7.63907e-07-0j 9.2999e-05-0j -8.82083e-07-0j 7.56761e-05-0j -1.57567e-05-0j 7.13481e-05-0j 6.87369e-05-0j 3.05795e-05-0j 4.58246e-05-0j 2.2771e-05-0j -1.72585e-07-0j 6.64417e-05-0j 2.20722e-05-0j 4.09649e-05-0j 2.83525e-05-0j 1.09633e-05-0j 1.62684e-05-0j 5.17002e-06-0j 8.80882e-07-0j 
0.00101701-0j 0.00107771-0j -0.000772467-0j 0.000811599-0j 0.000695656-0j -0.000827816-0j 0.000502151-0j 0.000644053-0j -0.00243495-0j 0.000751395-0j -0.00134511-0j -0.000632255-0j 0.000702865-0j 0.000271193-0j -0.00429827-0j -0.000551877-0j 0.000579834-0j 0.00204887-0j -0.00146794-0j -0.00142039-0j -0.00215266-0j -0.000398366-0j 0.000351433-0j 0.000132356-0j 0.00239035-0j -0.000418197-0j 0.00429299-0j -0.00144998-0j 0.000410005-0j 0.000253678-0j 0.00449584-0j -0.00103799-0j 0.000862723-0j -0.000185865-0j -0.000487897-0j -0.000234038-0j 0.000195281-0j -0.0012392-0j 0.000209273-0j -0.000856296-0j -0.000749259-0j -0.000709056-0j -0.00023238-0j -0.00011137-0j -0.00102229-0j 7.72077e-05-0j 2.5534e-05-0j -0.000504816-0j -0.000437068-0j -0.000511824-0j -5.30443e-05-0j -0.000233353-0j 1.05323e-05-0j -5.33279e-05-0j -4.17772e-06-0j 5.9186e-07-0j 
0.00711909-0j 0.000149313-0j -0.00540727-0j -0.0054563-0j 0.00486959-0j -0.000114692-0j -0.0068214-0j -0.0132015-0j 0.0043555-0j 0.000104104-0j -0.00941574-0j 0.00425059-0j -0.000285151-0j -0.00554475-0j 6.74669e-05-0j -0.00386314-0j -0.00389817-0j 0.0107316-0j -0.000203379-0j 0.00254071-0j 0.010829-0j 0.00541155-0j -0.0168671-0j -0.00361428-0j -8.46269e-05-0j 0.000397264-0j -0.00767904-0j -0.00503327-0j -0.000166338-0j 0.0236277-0j 0.00772355-0j 0.0212762-0j 0.00450738-0j -0.00130106-0j -0.00960483-0j -0.00204345-0j -0.00131286-0j 0.000502741-0j 0.0125292-0j -0.000118638-0j -0.0298041-0j -0.00496339-0j 0.00315673-0j -0.00890534-0j 0.00687274-0j -0.00210833-0j 0.00306781-0j -6.9941e-05-0j 0.00893621-0j 0.0069528-0j 0.00181246-0j 0.00637223-0j -0.000504407-0j 0.00218805-0j 0.000228743-0j -4.05282e-05-0j 
-0.000134003-0j -2.81054e-06-0j -0.000105841-0j 0.000102704-0j -9.16608e-05-0j -2.24495e-06-0j 0.0001284-0j -8.48614e-05-0j 0.000401701-0j -1.95955e-06-0j -6.06279e-05-0j 8.32001e-05-0j 8.98121e-06-0j 0.000104369-0j -1.26994e-06-0j 0.000370501-0j -0.000359522-0j -7.17359e-05-0j 6.41649e-06-0j -4.78239e-05-0j 6.96102e-05-0j -0.000519003-0j -4.63053e-05-0j -0.000333339-0j -1.65647e-06-0j -1.13411e-06-0j -2.95896e-05-0j 9.47417e-05-0j -1.06925e-06-0j 6.48652e-05-0j 4.97319e-05-0j -4.67852e-05-0j 8.82266e-05-0j -2.54666e-05-0j 6.42037e-05-0j 3.84641e-05-0j 2.4712e-05-0j -6.61563e-07-0j 8.05395e-05-0j -7.63907e-07-0j 6.55374e-05-0j -1.36457e-05-0j 6.17893e-05-0j 5.95279e-05-0j 2.64827e-05-0j 3.96853e-05-0j 1.97203e-05-0j -1.49463e-07-0j 5.75402e-05-0j 1.91151e-05-0j 3.54766e-05-0j 2.4554e-05-0j 9.49449e-06-0j 1.40889e-05-0j 4.47736e-06-0j 7.62866e-07-0j 
0.00474606-0j 9.95422e-05-0j 0.00374862-0j -0.00363754-0j -0.0158705-0j 7.95105e-05-0j -0.0045476-0j 0.00300558-0j 0.00290367-0j -0.000339284-0j 0.00214729-0j -0.00294674-0j 6.49201e-05-0j -0.0036965-0j 4.4978e-05-0j -0.0130925-0j 0.0127045-0j 0.00254071-0j 4.63811e-05-0j 0.0111126-0j -0.00246542-0j -0.00375158-0j -0.00801746-0j -0.00240952-0j -0.000286807-0j 4.01673e-05-0j 0.00104799-0j 0.0164039-0j 0.000248456-0j -0.00229736-0j -0.00176138-0j -0.00810055-0j -0.00312477-0j 0.0318828-0j 0.0111164-0j -0.0013623-0j -0.0309381-0j 2.34309e-05-0j 0.0139449-0j 0.000177506-0j -0.00232117-0j -0.00236266-0j -0.0143577-0j -0.00210833-0j 0.0045853-0j -0.00922151-0j -0.000698444-0j 5.2936e-06-0j 0.00996271-0j -0.000677008-0j 0.00614255-0j -0.000869642-0j 0.00164391-0j -0.000498993-0j -0.000158577-0j -2.70188e-05-0j 
-0.00102755-0j 0.00104577-0j -0.000811599-0j 0.000819367-0j -0.000702865-0j 0.000835323-0j -0.000448297-0j -0.000650727-0j 0.00246019-0j 0.000729129-0j -0.000464902-0j 0.000663763-0j 0.000682038-0j -0.00128453-0j -0.0041709-0j -0.000579834-0j 0.000585384-0j 0.00215266-0j 0.000487271-0j 0.00143511-0j -0.00217327-0j -0.000369826-0j -0.000355075-0j -0.00139265-0j -0.00241203-0j 0.000421989-0j 0.000887929-0j 0.00129447-0j 0.000397855-0j -0.000226471-0j -0.00155266-0j -0.000358754-0j 0.00424935-0j -0.000195281-0j 0.000512211-0j 0.00427094-0j 0.00019715-0j 0.000246161-0j -0.000991245-0j 0.000284242-0j -0.000228818-0j -0.000104637-0j -0.000215732-0j -0.00121857-0j 0.000211276-0j -0.000812378-0j -0.000712842-0j 5.56136e-05-0j -0.000708179-0j -6.67386e-05-0j -0.00100661-0j -0.000502633-0j -0.000416311-0j -0.000509279-0j -0.000230592-0j -5.09037e-05-0j 
-0.0041528-0j 0.00853997-0j -0.00328004-0j -0.00292826-0j -0.0028406-0j 0.0068214-0j -0.00783665-0j 0.00770089-0j -0.00254071-0j 0.00595421-0j -0.00187888-0j -0.00237216-0j -0.0163092-0j -0.00135497-0j 0.00385877-0j -0.00234337-0j -0.00209205-0j 0.0065098-0j 0.00397915-0j -0.00148208-0j 0.00581164-0j -0.00646491-0j 0.00983913-0j 0.00678924-0j 0.00503327-0j -0.0236277-0j -0.00091699-0j -0.00578239-0j -0.00951371-0j 0.0271442-0j -0.00141793-0j 0.0042456-0j -0.0011454-0j -0.000789219-0j 0.00536025-0j 0.0105461-0j -0.000704577-0j -0.00588631-0j 0.00306176-0j 0.00232117-0j 0.0117128-0j -0.000422884-0j -0.00377119-0j -0.0173954-0j -0.000755061-0j 0.00396039-0j -0.0294008-0j 0.000454151-0j -0.000747013-0j -0.00116665-0j 0.00972703-0j 0.00245037-0j 0.00763588-0j 0.00717327-0j 0.00519042-0j 0.00156281-0j 
1.57924e-05-0j 3.31225e-07-0j 1.24735e-05-0j -1.21038e-05-0j 1.08023e-05-0j 2.6457e-07-0j -1.51321e-05-0j 1.0001e-05-0j -4.73409e-05-0j 2.30936e-07-0j 7.14507e-06-0j -9.80523e-06-0j -1.05845e-06-0j -1.23e-05-0j 1.49663e-07-0j -4.3664e-05-0j 4.23701e-05-0j 8.45416e-06-0j -7.5619e-07-0j 5.6361e-06-0j -8.20364e-06-0j 6.11651e-05-0j 5.45714e-06-0j 3.92844e-05-0j 1.95217e-07-0j 1.33656e-07-0j 3.48716e-06-0j -1.11654e-05-0j 1.26012e-07-0j -7.64444e-06-0j -5.86096e-06-0j 5.51369e-06-0j -1.03976e-05-0j 3.00127e-06-0j -7.56647e-06-0j -4.53304e-06-0j -2.91234e-06-0j 7.79659e-08-0j -9.49167e-06-0j 9.00273e-08-0j -7.72366e-06-0j 1.60816e-06-0j -7.28193e-06-0j -7.01543e-06-0j -3.12101e-06-0j -4.67696e-06-0j -2.32406e-06-0j 1.76144e-08-0j -6.78118e-06-0j -2.25273e-06-0j -4.18096e-06-0j -2.89372e-06-0j -1.11894e-06-0j -1.66039e-06-0j -5.27662e-07-0j -8.99046e-08-0j 
0.000928402-0j 0.000983807-0j 0.000733286-0j 0.000740885-0j -0.00123473-0j 0.000785827-0j 0.000458399-0j -0.00172161-0j 0.000568001-0j -0.00133366-0j 0.000420042-0j 0.000600186-0j -0.00187883-0j 0.000247564-0j 0.000444531-0j -0.0010186-0j -0.00102916-0j -0.00145533-0j 0.000458399-0j -0.00161977-0j -0.00147041-0j 0.00037816-0j 0.0042768-0j 0.000120824-0j -0.00112738-0j -0.00272191-0j 0.000205002-0j -0.000657641-0j 0.00535786-0j -0.00158778-0j 0.000358754-0j 0.00184545-0j 0.000209273-0j -0.00138203-0j 0.0026369-0j 5.45941e-05-0j -0.00139635-0j -0.000678104-0j 0.00108767-0j -0.00130722-0j -0.000685131-0j -0.000183816-0j -0.0010784-0j -0.000309575-0j -0.000371442-0j -0.000344555-0j -6.82549e-05-0j 5.23183e-05-0j -0.000265371-0j 6.82426e-05-0j -9.79039e-05-0j 4.36077e-05-0j -1.86938e-05-0j 1.6653e-05-0j 3.96582e-06-0j 5.40292e-07-0j 
0.000830388-0j 0.000879943-0j -0.000630717-0j 0.000662668-0j 0.000568001-0j -0.000675909-0j 0.000410005-0j 0.000525867-0j -0.00198813-0j 0.000613511-0j -0.00109827-0j -0.000516234-0j 0.000573887-0j 0.000221428-0j -0.00350952-0j -0.000450606-0j 0.000473433-0j 0.0016729-0j -0.00119856-0j -0.00115974-0j -0.00175764-0j -0.000325264-0j 0.000286944-0j 0.000108068-0j 0.00195171-0j -0.000341457-0j 0.00350521-0j -0.0011839-0j 0.000334768-0j 0.000207127-0j 0.00367084-0j -0.000847513-0j 0.00070441-0j -0.000151758-0j -0.000398366-0j -0.000191092-0j 0.000159446-0j -0.0010118-0j 0.000170871-0j -0.000699163-0j -0.000611767-0j -0.000578942-0j -0.000189738-0j -9.09331e-05-0j -0.000834695-0j 6.30398e-05-0j 2.08485e-05-0j -0.000412181-0j -0.000356864-0j -0.000417902-0j -4.33105e-05-0j -0.000190532-0j 8.59955e-06-0j -4.35421e-05-0j -3.41109e-06-0j 4.83252e-07-0j 
0.00411021-0j 0.0043555-0j -0.00949017-0j 0.00328004-0j -0.00546638-0j -0.0101702-0j 0.00202942-0j 0.00260291-0j 0.00251465-0j -0.00590437-0j 0.00157979-0j -0.00776759-0j 0.0028406-0j 0.00109601-0j 0.00196802-0j 0.0131827-0j -0.00455627-0j -0.00643217-0j 0.00172405-0j -0.00717104-0j 0.00222312-0j -0.00489414-0j -0.00276151-0j 0.000534911-0j 0.0145906-0j -0.00513778-0j 0.0111801-0j -0.0029115-0j -0.00810055-0j 0.00102523-0j 0.00134929-0j -0.0023703-0j -0.00270841-0j 0.0178862-0j 0.0116544-0j 0.000241698-0j -0.00618192-0j 0.0126292-0j -0.00164444-0j -0.0049165-0j 0.000879986-0j -0.0256209-0j 0.0139567-0j -0.00136824-0j -0.020257-0j -0.00152541-0j 0.000103195-0j 0.013514-0j -0.000998069-0j 0.0095119-0j 0.00126707-0j 0.0023782-0j -8.27612e-05-0j 6.26323e-05-0j -5.13255e-05-0j 2.39198e-06-0j 
-7.20823e-07-0j -1.51183e-08-0j -5.69333e-07-0j 5.52462e-07-0j -4.93056e-07-0j -1.20759e-08-0j 6.90681e-07-0j -4.56482e-07-0j 2.16081e-06-0j -1.05407e-08-0j -3.26126e-07-0j 4.47545e-07-0j 4.83112e-08-0j 5.61418e-07-0j -6.83117e-09-0j 1.99298e-06-0j -1.93392e-06-0j -3.85878e-07-0j 3.45152e-08-0j -2.57252e-07-0j 3.74443e-07-0j -2.79179e-06-0j -2.49083e-07-0j -1.79308e-06-0j -8.91039e-09-0j -6.10053e-09-0j -1.59166e-07-0j 5.09629e-07-0j -5.75163e-09-0j 3.48919e-07-0j 2.67515e-07-0j -2.51664e-07-0j 4.74584e-07-0j -1.36989e-07-0j 3.45361e-07-0j 2.06904e-07-0j 1.32929e-07-0j -3.55864e-09-0j 4.33233e-07-0j -4.10916e-09-0j 3.52535e-07-0j -7.34021e-08-0j 3.32373e-07-0j 3.20209e-07-0j 1.42454e-07-0j 2.13473e-07-0j 1.06078e-07-0j -8.03982e-10-0j 3.09517e-07-0j 1.02823e-07-0j 1.90834e-07-0j 1.3208e-07-0j 5.10722e-08-0j 7.5786e-08-0j 2.40844e-08-0j 4.64138e-10-0j 
-0.000119856-0j -0.000127009-0j 9.10361e-05-0j -9.56479e-05-0j -8.19839e-05-0j 9.7559e-05-0j -5.91791e-05-0j -7.59023e-05-0j 0.000286962-0j -8.85527e-05-0j 0.000158522-0j 7.45119e-05-0j -8.28335e-05-0j -3.19604e-05-0j 0.000506555-0j 6.50393e-05-0j -6.83341e-05-0j -0.000241462-0j 0.000172998-0j 0.000167395-0j 0.000253694-0j 4.69479e-05-0j -4.14167e-05-0j -1.55983e-05-0j -0.000281705-0j 4.9285e-05-0j -0.000505934-0j 0.000170882-0j -4.83195e-05-0j -2.98962e-05-0j -0.00052984-0j 0.000122328-0j -0.000101673-0j 2.19044e-05-0j 5.74992e-05-0j 2.75817e-05-0j -2.30141e-05-0j 0.000146041-0j -2.46631e-05-0j 0.000100915-0j 8.8301e-05-0j 8.35631e-05-0j 2.73863e-05-0j 1.31251e-05-0j 0.000120478-0j -9.09901e-06-0j -3.00922e-06-0j 5.94932e-05-0j 5.15089e-05-0j 6.0319e-05-0j 6.25133e-06-0j 2.75009e-05-0j -1.24124e-06-0j 6.28476e-06-0j 4.92349e-07-0j -6.97514e-08-0j 
-0.000838993-0j 0.000853869-0j -0.000662668-0j 0.000669011-0j -0.000573887-0j 0.000682038-0j -0.000366033-0j -0.000531316-0j 0.00200873-0j 0.000595332-0j -0.000379591-0j 0.00054196-0j 0.000556882-0j -0.00104882-0j -0.00340552-0j -0.000473433-0j 0.000477964-0j 0.00175764-0j 0.000397855-0j 0.00117176-0j -0.00177447-0j -0.000301962-0j -0.000289917-0j -0.00113709-0j -0.00196941-0j 0.000344553-0j 0.000724991-0j 0.00105693-0j 0.000324848-0j -0.000184913-0j -0.00126774-0j -0.000292922-0j 0.00346958-0j -0.000159446-0j 0.000418219-0j 0.00348721-0j 0.000160972-0j 0.000200989-0j -0.000809348-0j 0.000232082-0j -0.000186829-0j -8.54355e-05-0j -0.000176144-0j -0.000994956-0j 0.000172506-0j -0.000663304-0j -0.000582033-0j 4.54083e-05-0j -0.000578226-0j -5.44919e-05-0j -0.00082189-0j -0.000410398-0j -0.000339917-0j -0.000415825-0j -0.000188278-0j -4.15627e-05-0j 
-0.00587295-0j 0.00597708-0j 0.00446077-0j 0.00468307-0j 0.00781074-0j -0.00459116-0j -0.00256223-0j -0.00371921-0j -0.0035931-0j -0.00810261-0j 0.00776759-0j -0.00364822-0j 0.00389817-0j -0.00734171-0j 0.00270073-0j -0.00619641-0j -0.00650521-0j 0.00302338-0j -0.00814134-0j 0.0102465-0j 0.00317406-0j 0.00203266-0j 0.00394584-0j -0.00795965-0j 0.00658669-0j -0.00231937-0j 0.00633489-0j 0.00367589-0j -0.0111164-0j -0.00129439-0j -0.00662902-0j -0.0116544-0j 0.00596815-0j -0.00840726-0j 0.00547375-0j -0.00623771-0j -0.00882624-0j -0.00687274-0j 0.0110154-0j 0.0232167-0j 0.0038231-0j -0.0079612-0j -0.00579656-0j 0.00669757-0j 0.0114691-0j 0.0226986-0j -0.00407423-0j -0.00279977-0j -0.0230057-0j 0.00261158-0j -0.0107571-0j 0.0140334-0j 0.00462635-0j 0.00850904-0j 0.0012674-0j -0.000290939-0j 
0.000758037-0j 0.000803275-0j 0.000598726-0j 0.00060493-0j -0.00100815-0j 0.000641625-0j 0.000374281-0j -0.00140569-0j 0.000463771-0j -0.00108893-0j 0.000342963-0j 0.00049005-0j -0.00153405-0j 0.000202135-0j 0.000362958-0j -0.000831684-0j -0.000840302-0j -0.00118827-0j 0.000374281-0j -0.00132254-0j -0.00120059-0j 0.000308766-0j 0.00349199-0j 9.86524e-05-0j -0.000920505-0j -0.00222243-0j 0.000167384-0j -0.000536961-0j 0.00437467-0j -0.00129642-0j 0.000292922-0j 0.0015068-0j 0.000170871-0j -0.00112842-0j 0.00215302-0j 4.45759e-05-0j -0.00114012-0j -0.00055367-0j 0.000888076-0j -0.00106734-0j -0.000559407-0j -0.000150085-0j -0.000880512-0j -0.000252767-0j -0.000303281-0j -0.000281328-0j -5.57299e-05-0j 4.27177e-05-0j -0.000216674-0j 5.57199e-05-0j -7.99382e-05-0j 3.56055e-05-0j -1.52635e-05-0j 1.35971e-05-0j 3.23808e-06-0j 4.41147e-07-0j 
-0.00114884-0j -2.40953e-05-0j 0.000872594-0j 0.000880507-0j -0.000785827-0j 1.85083e-05-0j 0.0011008-0j 0.00213039-0j -0.000702865-0j -1.67997e-05-0j 0.00151946-0j -0.000685936-0j 4.60161e-05-0j 0.000894781-0j -1.08874e-05-0j 0.000623411-0j 0.000629065-0j -0.00173181-0j 3.28201e-05-0j -0.000410005-0j -0.00174752-0j -0.000873284-0j 0.00272191-0j 0.000583252-0j 1.36566e-05-0j -6.41081e-05-0j 0.0012392-0j 0.000812241-0j 2.68427e-05-0j -0.0038129-0j -0.00124638-0j -0.00343344-0j -0.000727376-0j 0.000209957-0j 0.00154997-0j 0.000329761-0j 0.000211861-0j -8.11295e-05-0j -0.00202189-0j 1.9145e-05-0j 0.00480962-0j 0.000800964-0j -0.000509416-0j 0.00143709-0j -0.00110908-0j 0.00034023-0j -0.000495065-0j 1.12867e-05-0j -0.00144207-0j -0.001122-0j -0.000292484-0j -0.00102831-0j 8.13983e-05-0j -0.000353096-0j -3.69132e-05-0j 6.54021e-06-0j 
-0.00293648-0j -6.15886e-05-0j 0.0113298-0j 0.00225061-0j -0.00200861-0j 0.000240313-0j 0.00281369-0j -0.00185961-0j -0.00179655-0j -4.29406e-05-0j -0.0163659-0j -0.00890624-0j -4.01673e-05-0j 0.00228709-0j -2.78287e-05-0j 0.00809442-0j 0.00160791-0j 0.00767904-0j -0.000353502-0j -0.00104799-0j 0.0015254-0j -0.0113388-0j -0.00101471-0j 0.00149082-0j 0.000177318-0j 0.000121402-0j -0.00474573-0j 0.00207612-0j -2.34309e-05-0j 0.00142142-0j 0.0134247-0j -0.0126292-0j -0.0094443-0j 0.0027261-0j -0.00687274-0j 0.000842882-0j 0.000541526-0j -0.000106105-0j 0.0017649-0j -0.000206209-0j 0.0176912-0j 0.0194887-0j -0.00661429-0j -0.00637223-0j 0.00424743-0j 0.000869642-0j 0.00043214-0j 0.000820297-0j 0.0155324-0j -0.0273001-0j -0.00379763-0j 0.00393811-0j 0.000208057-0j 0.00380316-0j -0.000479284-0j 1.6717e-05-0j 
-0.000103798-0j -0.000109993-0j 7.88396e-05-0j -8.28335e-05-0j -7.10001e-05-0j 8.44886e-05-0j -5.12506e-05-0j -6.57333e-05-0j 0.000248516-0j -7.66889e-05-0j 0.000137284-0j 6.45292e-05-0j -7.17359e-05-0j -2.76785e-05-0j 0.00043869-0j 5.63257e-05-0j -5.91791e-05-0j -0.000209112-0j 0.000149821-0j 0.000144968-0j 0.000219705-0j 4.06581e-05-0j -3.5868e-05-0j -1.35085e-05-0j -0.000243964-0j 4.26821e-05-0j -0.000438152-0j 0.000147988-0j -4.18459e-05-0j -2.58909e-05-0j -0.000458855-0j 0.000105939-0j -8.80513e-05-0j 1.89698e-05-0j 4.97957e-05-0j 2.38865e-05-0j -1.99308e-05-0j 0.000126475-0j -2.13589e-05-0j 8.73954e-05-0j 7.64709e-05-0j 7.23677e-05-0j 2.37172e-05-0j 1.13666e-05-0j 0.000104337-0j -7.87998e-06-0j -2.60606e-06-0j 5.15226e-05-0j 4.4608e-05-0j 5.22378e-05-0j 5.41381e-06-0j 2.38165e-05-0j -1.07494e-06-0j 5.44276e-06-0j 4.26386e-07-0j -6.04065e-08-0j 
0.000121098-0j -0.000123245-0j 9.56479e-05-0j -9.65634e-05-0j 8.28335e-05-0j -9.84437e-05-0j 5.28323e-05-0j 7.66889e-05-0j -0.000289936-0j -8.59287e-05-0j 5.47892e-05-0j -7.82253e-05-0j -8.03789e-05-0j 0.000151384-0j 0.000491545-0j 6.83341e-05-0j -6.89882e-05-0j -0.000253694-0j -5.74255e-05-0j -0.000169129-0j 0.000256122-0j 4.35844e-05-0j 4.18459e-05-0j 0.000164125-0j 0.00028426-0j -4.97319e-05-0j -0.000104643-0j -0.000152555-0j -4.68877e-05-0j 2.66899e-05-0j 0.000182982-0j 4.22796e-05-0j -0.000500791-0j 2.30141e-05-0j -6.03647e-05-0j -0.000503335-0j -2.32344e-05-0j -2.90103e-05-0j 0.000116819-0j -3.34982e-05-0j 2.69665e-05-0j 1.23315e-05-0j 2.54242e-05-0j 0.000143609-0j -2.48992e-05-0j 9.57397e-05-0j 8.40093e-05-0j -6.55412e-06-0j 8.34597e-05-0j 7.86522e-06-0j 0.00011863-0j 5.92359e-05-0j 4.90628e-05-0j 6.00191e-05-0j 2.71755e-05-0j 5.99906e-06-0j 
