-0.321702-0j -0.00678126-0j -0.256964-0j 0.249349-0j -0.224296-0j -0.00549345-0j -0.20981-0j 0.314198-0j -0.145361-0j -0.00484476-0j -0.149895-0j -0.00459615-0j 0.205703-0j 0.258041-0j -0.189604-0j -0.129813-0j 0.183986-0j -0.122389-0j 0.125967-0j -0.00328365-0j 0.265601-0j -0.00423917-0j 0.170587-0j -0.00163166-0j -0.0757244-0j 0.242459-0j -0.087439-0j 0.127272-0j 0.119993-0j 0.225786-0j -0.00174857-0j 0.150524-0j 0.0984358-0j -0.017108-0j 0.173221-0j 0.037121-0j 0.157338-0j 0.0931319-0j 0.0521225-0j 0.0703259-0j 0.026617-0j 0.00515768-0j -0.044245-0j -0.000927979-0j -0.0349463-0j 0.0339108-0j -0.0302644-0j -0.000741234-0j 0.0423949-0j -0.0280194-0j -0.0270693-0j -0.000647002-0j -0.020018-0j 0.0274709-0j -0.000605215-0j 0.0344605-0j -0.000419305-0j -0.0249669-0j 0.024227-0j -0.0236857-0j -0.000432387-0j -0.0157904-0j 0.0229838-0j 0.034974-0j -0.015289-0j 0.0224627-0j -0.000546931-0j -0.000374458-0j -0.00976983-0j 0.0312817-0j -0.000353042-0j 0.0214171-0j 0.0164204-0j -0.0154475-0j 0.0291305-0j -0.00840853-0j 0.0211987-0j 0.0127-0j 0.00815937-0j -0.000218434-0j 0.0265924-0j -0.000252226-0j 0.021639-0j -0.00450551-0j 0.0204015-0j 0.0196548-0j 0.008744-0j 0.0131032-0j 0.00651122-0j -4.93494e-05-0j 0.0189985-0j 0.00631139-0j 0.0117136-0j 0.00810721-0j 0.00313488-0j 0.00465184-0j 0.00147833-0j 0.000251882-0j 
0.000201071-0j -0.000205667-0j 0.000160608-0j -0.000162145-0j -0.000272575-0j -0.000166609-0j 0.000131136-0j 8.94151e-05-0j 9.08536e-05-0j 0.00028569-0j 9.3688e-05-0j -0.000139395-0j -0.000133763-0j 0.000258862-0j -0.000230416-0j 8.11362e-05-0j 0.000232621-0j -0.000373961-0j -8.19128e-05-0j -9.95889e-05-0j 7.55853e-05-0j 0.000249979-0j 0.000284631-0j 0.000387623-0j 4.73295e-05-0j -0.000134157-0j -0.000267171-0j -8.27617e-05-0j 0.000381453-0j 0.000226504-0j 0.000103111-0j -0.000738198-0j 0.000227655-0j 1.06929e-05-0j -9.58467e-05-0j -2.41388e-05-0j -0.00051043-0j 9.34282e-05-0j -0.000298593-0j 0.000162645-0j 9.51291e-05-0j 2.48561e-05-0j -0.00262881-0j 0.00267542-0j -0.00207633-0j 0.00209621-0j 0.00349619-0j 0.00213702-0j -0.00114689-0j -0.00166477-0j -0.00160832-0j -0.00362683-0j -0.00118937-0j 0.00169812-0j 0.00174487-0j -0.00328625-0j 0.00120888-0j 0.00288421-0j -0.00291182-0j -0.00140728-0j 0.0012466-0j 0.00458646-0j 0.00142075-0j -0.000946134-0j 0.00176621-0j -0.00356284-0j -0.00306587-0j 0.00107959-0j -0.000580473-0j 0.00164538-0j -0.00497587-0j -0.000579386-0j 0.00101503-0j 0.00178451-0j -0.00277797-0j 0.00391328-0j -0.00254784-0j -0.00279208-0j -0.00395074-0j 0.000629758-0j 0.00493065-0j -0.00355493-0j -0.000585391-0j 0.000520484-0j 0.0026981-0j -0.00311749-0j -0.00105093-0j 0.0101602-0j -0.00182368-0j 0.000142277-0j 0.00352262-0j -0.000170739-0j 0.00500706-0j -0.0012859-0j 0.00207082-0j -0.0013029-0j -0.000589929-0j -0.000130228-0j 
0.000703749-0j -0.0014545-0j -0.000540569-0j 0.000501841-0j 0.000490666-0j 0.00113309-0j 0.000458976-0j 0.00135365-0j 0.000317988-0j -0.00103915-0j -0.000958572-0j -0.000985823-0j -0.00039812-0j 0.000236474-0j -0.000398867-0j -0.000273085-0j 0.000370291-0j 0.000267736-0j 0.000253521-0j 0.00205889-0j -0.0011004-0j 0.000874382-0j -0.00120169-0j -0.000349972-0j -0.000809206-0j 0.00104458-0j -0.000559167-0j -0.000748796-0j -0.000232237-0j -0.000198979-0j 0.00183209-0j 0.000137943-0j -0.00190515-0j -0.000329648-0j -0.00218161-0j -0.000511508-0j 0.00106585-0j -0.00041692-0j -0.00187329-0j 0.0039789-0j 0.00145312-0j -0.000573081-0j 9.67895e-05-0j -0.000199041-0j -7.35159e-05-0j 6.8249e-05-0j 6.62058e-05-0j 0.000152889-0j 0.000182649-0j 6.12947e-05-0j 5.92163e-05-0j -0.000138775-0j -0.000128014-0j -5.31676e-05-0j -0.000129812-0j 3.15803e-05-0j -8.99364e-05-0j -5.25223e-05-0j 4.87595e-05-0j -4.9827e-05-0j 0.000271113-0j 3.45428e-05-0j 4.62573e-05-0j -0.000144899-0j 3.3446e-05-0j -0.000158237-0j 0.000112811-0j 7.72367e-05-0j -0.000104402-0j 0.00013477-0j -7.57236e-05-0j 9.22708e-05-0j -9.66085e-05-0j -9.87856e-05-0j -2.56719e-05-0j -1.76889e-05-0j -4.10282e-05-0j -0.000245799-0j 1.64216e-05-0j 0.000228867-0j 2.43698e-05-0j 0.000158149-0j -0.00027253-0j -6.74811e-05-0j -8.45243e-05-0j 0.000133147-0j -8.59663e-05-0j -9.23049e-05-0j -0.000234014-0j 9.32344e-05-0j -5.08964e-05-0j -0.000186167-0j 0.000218013-0j 0.000278983-0j -0.00017797-0j 0.000488738-0j 0.000116334-0j -3.64244e-05-0j 
0.000174133-0j 3.6706e-06-0j -0.000406603-0j -0.000134969-0j 0.000121408-0j -8.69249e-06-0j 0.000113567-0j -0.000170071-0j 7.86816e-05-0j 2.6224e-06-0j 6.89277e-05-0j 2.48783e-06-0j 0.000325491-0j -0.000139674-0j -0.000300018-0j -0.000205408-0j -9.95889e-05-0j 6.62474e-05-0j -6.81839e-05-0j 1.50995e-06-0j 0.00042027-0j -6.7078e-06-0j -9.23362e-05-0j 8.83192e-07-0j 0.000504916-0j -0.00013124-0j 4.02078e-05-0j -5.85246e-05-0j 0.00018987-0j 0.000357269-0j 1.16591e-05-0j -8.14764e-05-0j -5.32819e-05-0j 0.000540289-0j -7.96538e-05-0j -0.0006326-0j 0.000248961-0j -0.000620986-0j -2.82132e-05-0j -3.23386e-05-0j 4.21171e-05-0j -2.79178e-06-0j -0.00227662-0j -4.7749e-05-0j 0.00525654-0j 0.00174487-0j -0.00155725-0j 0.000111495-0j 0.00218142-0j -0.00144173-0j -0.00139285-0j -3.32914e-05-0j -0.000875037-0j -0.0041321-0j -3.11412e-05-0j 0.00177316-0j -2.15753e-05-0j 0.00375545-0j 0.0012466-0j 0.00356274-0j -1.89007e-05-0j -0.000812494-0j 0.00118263-0j -0.0052607-0j -0.000786694-0j 0.00115581-0j 8.22679e-05-0j 5.6325e-05-0j -0.00619256-0j 0.00160959-0j -1.81657e-05-0j 0.00110201-0j 0.000717776-0j -0.000675246-0j -0.00438174-0j 0.00126479-0j -0.00318865-0j 0.000653477-0j 0.000419839-0j -0.000138453-0j 0.00136831-0j -1.10254e-05-0j 0.000945895-0j -0.00729883-0j -0.00306874-0j -0.00295643-0j 0.00554234-0j 0.000674224-0j 0.000335034-0j -0.000148153-0j 0.000830472-0j 0.0102243-0j -0.00176193-0j 0.00513871-0j 0.000161304-0j 0.000203343-0j -0.000222367-0j 1.29605e-05-0j 
-1.18482e-05-0j 1.21191e-05-0j -9.46392e-06-0j 9.5545e-06-0j 1.60616e-05-0j 9.81756e-06-0j -7.72726e-06-0j -5.26884e-06-0j -5.3536e-06-0j -1.68345e-05-0j -5.52062e-06-0j 8.21396e-06-0j 7.88206e-06-0j -1.52536e-05-0j 1.35774e-05-0j -4.781e-06-0j -1.37073e-05-0j 2.20359e-05-0j 4.82676e-06-0j 5.86833e-06-0j -4.45391e-06-0j -1.47301e-05-0j -1.6772e-05-0j -2.28409e-05-0j -2.78892e-06-0j 7.9053e-06-0j 1.57432e-05-0j 4.87678e-06-0j -2.24773e-05-0j -1.33469e-05-0j -6.07588e-06-0j 4.34987e-05-0j -1.34147e-05-0j -6.30083e-07-0j 5.64782e-06-0j 1.42239e-06-0j 3.00774e-05-0j -5.50531e-06-0j 1.75948e-05-0j -9.58392e-06-0j -5.60554e-06-0j -1.46466e-06-0j 0.000311438-0j -0.00031696-0j 0.000245985-0j -0.00024834-0j -0.000414197-0j -0.000253175-0j 0.000135873-0j 0.000197227-0j 0.000190539-0j 0.000429675-0j 0.000140906-0j -0.000201178-0j -0.000206717-0j 0.000389325-0j -0.000143218-0j -0.000341695-0j 0.000344966-0j 0.000166722-0j -0.000147686-0j -0.000543362-0j -0.000168318-0j 0.000112089-0j -0.000209245-0j 0.000422094-0j 0.000363217-0j -0.0001279-0j 6.87693e-05-0j -0.00019493-0j 0.000589496-0j 6.86405e-05-0j -0.000120252-0j -0.000211413-0j 0.000329108-0j -0.000463611-0j 0.000301845-0j 0.000330781-0j 0.000468048-0j -7.46081e-05-0j -0.000584139-0j 0.000421156-0j 6.93518e-05-0j -6.16622e-05-0j -0.000319646-0j 0.000369332-0j 0.000124505-0j -0.00120369-0j 0.000216053-0j -1.68558e-05-0j -0.000417329-0j 2.02276e-05-0j -0.000593191-0j 0.000152342-0j -0.000245332-0j 0.000154356-0j 6.98894e-05-0j 1.54283e-05-0j 
-0.000367181-0j 0.00152551-0j -0.00029329-0j -0.00308599-0j -0.000256004-0j 0.00123581-0j -0.00023947-0j 0.0023214-0j -0.00016591-0j 0.00108988-0j -0.000171086-0j 0.00103395-0j -0.00254581-0j 0.00187138-0j -0.000216408-0j -0.000148165-0j -0.00227704-0j -0.000139691-0j -0.00155899-0j 0.00073869-0j 0.00196235-0j 0.000953644-0j -0.00243995-0j 0.000367058-0j -8.64294e-05-0j 0.00179137-0j -9.98e-05-0j -0.00157514-0j -0.00148506-0j 0.00163746-0j 0.000393358-0j 0.00109164-0j -0.0032188-0j -1.95265e-05-0j 0.00127982-0j -0.000459416-0j -0.00225044-0j 0.000675417-0j 0.000107504-0j -0.00229962-0j 0.00439999-0j 0.006731-0j 0.00237502-0j -0.00981794-0j 0.00187588-0j 0.0197379-0j 0.00162456-0j -0.0078422-0j -0.0147312-0j 0.00150405-0j 0.00145305-0j -0.00684523-0j 0.00107454-0j 0.0159895-0j -0.00640313-0j -0.0117536-0j -0.00443622-0j 0.00134019-0j 0.0141015-0j 0.00127142-0j -0.00457462-0j 0.000847611-0j 0.0133778-0j -0.0121526-0j 0.000820695-0j 0.0151103-0j -0.00578648-0j -0.00396173-0j 0.000524432-0j -0.0108696-0j -0.00373516-0j -0.00744191-0j 0.00955757-0j 0.0008292-0j -0.0099357-0j 0.000451359-0j 0.0123388-0j 0.0195309-0j 0.0047492-0j -0.00231101-0j -0.00907001-0j -0.00266853-0j -0.00751903-0j 0.00024185-0j -0.00708901-0j 0.0132215-0j 0.00508948-0j 0.00881434-0j -0.000631597-0j -0.000522113-0j -0.00647993-0j -0.00219305-0j 0.018014-0j 0.0054536-0j -0.0243719-0j -0.000451234-0j -0.038772-0j -0.0302981-0j 
-0.000143652-0j 0.0002969-0j 0.000110343-0j -0.000102438-0j -0.000100157-0j -0.000231292-0j -9.3688e-05-0j -0.000276313-0j -6.4909e-05-0j 0.000212115-0j 0.000195668-0j 0.00020123-0j 8.12659e-05-0j -4.82701e-05-0j 8.14184e-05-0j 5.57433e-05-0j -7.55853e-05-0j -5.46514e-05-0j -5.17497e-05-0j -0.00042027-0j 0.000224617-0j -0.000178483-0j 0.000245294-0j 7.14378e-05-0j 0.000165178-0j -0.000213224-0j 0.000114139-0j 0.000152847-0j 4.74051e-05-0j 4.06164e-05-0j -0.000373974-0j -2.81575e-05-0j 0.000388887-0j 6.72892e-05-0j 0.000445319-0j 0.000104411-0j -0.000217565-0j 8.51034e-05-0j 0.000382383-0j -0.00081219-0j -0.000296616-0j 0.00011698-0j 0.00187811-0j -0.00386222-0j -0.00142651-0j 0.00132431-0j 0.00128467-0j 0.00296667-0j 0.00354414-0j 0.00118937-0j 0.00114904-0j -0.0026928-0j -0.002484-0j -0.00103167-0j -0.00251889-0j 0.000612788-0j -0.00174514-0j -0.00101915-0j 0.000946134-0j -0.000966849-0j 0.0052607-0j 0.000670273-0j 0.000897582-0j -0.00281163-0j 0.000648989-0j -0.00307045-0j 0.002189-0j 0.00149871-0j -0.00202584-0j 0.0026151-0j -0.00146935-0j 0.00179043-0j -0.0018746-0j -0.00191685-0j -0.000498141-0j -0.000343237-0j -0.000796116-0j -0.00476951-0j 0.000318646-0j 0.00444097-0j 0.000472875-0j 0.00306874-0j -0.0052882-0j -0.00130941-0j -0.00164012-0j 0.0025836-0j -0.0016681-0j -0.00179109-0j -0.00454083-0j 0.00180913-0j -0.0009876-0j -0.00361241-0j 0.00423035-0j 0.00541341-0j -0.00345334-0j 0.00948353-0j 0.00225735-0j -0.000706782-0j 
-0.000224851-0j 0.000934182-0j -0.000179603-0j -0.00188978-0j -0.00015677-0j 0.000756774-0j -0.000146645-0j 0.00142156-0j -0.000101599-0j 0.000667412-0j -0.000104768-0j 0.000633163-0j -0.00155899-0j 0.00114598-0j -0.000132522-0j -9.07319e-05-0j -0.0013944-0j -8.55429e-05-0j -0.00095468-0j 0.000452353-0j 0.00120169-0j 0.000583986-0j -0.00149416-0j 0.000224776-0j -5.2927e-05-0j 0.00109699-0j -6.11148e-05-0j -0.000964573-0j -0.000909408-0j 0.00100273-0j 0.000240882-0j 0.00066849-0j -0.00197111-0j -1.19575e-05-0j 0.000783725-0j -0.000281334-0j -0.00137811-0j 0.000413607-0j 6.58327e-05-0j -0.00140823-0j 0.00269443-0j 0.00412188-0j -3.09247e-05-0j 0.000127838-0j -2.44255e-05-0j -0.000257004-0j -2.11531e-05-0j 0.000102112-0j 0.000191812-0j -1.95839e-05-0j -1.89199e-05-0j 8.91307e-05-0j -1.39914e-05-0j -0.000208197-0j 8.33741e-05-0j 0.000153042-0j 5.77633e-05-0j -1.74504e-05-0j -0.000183613-0j -1.65549e-05-0j 5.95653e-05-0j -1.10366e-05-0j -0.00017419-0j 0.000158237-0j -1.06861e-05-0j -0.000196749-0j 7.53449e-05-0j 5.15851e-05-0j -6.82855e-06-0j 0.000141531-0j 4.86349e-05-0j 9.68999e-05-0j -0.000124448-0j -1.07969e-05-0j 0.000129371-0j -5.87708e-06-0j -0.000160661-0j -0.000254309-0j -6.18385e-05-0j 3.00913e-05-0j 0.000118099-0j 3.47465e-05-0j 9.79041e-05-0j -3.14909e-06-0j 9.23049e-05-0j -0.000172155-0j -6.62694e-05-0j -0.00011477-0j 8.22392e-06-0j 6.79835e-06-0j 8.43741e-05-0j 2.85554e-05-0j -0.000234557-0j -7.10104e-05-0j 0.000317343-0j 5.87545e-06-0j 0.000504844-0j 0.000394507-0j 
-1.02609e-05-0j -2.16292e-07-0j 2.39593e-05-0j 7.95313e-06-0j -7.15405e-06-0j 5.1221e-07-0j -6.692e-06-0j 1.00215e-05-0j -4.63636e-06-0j -1.54526e-07-0j -4.0616e-06-0j -1.46597e-07-0j -1.91797e-05-0j 8.23036e-06-0j 1.76787e-05-0j 1.21038e-05-0j 5.86833e-06-0j -3.90367e-06-0j 4.01777e-06-0j -8.89745e-08-0j -2.47646e-05-0j 3.95261e-07-0j 5.44096e-06-0j -5.20426e-08-0j -2.97525e-05-0j 7.73337e-06-0j -2.36927e-06-0j 3.44859e-06-0j -1.11882e-05-0j -2.10523e-05-0j -6.87021e-07-0j 4.80105e-06-0j 3.13966e-06-0j -3.18368e-05-0j 4.69365e-06-0j 3.72763e-05-0j -1.46702e-05-0j 3.6592e-05-0j 1.66248e-06-0j 1.90557e-06-0j -2.48178e-06-0j 1.64507e-07-0j 0.000269713-0j 5.65687e-06-0j -0.000622748-0j -0.000206717-0j 0.000184489-0j -1.32089e-05-0j -0.000258435-0j 0.000170804-0j 0.000165012-0j 3.94406e-06-0j 0.000103666-0j 0.000489534-0j 3.68933e-06-0j -0.000210068-0j 2.55604e-06-0j -0.000444912-0j -0.000147686-0j -0.000422081-0j 2.23918e-06-0j 9.62569e-05-0j -0.000140107-0j 0.00062324-0j 9.32004e-05-0j -0.00013693-0j -9.74637e-06-0j -6.67288e-06-0j 0.000733638-0j -0.00019069-0j 2.15211e-06-0j -0.000130557-0j -8.50357e-05-0j 7.99971e-05-0j 0.000519109-0j -0.000149841-0j 0.000377763-0j -7.74181e-05-0j -4.97387e-05-0j 1.64027e-05-0j -0.000162105-0j 1.30619e-06-0j -0.000112061-0j 0.0008647-0j 0.000363557-0j 0.000350252-0j -0.000656607-0j -7.9876e-05-0j -3.96918e-05-0j 1.75518e-05-0j -9.83869e-05-0j -0.00121129-0j 0.000208738-0j -0.000608788-0j -1.91099e-05-0j -2.40903e-05-0j 2.6344e-05-0j -1.53545e-06-0j 
8.46479e-06-0j -1.7495e-05-0j -6.50203e-06-0j 6.03621e-06-0j 5.90179e-06-0j 1.3629e-05-0j 5.52062e-06-0j 1.62819e-05-0j 3.8248e-06-0j -1.2499e-05-0j -1.15298e-05-0j -1.18576e-05-0j -4.78864e-06-0j 2.84434e-06-0j -4.79762e-06-0j -3.28471e-06-0j 4.45391e-06-0j 3.22036e-06-0j 3.04938e-06-0j 2.47646e-05-0j -1.32357e-05-0j 1.05172e-05-0j -1.44541e-05-0j -4.20951e-06-0j -9.73323e-06-0j 1.25644e-05-0j -6.72573e-06-0j -9.00662e-06-0j -2.79337e-06-0j -2.39335e-06-0j 2.20366e-05-0j 1.6592e-06-0j -2.29154e-05-0j -3.96505e-06-0j -2.62407e-05-0j -6.15248e-06-0j 1.28201e-05-0j -5.01477e-06-0j -2.25321e-05-0j 4.78588e-05-0j 1.74783e-05-0j -6.89309e-06-0j -0.000222502-0j 0.000457561-0j 0.000169-0j -0.000156893-0j -0.000152196-0j -0.000351465-0j -0.000419878-0j -0.000140906-0j -0.000136128-0j 0.000319019-0j 0.000294282-0j 0.000122223-0j 0.000298415-0j -7.25976e-05-0j 0.000206748-0j 0.00012074-0j -0.000112089-0j 0.000114544-0j -0.00062324-0j -7.94079e-05-0j -0.000106337-0j 0.000333097-0j -7.68864e-05-0j 0.000363759-0j -0.000259334-0j -0.000177554-0j 0.000240003-0j -0.000309813-0j 0.000174075-0j -0.000212114-0j 0.000222086-0j 0.000227091-0j 5.90153e-05-0j 4.06636e-05-0j 9.43167e-05-0j 0.000565049-0j -3.77503e-05-0j -0.000526126-0j -5.60219e-05-0j -0.000363557-0j 0.000626499-0j 0.000155127-0j 0.000194306-0j -0.000306082-0j 0.000197621-0j 0.000212193-0j 0.000537956-0j -0.000214329-0j 0.000117002-0j 0.000427965-0j -0.000501174-0j -0.000641332-0j 0.000409121-0j -0.00112352-0j -0.000267431-0j 8.37352e-05-0j 
4.58976e-05-0j -0.000190689-0j 3.66612e-05-0j 0.000385749-0j 3.20006e-05-0j -0.000154476-0j 2.99338e-05-0j -0.000290175-0j 2.07387e-05-0j -0.000136235-0j 2.13857e-05-0j -0.000129244-0j 0.000318227-0j -0.000233923-0j 2.7051e-05-0j 1.85206e-05-0j 0.000284631-0j 1.74614e-05-0j 0.000194873-0j -9.23362e-05-0j -0.000245294-0j -0.000119206-0j 0.000304994-0j -4.58822e-05-0j 1.08037e-05-0j -0.000223921-0j 1.2475e-05-0j 0.000196893-0j 0.000185632-0j -0.000204682-0j -4.91698e-05-0j -0.000136455-0j 0.00040235-0j 2.44081e-06-0j -0.000159977-0j 5.7427e-05-0j 0.000281305-0j -8.44272e-05-0j -1.3438e-05-0j 0.000287453-0j -0.000549999-0j -0.000841375-0j -0.000600066-0j 0.00248058-0j -0.000473955-0j -0.00498694-0j -0.000410457-0j 0.00198139-0j 0.00372194-0j -0.000380009-0j -0.000367124-0j 0.0017295-0j -0.000271492-0j -0.00403988-0j 0.0016178-0j 0.00296965-0j 0.00112085-0j -0.00033861-0j -0.00356284-0j -0.000321233-0j 0.00115581-0j -0.000214155-0j -0.00338001-0j 0.00307045-0j -0.000207355-0j -0.00381774-0j 0.001462-0j 0.00100096-0j -0.000132502-0j 0.00274629-0j 0.000943717-0j 0.00188026-0j -0.0024148-0j -0.000209504-0j 0.00251033-0j -0.00011404-0j -0.00311749-0j -0.00493464-0j -0.00119992-0j 0.000583895-0j 0.00229161-0j 0.000674224-0j 0.00189974-0j -6.11053e-05-0j 0.00179109-0j -0.00334052-0j -0.0012859-0j -0.00222701-0j 0.000159578-0j 0.000131916-0j 0.00163721-0j 0.000554091-0j -0.00455137-0j -0.00137789-0j 0.00615775-0j 0.000114008-0j 0.00979605-0j 0.00765505-0j 
-2.70454e-06-0j 1.12365e-05-0j -2.16028e-06-0j -2.27305e-05-0j -1.88565e-06-0j 9.10258e-06-0j -1.76386e-06-0j 1.70987e-05-0j -1.22204e-06-0j 8.02772e-06-0j -1.26017e-06-0j 7.61576e-06-0j -1.87517e-05-0j 1.3784e-05-0j -1.594e-06-0j -1.09134e-06-0j -1.6772e-05-0j -1.02892e-06-0j -1.1483e-05-0j 5.44096e-06-0j 1.44541e-05-0j 7.02426e-06-0j -1.79719e-05-0j 2.70364e-06-0j -6.36612e-07-0j 1.31947e-05-0j -7.35097e-07-0j -1.1602e-05-0j -1.09385e-05-0j 1.2061e-05-0j 2.89736e-06-0j 8.04068e-06-0j -2.37087e-05-0j -1.43826e-07-0j 9.42675e-06-0j -3.38392e-06-0j -1.65761e-05-0j 4.97492e-06-0j 7.91845e-07-0j -1.69383e-05-0j 3.2409e-05-0j 4.95557e-05-0j 7.10905e-05-0j -0.000293877-0j 5.61499e-05-0j 0.000590808-0j 4.86272e-05-0j -0.000234738-0j -0.000440942-0j 4.50201e-05-0j 4.34935e-05-0j -0.000204896-0j 3.21639e-05-0j 0.000478609-0j -0.000191662-0j -0.000351817-0j -0.000132788-0j 4.01154e-05-0j 0.000422094-0j 3.80568e-05-0j -0.00013693-0j 2.53712e-05-0j 0.000400433-0j -0.000363759-0j 2.45656e-05-0j 0.000452291-0j -0.000173205-0j -0.000118585-0j 1.56976e-05-0j -0.000325356-0j -0.000111803-0j -0.000222756-0j 0.000286083-0j 2.48201e-05-0j -0.000297402-0j 1.35104e-05-0j 0.000369332-0j 0.000584612-0j 0.000142156-0j -6.91746e-05-0j -0.000271489-0j -7.9876e-05-0j -0.000225064-0j 7.23921e-06-0j -0.000212193-0j 0.000395755-0j 0.000152342-0j 0.000263836-0j -1.89053e-05-0j -1.56282e-05-0j -0.000193961-0j -6.56438e-05-0j 0.000539205-0j 0.00016324-0j -0.000729515-0j -1.35066e-05-0j -0.00116055-0j -0.00090818-0j 
0.00845101-0j 0.00900046-0j 0.00675034-0j 0.0068203-0j 0.00589218-0j 0.0072912-0j -0.0270056-0j 0.0042532-0j 0.00381857-0j -0.0315066-0j -0.0192937-0j 0.00610026-0j -0.0275682-0j -0.0113713-0j 0.00498084-0j 0.00341015-0j 0.00503246-0j 0.00321512-0j 0.00344549-0j 0.00435824-0j 0.00359536-0j 0.00562646-0j 0.00114874-0j 0.00216562-0j 0.00198925-0j 0.0032821-0j 0.00229699-0j 0.00348119-0j 0.0032821-0j 0.0020307-0j 0.0023208-0j 0.0013538-0j 0.000529757-0j 0.00044942-0j 0.00234485-0j 0.00101535-0j 0.00105951-0j 0.000837619-0j 0.000233601-0j 0.000378477-0j 0.0001022-0j 1.5393e-05-0j 0.0011623-0j 0.00123166-0j 0.000918028-0j 0.000927542-0j 0.000795036-0j 0.000983807-0j 0.000573887-0j 0.00073606-0j -0.00348422-0j 0.000858737-0j 0.000525867-0j 0.000751395-0j -0.00393585-0j 0.000309935-0j 0.000556525-0j -0.0032136-0j -0.00324691-0j 0.000622214-0j -0.0028119-0j 0.000414809-0j 0.000628662-0j -0.0023197-0j 0.000401637-0j -0.000741156-0j 0.000725916-0j 0.000497001-0j 0.00025665-0j 0.000423451-0j 0.000468577-0j 0.000289917-0j 0.000449138-0j 0.0004058-0j 0.000261997-0j 0.000220889-0j 0.000579834-0j 6.83484e-05-0j 0.000223178-0j 0.000289917-0j 0.000239169-0j 0.000334768-0j 0.000292922-0j 0.000118358-0j 0.000276169-0j 0.000132356-0j 0.000239169-0j 8.82374e-05-0j 2.91818e-05-0j 6.54993e-05-0j 0.000170871-0j 8.54355e-05-0j 6.30398e-05-0j 5.45941e-05-0j 1.20369e-05-0j 2.08485e-05-0j 4.96495e-06-0j 6.76412e-07-0j 
-0.00136378-0j -0.00145244-0j -0.00108933-0j -0.00110062-0j -0.000950847-0j -0.00117661-0j 0.00435801-0j -0.000686358-0j -0.000616219-0j 0.00508435-0j 0.00311352-0j -0.000984425-0j 0.00444881-0j 0.00183504-0j -0.00080378-0j -0.00055031-0j -0.000812109-0j -0.000518838-0j -0.000556013-0j -0.000703307-0j -0.000580199-0j -0.000907966-0j -0.000185376-0j -0.000349476-0j -0.000321014-0j -0.000529647-0j -0.000370675-0j -0.000561775-0j -0.000529647-0j -0.000327702-0j -0.000374517-0j -0.000218468-0j -8.54892e-05-0j -7.25249e-05-0j -0.000378398-0j -0.000163851-0j -0.000170978-0j -0.00013517-0j -3.76972e-05-0j -6.10764e-05-0j -1.64925e-05-0j -2.48404e-06-0j 0.00882124-0j 0.00934767-0j 0.00696734-0j 0.00703954-0j 0.00603389-0j 0.00746656-0j 0.00435549-0j 0.0055863-0j -0.0264434-0j 0.00651735-0j 0.00399105-0j 0.00570268-0j -0.029871-0j 0.00235224-0j 0.00422373-0j -0.0243895-0j -0.0246423-0j 0.00472227-0j -0.0213408-0j 0.00314818-0j 0.00477121-0j -0.0176053-0j 0.00304821-0j -0.00562498-0j 0.00550931-0j 0.00377197-0j 0.00194784-0j 0.00321377-0j 0.00355625-0j 0.00220032-0j 0.00340871-0j 0.0030798-0j 0.00198842-0j 0.00167643-0j 0.00440063-0j 0.000518727-0j 0.0016938-0j 0.00220032-0j 0.00181517-0j 0.00254071-0j 0.00222312-0j 0.000898275-0j 0.00209597-0j 0.00100451-0j 0.00181517-0j 0.000669674-0j 0.000221474-0j 0.000497104-0j 0.00129682-0j 0.000648409-0j 0.000478438-0j 0.00041434-0j 9.13533e-05-0j 0.000158229-0j 3.76813e-05-0j 5.1336e-06-0j 
