-0.0168944-0.18966j 0.0516783+0.187733j -0.0561006-0.0784421j 0.11414+0.518119j -0.287615-0.219061j -0.0338117+0.285022j -0.000727713-0.60685j -0.197074+0.259668j -0.432593+0.622944j -0.534245-0.162526j -0.108167+0.316224j -0.0496027+0.36993j -0.144061+0.00952858j -0.705694-0.247938j 0.454658+1.31503j 0.28383-0.661734j -0.385202+0.536403j 0.125711+0.127367j 0.158126-0.274624j 0.926267-0.467142j 0.340188-0.0981235j -1.22287-0.49455j -0.390176-1.04877j -0.244654+0.148075j 0.429807-0.816711j -0.976078-0.458799j -0.08965+0.0895197j 0.396713-0.373375j 0.579918+1.06096j -0.0503208+0.301249j -0.000421069+0.0441867j 0.67036+0.16366j -0.647955-0.877786j 0.170694+0.209622j 0.325571+0.290284j 0.645237-0.185322j 0.0118823+0.771493j -0.162255+0.694231j 0.776252-0.877916j 0.654586+1.02528j 0.246014+0.933665j -1.50017-0.407394j 0.412702-0.0654394j 0.452263-1.42607j 0.106919+0.363688j 0.782323-0.935809j -0.357879-0.111758j -0.374156-0.226071j -0.31881+0.19j 1.27277+0.4046j 1.25383-1.4781j -1.74617-0.992678j 
0.337386+0.0421345j 0.340002-0.782796j -0.0675121-1.10387j 1.12055+0.512578j 1.04559-1.28163j -3.62721+1.03364j 1.90942-0.075889j -3.54899-0.770203j -2.46495-1.74771j -0.0303416+0.60659j 4.00904-0.120578j -2.41044+0.161963j 1.00127-0.798696j 5.23281-0.149263j -1.49346-0.471308j -9.37712-0.875426j 3.9124+0.522386j 0.367956+0.886652j -2.71411-0.736543j -0.945168-1.20373j -0.441175+0.73095j -9.30583-0.256849j -0.28153-0.781796j -7.89643-0.276727j 0.000236702+0.220225j 0.104517+0.376981j -7.92958-1.29685j 0.969785-0.68952j -6.652+0.625745j -0.516506+0.36933j -11.4481+0.346554j -1.4482+0.214063j 0.751403-0.164938j 1.98675-0.4093j -0.443582+0.251075j -5.13273+0.674137j 8.8214-0.407382j -0.944559-1.40238j -3.63381+0.811217j -2.88207-0.854031j -3.4036+0.103023j -4.97597+0.84176j 0.746989+0.483322j -4.3472-0.304488j 3.37814-0.542444j -1.09496+0.609641j -2.6073-0.0448809j -0.423544-0.336972j -0.549042+0.397492j -0.621297-0.552822j -0.991918-0.048218j -0.347148+0.537816j 
-0.609465-1.12271j -0.0360068-0.53666j -1.2796-0.014665j 1.56315+0.172937j 1.11091+1.39742j -5.94478-0.744517j -1.89393-0.250247j -4.98898-1.50763j -4.51723-0.937695j 1.62068+0.647932j 5.68631+1.79246j -3.39656-0.988718j 3.67007+1.11176j 6.12059+3.66699j -3.28578-1.74156j -13.38-4.65653j 7.80153+3.76808j 1.15461+2.91065j -4.32337-1.5231j -4.943+0.0633664j -3.46477-0.481545j -14.9305-5.27866j -0.875018+0.548858j -11.3522-2.1965j 0.913828-1.1271j -1.95681+0.27794j -12.184-4.59318j 0.488113-0.380718j -12.039-4.1905j -1.25135-0.670103j -15.3641-5.1071j -3.35122+1.02603j 2.66887+0.156213j 3.43339+1.49505j -0.852334-0.799575j -9.46326-2.47545j 13.9179+3.64771j -2.67506+0.274325j -7.26023+0.218609j -4.00972-1.5292j -2.9558+0.805105j -7.87465-2.07365j -1.20263+0.091514j -5.05334-0.565275j 4.52217+1.16083j -0.204647+0.131944j -3.71869-0.746245j -1.26389-0.609506j -0.988886+0.0897209j -0.973342-0.405026j -0.384373+0.52534j -0.426349-0.321816j 
-0.0252549-0.56442j -0.0741028+0.354633j -1.1388+0.514867j 1.52447-1.03044j 2.16988-0.275761j -3.79132+1.5515j -0.270117-0.485414j -4.39593+0.673616j -4.9866+0.195207j 0.736883+0.281876j 6.90554-2.41872j -4.36688+2.18074j 3.29809-0.696808j 6.04668-2.46691j -2.44378-0.490335j -14.0696+4.31424j 10.0099-1.71664j 1.13813-1.31317j -4.47642+1.87625j -3.1675+0.690094j -3.70664-0.272984j -14.8591+4.17404j 1.13108+0.692686j -11.0903+2.77905j 0.324077-1.46522j -1.63951-0.160209j -11.627+4.27268j -0.426347-0.205351j -11.6134+3.10279j -0.861379+0.462622j -14.9579+4.87442j -1.96415+0.468428j 3.12164-1.43984j 3.60067-1.28j -1.38335-0.142227j -8.91159+2.61849j 13.1852-3.17625j -2.88979+0.621548j -6.23189+2.34308j -3.83633+0.597634j -3.72093+0.496996j -8.33564+1.94588j -1.06078-0.299025j -4.97268+1.2813j 4.88151-1.67505j -0.501562+0.451643j -2.87079+0.922677j -1.63817+0.57848j -0.735768+0.891251j -0.85293+0.282592j -0.873482+0.655952j -0.097883-0.473042j 
-0.644377-0.289301j -0.478018-0.619731j 0.0263356-0.7306j 1.33073+0.304387j 0.807644+1.91593j -2.46934-0.769525j 0.491534+0.118232j -1.61887-1.25315j -2.74189-0.862929j -1.23409+0.423276j 3.54675+1.95062j -0.123342-0.731461j 0.881947+1.38567j 3.14995+1.1159j -1.5913-1.15066j -4.87958-3.96126j 3.12155+1.84312j -0.0976867-0.610379j -1.34757-1.26095j -1.29374-1.71409j -1.16212-0.530352j -4.88514-4.40793j 0.0517233-0.541425j -2.92636-3.49216j 0.504878+0.308239j -0.349598-0.512086j -3.50794-2.79355j -0.892528-0.807442j -3.5939-3.30952j 0.0836059-0.643451j -5.35219-5.06792j -0.728132-1.30496j 0.765653+0.906137j 2.05626+1.81811j -0.713074-0.633439j -2.43122-2.15137j 4.91444+3.3848j -0.98827-0.589649j -1.65848-1.51429j -1.50887-0.970022j -0.772664-0.897367j -2.40522-2.30044j -0.274714-0.687724j -2.00576-1.37418j 1.87997+1.38709j 0.0636937-0.406088j -1.08981-0.786639j -0.335892-0.851211j -0.398283-0.626567j -0.150427-0.505814j -0.0861001-0.245138j -0.210478+0.0375533j 
0.222518-0.31722j -0.321996-0.372172j -0.560948-0.690721j -0.149755+0.293607j -1.89816+0.150173j 2.25714+0.0835893j 0.034295-1.96947j 1.59647-0.573665j 0.615578-0.628577j 0.0932199+0.643623j -3.06331+1.43367j 1.80216-0.390608j -2.0027+1.71909j -3.14487+0.38437j 0.925581-0.238673j 5.47025-1.72041j -3.37462+2.43804j -0.178092+0.383149j 1.07288-0.570445j 0.0759901-1.08921j 1.62669-1.14699j 6.08164-2.43698j -0.565971+0.0239002j 4.21318-1.77576j 0.00723978+0.62884j 0.416539-0.38488j 4.13443-1.76905j -0.152975-0.923192j 5.37161-2.33992j 0.402332-0.155967j 6.4715-1.16051j 0.889319-0.723863j -1.12727+1.15054j -1.72514+0.624099j 0.646728-0.408182j 4.12745-2.15037j -5.70518+2.25165j -0.140573-0.82781j 2.71012-1.56395j 0.945399-0.381562j 1.20904+0.212822j 3.56233-0.938059j 0.647271-1.03984j 1.58138+0.155665j -2.20709+0.420379j 0.614479+0.329798j 1.09426-0.380081j 0.219422-0.744578j 0.671896-0.234156j 0.0703294-0.122661j 0.0634796+0.29024j 0.534405+0.178337j 
-0.0114102+0.238642j -0.210417+0.173919j 0.172435-0.0218455j -0.858534-0.165804j -0.854006-0.149483j 1.48977-0.0396994j 0.0694208+0.0583843j 0.977413+3.96979j 2.43894-1.71767j 0.235923-0.188552j -1.91934-0.344412j 1.23496+1.78451j -3.58603-3.02305j -3.69399+0.712694j 0.793201+0.255648j 4.08579+1.60763j -3.31487+0.204026j -0.665911+1.1452j 3.09933+1.17235j 1.12893-0.905967j -0.559165+1.02732j 4.60438-1.00213j 0.549121+1.2817j 5.85212+1.95984j 0.0867419-0.308032j 0.753672+0.452835j 4.73562+0.424105j 0.807615+0.0106704j 4.40068-0.248435j -0.331649+0.591177j 4.7859-0.16477j 1.03412+0.115167j -1.16372+0.590696j -1.28376-0.0734975j 0.9336+0.725522j 3.2481+0.723723j -5.69095-0.385997j 0.566372-0.441118j 2.4255-1.18173j 1.57354+0.221098j 1.08379-0.130759j 2.68998+0.0137105j 0.251401-0.868651j 1.96357+0.322017j -1.80873-0.111245j 0.0756922-0.329802j 1.23414+0.0525637j 0.289787+0.36747j 0.565801-0.475236j 0.27713+0.0688904j 0.335794-0.106586j 0.168262+0.0533131j 
-0.572792+0.54469j 0.294574-0.591335j 1.53488-0.175331j -1.97736+0.357299j -1.32602+0.312899j 5.24662+0.841936j 0.617737+0.548509j 5.91715-1.24641j 5.76527-1.34313j -0.6792-0.253037j -9.25668+3.88687j 4.64913-1.69216j -5.42147+2.31845j -7.27651+2.72092j 2.16043+0.0196695j 17.0216-5.34422j -10.0666+4.17714j 0.622881+0.273561j 4.34558-1.17433j 4.22913+0.188439j 3.92549-0.407197j 18.3345-6.1132j 0.529785+0.19415j 15.086-5.02131j -1.69848-0.0170702j 1.14951+0.443151j 14.2403-4.8576j 0.432177-0.913864j 13.7854-4.55774j 0.123872+0.857443j 18.0832-5.77232j 4.25552-0.722303j -3.67448+1.62637j -4.06644+1.62516j 0.856329-0.414293j 10.8243-3.42545j -17.1387+5.92622j 3.27672-0.694428j 9.49677-2.46276j 4.68071-1.70788j 5.51207-1.92296j 9.1013-2.52184j 1.42202-0.345892j 5.92274-1.65722j -5.68704+1.95345j 0.711598-0.405596j 4.33815-1.57364j 1.44855-0.926486j 1.84195-1.12037j 1.16227-0.41923j 1.25524-0.421668j -0.0125452+0.350885j 
0.0989786-1.05625j 0.586266-1.04997j -1.07165-0.810749j 0.409111-1.11421j 1.34422+0.176896j -0.599089-0.734279j -0.316541+1.20966j -1.97784-0.70304j -1.87801-1.2465j -1.41257+1.66376j 5.07696+1.93845j -3.48857-3.10735j 1.92266+1.78853j 4.1098+2.73971j -0.703923-0.769178j -8.1038-5.08842j 4.59279+2.98326j 0.808748+0.956037j -3.62626-1.45953j -2.37011-2.22415j -0.657049-1.67895j -9.97733-5.37615j -0.196305+0.744177j -7.3466-4.42276j 0.729018-0.308808j 0.56062+0.464322j -7.26658-5.43396j -1.25887-0.0906214j -7.50772-3.07383j 0.606498+0.417194j -9.27994-5.50922j -2.12217-0.34434j 1.65993+0.271476j 1.79156+0.748819j -1.04865+0.206056j -5.34238-1.8378j 7.59992+4.43247j -1.80243-0.499723j -3.22683-2.25955j -2.42447-1.78552j -1.93605-0.639124j -4.37602-2.78803j -1.17311-1.11288j -2.83156-1.85688j 2.94403+1.53177j 0.184196+0.269378j -1.7697-0.854173j -1.02475-0.227915j -0.20229-0.815841j -0.5262-0.579383j -0.341505+0.798572j 0.146874-0.5556j 
-0.398447-0.138967j -0.171073+0.693275j 1.83916-0.102846j 1.19457-1.23913j 0.0561529-1.02203j -0.195491+0.0565361j -0.0357343-0.0762528j -1.85528-0.310672j -1.84118-0.866238j 0.774489+0.233573j 1.52956+0.0691859j -2.79353-0.855955j 1.06769+1.31762j 2.10681+1.15958j -0.627646-0.0626769j -4.59133-0.455284j 3.59232+1.08637j -0.561365+0.785012j -2.35951-0.675813j -1.97086-0.844636j -0.633467-1.7469j -4.91018-1.52652j -0.586542+0.337417j -4.1526-1.62723j -0.298141-0.128439j -1.10951-0.517068j -4.28602-1.86149j 0.0324276-0.0757666j -4.91834-1.07533j 0.785235+0.751105j -5.52482-0.73401j -1.28538+0.125788j 1.24114-0.0414309j 1.56288+0.495532j 0.0807271+0.0993861j -2.80047+0.265482j 4.08323+0.45979j -0.552778-0.0684678j -2.11745-0.802355j -1.12284-0.330047j -0.848913+0.0295118j -2.44102-0.970718j -0.160818-0.535381j -1.64301-0.686524j 1.61211+0.507104j 0.299094-0.295447j -1.24208-0.424222j -0.436253-0.131j -0.0707183+0.136729j 0.0177788-0.0850999j -0.0866272-0.168778j -0.155041-0.110089j 
0.0477004-0.16071j -0.067527+0.138011j -0.317873+0.338812j 0.686829+0.2102j 0.236863+0.167909j -1.54764-0.273575j -0.0878237+0.22974j 0.791241+0.720202j -3.18044-0.355741j 0.0565178-0.590261j 2.77711-0.888978j -0.290031+0.296956j -0.401735+1.22927j 3.25897+0.321021j -0.866896+0.00895931j -4.70726+1.51427j 3.59854-0.601212j 1.10852+0.132691j -0.524323-1.00378j -1.78182-0.16884j -0.461194+1.24522j -6.73143+1.85882j 0.994827-0.614682j -3.34936-0.122976j -0.0165212-0.179019j 0.0385571-0.375113j -4.71833+0.643524j -0.221585-0.364214j -4.83814+0.854045j 0.402581+0.122978j -6.31738+1.7032j -1.05084+0.117947j 1.43745-0.291608j 1.44578-0.336477j 0.173894-0.346368j -3.07957+0.811317j 5.43085-0.92628j -1.30945+0.352917j -3.44449+0.715442j -1.53112+0.289491j -1.5101+0.545322j -2.90517+0.542979j -0.959152+0.241141j -1.72264+0.163298j 1.79484-0.285731j -0.357774+0.187126j -1.3783+0.379165j -0.220761+0.356015j -0.822311+0.117269j -0.366817+0.0564364j -0.347641+0.0651734j -0.0535115-0.105467j 
-0.593214-0.868192j -0.0779009-1.14779j -0.0441654+0.970828j 1.59259+0.857575j -1.50609+0.428917j 0.129373-1.92104j -0.371967+0.706317j -1.65377-0.886904j -1.18767-1.68867j -0.100874-1.28917j 1.99108+3.26367j -1.77623-1.15812j 1.51489+1.33677j 1.43007+1.74149j -0.720371-0.998521j -3.92279-4.47002j 2.1458+3.18968j 0.739859-0.1708j 0.0086873-0.704222j -0.0594584-1.87578j -1.06558-1.01262j -2.79677-4.4837j 0.747883-0.871297j -2.96153-2.72277j -0.152186+0.522991j -0.342836+0.0604926j -3.72885-3.28818j -0.445536-0.00941847j -2.87003-3.38906j 0.185766-0.764974j -4.18092-4.57493j -0.112355-0.702472j 0.524547+0.361482j 0.821199+1.11814j 0.323632-0.72205j -2.69131-1.99387j 3.99341+3.44031j -1.02448-0.885542j -1.65431-1.24968j -1.30603-1.05334j -0.656123-0.81638j -1.61729-2.32969j -0.1316-0.139202j -1.47872-1.31216j 1.25635+1.49027j 0.31549+0.0121196j -1.17909-0.62674j -0.152756-0.106866j 0.0615137-0.565074j -0.28335-0.494951j -0.151607+0.373847j -0.0559638-0.0811835j 
0.703784-0.721236j 0.468549-0.136894j 0.32427-0.48897j 1.34372+0.871534j -0.336711+1.30321j -3.84856-2.38268j -0.937384+0.577765j -3.62052-1.62235j -4.20694-2.3351j -0.260678-1.57212j 5.98687+2.91499j -2.85365+0.375318j 2.87035+0.0715961j 6.06987+2.96596j -1.08698-1.55228j -10.1563-3.30958j 7.71613+1.6442j 1.19607-0.23813j -3.24724-1.55699j -1.04095-1.29539j -1.94078-0.968338j -11.3788-3.24424j -0.264466+0.321985j -8.39416-1.36828j 0.551837+0.711358j -0.187634-0.102525j -9.27976-1.66533j 0.49784-1.27871j -8.71515-1.72184j 0.444087+0.355477j -9.78411-3.26352j -1.63582-0.332668j 1.97049+0.234308j 1.80791+1.75301j -0.626254-0.755761j -7.05068-0.778071j 10.5405+2.62414j -1.71085-0.588716j -4.97565-0.218922j -3.00648-0.974532j -2.86369+0.0356223j -5.09281-1.27272j 0.072525-0.33082j -3.0975-1.31559j 3.15542+1.1743j -0.0859725+0.408642j -2.7606-0.330957j -0.443968-0.215411j -0.635313+0.191893j -0.393208+0.0655619j -0.479553+0.0255024j -0.025891-0.263335j 
0.656846-0.0882632j -0.0969482+0.723182j -1.16243+0.235795j 3.09674-0.581518j 2.15133+0.0187945j -3.77417+2.31317j -1.44731-0.0487715j -4.85057+1.56029j -4.51643+1.88655j -0.239066-1.21289j 7.73062-1.63547j -1.94073-0.858789j 3.51954-1.26547j 5.76812-1.7516j -2.44548+1.0408j -13.2958+3.1617j 8.1066-2.35935j 0.190683-0.0234089j -3.44327-0.136084j -1.96824-0.331502j -1.94945+1.28606j -14.5314+2.80722j -0.634204+0.114296j -10.6115+1.98854j 1.06155+0.102079j -1.05068+0.73814j -10.3397+2.41966j -0.817796-0.22782j -11.4963+1.95054j -0.726532+0.337516j -14.7036+3.19609j -3.08187+0.195077j 3.31931-0.820541j 4.17629-1.34742j -1.28249-0.0493594j -9.24311+1.90699j 13.3159-3.98441j -2.54258+0.330354j -6.17598+2.04346j -3.56744+1.11118j -3.73445+0.908512j -6.64143+1.57266j -0.629917-0.240151j -4.00616+1.13204j 4.22252-0.958481j -0.693634+0.64799j -3.4777+1.22839j -1.59098+0.247279j -1.14893+1.05985j -0.878197+0.194474j -1.45868+0.280401j 0.398214+0.119098j 
-0.465261-0.605236j -1.44977-0.332774j 0.0113529+3.4114j 1.53669+1.29128j 1.58437-1.01288j -1.20139+1.025j 0.51955+0.404086j -0.917479-0.550966j -0.127127-0.58415j 1.07876+1.36356j 1.45064-2.32165j -0.90339-0.761846j -0.376646-0.537182j 0.769777-0.647372j -0.607459+0.12467j -3.56225+1.25334j 1.027+0.377329j -0.624629-1.32197j -0.485553-0.297313j -0.273832-0.742887j 0.748813-0.0179335j -2.28607+2.23792j -0.0368864-0.547128j -1.59348+1.07383j -0.0529441-0.814044j 0.674334-1.6679j -1.6753+0.917308j 0.212857+0.612004j -1.46398+0.130068j -0.718408+0.777751j -3.46877+1.03248j -0.623561-0.00473258j 0.487958+0.238491j 0.241142+0.461444j -0.095753+0.842695j -2.27687+1.24733j 3.2146-1.74308j -0.503299+0.670448j -0.814115+0.634605j -1.01554+0.639888j -0.775893+0.838218j -0.993943+0.818174j 0.168465+0.601619j -0.519428+0.320889j 0.55814-0.443156j 0.446913+0.384957j -0.314642+0.0646011j -0.0456798+0.289823j -0.619284+0.473911j -0.297189+0.492156j 0.567424+0.211806j -0.232979-0.242946j 
-0.751746+0.107266j -0.104738-0.622766j 1.3711-1.02416j -1.57801-0.754727j -0.673311+1.8552j 2.05966+0.245397j 1.5893+0.334987j 4.65841-0.0207839j 4.46572+0.624821j -2.70538+1.20805j -6.62652-0.132091j 4.77033+0.79277j -4.49961+0.0132765j -6.36546-0.345797j 1.76699-0.266175j 14.7417-0.775676j -9.73361-0.0319536j -1.25389-0.497665j 3.54787-0.414318j 2.08893-0.468211j 2.55342+0.114866j 16.5048-1.51035j -0.0696456-0.411472j 13.3523-0.884672j -0.128745+0.0302002j 0.93194-0.0967615j 13.6863-0.45309j 0.151873-0.432765j 13.0789-0.880645j -0.0696376-0.500331j 16.3894-1.99585j 3.05935-0.712206j -3.49194+0.623373j -3.53583+0.934295j 0.237845-0.398063j 10.5358-0.800451j -15.2861+1.3286j 2.49705-0.00282622j 8.08021-0.713038j 4.30137-0.363381j 4.30021-0.49165j 7.72621-0.903687j 1.10104-0.413306j 4.50593-0.537299j -4.55571+0.476118j 0.718224-0.622961j 4.22346-0.357872j 1.63147-0.791244j 1.48172-0.779846j 1.08147-0.214887j 1.14072-0.149148j -0.140183+0.0491135j 
0.00972238-1.1518j 1.20948-0.819791j -3.36869-0.421204j -1.31476+2.33164j 0.508022+0.114611j -0.0825401-0.0386509j -0.558162+0.218404j 0.608285-1.07444j 0.542692-0.35998j -0.091609+0.928574j 0.258533+0.767914j 0.6318-1.37349j -0.410779-0.119007j -0.256099+0.613313j -0.259903-1.02596j 1.36246-2.28481j -1.66154+0.649225j 1.00146-0.256536j 0.796386+0.203213j 1.01362-0.469979j 0.24014-0.011854j 0.723211-1.12886j 0.788238+0.509157j 0.884877-1.24207j 0.110468-0.366422j 0.574578+0.228709j 1.03219-1.73805j -0.824254-0.201054j 1.54278-1.11035j 0.08924-0.455663j 1.44478-3.14799j 0.387555-0.0359123j -0.431039+0.0315725j -0.406707+0.515387j -0.0872077+0.215644j 0.376059-1.49769j -0.474637+2.4005j -0.0813321-0.431192j 0.296262-0.62171j -0.0794075-0.840156j 0.412643-0.271267j 0.691806-0.666952j -0.621233-0.28317j 0.396412-0.762866j -0.423149+0.601825j 0.0785925+0.269995j 0.22198-0.440673j -0.208638-0.169871j 0.4494-0.383113j 0.341493-0.350233j -0.422242+0.23764j 0.0769321-0.203879j 
-0.587879-0.604329j 0.693739+0.741563j 0.170435-1.28966j 0.168948+1.22459j -0.385077-1.04117j 0.278166+0.520873j 0.17137-0.602597j -0.533076-0.95284j -0.748275-1.17852j 1.16214-0.280934j -1.31589+1.33998j 0.269967-0.977128j -0.744769+1.01091j -0.0481136+0.791262j -0.234601-1.25842j 1.43857-1.91796j -0.722757+1.37571j -0.207686+0.519286j 0.459977-0.0314404j 0.376433-0.828257j 0.0852399-1.25282j 1.933-2.37468j 0.0795238+0.341872j 1.46342-2.26842j -0.487132-0.0724j -1.15059-0.558326j 1.25201-2.58585j -0.20577-0.702489j 1.13653-2.40235j 0.818662+0.0240366j 1.407-3.2074j 0.269107-0.260177j -0.0689128+0.17896j 0.581174+1.20919j 0.695505-0.00330846j 1.14543-1.27622j -1.16572+2.22973j 0.541297-0.793246j 0.537104-1.24004j 0.257873-0.760178j 0.922608-0.40794j 1.04729-1.19685j 0.24618-0.75701j 0.362595-1.24741j -0.586564+1.01826j 0.324586-0.409562j -0.0518138-0.96202j 0.00931767-0.617528j 0.760434+0.0185431j 0.837538-0.245365j -0.321909-0.733347j -0.169585+0.184795j 
1.41081-0.108841j 0.671154-1.09966j -0.0168653+0.460013j 0.887228+0.62953j -0.133711-0.638675j 0.243292+1.04296j -0.798062+0.10914j -1.39422-0.36078j -0.0129403-0.421928j 0.558161-0.814376j -1.16502+1.43851j 1.29675-0.154056j -0.967077+1.20722j 0.884816+0.337889j 0.150071-0.126806j 0.663516-3.15308j -0.800037+0.783982j -0.288057+0.52369j -0.953417+0.625804j 1.09355-0.140759j -0.262884-0.696265j 0.876144-1.80626j 1.39738+0.834014j 0.581415-1.64145j -0.143956+0.0952418j 0.02316-0.315278j 0.828578-2.06612j -0.0888071-0.991707j 0.796066-1.85383j 0.888227-0.167675j 0.786798-3.48699j 0.235952-0.355363j 0.141635+1.02083j 0.305605+0.954119j 0.177159+0.155405j 0.379475-1.72452j -0.167118+2.64705j 0.336422-1.13388j 0.246699-1.13599j 0.119271-0.849161j -0.035921-0.507601j 0.529762-1.35236j 0.179786-0.255936j -0.151656-1.07227j -0.120429+1.01215j -0.263749+0.380531j -0.104624-0.773242j -0.186334-0.153839j -0.120371-0.21593j 0.01268-0.429989j -0.297866-0.0251127j -0.0101496+0.023898j 
0.905127-0.256305j -0.511321+1.50973j -0.377612-2.01345j -1.40707+0.216776j 1.9614-0.105309j -3.07643+0.0087474j -0.426668-0.808481j -2.34683-1.05399j -2.43744-1.12426j 1.17719+1.19082j 4.19259+0.13719j -1.22753-0.296308j 2.69906-0.183421j 4.03143+0.823359j -0.615916-0.592322j -8.09133-0.438127j 5.56087+0.11351j 0.526068+0.564346j -2.65597+0.214934j -1.32538+0.594051j -1.17977-0.153365j -9.76146-0.559424j -0.743437+0.539098j -6.99481-0.497208j 0.58167-0.217057j -0.371645-0.399554j -6.70879-0.468061j 0.167866-0.533986j -6.8275-0.177037j -0.133906+0.517385j -8.01491-0.249775j -1.97134+0.0385667j 2.17306+0.0500003j 1.99994+0.386058j -0.680553+0.376787j -5.23088-0.524287j 8.01075+0.940791j -0.919247-0.0243794j -4.14719-0.484222j -2.20441-0.354951j -2.3966+0.202587j -4.47143+0.245881j -0.219139-0.231044j -2.18477+0.0100798j 2.38024-0.138433j -0.46818+0.194102j -1.97464-0.409071j -0.711568-0.281322j -0.97544+0.72028j -0.391326+0.604536j -0.286457-0.719837j -0.017774+0.037144j 
0.187674-3.29367j -2.4951-0.427613j 0.593115+0.100042j -0.729164-0.369752j -0.844504+0.601158j 1.09224+0.292421j -1.01977+0.479302j 0.76175-0.10356j 0.540894+0.0611641j -0.219278+0.511747j -0.33794+0.364532j 0.460595+0.0984313j -0.564517-0.0768557j -0.901944-0.721186j 0.563375-0.290371j 2.27928+0.295683j -1.69056-0.323741j 0.33711+0.181853j 1.1442+0.173343j 0.60459-0.0962398j 0.184236+0.151066j 2.35716-0.660457j 0.187433-0.201589j 1.49548-0.153227j 0.0847664+0.0441449j -0.141791+0.367182j 1.35672-0.361476j -0.436673-0.181998j 1.54652+0.100041j 0.155173-0.738376j 1.90019+0.221104j 0.342069+0.00259041j 0.0165741-0.290679j -0.414844-0.326859j 0.204417-0.0152793j 1.35651+0.0175534j -2.05921-0.0449229j -0.159294-0.412307j 1.04351-0.229217j 0.554696-0.196937j 0.498405+0.313159j 0.874877-0.0485814j 0.344124-0.431339j 0.501715-0.136071j -0.489377+0.0741552j 0.279784+0.392186j 0.473675-0.123625j 0.394327+0.000898532j 0.0847344+0.375304j 0.137758+0.152665j 0.143411-0.0694669j -0.0685053+0.0597377j 
-0.289288+1.10206j 0.255443-0.632801j -1.54839+2.03519j 1.42069+1.34798j 0.210657+0.0264262j -1.64916+0.451281j -0.93941-0.78848j -1.71939-1.41287j -1.34315+0.390353j 1.49777+0.0743711j 1.29869-1.14799j -1.76827+1.54042j -0.011238-0.693215j 1.91061+0.594542j -1.41018+0.762793j -1.44984+0.434528j 2.08597-0.510826j -0.249827-0.582072j -1.36074-1.44481j -1.29226+0.888462j -0.495474-0.0876973j -3.00594+0.488715j -0.574828+1.29859j -2.48695+0.32239j -0.0214216+0.146439j -0.0294314+0.555117j -2.55442+0.612986j 0.452873+0.372442j -2.2405+0.451397j 0.0979062+0.437095j -2.49378+0.906786j -0.387759+0.0957146j -0.356431+0.267867j 0.55786-0.207717j -0.280999-0.00992055j -1.22515+0.254434j 2.15488-0.541667j -0.0272609+0.0986303j -0.994995+0.363227j -0.634969+0.348158j -0.729486-0.316818j -0.923769+0.355256j -0.27259+0.365533j -0.74059-0.205182j 0.615821+0.00744431j -0.671256-0.379759j -0.604647+0.138282j -0.506006+0.0643617j -0.368672-0.544613j -0.0592964-0.507081j -0.345289+0.0919948j -0.0525372+0.0633431j 
-3.52396-0.0244801j 0.674539+2.68434j -1.18908-0.748646j -0.625451+1.39633j 0.369493+0.0578615j 0.310304-0.327178j 0.541709+0.898804j 0.0137125-0.155027j -0.166444+0.158566j 0.759938-0.0539717j 0.262691-0.891734j -0.318945-0.241401j 0.0622963-0.293102j -0.779272-0.0413952j -0.606157-0.383814j 0.513205+0.451143j -0.463743+0.119656j 0.404408-0.529615j 0.583582-0.418918j -0.281922-0.462674j 0.148808+0.0984399j -0.324556+0.67866j -0.330838+0.0432306j 0.049336+0.508832j -0.0911431-0.209934j -0.0894516+0.192095j -0.156749+0.600829j -0.390734+0.530676j 0.314897+0.51746j -0.510203+0.000583799j 0.452191+0.660377j 0.107044+0.272829j -0.440143-0.875677j -0.196722-0.169043j 0.150278-0.0646289j 0.144753+0.437501j -0.159316-0.547329j -0.304968+0.546932j -0.225947+0.334522j -0.23017+0.188777j 0.611801+0.140652j 0.199694+0.560919j -0.576644-0.270163j 0.0942569+0.224974j -0.129818-0.28643j 0.547095-0.299988j -0.142105+0.192021j -0.062751-0.21949j 0.794458+0.11255j 0.486582-0.0306933j -0.323604-0.0619882j 0.0841521+0.0580438j 
2.73392-0.57964j 0.724683-2.67217j -1.87355-0.668628j -0.890776+0.475605j -0.997219-0.698784j -0.446978+0.134973j -0.0516353-1.71177j 1.42483-0.601557j -0.0909817-0.262958j -0.566374+1.00718j 0.483974+0.463706j -1.24177-0.728867j 0.321028-0.732542j 0.0959224+0.146618j -0.348381-0.581832j 0.0234747+1.76363j 0.321698-0.651989j 0.351295+0.0689686j 1.23388+0.113848j -0.405199-0.225002j 0.0408486+0.00572762j 0.934696+0.608818j -0.813193-0.132569j 0.525872+0.0751354j -0.0944726+0.0245332j -0.849841+0.0634294j 0.37406-0.200347j -0.122347-0.0786538j 0.0880667+0.282605j 0.441694+0.136707j -0.250687+0.51036j 0.0714077+0.194599j -0.0122357-0.580849j 0.380767-0.15512j 0.0863746-0.00981256j 0.166119+0.842359j -0.147405-0.994316j 0.495426-0.0932154j 0.275041+0.625985j 0.112562+0.215084j 0.166119+0.105674j 0.109118+0.476197j 0.20833+0.150463j 0.5775+0.0467264j -0.330604-0.163221j -0.0547406-0.238645j 0.206629+0.163882j 0.0512211+0.0720003j 0.144436-0.118614j 0.353973+0.146884j 0.00956619-0.11998j -0.127147-0.114088j 
