-0.101423-0j -0.0146982-0j 0.702657-0j -0.00105411-0j 0.709938-0j -0.00106503-0j -0.00483821-0j 0.0822902-0j -0.00598698-0j -7.12736e-05-0j -0.00349241-0j 0.101829-0j -8.81966e-05-0j 0.0594002-0j -5.1448e-05-0j -0.00360593-0j -0.000600989-0j -0.00420692-0j 0.0711871-0j -0.0025762-0j 0.00722794-0j -0.00368105-0j -0.000701153-0j -4.4267e-06-0j -0.00151836-0j 0.0830516-0j -0.000429367-0j 0.0508585-0j 0.00843259-0j -0.000613509-0j 0.00516389-0j 0.0726701-0j -5.16448e-06-0j -0.00025306-0j 0.00737852-0j 0.0299749-0j -3.16259e-06-0j -4.51892e-06-0j 0.00304348-0j -1.86396e-06-0j -0.00286668-0j -0.000462608-0j -0.00323826-0j -0.00264402-0j 0.0363417-0j -5.45189e-05-0j -0.00267142-0j -0.000522571-0j 0.00913265-0j -0.00231352-0j 0.000535364-0j -0.00190856-0j -0.000426678-0j 0.0410524-0j -2.53975e-07-0j -0.000609793-0j -0.000431099-0j -6.15856e-05-0j 0.0335191-0j -0.000373343-0j 0.0103164-0j -5.02844e-05-0j 0.0338665-0j 0.000604758-0j -0.000307992-0j 0.0293292-0j 0.00842332-0j -5.08055e-05-0j -2.86895e-07-0j -9.8405e-05-0j 0.000493783-0j -4.39989e-05-0j 0.00851061-0j 0.0241954-0j 0.00737041-0j -2.34249e-07-0j 0.00773054-0j 0.0004989-0j -3.62972e-05-0j 0.00043206-0j 0.00608028-0j -1.15971e-05-0j -2.36676e-07-0j -2.04968e-07-0j 0.000356431-0j 0.00194268-0j -1.6909e-07-0j 0.000113882-0j -5.4025e-08-0j 
5.84294e-05-0j -1.73446e-05-0j 4.20728e-06-0j 0.00832564-0j -4.12986e-06-0j -0.00817245-0j 0.000810283-0j 0.000141438-0j -7.15492e-06-0j 0.0519771-0j 0.000573927-0j -1.24892e-06-0j -0.000458966-0j 0.000100181-0j 0.0368156-0j 2.07737e-06-0j 0.00726148-0j -6.88111e-08-0j 2.12021e-07-0j 1.48414e-06-0j 0.000593348-0j -2.06028e-06-0j -0.000240531-0j -0.00668486-0j -2.57436e-06-0j -7.02301e-09-0j 0.00518785-0j 1.51475e-07-0j -1.96542e-05-0j -0.00720174-0j 0.000423908-0j -2.10276e-07-0j 0.000221431-0j -0.00899874-0j -0.000588467-0j -2.62745e-07-0j -0.0047759-0j 0.00662987-0j -0.000735303-0j 0.00828417-0j 1.65149e-06-0j -3.83524e-05-0j 2.65539e-08-0j -3.03835e-06-0j -3.17134e-05-0j -0.0627566-0j 2.98245e-06-0j -6.16662e-07-0j -3.91433e-06-0j 1.8971e-08-0j -0.00203431-0j -2.15208e-06-0j 7.05596e-05-0j -5.09914e-07-0j -0.000968969-0j -1.3802e-06-0j -6.92614e-05-0j -0.00100905-0j 5.83453e-05-0j -4.40565e-07-0j -6.29378e-08-0j 0.115458-0j -5.72718e-05-0j -3.27094e-05-0j 4.99777e-05-0j -3.643e-07-0j 7.20146e-06-0j -0.113333-0j -1.55799e-05-0j 3.20524e-05-0j 0.00374267-0j -0.000720901-0j -7.06896e-06-0j 4.13263e-05-0j -4.49649e-08-0j 0.00178268-0j 2.65039e-05-0j -0.0036738-0j 0.0817792-0j -2.33687e-05-0j 5.10083e-06-0j 0.0524477-0j -0.00174988-0j -1.11308e-05-0j 0.00265095-0j 3.27133e-06-0j 0.00126268-0j 0.00170014-0j 0.000809799-0j 
-0.000219156-0j -0.00893639-0j -1.57806e-05-0j -0.0101907-0j -7.61282e-05-0j -0.0491617-0j -1.04545e-05-0j 0.000176689-0j 3.80737e-05-0j -0.00211147-0j -8.78091e-06-0j -0.000643475-0j 0.00768965-0j 0.000148404-0j -0.00177346-0j 0.0015263-0j 0.000124155-0j -0.00524067-0j -7.95243e-07-0j 0.00109044-0j -0.000726266-0j 0.00743944-0j -0.000426296-0j -0.000264119-0j -0.00906416-0j 2.73053e-06-0j 8.87008e-05-0j -5.68149e-07-0j 0.00249369-0j 0.000605153-0j -0.00051887-0j -3.87614e-06-0j 0.000906871-0j -0.000737314-0j -0.00353994-0j 4.72266e-06-0j -0.000188695-0j -0.00128736-0j 0.00431304-0j 0.00156851-0j -6.19436e-06-0j -0.0187205-0j 2.05934e-05-0j -5.71325e-06-0j -8.16179e-07-0j -0.000527068-0j -2.75617e-05-0j 0.062237-0j 9.75385e-06-0j 1.47127e-05-0j -0.000164841-0j -4.79866e-06-0j -0.0172665-0j 2.71342e-06-0j -2.53436e-05-0j 2.46291e-05-0j -0.0832964-0j 0.00175226-0j -7.52787e-07-0j 0.0444643-0j -3.24271e-05-0j -0.000486131-0j -3.63157e-06-0j 0.000548023-0j -0.0145024-0j 1.93856e-06-0j 8.99628e-06-0j -0.00234518-0j 8.4256e-05-0j 0.0744337-0j -0.000152038-0j 0.00125188-0j 4.33996e-05-0j -6.32279e-07-0j -2.31671e-05-0j -2.33752e-05-0j 3.24517e-06-0j -0.000733459-0j -0.00040831-0j 0.000391526-0j 7.55613e-06-0j 0.00209565-0j -0.000112766-0j 6.01954e-05-0j -0.0001277-0j -3.87819e-05-0j -1.96333e-05-0j 0.000655419-0j 0.000100768-0j 
-1.64973e-07-0j 6.90497e-06-0j -1.18791e-08-0j -0.00011902-0j -1.20022e-08-0j -0.000120253-0j -7.86979e-09-0j 4.01798e-07-0j -9.73836e-09-0j 0.00154358-0j -5.68071e-09-0j 4.972e-07-0j 0.00191009-0j 2.90033e-07-0j 0.00111422-0j 1.77022e-08-0j -8.52113e-07-0j -6.84293e-09-0j 1.80673e-09-0j -4.19042e-09-0j 2.56002e-05-0j -5.98757e-09-0j 3.29391e-07-0j 0.0414202-0j -2.46975e-09-0j -6.98404e-10-0j 2.0171e-07-0j -4.27683e-10-0j -9.89594e-06-0j 2.88217e-07-0j -6.06e-06-0j -6.11103e-10-0j -0.0160113-0j 1.18883e-07-0j -8.65895e-06-0j -2.52067e-10-0j -0.00980486-0j -0.0140099-0j -3.57163e-06-0j -0.00577878-0j -4.66291e-09-0j 2.17326e-07-0j 1.58973e-08-0j -4.30074e-09-0j -6.14392e-10-0j -6.15575e-06-0j -4.34531e-09-0j -7.40929e-07-0j 2.21807e-08-0j -3.76315e-09-0j 0.000120507-0j -3.10444e-09-0j 2.00446e-07-0j 2.09465e-09-0j 0.0742157-0j -9.91884e-10-0j 2.02524e-07-0j 2.09868e-05-0j -5.66673e-10-0j 1.75391e-07-0j -7.56207e-08-0j -5.67764e-06-0j -5.72545e-10-0j -0.000410845-0j 1.4469e-07-0j -4.95839e-10-0j 2.0458e-08-0j -5.73648e-06-0j -0.253024-0j 4.62291e-08-0j 0.000111147-0j -4.96793e-06-0j 2.067e-08-0j -4.09046e-10-0j 1.79007e-08-0j 0.0684515-0j -1.30692e-10-0j 0.000112299-0j -4.09834e-06-0j 9.7254e-05-0j 1.47673e-08-0j -1.30944e-06-0j 0.0691608-0j 0.059895-0j 8.02304e-05-0j 4.71824e-09-0j 0.0494109-0j 2.5634e-05-0j 0.015787-0j 
-0.000151804-0j -2.19994e-05-0j -0.00942894-0j 4.68257e-06-0j 0.00320988-0j -1.59408e-06-0j -7.24157e-06-0j 0.000372063-0j 2.65955e-05-0j -1.06678e-07-0j -5.22724e-06-0j -0.00136644-0j 3.91788e-07-0j 0.000268569-0j -7.70046e-08-0j -5.39716e-06-0j -8.99527e-07-0j -6.29669e-06-0j -0.030914-0j -3.61049e-06-0j 3.268e-05-0j 1.6352e-05-0j -1.04945e-06-0j -6.62564e-09-0j -2.2726e-06-0j -0.0360664-0j -6.01748e-07-0j -0.0206803-0j 3.81267e-05-0j 2.72534e-06-0j 2.18617e-05-0j 0.0936618-0j -7.72992e-09-0j -3.78766e-07-0j -9.90123e-05-0j -0.013017-0j -4.43229e-09-0j 2.0074e-08-0j 1.37607e-05-0j -2.78987e-09-0j -4.29069e-06-0j -6.92406e-07-0j -4.84684e-06-0j 1.17453e-05-0j 0.000164314-0j -8.16009e-08-0j -3.99844e-06-0j -7.82156e-07-0j -0.00396599-0j -3.24235e-06-0j 2.42057e-06-0j 8.47823e-06-0j 1.89539e-06-0j 0.000185612-0j -3.80136e-10-0j -9.12706e-07-0j -6.45246e-07-0j -9.2178e-08-0j -0.000449793-0j -5.23232e-07-0j -0.00448006-0j 2.23374e-07-0j 0.000153122-0j 2.73432e-06-0j 1.36817e-06-0j 0.000124167-0j 0.0108565-0j -7.6043e-08-0j -4.29409e-10-0j -1.47287e-07-0j -6.62607e-06-0j -6.16635e-08-0j -0.00369586-0j -0.000324678-0j -0.00299698-0j 1.04058e-09-0j 3.49525e-05-0j 2.2557e-06-0j 1.6124e-07-0j 1.82916e-06-0j 0.00783664-0j -1.7358e-08-0j -3.54244e-10-0j -2.87258e-10-0j -4.78295e-06-0j -0.000843637-0j 7.51133e-10-0j 5.14898e-07-0j -8.08617e-11-0j 
3.57806e-05-0j -0.000746207-0j -7.6466e-06-0j -0.0151316-0j 2.60312e-06-0j 0.00515123-0j -0.000248757-0j -4.34216e-05-0j 0.000913588-0j -0.015957-0j -0.000179562-0j 0.000159471-0j 0.0586038-0j -3.13433e-05-0j -0.0115184-0j 1.27212e-06-0j 0.00444673-0j 1.48414e-06-0j 1.29836e-07-0j 8.51e-07-0j 0.00036335-0j -3.85421e-06-0j 0.00518785-0j -0.00409363-0j 5.35656e-07-0j 1.51475e-07-0j 0.00297469-0j 8.68549e-08-0j 0.000423908-0j -0.0134725-0j 0.000243067-0j -3.93369e-07-0j -0.0047759-0j 0.00187239-0j -0.00110086-0j 5.46701e-08-0j -0.00273848-0j 0.0124027-0j 0.000152997-0j -0.00172371-0j 1.01132e-06-0j -2.3486e-05-0j 1.14241e-06-0j -2.7684e-06-0j -1.94204e-05-0j -0.0384304-0j 9.42442e-07-0j -2.65302e-05-0j -2.39703e-06-0j 7.64229e-07-0j -0.00124576-0j -1.99834e-06-0j 6.42906e-05-0j -2.19377e-05-0j -0.00059337-0j 2.15127e-07-0j -2.18863e-05-0j -0.0434118-0j 5.31614e-05-0j -1.77477e-05-0j -2.70773e-06-0j 0.105199-0j -1.80977e-05-0j -0.00140723-0j 4.64074e-05-0j -1.46754e-05-0j 6.56163e-06-0j -0.0358129-0j -0.000670283-0j -4.99589e-06-0j 0.00341014-0j -0.0290408-0j -2.23376e-06-0j 3.8374e-05-0j -1.81137e-06-0j 0.00162429-0j -4.13107e-06-0j -0.00116091-0j 0.075937-0j -0.000941384-0j 4.73643e-06-0j -0.00817484-0j -0.000552955-0j -0.000448393-0j 0.00246157-0j -5.09891e-07-0j 0.00117248-0j -0.000264995-0j -0.00012622-0j 
6.19738e-05-0j -1.22219e-05-0j -0.00086317-0j 0.00288177-0j 0.000847288-0j -0.00282874-0j -5.89704e-06-0j -0.0192779-0j 5.20717e-08-0j -0.00119101-0j -4.1769e-06-0j 0.000170227-0j 1.05168e-05-0j -0.0136546-0j -0.000843598-0j 2.20338e-06-0j -3.51091e-05-0j -7.29852e-08-0j 0.00416329-0j 1.57417e-06-0j -0.0397255-0j -2.18525e-06-0j 1.16296e-06-0j 7.46884e-05-0j -2.73053e-06-0j -0.000137906-0j -2.50831e-05-0j 0.0029744-0j 0.00131588-0j 3.48202e-05-0j -0.0283813-0j -0.00412904-0j -2.47399e-06-0j 4.35087e-05-0j 0.0393987-0j -0.00515933-0j 5.336e-05-0j -7.4074e-05-0j 0.0492296-0j -9.25571e-05-0j 1.75166e-06-0j -2.7025e-05-0j 2.81647e-08-0j -3.22266e-06-0j -4.46436e-05-0j 0.000149046-0j 3.16336e-06-0j -4.34531e-07-0j -0.0510639-0j 2.01218e-08-0j -0.00901655-0j -2.28263e-06-0j 4.97198e-05-0j -7.17816e-07-0j 7.16677e-06-0j -1.46392e-06-0j -4.8805e-05-0j 2.39649e-06-0j 8.21339e-05-0j -3.10444e-07-0j -0.000821047-0j -0.000274211-0j -8.06227e-05-0j -0.000144975-0j 3.52168e-05-0j -5.12833e-07-0j 0.0939457-0j 0.000269165-0j 1.15233e-07-0j 2.25857e-05-0j 0.0165884-0j 1.71213e-06-0j -0.0922172-0j 5.81759e-05-0j -0.000586584-0j -1.31852e-05-0j 3.73101e-05-0j -0.0162831-0j -0.000194225-0j -0.000103575-0j 0.0665422-0j -0.000124563-0j 1.29426e-05-0j 8.23265e-08-0j 0.0117496-0j 0.0426757-0j -9.33914e-06-0j 0.00753542-0j -5.9895e-06-0j 
0.000613509-0j 0.00408593-0j 0.00418221-0j 0.000599829-0j 0.00429269-0j 0.000615676-0j -0.0042653-0j 0.023546-0j -0.00504553-0j -6.20437e-05-0j -0.00281965-0j 0.0278532-0j -7.33931e-05-0j 0.0155656-0j -4.10152e-05-0j 2.18124e-05-0j 0.025062-0j -2.47233e-05-0j -0.000430612-0j -4.62506e-05-0j 0.00418004-0j 2.19007e-05-0j -0.0284066-0j -5.14685e-06-0j 4.38535e-05-0j 0.000488079-0j -0.053141-0j 0.000913063-0j -0.00473789-0j 0.0251635-0j -0.00886329-0j -0.000432357-0j 5.83372e-06-0j 0.0503868-0j 0.00419698-0j -0.000865742-0j 1.09133e-05-0j -5.1677e-06-0j 0.00840393-0j -1.03477e-05-0j 1.73406e-05-0j -0.000132368-0j -1.90307e-05-0j -1.57372e-05-0j 0.0320383-0j 0.00459507-0j -1.6153e-05-0j 0.000145269-0j 0.00261316-0j 4.03523e-05-0j 0.000466035-0j -1.04034e-05-0j 0.000120129-0j -0.0351609-0j -3.695e-07-0j 3.9015e-05-0j 0.000123302-0j -0.00504292-0j -0.0290759-0j -0.000308026-0j -0.00286785-0j -0.00417019-0j -0.0298441-0j -0.000511456-0j 7.94133e-05-0j 0.0745545-0j -0.00237154-0j -0.00428036-0j 4.05512e-07-0j -0.000297818-0j -0.000422943-0j 0.0106929-0j -0.00243419-0j -0.0192212-0j 0.00608094-0j 3.35334e-07-0j 0.0720839-0j -0.000434117-0j -0.00275678-0j 0.00108448-0j -0.00156775-0j 0.0103386-0j 3.44193e-07-0j -8.59841e-07-0j -0.000279595-0j 0.00587942-0j 2.21679e-07-0j 0.00104854-0j -8.31347e-07-0j 
3.7951e-05-0j -0.000525815-0j 0.00156879-0j -0.00523752-0j -0.000534059-0j 0.001783-0j 1.81039e-06-0j 0.00591832-0j -6.64887e-06-0j 0.00036564-0j 1.30681e-06-0j -0.0217357-0j -0.00134285-0j 0.00427207-0j 0.000263933-0j 1.34929e-06-0j -2.14998e-05-0j 1.57417e-06-0j 0.00254949-0j 9.02622e-07-0j -0.0243268-0j -4.08801e-06-0j -2.50831e-05-0j 4.57371e-05-0j 5.68149e-07-0j 0.0029744-0j -1.43825e-05-0j 0.00170551-0j -0.0283813-0j 6.51391e-05-0j -0.0162737-0j -0.00772431-0j 5.336e-05-0j -9.05298e-06-0j 0.0737042-0j 0.00107352-0j 3.05964e-05-0j -0.000138572-0j -0.0102433-0j 1.92586e-05-0j 1.07267e-06-0j -1.65494e-05-0j 1.21171e-06-0j -2.93633e-06-0j -2.73385e-05-0j 9.12718e-05-0j 9.99611e-07-0j -1.86945e-05-0j -0.0312701-0j 8.10587e-07-0j -0.00552148-0j -2.11956e-06-0j 4.53023e-05-0j -3.08821e-05-0j 4.38873e-06-0j 2.28176e-07-0j -1.54222e-05-0j 0.000103102-0j 7.48365e-05-0j -1.25059e-05-0j -0.0353233-0j -0.000249848-0j -2.54764e-05-0j -0.00623718-0j 3.2701e-05-0j -2.06589e-05-0j 0.0855989-0j 8.50552e-05-0j 4.9576e-06-0j -3.52035e-06-0j 0.0151145-0j 6.89715e-05-0j -0.0291403-0j 5.40198e-05-0j -0.0236299-0j -1.20137e-05-0j -5.81539e-06-0j -0.00514541-0j -0.00018035-0j -0.00417243-0j 0.0617885-0j 1.94152e-05-0j 4.08981e-06-0j 3.31644e-06-0j 0.0109102-0j -0.00665171-0j -8.67196e-06-0j -0.00117452-0j 9.33562e-07-0j 
0.000216908-0j -3.05395e-05-0j 0.00446664-0j -2.2182e-06-0j 0.00458464-0j -2.27681e-06-0j 1.03473e-05-0j -0.000531629-0j 1.224e-05-0j 1.5243e-07-0j 6.84025e-06-0j -0.000628877-0j 1.80313e-07-0j -0.000351443-0j 1.00766e-07-0j 7.71184e-06-0j 1.28531e-06-0j -8.74102e-06-0j 0.0441721-0j -1.6352e-05-0j -4.66955e-05-0j 7.74308e-06-0j -1.45684e-06-0j 9.46717e-09-0j 1.55046e-05-0j -0.0500671-0j -2.72534e-06-0j -0.0936618-0j 5.29272e-05-0j 1.29051e-06-0j 9.90123e-05-0j 0.044351-0j -1.07306e-08-0j 2.58409e-06-0j -4.68846e-05-0j 0.0888076-0j -2.0074e-08-0j 9.50553e-09-0j -9.38808e-05-0j 1.90337e-08-0j 6.13083e-06-0j 9.89358e-07-0j -6.72835e-06-0j -5.56394e-06-0j -0.000234783-0j 1.16597e-07-0j -5.71094e-06-0j -1.08578e-06-0j 0.00566688-0j 1.42667e-05-0j -3.45868e-06-0j -3.67815e-06-0j -8.97878e-07-0j 0.000257665-0j 5.43164e-10-0j 1.37939e-05-0j -9.21598e-07-0j -1.27961e-07-0j 0.000213074-0j 2.30228e-06-0j -0.00621918-0j -1.05816e-07-0j 0.000218703-0j 3.79577e-06-0j -5.93559e-07-0j -0.000546349-0j -0.00514289-0j -1.08611e-07-0j -5.96102e-10-0j 2.22598e-06-0j 3.13887e-06-0j 2.71326e-07-0j -0.00527876-0j 0.000140856-0j 0.0131871-0j -4.92941e-10-0j -0.000528244-0j 3.2218e-06-0j -6.99516e-08-0j -8.04848e-06-0j -0.0033998-0j 2.62334e-07-0j -5.05963e-10-0j 1.26396e-09-0j 2.07501e-06-0j 0.01275-0j -3.25868e-10-0j -7.78176e-06-0j 1.22208e-09-0j 
-5.16448e-06-0j 2.04764e-06-0j 3.57795e-05-0j -0.0014821-0j -3.51212e-05-0j 0.00145483-0j 4.9142e-07-0j 0.00160654-0j -4.33931e-09-0j -0.0189764-0j 3.48075e-07-0j -1.4186e-05-0j 0.000167564-0j 0.00113792-0j -0.0134411-0j -1.83615e-07-0j 5.88212e-06-0j 6.0821e-09-0j 3.62487e-06-0j -1.31181e-07-0j 0.0101626-0j 1.82104e-07-0j -1.9484e-07-0j -0.0270475-0j 2.27544e-07-0j -1.20071e-07-0j 4.20239e-06-0j 2.58973e-06-0j -0.000336629-0j -5.83372e-06-0j 0.00726054-0j -3.59504e-06-0j 0.000895925-0j -7.28937e-06-0j -0.010079-0j -4.49209e-06-0j -0.0193236-0j 0.0268249-0j -0.012594-0j 0.0335184-0j -1.45972e-07-0j 4.52773e-06-0j -2.34706e-09-0j 2.68555e-07-0j 1.85053e-06-0j -7.66547e-05-0j -2.63614e-07-0j 7.28006e-08-0j -8.93849e-05-0j -1.67682e-09-0j -0.071459-0j 1.90219e-07-0j -8.32998e-06-0j 2.97544e-08-0j -0.00810161-0j 1.21994e-07-0j 8.17671e-06-0j -1.23252e-06-0j -3.40455e-06-0j 5.20112e-08-0j -1.4372e-06-0j 0.000141027-0j 3.34191e-06-0j -0.00114898-0j -5.90017e-06-0j 2.12576e-08-0j 0.000164448-0j -0.000138432-0j -0.000130264-0j -3.78397e-06-0j 0.131468-0j -8.80553e-07-0j -0.000161422-0j -2.41146e-06-0j -1.02679e-06-0j 0.0149051-0j -1.54655e-06-0j -0.129049-0j 9.98902e-05-0j -0.000820869-0j 0.000116479-0j 6.40629e-05-0j -0.0146308-0j -9.30653e-05-0j 0.0931195-0j 7.47019e-05-0j 0.0105573-0j 0.0597206-0j 0.00677078-0j 
-0.00025306-0j -0.00510546-0j 0.0017532-0j 0.00025145-0j 0.00845771-0j 0.00121304-0j 0.00175935-0j -0.00971225-0j -0.00640728-0j 2.55917e-05-0j 0.00147771-0j 0.0353706-0j -9.32014e-05-0j -0.00815749-0j 2.14949e-05-0j -8.99714e-06-0j -0.0103375-0j 3.08924e-05-0j 0.000177619-0j -6.42787e-06-0j -0.00172418-0j -4.38535e-05-0j 0.0354947-0j 2.12297e-06-0j 5.34308e-05-0j -0.000609867-0j -0.00738549-0j 0.000126897-0j 0.0059201-0j -0.0503868-0j -0.00123181-0j 0.000865742-0j -7.28937e-06-0j 0.0613909-0j -0.00840393-0j -0.00105481-0j 1.51672e-06-0j 1.03477e-05-0j 0.0102393-0j -1.26076e-05-0j -7.15263e-06-0j 5.4599e-05-0j 2.37792e-05-0j -6.59709e-06-0j -0.0132151-0j -0.00189537-0j -3.18255e-05-0j -0.000181517-0j -0.00107787-0j 1.69887e-05-0j -0.00019223-0j -5.54101e-06-0j 5.03584e-05-0j 0.0439343-0j 1.52411e-07-0j 2.84393e-05-0j 0.000242937-0j 0.00630124-0j -0.0121887-0j -0.000129682-0j 0.00358344-0j -0.00174816-0j -0.0588005-0j 0.000639076-0j 4.22969e-05-0j 0.0313882-0j -0.000994157-0j -0.00843341-0j -5.06697e-07-0j -0.000217089-0j -0.000177299-0j 0.00450183-0j -0.00479598-0j -0.0102375-0j 0.00256014-0j 1.40573e-07-0j 0.0525442-0j -0.000855322-0j -0.00146831-0j 0.000456578-0j -0.00083501-0j 0.0075361-0j 6.78149e-07-0j -3.62002e-07-0j -0.000148917-0j 0.00428569-0j 1.1807e-07-0j 0.000764316-0j -6.05994e-07-0j 
-5.11258e-05-0j -0.00103588-0j 3.62231e-06-0j 0.00716808-0j 3.71801e-06-0j 0.00735745-0j 0.000355441-0j 6.20437e-05-0j 0.000420461-0j 0.0228005-0j 0.000234971-0j 7.33931e-05-0j 0.0269712-0j 4.10152e-05-0j 0.0150727-0j -1.8177e-06-0j -0.00635379-0j 2.06028e-06-0j -1.85518e-07-0j 3.85421e-06-0j -0.00051918-0j -1.82506e-06-0j 0.00720174-0j 0.00584926-0j -3.65446e-06-0j 2.10276e-07-0j 0.0134725-0j 3.93369e-07-0j 0.000588467-0j -0.00637953-0j 0.00110086-0j -1.86269e-07-0j -0.00662987-0j -0.0127742-0j -0.000521283-0j -3.72982e-07-0j -0.0124027-0j 0.00587295-0j -0.00104381-0j 0.0117599-0j -1.44505e-06-0j 3.35584e-05-0j 1.58589e-06-0j 1.31143e-06-0j 2.77492e-05-0j 0.054912-0j 1.34608e-06-0j -3.68291e-05-0j 3.42504e-06-0j -3.36269e-06-0j 0.00178002-0j 8.66948e-07-0j -3.04554e-05-0j -3.04537e-05-0j 0.000847848-0j -3.25125e-06-0j -3.126e-05-0j -0.0602639-0j -2.51834e-05-0j 7.80917e-05-0j -3.75885e-06-0j -0.0498346-0j -2.58487e-05-0j -0.00195351-0j -2.01331e-05-0j 6.45735e-05-0j -3.10834e-06-0j -0.0511512-0j -0.000930481-0j 7.55039e-05-0j -0.00161544-0j 0.127782-0j -3.19046e-06-0j -1.6648e-05-0j 7.9702e-06-0j -0.000769452-0j 6.24336e-05-0j -0.00165811-0j -0.0329441-0j 0.00414219-0j -2.05483e-06-0j 0.123548-0j -0.00078978-0j 0.00197298-0j -0.00106791-0j 7.70608e-06-0j -0.000508661-0j 0.00400492-0j 0.00190759-0j 
-5.42271e-05-0j -0.000729932-0j -0.000743159-0j 0.0024811-0j -0.000762792-0j 0.00254664-0j -2.58681e-06-0j -0.0084565-0j -3.06001e-06-0j -0.000522452-0j -1.71006e-06-0j -0.0100034-0j -0.000618022-0j -0.00559033-0j -0.000345377-0j -1.92796e-06-0j 3.07205e-05-0j 2.18525e-06-0j -0.00364288-0j 4.08801e-06-0j 0.0347598-0j -1.93577e-06-0j -3.48202e-05-0j -6.53524e-05-0j -3.87614e-06-0j 0.00412904-0j -6.51391e-05-0j 0.00772431-0j -0.0393987-0j 3.08449e-05-0j -0.0737042-0j -0.00365764-0j 7.4074e-05-0j 6.17631e-05-0j 0.0349007-0j -0.00732398-0j 0.000138572-0j -6.56171e-05-0j 0.0698843-0j -0.00013139-0j -1.53271e-06-0j 2.36469e-05-0j 1.68209e-06-0j 1.39099e-06-0j 3.90631e-05-0j -0.000130415-0j 1.42773e-06-0j -2.59516e-05-0j 0.0446809-0j -3.56667e-06-0j 0.00788948-0j 9.19537e-07-0j -2.14604e-05-0j -4.28703e-05-0j -6.27092e-06-0j -3.44848e-06-0j -2.20274e-05-0j 0.000143126-0j -3.54512e-05-0j 5.50273e-05-0j -0.0490356-0j 0.000118357-0j -3.63878e-05-0j -0.00865841-0j -1.41868e-05-0j 9.09015e-05-0j -0.0405495-0j 0.000121484-0j 6.8821e-06-0j 5.32038e-05-0j -0.00715998-0j -0.000303482-0j -0.0416208-0j -2.34357e-05-0j 0.103974-0j 5.69109e-06-0j 8.78891e-05-0j -0.00734914-0j 7.82419e-05-0j 0.0183591-0j -0.026806-0j -0.000293425-0j 5.84144e-06-0j -1.45927e-05-0j -0.00473324-0j 0.100529-0j 3.7622e-06-0j 0.0177507-0j -1.41091e-05-0j 
-3.16259e-06-0j 8.80941e-05-0j -6.50282e-05-0j 0.00269367-0j 2.21374e-05-0j -0.000917001-0j -1.50866e-07-0j -0.000493209-0j 5.54072e-07-0j 0.00582575-0j -1.08901e-07-0j 0.00181137-0j -0.0213957-0j -0.000356017-0j 0.00420525-0j -1.12441e-07-0j 3.60205e-06-0j -1.31181e-07-0j 2.21977e-06-0j -7.52185e-08-0j 0.00622332-0j 3.40668e-07-0j 4.20239e-06-0j -0.0165631-0j -4.73457e-08-0j 2.58973e-06-0j 2.40963e-06-0j 1.48494e-06-0j 0.00726054-0j -1.09133e-05-0j 0.00416316-0j -6.72534e-06-0j -0.0193236-0j 1.51672e-06-0j -0.0188551-0j 9.34683e-07-0j -0.0110801-0j 0.0501821-0j 0.00262047-0j -0.00697427-0j -8.93893e-08-0j 2.77266e-06-0j -1.00976e-07-0j 2.44694e-07-0j 1.13322e-06-0j -4.69413e-05-0j -8.33009e-08-0j 3.13205e-06-0j -5.47369e-05-0j -6.75489e-08-0j -0.0437595-0j 1.7663e-07-0j -7.58988e-06-0j 1.2801e-06-0j -0.0049612-0j -1.90147e-08-0j 2.58381e-06-0j -5.30258e-05-0j -3.10207e-06-0j 2.09522e-06-0j -6.18318e-05-0j 0.000128497-0j 1.05603e-06-0j -0.0494316-0j -5.47866e-06-0j 8.56338e-07-0j 0.000149837-0j -4.3744e-05-0j -0.00560427-0j 5.89794e-07-0j 0.119787-0j -3.54722e-05-0j -5.10087e-05-0j -2.23919e-06-0j -4.13631e-05-0j 0.0135808-0j 2.41055e-07-0j -0.040779-0j 9.27541e-05-0j -0.0330678-0j 0.000108158-0j -9.98525e-06-0j -0.00462329-0j -0.00374904-0j 0.0864672-0j -1.16435e-05-0j 0.00980314-0j -0.00930844-0j -0.00105534-0j 
