-0.35418-0j -0.41321-0j 0.750996-0j 0.355759-0j -0.149135-0j -0.045438-0j -0.0513277-0j 0.0412366-0j -0.0423432-0j 0.108834-0j 0.0297662-0j -0.00966548-0j -0.0291464-0j -0.00420692-0j -0.0322591-0j -0.00465621-0j 0.025094-0j -0.0170021-0j 0.00362201-0j -0.0257674-0j -0.00245404-0j -0.0037192-0j 0.0292763-0j 0.0520912-0j 0.00422567-0j -0.0173563-0j 0.00751872-0j 0.0546367-0j -0.00250516-0j 0.00788613-0j 0.0105664-0j 0.00152513-0j -0.00280144-0j -0.000404353-0j -0.0218946-0j -0.00387046-0j -0.000322538-0j -0.0238939-0j -0.00422389-0j -0.000351991-0j 0.0182113-0j -0.0187-0j -0.0168956-0j 0.00321933-0j 0.000268277-0j -0.00330572-0j -0.00298674-0j 0.0205718-0j -0.000275477-0j -0.0139381-0j -0.000248895-0j -0.0121959-0j 0.0358251-0j 0.00363662-0j -0.00246394-0j 0.0169709-0j 0.000303052-0j -0.00215595-0j 0.00633304-0j 0.0427039-0j -0.000205328-0j -0.00711426-0j -0.000179662-0j 0.000527753-0j 0.00300006-0j 0.0258599-0j 0.00754905-0j 0.000250005-0j -0.00125763-0j 0.00387387-0j 0.000629088-0j 0.00457143-0j -0.000104803-0j -0.000868031-0j 0.000684809-0j 0.000380952-0j 5.70674e-05-0j -0.000153448-0j -1.27873e-05-0j 
-0.000189367-0j 0.000214639-0j -0.000126679-0j -0.000573502-0j -0.00038072-0j 0.00232263-0j -0.002549-0j -0.00635798-0j -0.00216356-0j -0.00170518-0j -0.00420306-0j 0.00522575-0j 0.00149935-0j -0.0100634-0j -0.00161224-0j 0.0108211-0j -0.00389371-0j 0.000874622-0j 0.026134-0j -0.00132499-0j -0.00587034-0j 0.00889316-0j 0.00441334-0j 0.00687946-0j -0.0296217-0j 0.000817677-0j -0.046174-0j -0.000886367-0j -0.00548814-0j 0.00594917-0j -0.00782826-0j 0.0525422-0j 0.00264054-0j -0.017723-0j -1.17062e-05-0j -0.0190354-0j -0.00236428-0j 1.24115e-05-0j 0.0201823-0j 0.00250673-0j 2.93694e-05-0j 9.99414e-06-0j -9.03344e-06-0j 0.0477573-0j 0.00593167-0j 0.0162514-0j -0.0146892-0j -3.22319e-05-0j 0.00201849-0j 7.24006e-06-0j -0.00182446-0j -5.97172e-06-0j -6.04302e-06-0j -0.0524119-0j 0.011773-0j -2.7358e-05-0j -0.00650978-0j -0.00971055-0j -0.00982648-0j 5.69478e-05-0j 0.00146226-0j -1.81616e-05-0j -0.00120609-0j -0.00122049-0j -0.0444865-0j -3.99485e-06-0j 0.0926021-0j -0.00552542-0j -0.0295324-0j 6.60791e-05-0j 0.0115016-0j -0.00649598-0j -0.00366806-0j -1.30006e-05-0j 0.10745-0j -0.000806829-0j 0.0133458-0j -0.0211401-0j -0.00262569-0j 
-6.37631e-06-0j -7.43903e-06-0j -5.79127e-05-0j 3.22325e-05-0j -2.68489e-06-0j 0.000157232-0j 0.000177613-0j -0.000718122-0j 0.000146523-0j 0.00161316-0j -0.000518368-0j 3.34461e-05-0j -5.24724e-07-0j -0.00209128-0j -5.80763e-07-0j -0.00231462-0j 2.27357e-06-0j -3.06089e-07-0j 0.00906128-0j -4.63892e-07-0j -0.00121991-0j -0.00184883-0j 2.6525e-06-0j -1.35215e-06-0j 0.0105715-0j -3.12466e-07-0j -0.00538896-0j -4.21328e-06-0j -0.00124533-0j -0.0167919-0j 9.57338e-07-0j 0.00381545-0j -5.04345e-08-0j -0.000201005-0j -3.9417e-07-0j 1.33932e-05-0j 0.015221-0j -4.30164e-07-0j 1.46162e-05-0j 0.0166109-0j 1.64998e-06-0j -3.36657e-07-0j -3.04172e-07-0j -5.60636e-05-0j -0.0637147-0j 1.1439e-05-0j 1.03352e-05-0j 1.86385e-06-0j 0.0130001-0j -2.50929e-07-0j 0.0117457-0j -2.19563e-07-0j -2.76263e-06-0j -6.33305e-05-0j 8.52613e-06-0j 1.5376e-06-0j -0.0719734-0j 7.46037e-06-0j 9.38694e-05-0j -1.10848e-06-0j 0.00968972-0j -1.28078e-07-0j 0.0084785-0j 0.10668-0j -5.2245e-05-0j -1.99417e-06-0j 3.76642e-05-0j -0.059375-0j 4.35188e-06-0j 3.50981e-07-0j 0.0428044-0j 6.77585e-05-0j 0.00494579-0j -1.56272e-08-0j -1.19257e-05-0j 0.0770057-0j -0.0135533-0j 5.30986e-07-0j 0.000603451-0j 
-0.000541161-0j 0.00185812-0j 0.00114747-0j 0.00259539-0j 0.00321376-0j -6.9426e-05-0j 0.00023081-0j 6.30066e-05-0j -0.00030891-0j -0.000489405-0j 5.29203e-05-0j 0.000276042-0j 0.00861404-0j -6.42787e-06-0j -0.0280592-0j 2.0938e-05-0j -0.00741638-0j 0.00502486-0j 5.53416e-06-0j 0.0363611-0j -3.74959e-06-0j -2.7133e-05-0j 0.0254647-0j -0.0153952-0j -1.9002e-05-0j 0.00596864-0j 1.14881e-05-0j -0.0770996-0j -4.45385e-06-0j 5.75323e-05-0j 0.0440432-0j -3.28654e-05-0j 0.0268231-0j -2.00156e-05-0j -3.34534e-05-0j 0.00114389-0j -4.92815e-07-0j 0.000107446-0j -0.00367396-0j 1.58283e-06-0j 2.78255e-05-0j -0.000136423-0j -2.58152e-05-0j -0.000951453-0j 4.09909e-07-0j 0.0046648-0j 0.000882714-0j -9.25072e-05-0j -2.00971e-06-0j 6.26769e-05-0j -3.80294e-07-0j -2.16826e-05-0j 5.47381e-05-0j 0.00316315-0j -0.00214315-0j 0.000123809-0j -1.36276e-06-0j 0.000741407-0j -0.00187169-0j -0.00019203-0j 9.23318e-07-0j 0.000153307-0j -3.19416e-07-0j 8.06369e-07-0j -0.00423347-0j 4.59755e-05-0j 0.00656621-0j 1.82388e-06-0j -0.00524212-0j -0.000110636-0j -2.82888e-06-0j -0.00157207-0j 2.25843e-06-0j -0.000274307-0j 0.00378304-0j 6.77283e-07-0j -1.62982e-06-0j 0.00937952-0j -4.04092e-06-0j 
1.05204e-05-0j 4.79195e-05-0j 7.51612e-06-0j 9.83542e-06-0j 5.15448e-06-0j -0.00025942-0j 0.000573579-0j 0.000477273-0j 0.000441622-0j 0.000409784-0j -0.000668738-0j 0.000714988-0j 8.6575e-07-0j 0.00345043-0j -1.8755e-06-0j -0.00747478-0j 7.57532e-07-0j -2.51975e-06-0j 0.00301913-0j 7.00946e-07-0j -0.0100424-0j 0.00279361-0j 3.45049e-06-0j 3.12466e-07-0j 0.0137519-0j -3.98168e-06-0j 0.00124533-0j 5.0078e-07-0j -0.0158689-0j 0.00199585-0j 3.71154e-07-0j 0.00147923-0j -3.681e-06-0j -0.0146705-0j 6.50347e-07-0j -2.20977e-05-0j -0.0251134-0j -1.38916e-06-0j 4.72013e-05-0j 0.053643-0j 5.49758e-07-0j 5.08693e-07-0j -1.00105e-06-0j -1.86798e-05-0j -0.0212291-0j -1.72845e-05-0j 3.40141e-05-0j -1.21552e-06-0j -0.0196434-0j 4.04313e-06-0j 0.0386561-0j 1.40264e-06-0j -7.15187e-07-0j 4.13012e-05-0j -0.000137378-0j -9.35877e-07-0j 0.0469376-0j -4.76593e-05-0j 2.43008e-05-0j -5.01375e-07-0j -0.156127-0j -4.90468e-07-0j -0.0541635-0j 0.0276172-0j 3.17995e-05-0j 1.00209e-06-0j 1.70359e-05-0j 0.0361393-0j 1.66653e-05-0j -1.51519e-06-0j 0.0193608-0j -3.40494e-05-0j 0.0189396-0j -2.53768e-06-0j 5.14835e-05-0j -0.0386963-0j 0.0585096-0j 8.62259e-05-0j 0.0979934-0j 
0.000230538-0j -0.00132184-0j 0.000164704-0j 0.00431212-0j 0.00314488-0j -0.00139902-0j 0.00776682-0j -0.00129036-0j -0.023888-0j 0.00554888-0j 0.0412027-0j -0.0425416-0j 1.89716e-05-0j -0.000261797-0j -0.000103195-0j 0.00142403-0j 1.66001e-05-0j 1.10668e-05-0j -0.000229072-0j 0.000307314-0j -0.000152715-0j -0.00424075-0j -9.51802e-05-0j 6.84721e-06-0j 0.00131343-0j -0.000499749-0j -9.44874e-05-0j 0.000219556-0j 0.00689624-0j -0.00302974-0j 0.000226451-0j -0.00312488-0j -0.000287461-0j 0.0039668-0j -0.00207699-0j -0.00011917-0j -3.02123e-05-0j 0.0111397-0j 0.000639152-0j 0.00016204-0j -0.00175575-0j -0.0325036-0j -0.00160277-0j -0.000100738-0j -2.55394e-05-0j -0.00186493-0j -9.19605e-05-0j 0.00974724-0j -0.000472803-0j 0.00649816-0j -2.33141e-05-0j 0.0511785-0j -0.00114507-0j 0.000559258-0j 0.000372839-0j -0.0299791-0j 0.000141785-0j 0.00293642-0j -6.56998e-05-0j 0.00402053-0j 9.45234e-05-0j -0.0218641-0j 0.00074445-0j -1.66564e-05-0j -0.00172008-0j 0.0365637-0j 0.000230682-0j -0.000436081-0j -0.00125448-0j -0.0533891-0j 5.84833e-05-0j 0.00209788-0j -0.00031804-0j 0.0826029-0j -0.00306325-0j 0.000531861-0j -0.000776606-0j 0.00473943-0j 0.00120156-0j 
0.000141175-0j -0.000809455-0j 0.00010086-0j 0.00264062-0j 0.00192584-0j 1.81115e-05-0j -0.000100548-0j 1.67048e-05-0j 0.000309251-0j -7.18351e-05-0j -0.000533405-0j 0.000550738-0j -0.00224718-0j 1.67687e-06-0j 0.0122235-0j -9.12126e-06-0j -0.00196629-0j -0.00131086-0j 1.46726e-06-0j -0.0364013-0j 9.78173e-07-0j 2.7163e-05-0j 0.0112741-0j -0.000811052-0j -8.41282e-06-0j 0.0591952-0j 6.05214e-07-0j -0.0260064-0j -4.4172e-05-0j 1.94062e-05-0j -0.0268231-0j 2.00156e-05-0j 0.0340498-0j -2.54082e-05-0j 8.72713e-06-0j -0.000298412-0j 1.28563e-07-0j -4.6807e-05-0j 0.0016005-0j -6.89532e-07-0j 7.37731e-06-0j 0.000136574-0j 6.73453e-06-0j -0.000252257-0j 1.08678e-07-0j -0.00466996-0j -0.000230278-0j -4.09561e-05-0j 2.01193e-06-0j -2.73041e-05-0j 9.9209e-08-0j -0.000215042-0j 4.81138e-06-0j 0.00140043-0j 0.000933623-0j 0.000125967-0j -6.0334e-07-0j 0.00735306-0j -0.000164518-0j -1.68935e-05-0j -4.02227e-07-0j 9.1869e-05-0j -3.16787e-06-0j 7.08784e-08-0j -0.00430725-0j -0.000153634-0j 0.00057765-0j 1.85566e-06-0j -0.00314133-0j 0.000224331-0j -2.48865e-07-0j 0.00525328-0j 1.35336e-06-0j -0.000347082-0j -0.00767067-0j -2.26324e-06-0j 3.30471e-06-0j 0.011868-0j -5.113e-06-0j 
0.000110464-0j -0.000379287-0j -0.000234226-0j -0.000529783-0j -0.000656006-0j -0.00135487-0j 0.00450432-0j 0.00122959-0j -0.00602847-0j -0.00955089-0j 0.00103276-0j 0.00538704-0j -0.000874622-0j 0.00587034-0j 0.00284897-0j -0.0191219-0j 0.000753018-0j -0.000510196-0j -0.00505415-0j -0.00369191-0j 0.00342437-0j 0.0247796-0j -0.00258554-0j 0.00156315-0j 0.0173538-0j -0.000606022-0j -0.0104916-0j 0.00782826-0j 0.00406754-0j -0.0525422-0j -0.0044719-0j 0.0300148-0j -0.00272347-0j 0.0182795-0j 6.82864e-06-0j 0.011104-0j 0.00137916-0j -2.19323e-05-0j -0.0356639-0j -0.00442962-0j -5.67986e-06-0j 2.78473e-05-0j 5.26951e-06-0j -0.00923596-0j -0.00114715-0j 0.0452822-0j 0.00856869-0j 1.8883e-05-0j 0.00562425-0j -1.27939e-05-0j 0.00106427-0j 4.42595e-06-0j -1.11734e-05-0j 0.0307054-0j -0.020804-0j -2.52724e-05-0j 0.00381374-0j 0.00719699-0j -0.0181689-0j 3.91981e-05-0j -0.00258394-0j -3.12937e-05-0j 0.000893898-0j -0.00225666-0j -0.0410952-0j -9.38471e-06-0j 0.0637395-0j -0.00510421-0j -0.0508864-0j 2.25835e-05-0j 0.00791673-0j -0.0152604-0j -0.00632031-0j 5.59926e-05-0j 0.0367227-0j -0.00189541-0j 0.00456112-0j 0.0910489-0j 0.0113087-0j 
1.11585e-05-0j -1.26477e-05-0j 7.46463e-06-0j 3.37939e-05-0j 2.24341e-05-0j -0.000275156-0j 0.000301974-0j 0.000753214-0j 0.000256311-0j 0.000202009-0j 0.000497926-0j -0.000619082-0j 9.18267e-07-0j 0.00365973-0j -9.87403e-07-0j -0.00393527-0j -2.38467e-06-0j 5.35656e-07-0j -0.00950407-0j -8.11481e-07-0j 0.00213484-0j -0.00323414-0j 2.70292e-06-0j 4.21328e-06-0j 0.0107724-0j 5.0078e-07-0j 0.0167919-0j -5.42849e-07-0j 0.00199585-0j -0.00216351-0j -4.79436e-06-0j -0.0191078-0j 1.61718e-06-0j 0.00644524-0j 6.89797e-07-0j -2.34381e-05-0j -0.0266368-0j -7.31357e-07-0j 2.48502e-05-0j 0.0282416-0j -1.73061e-06-0j -5.8891e-07-0j 5.32301e-07-0j 5.88032e-05-0j 0.0668282-0j 2.00102e-05-0j -1.80867e-05-0j 1.89928e-06-0j 0.022741-0j -4.26625e-07-0j -0.020555-0j 3.51887e-07-0j 3.56088e-07-0j -6.45343e-05-0j 1.4496e-05-0j 1.61208e-06-0j -0.0733415-0j -1.19565e-05-0j -1.20993e-05-0j -3.35568e-06-0j 0.0164743-0j 1.07018e-06-0j -0.0135883-0j -0.0137505-0j -5.47758e-05-0j 2.35399e-07-0j 0.00011402-0j -0.0622512-0j -3.6363e-05-0j -3.89375e-06-0j 0.129581-0j -7.99844e-06-0j -0.0413256-0j 7.66065e-07-0j 0.000132303-0j -0.00909001-0j 0.150358-0j -2.60296e-05-0j -0.0295819-0j 
-6.50915e-06-0j 2.23497e-05-0j 1.38019e-05-0j 3.12177e-05-0j 3.86555e-05-0j 0.000160508-0j -0.000533616-0j -0.000145667-0j 0.000714177-0j 0.00113147-0j -0.000122348-0j -0.000638189-0j -5.35656e-07-0j -0.00213484-0j 1.74483e-06-0j 0.00695399-0j 4.6118e-07-0j -3.12466e-07-0j 0.00183802-0j -2.26108e-06-0j -0.00124533-0j -0.0090115-0j -1.5835e-06-0j 9.57338e-07-0j -0.006311-0j -3.71154e-07-0j 0.00381545-0j 4.79436e-06-0j -0.00147923-0j 0.0191078-0j -2.73879e-06-0j -0.0109154-0j -1.66797e-06-0j -0.00664765-0j -4.02382e-07-0j 1.36722e-05-0j 0.0155381-0j 1.29238e-06-0j -4.39127e-05-0j -0.0499056-0j 3.34689e-07-0j -1.64092e-06-0j -3.10509e-07-0j -1.13722e-05-0j -0.0129241-0j 5.57556e-05-0j 1.05506e-05-0j -1.11269e-06-0j 0.0633647-0j 7.53886e-07-0j 0.0119904-0j -2.60802e-07-0j 6.58397e-07-0j 3.78072e-05-0j -2.56157e-05-0j 1.48919e-06-0j 0.0429669-0j 8.86159e-06-0j -2.23712e-05-0j -2.30977e-06-0j -0.0291116-0j 1.844e-06-0j 0.010071-0j -0.0254243-0j -5.06002e-05-0j 5.53e-07-0j 7.84819e-05-0j -0.0575057-0j -6.2656e-05-0j -1.33074e-06-0j 0.0891926-0j -1.879e-05-0j -0.0712068-0j -3.2994e-06-0j 4.52164e-05-0j -0.0213543-0j 0.0513872-0j 0.000112108-0j 0.127407-0j 
-2.88173e-05-0j 0.000165229-0j -2.0588e-05-0j -0.000539015-0j -0.00039311-0j 0.000353451-0j -0.00196223-0j 0.000325999-0j 0.00603513-0j -0.00140188-0j -0.0104096-0j 0.0107478-0j 0.000228167-0j -0.00153142-0j -0.0012411-0j 0.00833012-0j 0.000199646-0j 0.000133097-0j -0.00133999-0j 0.00369599-0j -0.00089333-0j -0.024807-0j -0.00114471-0j 8.23497e-05-0j 0.00768312-0j -0.00601035-0j -0.00055272-0j 0.00264054-0j 0.0403407-0j -0.017723-0j 0.00272347-0j -0.0182795-0j -0.00345723-0j 0.0232044-0j -1.78142e-06-0j -0.00289674-0j -0.000359788-0j 9.55443e-06-0j 0.0155363-0j 0.00192968-0j -1.50589e-06-0j -2.78781e-05-0j -1.37468e-06-0j -0.00244871-0j -0.00030414-0j -0.0453322-0j -0.00223535-0j 8.36013e-06-0j -0.00563046-0j 5.57342e-06-0j -0.000277641-0j 4.38953e-05-0j -9.82119e-07-0j 0.0135943-0j 0.00906287-0j -2.57128e-05-0j 0.00168847-0j 0.0713777-0j -0.00159701-0j 3.44838e-06-0j 0.00112565-0j -1.87527e-05-0j 0.00886542-0j -0.000198356-0j -0.0418113-0j 3.13603e-05-0j 0.00560737-0j -0.00519315-0j -0.0304935-0j -4.57913e-05-0j 0.000696459-0j 0.0509947-0j -0.00378743-0j 7.08478e-05-0j -0.0744608-0j 0.00633376-0j -0.00924836-0j 0.115205-0j 0.0143089-0j 
1.69807e-06-0j -9.73623e-06-0j 1.21316e-06-0j 3.17617e-05-0j 2.31642e-05-0j -4.18724e-05-0j 0.00023246-0j -3.86203e-05-0j -0.000714966-0j 0.000166078-0j 0.00123319-0j -0.00127327-0j 1.39739e-07-0j 0.000556927-0j -7.60105e-07-0j -0.00302938-0j 1.22272e-07-0j 8.15144e-08-0j 0.000487311-0j 2.26358e-06-0j 0.000324874-0j 0.00902146-0j -7.01068e-07-0j 5.04345e-08-0j -0.00279409-0j -3.681e-06-0j 0.000201005-0j 1.61718e-06-0j -0.0146705-0j 0.00644524-0j 1.66797e-06-0j 0.00664765-0j -2.11735e-06-0j -0.00843867-0j 1.04971e-07-0j -3.56674e-06-0j -0.0040535-0j -5.63e-07-0j 1.91298e-05-0j 0.0217405-0j 8.87353e-08-0j 1.64273e-06-0j 8.10038e-08-0j -3.01507e-06-0j -0.00342655-0j -5.58172e-05-0j -2.75237e-06-0j -4.92625e-07-0j -0.0634347-0j -3.28417e-07-0j -0.00312799-0j -2.58656e-06-0j 5.78719e-08-0j 1.67386e-05-0j 1.1159e-05-0j 1.51514e-06-0j 0.0190229-0j 8.78867e-05-0j -1.96639e-06-0j -2.03198e-07-0j 0.0126819-0j 1.10501e-06-0j 0.0998808-0j -0.00223475-0j -5.14819e-05-0j -1.84792e-06-0j 6.9043e-06-0j -0.0585078-0j -3.75464e-05-0j 2.69828e-06-0j 0.00784655-0j 6.27893e-05-0j -0.0426705-0j -4.17475e-06-0j -9.16829e-05-0j 0.0713583-0j -0.104195-0j 0.000141851-0j 0.16121-0j 
