0.000674558-0j -0.00506801-0j 0.00559876-0j -1.25001e-05-0j 2.08288e-09-0j 0.0234298-0j 0.00200726-0j -1.35447e-06-0j 8.98058e-11-0j 0.000155159-0j -5.17082e-08-0j -6.43589e-10-0j -0.0601849-0j 0.000232739-0j -5.48448e-08-0j 1.45601e-05-0j -1.67209e-09-0j 4.16885e-07-0j -0.0167137-0j 1.59498e-05-0j -1.2952e-09-0j 6.08899e-07-0j 1.3923e-08-0j -0.00204277-0j 6.8077e-07-0j 1.46761e-08-0j -0.000144906-0j 1.66411e-08-0j -6.33762e-06-0j 0.00175331-0j 0.0065206-0j -1.18311e-06-0j 7.84443e-11-0j -9.41681e-05-0j 0.000191668-0j -1.78301e-05-0j -6.3875e-08-0j -9.73702e-10-0j -5.67748e-05-0j 8.99302e-06-0j -1.03277e-09-0j 3.43064e-09-0j -0.0542948-0j 4.49318e-08-0j 0.000209962-0j 0.00116888-0j -4.94774e-08-0j -2.30763e-12-0j 1.31351e-05-0j -1.50845e-09-0j -1.11545e-06-0j 5.31866e-07-0j 8.88153e-09-0j 9.05796e-11-0j -0.015389-0j -0.00190384-0j 1.46855e-05-0j -1.19254e-09-0j -2.45855e-08-0j 5.60636e-07-0j 1.28194e-08-0j -0.00417367-0j -0.00190753-0j 0.0204657-0j 6.35701e-07-0j 1.37045e-08-0j 0.000638668-0j -0.000136715-0j 1.57005e-08-0j 
-2.21755e-09-0j 5.89106e-08-0j -6.88954e-07-0j 2.84341e-06-0j 1.08932e-07-0j -6.90154e-07-0j 8.08938e-06-0j -1.73381e-05-0j 1.18033e-08-0j -3.52943e-05-0j -2.70426e-06-0j -8.45876e-08-0j 7.40604e-06-0j -5.29414e-05-0j -2.8683e-06-0j 0.000186379-0j -2.19765e-07-0j 2.18025e-05-0j -6.73576e-05-0j 0.000204168-0j -1.70229e-07-0j 3.18445e-05-0j 1.82991e-06-0j -0.160621-0j -0.0123069-0j -0.000666754-0j -0.0018549-0j 2.18716e-06-0j -0.000331448-0j 1.20215e-07-0j -1.36513e-08-0j -2.57659e-07-0j 1.75407e-10-0j -6.45659e-09-0j -7.41759e-07-0j 6.90029e-08-0j -5.68339e-08-0j -2.17726e-09-0j 1.97982e-12-0j 1.95851e-06-0j -2.30934e-09-0j 3.05247e-09-0j 1.13669e-07-0j 9.78531e-09-0j -8.12556e-07-0j 8.01434e-08-0j -4.40233e-08-0j -5.16001e-12-0j 2.86059e-06-0j -3.373e-09-0j -2.42924e-07-0j 4.73237e-07-0j 1.98597e-08-0j 2.02542e-10-0j 0.000364726-0j 9.541e-10-0j -0.00110552-0j 9.21752e-07-0j -2.18754e-08-0j -0.000172431-0j -9.90854e-06-0j 8.25392e-10-0j 7.38218e-06-0j -1.02563e-08-0j 5.65626e-07-0j 3.06442e-08-0j -6.27449e-11-0j -2.9774e-05-0j 3.51073e-08-0j 
1.29133e-09-0j -3.43051e-08-0j 4.01195e-07-0j -1.65579e-06-0j -6.34336e-08-0j 4.01894e-07-0j -4.71065e-06-0j 1.00964e-05-0j -6.87334e-09-0j 2.05527e-05-0j 1.57476e-06-0j 4.92575e-08-0j -4.31272e-06-0j 3.08291e-05-0j 1.67028e-06-0j -0.000108533-0j 1.27975e-07-0j -1.26961e-05-0j 3.9224e-05-0j -0.000118892-0j 9.91288e-08-0j -1.85439e-05-0j -1.0656e-06-0j 0.0935337-0j 0.00716659-0j 0.000388268-0j 0.00108015-0j -1.27364e-06-0j 0.000193011-0j 8.01938e-06-0j -9.10656e-07-0j -1.71881e-05-0j 1.17011e-08-0j -4.3071e-07-0j -4.94817e-05-0j 4.60308e-06-0j -3.79131e-06-0j -1.45242e-07-0j 1.32071e-10-0j 0.00013065-0j -1.54053e-07-0j 2.03626e-07-0j 7.58273e-06-0j 6.52764e-07-0j -5.42045e-05-0j 5.34625e-06-0j -2.93673e-06-0j -3.44217e-10-0j 0.000190826-0j -2.25008e-07-0j -1.62051e-05-0j 3.15689e-05-0j 1.32481e-06-0j 1.35113e-08-0j 0.0243303-0j 6.36467e-08-0j -0.0737479-0j 6.14888e-05-0j -1.45927e-06-0j -0.0115026-0j -0.000660984-0j 5.50608e-08-0j 0.000492455-0j -6.84181e-07-0j 3.77321e-05-0j 2.04423e-06-0j -4.18562e-09-0j -0.00198618-0j 2.34196e-06-0j 
5.70176e-14-0j 2.9789e-10-0j -1.47385e-08-0j 3.07251e-07-0j -2.69871e-06-0j 4.26996e-11-0j 1.44001e-07-0j -3.80828e-06-0j 2.51055e-05-0j 1.10332e-08-0j 1.66402e-05-0j 5.20494e-07-0j -6.88511e-10-0j -1.89587e-06-0j 3.54532e-05-0j -1.77904e-07-0j -0.000154911-0j 1.17111e-06-0j 1.0467e-08-0j 2.23251e-05-0j -0.000241035-0j 1.71052e-06-0j -1.126e-05-0j 5.0211e-05-0j 0.0757279-0j 0.00410274-0j 1.77055e-06-0j 0.00154172-0j -1.78036e-05-0j 1.25783e-07-0j -8.5453e-09-0j -3.32649e-06-0j 2.19293e-05-0j -2.03849e-08-0j 1.36292e-08-0j 2.91752e-07-0j 2.05556e-05-0j 7.87468e-07-0j -2.39251e-15-0j -1.09883e-07-0j -9.56809e-05-0j -3.33131e-06-0j -6.21129e-10-0j 2.53214e-07-0j -1.71033e-06-0j -7.32008e-10-0j 3.19835e-05-0j -1.07642e-06-0j -1.60494e-07-0j -0.000139751-0j -1.56131e-06-0j 1.49411e-06-0j -7.18281e-06-0j 1.68568e-05-0j -3.33131e-06-0j 7.98405e-10-0j -0.00710537-0j 0.0767138-0j -6.90655e-08-0j -0.000544403-0j 0.0035837-0j -2.14151e-12-0j -1.35642e-07-0j 3.72976e-11-0j -0.000204574-0j -1.10833e-05-0j -1.39752e-11-0j 1.67047e-06-0j 0.00145457-0j 
-7.04337e-14-0j -3.67984e-10-0j 1.82064e-08-0j -3.79546e-07-0j 3.33371e-06-0j -5.27468e-11-0j -1.77885e-07-0j 4.70436e-06-0j -3.10128e-05-0j -1.36292e-08-0j -2.05556e-05-0j -6.42965e-07-0j 8.50517e-10-0j 2.34196e-06-0j -4.37952e-05-0j 2.19765e-07-0j 0.000191362-0j -1.44667e-06-0j -1.29298e-08-0j -2.75782e-05-0j 0.00029775-0j -2.113e-06-0j 1.39095e-05-0j -6.20255e-05-0j -0.0935465-0j -0.00506811-0j -2.18716e-06-0j -0.00190448-0j 2.19928e-05-0j -2.64352e-09-0j 1.79592e-10-0j 6.99108e-08-0j -4.60876e-07-0j 4.28418e-10-0j -2.86438e-10-0j -6.13158e-09-0j -4.32004e-07-0j -1.65497e-08-0j 5.02821e-17-0j 2.30934e-09-0j 2.01087e-06-0j 7.00121e-08-0j 1.30539e-11-0j -5.32165e-09-0j 3.59449e-08-0j 1.53842e-11-0j -6.72179e-07-0j 2.26225e-08-0j 3.373e-09-0j 2.93706e-06-0j 3.28131e-08-0j -3.14009e-08-0j 1.50957e-07-0j -3.54269e-07-0j 7.00121e-08-0j -1.67796e-11-0j 0.000149329-0j -0.00161225-0j 1.45151e-09-0j 1.14414e-05-0j -7.53165e-05-0j 4.5007e-14-0j 2.85071e-09-0j -7.83862e-13-0j 4.29942e-06-0j 2.32932e-07-0j 2.93708e-13-0j -3.51073e-08-0j -3.05699e-05-0j 
4.10153e-14-0j 2.14286e-10-0j -1.06021e-08-0j 2.21019e-07-0j -1.94131e-06-0j 3.07158e-11-0j 1.03587e-07-0j -2.73947e-06-0j 1.80595e-05-0j 7.93665e-09-0j 1.197e-05-0j 3.74414e-07-0j -4.95277e-10-0j -1.36378e-06-0j 2.55031e-05-0j -1.27975e-07-0j -0.000111435-0j 8.42433e-07-0j 7.52937e-09-0j 1.60595e-05-0j -0.000173387-0j 1.23045e-06-0j -8.09982e-06-0j 3.6119e-05-0j 0.0544745-0j 0.00295129-0j 1.27364e-06-0j 0.00110903-0j -1.28069e-05-0j -1.76345e-07-0j 1.19803e-08-0j 4.66365e-06-0j -3.07444e-05-0j 2.85791e-08-0j -1.91079e-08-0j -4.09029e-07-0j -2.88184e-05-0j -1.10401e-06-0j 3.35425e-15-0j 1.54053e-07-0j 0.000134142-0j 4.67041e-06-0j 8.70808e-10-0j -3.54999e-07-0j 2.39783e-06-0j 1.02626e-09-0j -4.48401e-05-0j 1.50911e-06-0j 2.25008e-07-0j 0.000195927-0j 2.18891e-06-0j -2.09471e-06-0j 1.00701e-05-0j -2.36328e-05-0j 4.67041e-06-0j -1.11934e-09-0j 0.00996155-0j -0.107551-0j 9.68281e-08-0j 0.000763239-0j -0.00502425-0j 3.00235e-12-0j 1.90167e-07-0j -5.22903e-11-0j 0.000286808-0j 1.55385e-05-0j 1.95929e-11-0j -2.34196e-06-0j -0.00203928-0j 
-3.6216e-13-0j -2.95451e-09-0j -5.92257e-06-0j 0.000148899-0j -0.000647742-0j 3.11297e-08-0j 0.000140384-0j 0.104941-0j 0.0121666-0j 8.04361e-06-0j 0.00802858-0j -3.30603e-06-0j 2.42583e-09-0j 8.03198e-06-0j 0.00280974-0j -4.2983e-05-0j 0.000656294-0j -8.13768e-07-0j -2.9477e-08-0j -6.28717e-05-0j 0.000336444-0j 0.000204833-0j -1.37804e-07-0j 3.06362e-07-0j 0.000305789-0j 2.50329e-05-0j -2.48227e-06-0j 3.7901e-05-0j 1.23712e-05-0j -7.11552e-07-0j -1.04224e-05-0j -0.000531905-0j -6.16674e-05-0j -1.3191e-05-0j 4.95376e-06-0j -0.0120944-0j 0.0049445-0j -3.33131e-06-0j 1.68884e-14-0j 1.54053e-07-0j -2.35218e-06-0j 0.0916627-0j 2.18842e-09-0j 0.000122623-0j 7.24592e-06-0j -7.12582e-07-0j 0.00253476-0j 6.07333e-06-0j -3.87764e-05-0j 0.000592065-0j -0.00151987-0j -1.03821e-06-0j -8.7906e-08-0j 0.00813326-0j -2.71406e-08-0j 3.85224e-07-0j -5.78883e-05-0j 0.000309776-0j -2.49075e-05-0j 0.000188597-0j -1.26881e-07-0j -1.82221e-09-0j 2.8608e-07-0j -1.57784e-10-0j 0.000285545-0j 2.33756e-05-0j 1.58458e-10-0j -2.34196e-06-0j 3.57587e-05-0j 
4.47375e-13-0j 3.64971e-09-0j 7.31614e-06-0j -0.000183935-0j 0.000800154-0j -3.84545e-08-0j -0.000173417-0j -0.129634-0j -0.0150293-0j -9.93626e-06-0j -0.00991769-0j 4.08393e-06-0j -2.99662e-09-0j -9.92189e-06-0j -0.00347086-0j 5.30968e-05-0j -0.000810718-0j 1.00525e-06-0j 3.64129e-08-0j 7.76653e-05-0j -0.000415609-0j -0.000253029-0j 1.70229e-07-0j -3.78448e-07-0j -0.000377741-0j -3.0923e-05-0j 3.06634e-06-0j -4.68191e-05-0j -1.52821e-05-0j 1.49543e-08-0j 2.19041e-07-0j 1.11787e-05-0j 1.29603e-06-0j 2.77227e-07-0j -1.0411e-07-0j 0.000254181-0j -0.000103916-0j 7.00121e-08-0j -3.54933e-16-0j -3.23763e-09-0j 4.94344e-08-0j -0.00192642-0j -4.59928e-11-0j -2.57709e-06-0j -1.52283e-07-0j 1.49759e-08-0j -5.32716e-05-0j -1.2764e-07-0j 8.14941e-07-0j -1.24431e-05-0j 3.19423e-05-0j 2.18195e-08-0j 1.84747e-09-0j -0.000170932-0j 5.70397e-10-0j -8.09602e-09-0j 1.2166e-06-0j -6.51039e-06-0j 5.23467e-07-0j -3.96363e-06-0j 2.66659e-09-0j 3.82963e-11-0j -6.01237e-09-0j 3.31605e-12-0j -6.00114e-06-0j -4.91272e-07-0j -3.33021e-12-0j 4.92196e-08-0j -7.51519e-07-0j 
-3.87452e-11-0j 1.37362e-09-0j -2.41425e-08-0j 2.00561e-07-0j -4.34977e-07-0j -1.93252e-08-0j 3.7873e-07-0j -2.48227e-06-0j -9.50939e-08-0j -2.48949e-06-0j 1.07984e-05-0j 6.81486e-07-0j 2.59524e-07-0j -3.73424e-06-0j 1.14535e-05-0j 2.66836e-05-0j 1.77055e-06-0j -8.70598e-05-0j -3.15356e-06-0j 2.92304e-05-0j 1.37146e-06-0j -0.000127159-0j -1.47428e-05-0j 3.27757e-05-0j -0.000142168-0j -1.55403e-05-0j 0.10714-0j 0.0071091-0j 0.00132351-0j 3.30816e-07-0j -2.81176e-08-0j -2.16823e-06-0j -8.30634e-08-0j -1.77677e-08-0j -3.07527e-06-0j 2.8608e-07-0j 1.33393e-05-0j 1.03104e-06-0j 1.80678e-12-0j 1.64811e-05-0j 1.09358e-06-0j -7.16435e-07-0j 2.34125e-07-0j 8.23446e-08-0j -3.36879e-06-0j 2.20544e-07-0j 1.03326e-05-0j 2.44351e-09-0j 2.40722e-05-0j 1.59728e-06-0j -2.04423e-06-0j -0.000111072-0j -9.40451e-06-0j -9.59133e-08-0j -2.9036e-06-0j 1.57031e-09-0j 2.69135e-05-0j 1.26276e-06-0j 5.1343e-06-0j -0.00011708-0j -1.35742e-05-0j 1.13122e-09-0j -0.0123478-0j -1.68803e-08-0j 0.0535598-0j 0.00585457-0j -7.36704e-11-0j -0.000250551-0j -1.6625e-05-0j 
4.78619e-11-0j -1.69683e-09-0j 2.98232e-08-0j -2.47752e-07-0j 5.37326e-07-0j 2.38724e-08-0j -4.67844e-07-0j 3.06634e-06-0j 1.17469e-07-0j 3.07527e-06-0j -1.33393e-05-0j -8.41838e-07-0j -3.20589e-07-0j 4.6129e-06-0j -1.41485e-05-0j -3.29622e-05-0j -2.18716e-06-0j 0.000107545-0j 3.89558e-06-0j -3.61083e-05-0j -1.69417e-06-0j 0.000157079-0j 1.82117e-05-0j -4.04878e-05-0j 0.00017562-0j 1.91969e-05-0j -0.132349-0j -0.00878186-0j -0.00163493-0j -6.95256e-09-0j 5.9093e-10-0j 4.55685e-08-0j 1.74569e-09-0j 3.73413e-10-0j 6.46311e-08-0j -6.01237e-09-0j -2.80344e-07-0j -2.16687e-08-0j -3.7972e-14-0j -3.46374e-07-0j -2.29831e-08-0j 1.50569e-08-0j -4.92048e-09-0j -1.73059e-09-0j 7.07998e-08-0j -4.63504e-09-0j -2.17154e-07-0j -5.13538e-11-0j -5.05911e-07-0j -3.3569e-08-0j 4.29624e-08-0j 2.33433e-06-0j 1.97649e-07-0j 2.01575e-09-0j 6.10232e-08-0j -3.30022e-11-0j -5.65626e-07-0j -2.65386e-08-0j -1.07905e-07-0j 2.4606e-06-0j 2.85282e-07-0j -2.37741e-11-0j 0.000259506-0j 3.54763e-10-0j -0.00112563-0j -0.000123042-0j 1.54829e-12-0j 5.26569e-06-0j 3.49397e-07-0j 
-2.78712e-11-0j 9.88105e-10-0j -1.73668e-08-0j 1.44272e-07-0j -3.12899e-07-0j -1.39015e-08-0j 2.72437e-07-0j -1.78561e-06-0j -6.84054e-08-0j -1.79081e-06-0j 7.76781e-06-0j 4.90224e-07-0j 1.86687e-07-0j -2.68621e-06-0j 8.239e-06-0j 1.91947e-05-0j 1.27364e-06-0j -6.26261e-05-0j -2.2685e-06-0j 2.10268e-05-0j 9.86556e-07-0j -9.14712e-05-0j -1.06052e-05-0j 2.3577e-05-0j -0.000102268-0j -1.11788e-05-0j 0.0770704-0j 0.0051139-0j 0.000952063-0j -4.63796e-07-0j 3.94201e-08-0j 3.03981e-06-0j 1.16453e-07-0j 2.49098e-08-0j 4.31145e-06-0j -4.01077e-07-0j -1.87014e-05-0j -1.44549e-06-0j -2.53306e-12-0j -2.31061e-05-0j -1.53317e-06-0j 1.00442e-06-0j -3.28238e-07-0j -1.15445e-07-0j 4.72295e-06-0j -3.09197e-07-0j -1.4486e-05-0j -3.42574e-09-0j -3.37486e-05-0j -2.23934e-06-0j 2.86596e-06-0j 0.00015572-0j 1.31849e-05-0j 1.34468e-07-0j 4.07077e-06-0j -2.20153e-09-0j -3.77321e-05-0j -1.77035e-06-0j -7.19816e-06-0j 0.000164143-0j 1.90307e-05-0j -1.58594e-09-0j 0.0173113-0j 2.36658e-08-0j -0.0750895-0j -0.00820796-0j 1.03284e-10-0j 0.000351267-0j 2.33078e-05-0j 
5.30805e-13-0j -2.42084e-11-0j 5.96268e-10-0j -8.27487e-09-0j 5.44719e-08-0j 3.97512e-10-0j -1.17024e-08-0j 1.5407e-07-0j -6.76141e-07-0j 1.02713e-07-0j -1.35228e-06-0j 4.84553e-06-0j -6.40969e-09-0j 1.5407e-07-0j -1.43431e-06-0j -1.6562e-06-0j 1.25891e-05-0j 1.09024e-05-0j 9.74423e-08-0j -1.81428e-06-0j 9.75144e-06-0j 1.5924e-05-0j -0.000104825-0j -1.35228e-06-0j 1.78036e-05-0j -0.000110495-0j 1.64829e-05-0j -0.00012529-0j 0.0764442-0j -1.02219e-08-0j 6.94444e-10-0j 1.34578e-07-0j -5.90601e-07-0j 5.49006e-10-0j 1.26881e-07-0j -1.18033e-08-0j -1.67047e-06-0j 7.33093e-06-0j -2.22731e-14-0j -1.02295e-06-0j 7.77562e-06-0j 8.97187e-08-0j -5.7824e-09-0j -5.11097e-09-0j 1.38992e-07-0j -6.81462e-09-0j -1.29394e-06-0j 1.7374e-08-0j -1.49411e-06-0j 1.1357e-05-0j 1.26881e-07-0j 1.39095e-05-0j -6.68683e-05-0j -6.81967e-07-0j 8.97187e-08-0j -3.23007e-11-0j -1.67047e-06-0j 8.97851e-06-0j -6.42965e-07-0j 1.46619e-05-0j -9.65161e-05-0j -1.99364e-11-0j -1.26276e-06-0j 3.47222e-10-0j 1.6625e-05-0j -0.00010318-0j 1.13571e-12-0j -0.00717258-0j 0.05452-0j 
-6.55702e-13-0j 2.99046e-11-0j -7.36569e-10-0j 1.02219e-08-0j -6.7289e-08-0j -4.91046e-10-0j 1.4456e-08-0j -1.90322e-07-0j 8.35236e-07-0j -1.26881e-07-0j 1.67047e-06-0j -5.98568e-06-0j 7.91788e-09-0j -1.90322e-07-0j 1.7718e-06-0j 2.0459e-06-0j -1.55512e-05-0j -1.34678e-05-0j -1.2037e-07-0j 2.24117e-06-0j -1.20459e-05-0j -1.96709e-05-0j 0.00012949-0j 1.67047e-06-0j -2.19928e-05-0j 0.000136494-0j -2.03614e-05-0j 0.00015477-0j -0.0944314-0j 2.14828e-10-0j -1.45947e-11-0j -2.82835e-09-0j 1.24123e-08-0j -1.15381e-11-0j -2.66659e-09-0j 2.48063e-10-0j 3.51073e-08-0j -1.5407e-07-0j 4.68101e-16-0j 2.14988e-08-0j -1.63416e-07-0j -1.88557e-09-0j 1.21525e-10-0j 1.07414e-10-0j -2.92111e-09-0j 1.43219e-10-0j 2.7194e-08-0j -3.65138e-10-0j 3.14009e-08-0j -2.38684e-07-0j -2.66659e-09-0j -2.92327e-07-0j 1.40533e-06-0j 1.43325e-08-0j -1.88557e-09-0j 6.78845e-13-0j 3.51073e-08-0j -1.88696e-07-0j 1.35128e-08-0j -3.0814e-07-0j 2.02842e-06-0j 4.18992e-13-0j 2.65386e-08-0j -7.29736e-12-0j -3.49397e-07-0j 2.16848e-06-0j -2.38685e-14-0j 0.000150742-0j -0.00114581-0j 
3.81832e-13-0j -1.74142e-11-0j 4.28923e-10-0j -5.95249e-09-0j 3.91841e-08-0j 2.85948e-10-0j -8.41809e-09-0j 1.10829e-07-0j -4.86379e-07-0j 7.38862e-08-0j -9.72757e-07-0j 3.48561e-06-0j -4.61078e-09-0j 1.10829e-07-0j -1.03177e-06-0j -1.19138e-06-0j 9.05588e-06-0j 7.84262e-06-0j 7.00946e-08-0j -1.30509e-06-0j 7.01465e-06-0j 1.14549e-05-0j -7.54053e-05-0j -9.72757e-07-0j 1.28069e-05-0j -7.94841e-05-0j 1.18569e-05-0j -9.01265e-05-0j 0.0549898-0j 1.43309e-08-0j -9.73593e-10-0j -1.88675e-07-0j 8.28008e-07-0j -7.69693e-10-0j -1.77885e-07-0j 1.65479e-08-0j 2.34196e-06-0j -1.02778e-05-0j 3.12263e-14-0j 1.43415e-06-0j -1.09012e-05-0j -1.25783e-07-0j 8.10678e-09-0j 7.16545e-09-0j -1.94863e-07-0j 9.55393e-09-0j 1.81407e-06-0j -2.43578e-08-0j 2.09471e-06-0j -1.59223e-05-0j -1.77885e-07-0j -1.95007e-05-0j 9.37477e-05-0j 9.56101e-07-0j -1.25783e-07-0j 4.52848e-11-0j 2.34196e-06-0j -1.25877e-05-0j 9.01421e-07-0j -2.05556e-05-0j 0.000135313-0j 2.79504e-11-0j 1.77035e-06-0j -4.86797e-10-0j -2.33078e-05-0j 0.000144656-0j -1.59224e-12-0j 0.0100558-0j -0.0764357-0j 
