-0.0510762-0j -0.00737222-0j -0.0420036-0j -0.00742525-0j -0.000618771-0j -0.0256411-0j -0.0259069-0j -0.00427352-0j -0.00261699-0j -0.00431781-0j -0.00053419-0j -0.00264411-0j -0.000539726-0j -3.14775e-05-0j -3.18037e-05-0j -0.0186669-0j -0.0230991-0j -0.0134745-0j -0.00301236-0j -0.00245958-0j -0.0037276-0j -0.00035501-0j -0.00217444-0j -0.000307448-0j -0.00304358-0j -0.000439302-0j -0.00177542-0j -3.6233e-05-0j -0.000380447-0j -0.00025626-0j -1.6538e-06-0j -0.000221927-0j -4.48361e-05-0j -2.61544e-05-0j -2.04648e-06-0j -1.19378e-06-0j 0.0436616-0j -0.0171631-0j -0.0105102-0j 0.00690351-0j -0.0150177-0j -0.00619448-0j 0.0054577-0j -0.00271372-0j 0.00363847-0j 0.000787751-0j -0.00166181-0j -0.0023745-0j 0.000909617-0j -0.00214538-0j -0.000979433-0j -0.00143026-0j 0.000321598-0j -0.00131377-0j 7.58014e-05-0j -0.000309659-0j -0.000875849-0j 8.03995e-05-0j -0.000189627-0j -0.00187721-0j -0.00125147-0j -0.000357564-0j -0.000270952-0j -0.00077431-0j 6.69996e-06-0j -0.000218962-0j -0.000126418-0j -0.000516206-0j -2.9797e-05-0j -0.000111762-0j 2.49693e-07-0j -7.74148e-05-0j -0.000312868-0j -3.16045e-05-0j -1.82469e-05-0j -0.000110616-0j -1.93537e-05-0j -0.000129052-0j -2.63371e-06-0j -2.60724e-05-0j -2.76539e-05-0j -1.61281e-06-0j -4.56266e-05-0j -1.07543e-05-0j -9.81524e-08-0j -2.30449e-06-0j -6.01058e-08-0j -1.14067e-05-0j -8.58834e-08-0j -9.50555e-07-0j -3.54251e-08-0j 
-3.69879e-05-0j -0.0727309-0j 2.93637e-05-0j -0.00074464-0j -0.271884-0j 1.804e-05-0j 1.87497e-05-0j -0.000431315-0j 1.8412e-06-0j -0.000448284-0j 0.00512005-0j 1.91364e-06-0j 0.0053215-0j -0.0575014-0j -0.0597637-0j 2.65846e-05-0j -1.56884e-05-0j -8.76103e-06-0j -0.000615424-0j 3.50283e-06-0j 0.00036318-0j 0.00688777-0j 0.000202815-0j -6.28115e-05-0j -2.06712e-06-0j -0.00406467-0j -1.15437e-06-0j -0.0324333-0j 3.70669e-05-0j -0.00226988-0j -0.0154505-0j 2.06997e-05-0j 0.0191399-0j 0.0106885-0j 0.00911782-0j 0.00509177-0j -1.06534e-05-0j -2.35959e-05-0j 2.24002e-05-0j 0.00024164-0j -1.05594e-05-0j -2.12019e-05-0j -1.33168e-06-0j 0.000535201-0j -8.87785e-07-0j -0.00261853-0j -0.000508079-0j 0.000239508-0j 3.18389e-05-0j -2.94949e-06-0j 0.0004809-0j -1.96633e-06-0j -7.84698e-08-0j 2.80002e-06-0j 0.0116251-0j -0.00579971-0j 1.86668e-06-0j -0.000267253-0j 0.0055058-0j -1.31993e-06-0j -8.79952e-07-0j 7.05189e-05-0j -0.00259543-0j -2.65024e-06-0j 0.00424465-0j -6.69453e-05-0j -1.738e-07-0j -1.76683e-06-0j 0.025748-0j -0.00521128-0j 0.000803534-0j 1.64993e-07-0j 3.1558e-05-0j -0.00059193-0j -0.0244432-0j -7.77775e-08-0j 0.000561934-0j 6.33642e-05-0j 0.00940133-0j 0.0115225-0j -0.000264895-0j -0.00892491-0j -1.56167e-07-0j 0.0231356-0j 0.00177972-0j 0.0042072-0j -0.00168953-0j -0.000531874-0j 0.000796444-0j 0.00844749-0j 0.00159915-0j 
0.0175035-0j 0.0025184-0j 0.000441246-0j 0.351624-0j -0.00093247-0j -9.19097e-05-0j -0.000438903-0j 0.000722273-0j 0.00180303-0j 0.00344912-0j -0.0174463-0j 0.00861012-0j -0.0833125-0j 2.16187e-05-0j 0.000103237-0j 0.000131587-0j 0.000242656-0j -5.78247e-05-0j -0.00100124-0j -0.00165761-0j -0.00184636-0j -0.000238497-0j 0.000439986-0j 0.0196417-0j -0.00305675-0j -0.000439806-0j 0.000728422-0j 0.00350297-0j 0.0362207-0j 0.000104805-0j -2.79507e-06-0j -0.00863137-0j 0.00645972-0j -0.00153935-0j -5.15431e-06-0j 1.22827e-06-0j -5.27317e-05-0j -0.000354574-0j -3.76734e-05-0j 0.000393127-0j -0.000254423-0j 0.000308917-0j 0.000630178-0j 0.00264343-0j -4.39431e-06-0j 9.067e-05-0j 0.000280864-0j 0.00189678-0j -0.00495226-0j 0.00423738-0j -0.00230305-0j -2.95478e-05-0j 0.000112178-0j 0.000450221-0j 1.31329e-05-0j 0.000609675-0j -3.13945e-06-0j -0.00177871-0j 6.47778e-05-0j 0.00304052-0j -2.12019e-05-0j -0.0332995-0j 0.00043747-0j -0.00369176-0j -0.000148228-0j -0.00353806-0j 0.000754294-0j 2.57431e-05-0j 8.83068e-05-0j -0.00053117-0j 8.68219e-08-0j 8.01435e-05-0j -0.0238939-0j -0.0119602-0j 9.38257e-06-0j 0.00054124-0j -0.00127077-0j 0.0290117-0j -0.000996701-0j 6.33642e-05-0j -0.00858201-0j -0.000105899-0j -0.000657167-0j -7.6936e-05-0j 5.838e-07-0j -0.000715179-0j 6.20286e-08-0j 0.0104202-0j 4.18903e-07-0j 0.000868361-0j -5.08627e-07-0j 
-0.000573133-0j -8.27247e-05-0j -0.266276-0j 0.000326061-0j 2.71718e-05-0j 0.000279532-0j -0.00304839-0j -0.00672571-0j 2.85296e-05-0j 0.0733462-0j 5.82359e-06-0j -0.000311125-0j -6.35082e-05-0j 3.43158e-07-0j -3.74226e-06-0j -0.000209464-0j -0.000985464-0j 0.00192571-0j -3.38021e-05-0j 0.00398434-0j -0.000159029-0j 0.000575089-0j 0.000310761-0j -3.44991e-06-0j 0.0187451-0j 0.00270562-0j -0.0366301-0j -4.06576e-07-0j -1.62308e-05-0j -0.0052871-0j -1.85576e-08-0j 3.17169e-05-0j -1.91282e-06-0j 3.73787e-06-0j -8.73077e-08-0j 1.7061e-07-0j -0.000165076-0j 0.000753673-0j 0.000347094-0j -2.61009e-05-0j 0.00171679-0j 0.00129417-0j -2.06346e-05-0j 0.000119166-0j 0.00398559-0j -2.97834e-06-0j 5.48804e-05-0j 0.000271448-0j 0.00049648-0j 9.42091e-05-0j 0.000204626-0j -0.0181966-0j -1.2159e-06-0j 4.33868e-05-0j 4.13733e-05-0j 1.35979e-05-0j -0.00838022-0j -3.03976e-07-0j 6.26234e-06-0j 0.000214598-0j -0.04145-0j -0.00226673-0j 3.09746e-05-0j 0.000161771-0j -2.53313e-08-0j -0.00104391-0j 5.55132e-06-0j -0.0312463-0j -0.000188894-0j 2.33497e-05-0j -9.44042e-10-0j 2.55659e-06-0j -0.00516337-0j 1.38783e-06-0j -8.69926e-05-0j 1.26453e-05-0j 6.39147e-07-0j -0.00389231-0j 1.15653e-07-0j -0.000430281-0j 3.16133e-06-0j 5.32623e-08-0j 9.53246e-06-0j -0.000324359-0j 4.31012e-09-0j 2.63444e-07-0j 1.98497e-09-0j 2.38311e-06-0j 9.81799e-09-0j 1.98593e-07-0j 7.40112e-09-0j 
-1.8494e-05-0j -0.0363655-0j -2.63507e-07-0j 6.68231e-06-0j 0.00243986-0j 4.56285e-05-0j 9.05545e-06-0j -0.00109093-0j 4.65694e-06-0j -0.000216505-0j 0.0129502-0j 9.24218e-07-0j 0.00257009-0j -0.145438-0j -0.0288637-0j -6.75901e-06-0j 7.12178e-07-0j 9.50424e-06-0j 0.000156469-0j -8.90578e-07-0j -1.64867e-05-0j -0.00175118-0j -0.00022002-0j 1.59695e-05-0j 9.38377e-08-0j 0.000184517-0j 1.25229e-06-0j 0.00824603-0j -1.68266e-06-0j 0.00246244-0j 0.00392823-0j -2.24557e-05-0j -0.000868861-0j -0.0115952-0j -0.000413906-0j -0.00552371-0j -5.32671e-06-0j -1.07671e-07-0j -4.75411e-05-0j 0.00012082-0j -2.5798e-05-0j 6.57335e-06-0j -6.65839e-07-0j 2.44219e-06-0j -4.43892e-07-0j -0.00130927-0j 0.00107832-0j 0.000585148-0j 1.59194e-05-0j -1.34589e-08-0j -0.000149096-0j -8.97261e-09-0j -3.92349e-08-0j -5.94263e-06-0j 0.00581253-0j -2.64649e-05-0j -3.96175e-06-0j -0.000133627-0j -0.0116853-0j -3.22475e-06-0j -2.14983e-06-0j 3.21787e-07-0j -0.00634096-0j 8.21668e-07-0j 0.00212232-0j 0.000142082-0j -7.93075e-10-0j 5.47779e-07-0j 0.000117492-0j 0.00161568-0j 0.000401767-0j -3.50173e-07-0j 7.71e-05-0j -2.70106e-06-0j 0.0518771-0j -1.9002e-07-0j -0.00119262-0j -1.96451e-05-0j 4.28996e-05-0j 0.0281509-0j -0.000647172-0j 0.0189418-0j 4.84173e-08-0j -0.00717287-0j 8.12111e-06-0j 0.0102787-0j 0.00358578-0j 0.0001649-0j 0.00194581-0j -0.00261902-0j -0.000495794-0j 
0.0214373-0j 0.0030844-0j 0.000359211-0j 0.286251-0j -0.000759108-0j 0.000331289-0j -0.000102114-0j -0.00260344-0j -0.00649902-0j 0.000802465-0j 0.0628853-0j 0.00200321-0j -0.0193833-0j -7.79245e-05-0j 2.40189e-05-0j -8.19487e-05-0j -0.000581378-0j -0.000227393-0j 0.000623545-0j 0.00103231-0j 0.00442369-0j 0.000148529-0j 0.00173022-0j -0.0122323-0j 0.00732367-0j 0.00105373-0j 0.00286448-0j -0.00218155-0j -0.0867811-0j 0.000412142-0j 1.74069e-06-0j -0.0339424-0j -0.0154768-0j -0.00605341-0j 1.23492e-05-0j 4.8301e-06-0j -6.45829e-05-0j 0.000146777-0j -4.0961e-05-0j 0.000481481-0j 0.00017421-0j -3.25575e-05-0j 0.000771807-0j -0.00109426-0j -5.38191e-06-0j 0.000111048-0j 0.000305374-0j -0.00129878-0j -0.00606525-0j -0.00175408-0j 0.000242724-0j 1.22314e-05-0j 0.000137389-0j 0.00048951-0j 1.60844e-05-0j -0.000252377-0j -3.41342e-06-0j -0.00217846-0j 7.04308e-05-0j -0.00208193-0j 1.45175e-05-0j 0.0137844-0j -0.000299548-0j 0.000389083-0j -0.000181542-0j -0.00384682-0j -0.000312243-0j -2.71313e-06-0j -3.65549e-05-0j 5.59813e-05-0j 1.06335e-07-0j 8.71374e-05-0j 0.0163608-0j 0.00495098-0j 1.02014e-05-0j -0.000370602-0j -0.00138167-0j -0.00305761-0j 0.000412588-0j -4.33872e-05-0j 0.00587634-0j -0.000115141-0j 6.92604e-05-0j 8.10847e-06-0j -2.41666e-07-0j 0.000489703-0j 6.74416e-08-0j -0.00109821-0j -2.86835e-07-0j -9.15187e-05-0j 5.36054e-08-0j 
1.52567e-05-0j 0.03-0j -3.67705e-05-0j 0.00093247-0j 0.340465-0j 7.65914e-06-0j 3.65752e-05-0j -0.000183121-0j 7.81708e-07-0j -0.000874472-0j 0.0021738-0j 3.73294e-06-0j 0.0103807-0j -0.0244131-0j -0.116582-0j -1.09656e-05-0j -2.02213e-05-0j 4.81872e-06-0j 0.00025385-0j -1.44484e-06-0j 0.000468116-0j -0.00284106-0j -0.000111552-0j 2.59084e-05-0j -2.66439e-06-0j -0.00523911-0j 6.34923e-07-0j 0.0133781-0j 4.77769e-05-0j 0.00124848-0j 0.00637302-0j -1.13852e-05-0j 0.0246701-0j -0.00587887-0j 0.0117523-0j -0.00280056-0j 4.39431e-06-0j 2.95478e-05-0j 3.13945e-06-0j -9.96714e-05-0j 2.12019e-05-0j -2.57431e-05-0j 5.49289e-07-0j -0.000670201-0j 3.66193e-07-0j 0.00108009-0j -7.12087e-05-0j -0.0004809-0j -1.31329e-05-0j 3.69348e-06-0j 0.000583903-0j 2.46232e-06-0j 3.23672e-08-0j 3.92431e-07-0j -0.0047951-0j 0.00726264-0j 2.61621e-07-0j 0.000110236-0j 0.000771654-0j 2.65024e-06-0j 1.76683e-06-0j -8.83068e-05-0j 0.00521128-0j -3.21789e-06-0j -0.00175083-0j -9.38257e-06-0j 2.1764e-07-0j -2.14526e-06-0j -0.0322427-0j -0.00632747-0j -0.000331441-0j 2.31242e-08-0j -6.33642e-05-0j 0.00074124-0j -0.00342578-0j 1.56167e-07-0j 7.87566e-05-0j 7.6936e-05-0j -0.0117728-0j -0.0231356-0j 0.000531874-0j -0.00125085-0j -1.89616e-07-0j 0.028091-0j -0.00222864-0j -0.00844749-0j -0.000236793-0j -0.000645795-0j -0.00159915-0j 0.0102568-0j 0.00194167-0j 
0.000126364-0j 1.82391e-05-0j 0.0881924-0j -0.000107994-0j -8.99948e-06-0j 6.34369e-05-0j 0.00178181-0j -0.00152633-0j 6.47451e-06-0j -0.0428714-0j 1.3216e-06-0j 0.000181855-0j 3.7121e-05-0j 7.78762e-08-0j 2.18738e-06-0j 4.61825e-05-0j -0.000335956-0j -0.00324153-0j 7.45267e-06-0j -0.000878463-0j -5.42147e-05-0j -0.000126795-0j -0.000523099-0j 7.60634e-07-0j 0.00639042-0j 0.000922378-0j 0.0616589-0j 8.96416e-08-0j -5.53327e-06-0j 0.0088997-0j 4.09156e-09-0j -5.33886e-05-0j -6.52102e-07-0j -6.2919e-06-0j -2.97642e-08-0j -2.87185e-07-0j 3.63959e-05-0j -0.000249622-0j 2.60025e-05-0j 5.7547e-06-0j 0.00103288-0j 0.00311132-0j 4.54949e-06-0j -3.94687e-05-0j -0.000878741-0j 6.56663e-07-0j 4.11136e-06-0j 0.000163312-0j -0.000109463-0j -3.12027e-05-0j 0.000491943-0j 0.00602685-0j 2.68081e-07-0j 3.25031e-06-0j -9.12196e-06-0j -4.50372e-06-0j -0.000627803-0j 6.70203e-08-0j 4.69142e-07-0j 0.00012911-0j -0.0249378-0j 0.000750756-0j 1.86354e-05-0j 0.000388915-0j 5.58503e-09-0j -7.82045e-05-0j -1.83864e-06-0j -0.0751195-0j 6.2563e-05-0j 5.6135e-05-0j 2.08142e-10-0j 1.91527e-07-0j -0.00310646-0j -4.59659e-07-0j -6.51704e-06-0j 7.60787e-06-0j 4.78816e-08-0j -0.00935753-0j -3.83049e-08-0j -0.000258872-0j 1.90197e-06-0j 3.99014e-09-0j 2.2917e-05-0j -0.000779794-0j -1.42754e-09-0j 1.58497e-07-0j 1.48704e-10-0j 5.72926e-06-0j 5.90685e-09-0j 4.77438e-07-0j 1.77931e-08-0j 
-0.00968639-0j -0.00139368-0j -0.000326061-0j -0.259834-0j 0.000689053-0j -4.94148e-05-0j 0.000538885-0j 0.000388326-0j 0.000969388-0j -0.00423483-0j -0.00937991-0j -0.0105715-0j 0.102291-0j 1.16232e-05-0j -0.000126755-0j 3.70284e-05-0j 0.000174207-0j -0.000340421-0j -0.000281747-0j -0.000466449-0j -0.00132554-0j -6.71127e-05-0j 0.00259025-0j 0.00552714-0j -0.0021945-0j -0.000315745-0j 0.00428831-0j 0.00098573-0j 0.0260035-0j 0.000617003-0j -7.86528e-07-0j -0.050814-0j 0.00463756-0j -0.00906233-0j -3.70037e-06-0j 7.23097e-06-0j 2.91817e-05-0j -0.000133232-0j -6.13582e-05-0j -0.000217556-0j -0.000303488-0j -0.000228779-0j -0.000348739-0j 0.000993274-0j 2.43181e-06-0j -5.01767e-05-0j 0.000457439-0j 0.00226257-0j 0.00274057-0j 0.0015922-0j 0.0017056-0j -1.11026e-05-0j -6.20789e-05-0j 0.000733269-0j -7.26771e-06-0j 0.000229087-0j -5.11318e-06-0j 0.000984334-0j 0.000105503-0j 0.00362687-0j -2.52907e-05-0j -0.0125123-0j 0.000521835-0j 0.00273405-0j 8.20292e-05-0j -0.0057624-0j 0.000283427-0j -1.90649e-05-0j 3.31814e-05-0j 0.000393376-0j -4.80471e-08-0j 0.000130529-0j -0.0285018-0j -0.00449408-0j 1.52813e-05-0j 0.000645618-0j -0.00206969-0j -0.0214856-0j -0.000374512-0j 7.55838e-05-0j -0.010237-0j -0.000172477-0j 0.000486687-0j 5.69775e-05-0j 2.19364e-07-0j -0.0008531-0j 1.01025e-07-0j -0.007717-0j 4.99688e-07-0j -0.000643094-0j 3.76681e-07-0j 
1.86856e-05-0j 0.0367423-0j -2.99343e-05-0j 0.000759108-0j 0.277167-0j -2.76074e-05-0j 8.50952e-06-0j 0.000660061-0j -2.81767e-06-0j -0.000203453-0j -0.00783546-0j 8.68499e-07-0j 0.00241515-0j 0.0879971-0j -0.0271236-0j 6.82906e-06-0j 4.84482e-05-0j 1.89494e-05-0j -0.00015809-0j 8.99807e-07-0j -0.00112156-0j 0.00176933-0j -0.000438672-0j -1.6135e-05-0j 6.38361e-06-0j 0.0125524-0j 2.4968e-06-0j -0.00833148-0j -0.000114469-0j 0.00490957-0j -0.00396894-0j -4.47717e-05-0j -0.059107-0j -0.0231183-0j -0.0281573-0j -0.0110131-0j 5.38191e-06-0j -1.22314e-05-0j 3.41342e-06-0j -0.000122072-0j -1.45175e-05-0j 2.71313e-06-0j 6.72739e-07-0j 0.000277432-0j 4.48492e-07-0j 0.00132284-0j -7.74229e-05-0j 0.000329286-0j -1.60844e-05-0j -1.52893e-06-0j -6.15389e-05-0j -1.01929e-06-0j 3.96415e-08-0j 4.26677e-07-0j -0.00587277-0j -0.0030064-0j 2.84452e-07-0j 0.000135011-0j 0.000838994-0j -1.81469e-06-0j -1.20979e-06-0j 3.65549e-05-0j -0.00356831-0j 3.39141e-07-0j -0.00214432-0j -1.02014e-05-0j -9.0093e-08-0j 2.26094e-07-0j 0.013347-0j 0.000666867-0j -0.00040593-0j 2.51422e-08-0j 4.33872e-05-0j -0.000306839-0j -0.00372474-0j -1.06932e-07-0j 8.56295e-05-0j -8.10847e-06-0j 0.00487338-0j 0.0158416-0j -0.000364189-0j -0.00136001-0j 1.99841e-08-0j -0.00296058-0j 0.000922555-0j 0.00578423-0j -0.000257457-0j 6.80619e-05-0j 0.00109498-0j -0.00108099-0j -0.000204637-0j 
0.00213565-0j 0.000307277-0j 0.000107994-0j 0.0860589-0j -0.000228219-0j -1.12142e-05-0j -0.000314982-0j 8.81266e-05-0j 0.000219993-0j 0.00247529-0j -0.00212867-0j 0.00617913-0j -0.05979-0j 2.63776e-06-0j 7.4089e-05-0j -8.16399e-06-0j 5.93893e-05-0j 0.000573026-0j 6.21195e-05-0j 0.000102842-0j -0.000451891-0j 1.4797e-05-0j -0.00436014-0j -0.00121862-0j -0.000748131-0j -0.000107641-0j -0.00721845-0j -0.000217333-0j 0.00886491-0j -0.00103859-0j 1.73413e-07-0j 0.0855344-0j 0.001581-0j 0.0152545-0j -1.2615e-06-0j -1.21718e-05-0j -6.43395e-06-0j 4.41273e-05-0j -4.59664e-06-0j 4.79666e-05-0j -0.000182589-0j -0.000550009-0j 7.68898e-05-0j -0.000328979-0j -5.36163e-07-0j 1.10629e-05-0j 3.4269e-05-0j 0.00136124-0j -0.000604239-0j -0.000527349-0j 0.00410044-0j 3.67728e-06-0j 1.36871e-05-0j 5.49327e-05-0j 1.60238e-06-0j -7.58751e-05-0j -3.83053e-07-0j -0.000217025-0j 7.90373e-06-0j 0.00218205-0j -1.52157e-05-0j 0.00414418-0j 0.000313954-0j 0.00657295-0j -1.80857e-05-0j -0.000431689-0j -9.38731e-05-0j -4.58341e-05-0j -1.09899e-05-0j 0.000945717-0j 1.05934e-08-0j 9.77854e-06-0j -0.0171477-0j 0.00148847-0j 1.1448e-06-0j 0.000388426-0j -0.00015505-0j -0.0516536-0j 0.000124041-0j 4.54739e-05-0j -0.00615895-0j -1.29211e-05-0j 0.00117005-0j 0.00013698-0j -7.26549e-08-0j -0.000513254-0j 7.56829e-09-0j -0.0185525-0j 3.0063e-07-0j -0.00154607-0j 9.0558e-07-0j 
-8.44305e-06-0j -0.0166019-0j 2.71718e-05-0j -0.000689053-0j -0.251588-0j 4.1179e-06-0j -4.49071e-05-0j -9.84542e-05-0j 4.20281e-07-0j 0.00107368-0j 0.00116873-0j -4.58331e-06-0j -0.0127454-0j -0.0131256-0j 0.143139-0j -3.0857e-06-0j -1.45173e-05-0j 2.83684e-05-0j 7.14328e-05-0j -4.06576e-07-0j 0.000336069-0j -0.000799468-0j -0.000656719-0j 7.29058e-06-0j -1.91282e-06-0j -0.00376125-0j 3.73787e-06-0j 0.00376456-0j 3.42999e-05-0j 0.00734993-0j 0.00179336-0j -6.70261e-05-0j 0.0177111-0j -0.0346096-0j 0.00843719-0j -0.0164873-0j -2.43181e-06-0j 1.11026e-05-0j 5.11318e-06-0j 5.5158e-05-0j 2.52907e-05-0j 1.90649e-05-0j -3.03976e-07-0j -0.000251829-0j -2.0265e-07-0j -0.000597721-0j -0.000115977-0j -0.000573641-0j 7.26771e-06-0j 1.38783e-06-0j -0.000432429-0j 9.25221e-07-0j -1.79119e-08-0j 6.39147e-07-0j 0.0026536-0j 0.00272895-0j 4.26098e-07-0j -6.10046e-05-0j 0.00125678-0j 3.16133e-06-0j 2.10756e-06-0j -3.31814e-05-0j 0.00621627-0j 2.38311e-06-0j 0.000968906-0j -1.52813e-05-0j 8.17787e-08-0j 1.58874e-06-0j -0.0121153-0j 0.00468602-0j 0.000183419-0j 3.76621e-08-0j -7.55838e-05-0j 0.000278523-0j -0.00557953-0j 1.86283e-07-0j 0.00012827-0j -5.69775e-05-0j -0.00442364-0j -0.0275973-0j 0.000634445-0j -0.00203725-0j 1.40426e-07-0j -0.0208037-0j -0.000837417-0j -0.0100766-0j -0.000385661-0j 0.000478265-0j -0.00190755-0j -0.00759605-0j -0.00143797-0j 
1.86152e-06-0j 0.00366038-0j -8.99948e-06-0j 0.000228219-0j 0.0833279-0j 9.34514e-07-0j 2.62485e-05-0j -2.23432e-05-0j 9.53785e-08-0j -0.000627572-0j 0.000265231-0j 2.67898e-06-0j 0.00744979-0j -0.00297871-0j -0.0836658-0j 6.80332e-07-0j -4.94911e-06-0j -4.77522e-05-0j -1.57494e-05-0j 8.96416e-08-0j 0.00011457-0j 0.000176266-0j 0.00110545-0j -1.60742e-06-0j -6.52102e-07-0j -0.00128226-0j -6.2919e-06-0j -0.000830008-0j 1.16933e-05-0j -0.012372-0j -0.000395398-0j 0.000112824-0j 0.00603793-0j 0.0582579-0j 0.00287634-0j 0.0277528-0j 5.36163e-07-0j -3.67728e-06-0j 3.83053e-07-0j -1.21612e-05-0j 1.52157e-05-0j 4.58341e-05-0j 6.70203e-08-0j 8.34077e-05-0j 4.46802e-08-0j 0.000131785-0j -8.68838e-06-0j -0.000345122-0j -1.60238e-06-0j -4.59659e-07-0j -0.0010396-0j -3.0644e-07-0j 3.94921e-09-0j 4.78816e-08-0j -0.000585064-0j -0.000903848-0j 3.19211e-08-0j 1.34503e-05-0j 9.41518e-05-0j 1.90197e-06-0j 1.26798e-06-0j 1.09899e-05-0j 0.00373992-0j 5.72926e-06-0j -0.000213624-0j -1.1448e-06-0j -2.70857e-08-0j 3.81951e-06-0j 0.00401266-0j 0.0112657-0j -4.04401e-05-0j 2.82145e-09-0j -4.54739e-05-0j -9.22486e-05-0j -0.00041799-0j 1.12075e-07-0j 9.60932e-06-0j -0.00013698-0j 0.00146514-0j -0.0166035-0j 0.000381704-0j -0.00015262-0j 3.376e-07-0j -0.0500144-0j 0.000277358-0j -0.00606242-0j -2.88918e-05-0j 0.0011498-0j -0.00114765-0j -0.0182617-0j -0.00345703-0j 
