-0.0720061-0j -0.0103932-0j -0.0590299-0j -0.0104351-0j -0.000869593-0j 0.0353457-0j -0.0362942-0j 0.00589094-0j 0.00360745-0j -0.00604903-0j 0.000736368-0j -0.00370426-0j -0.000756128-0j 4.33909e-05-0j -4.45553e-05-0j -0.0260693-0j 0.0317417-0j -0.0188178-0j -0.00420692-0j -0.00343494-0j 0.00512229-0j -0.00049579-0j -0.00303672-0j -0.000429367-0j 0.00418233-0j -5.06014e-05-0j 0.000603668-0j -0.00247947-0j 0.000522792-0j -2.30963e-06-0j -0.00035788-0j -0.000309933-0j 6.16116e-05-0j 2.81217e-06-0j -3.6526e-05-0j -1.66718e-06-0j -0.0204805-0j -0.0238939-0j 0.0434266-0j -0.00323826-0j 0.0205718-0j -0.00862378-0j -0.00256007-0j -0.00377796-0j -0.00170671-0j -0.000369514-0j 0.00686634-0j 0.00325269-0j -0.00298674-0j -0.000426678-0j -0.00136354-0j -0.00199116-0j -0.000150853-0j 0.00542832-0j -0.000431099-0j -3.55565e-05-0j 0.00361888-0j 0.00078351-0j 0.00257148-0j -3.77133e-05-0j 0.00171432-0j -0.000497791-0j 0.000371161-0j -0.00107797-0j -3.14278e-06-0j 0.00090472-0j -0.000175996-0j -0.000718648-0j -4.14825e-05-0j -0.000155592-0j -1.17124e-07-0j 0.000319867-0j 7.53933e-05-0j -4.39989e-05-0j 0.00042858-0j 7.99667e-05-0j 0.000151526-0j -3.66657e-06-0j -0.000179662-0j 3.5715e-05-0j 3.78815e-05-0j 6.66389e-06-0j -6.35201e-05-0j -1.36645e-07-0j -1.49718e-05-0j 3.15679e-06-0j 2.48349e-07-0j -1.588e-05-0j 1.17647e-07-0j -1.32334e-06-0j -4.93178e-08-0j 
-1.29633e-06-0j -0.00516649-0j -1.06272e-06-0j 3.61094e-05-0j 0.0410373-0j 3.2024e-06-0j -6.53405e-07-0j -0.000102589-0j 3.26843e-07-0j 2.09319e-05-0j 0.00184219-0j -6.66879e-08-0j -0.000375874-0j 0.47173-0j -0.09625-0j -4.69327e-07-0j 2.87587e-06-0j -3.38778e-07-0j 1.45575e-05-0j -6.18393e-08-0j -8.9203e-05-0j -0.000246459-0j 1.05082e-05-0j 1.48577e-06-0j 3.78929e-07-0j 0.00238795-0j 0.00151021-0j -4.4638e-08-0j -9.10425e-06-0j -0.0260482-0j -0.000177904-0j 1.07248e-06-0j -0.0146325-0j 0.159614-0j 0.00172371-0j -0.0188026-0j -3.68712e-07-0j -4.30164e-07-0j -3.34881e-06-0j 1.12056e-05-0j 1.86385e-06-0j -1.55254e-07-0j -4.6089e-08-0j 1.30732e-05-0j -3.0726e-08-0j -0.000183687-0j 0.000101774-0j -5.66446e-05-0j -5.37705e-08-0j 1.47646e-06-0j 4.71835e-06-0j -3.5847e-08-0j -2.71582e-09-0j -4.18602e-07-0j -0.000214301-0j 0.00167796-0j -2.79068e-07-0j -0.00166833-0j 2.32982e-07-0j -1.87474e-05-0j 1.55321e-07-0j 1.72254e-06-0j 0.000928544-0j -1.94068e-08-0j -0.00678915-0j 1.34099e-05-0j -3.16846e-09-0j -1.29379e-08-0j 0.00195762-0j -7.73454e-05-0j -0.00401897-0j -2.46663e-08-0j 0.01524-0j -2.1872e-05-0j -7.46358e-06-0j -0.000170273-0j 1.37286e-08-0j -0.00792067-0j 6.21697e-07-0j -0.00848215-0j 9.47691e-05-0j -0.0616622-0j -1.14356e-09-0j -0.0046888-0j 0.000706542-0j 0.0343194-0j -0.0365021-0j -7.89403e-06-0j 0.0203161-0j -0.00285872-0j -0.00169228-0j 
0.021281-0j -1.588e-05-0j 0.000265445-0j -0.00907652-0j 3.91038e-06-0j 5.40056e-05-0j -0.00026478-0j 9.00094e-06-0j 0.102044-0j -4.41299e-05-0j -0.000217629-0j -0.500302-0j 0.001067-0j 6.62982e-08-0j -3.25048e-07-0j -3.9832e-05-0j -0.000142736-0j -3.34556e-05-0j -6.42787e-06-0j 0.00101517-0j -2.30339e-05-0j -7.57532e-07-0j -5.39888e-06-0j -0.0121455-0j 0.00363781-0j 1.49549e-05-0j -2.71457e-06-0j 0.000852663-0j -0.0435225-0j -3.52894e-09-0j -6.36264e-07-0j -0.0102012-0j 5.35901e-05-0j -1.26457e-08-0j 1.25609e-05-0j -2.96402e-09-0j -3.12928e-05-0j 0.000107446-0j 6.63526e-05-0j -4.94782e-06-0j 0.000150079-0j 0.000185837-0j 0.000756612-0j 1.69887e-05-0j -2.60773e-06-0j -5.6459e-07-0j 1.04913e-05-0j 2.37296e-05-0j -0.00259788-0j 0.000126102-0j 2.93833e-05-0j 8.95384e-06-0j -0.0129355-0j -0.00160431-0j 1.93856e-06-0j -5.43277e-08-0j 5.52939e-06-0j 1.19715e-06-0j -0.00362869-0j -0.00106679-0j 1.25066e-05-0j -0.000432981-0j 2.70776e-06-0j -0.00449325-0j 9.28829e-07-0j -0.000267384-0j 0.0444151-0j 1.54864e-05-0j 1.86538e-07-0j 3.3529e-06-0j -1.78958e-10-0j 0.0274282-0j 1.15196e-07-0j 0.00366292-0j -0.000604782-0j 0.00226201-0j 0.0620384-0j -3.1892e-06-0j -0.000748875-0j 2.60554e-07-0j 0.00511632-0j -1.96947e-06-0j 0.0768194-0j 6.14464e-10-0j 3.22633e-07-0j -4.45464e-06-0j 3.79459e-10-0j 0.00633531-0j 8.58276e-10-0j -5.51598e-06-0j 1.06277e-09-0j 
2.13883e-06-0j 0.00852428-0j -3.43192e-06-0j 0.000116611-0j 0.132525-0j 1.06701e-06-0j 9.87305e-07-0j -3.41816e-05-0j 1.08901e-07-0j -3.16283e-05-0j 0.0006138-0j 1.00766e-07-0j 0.000567951-0j 0.157176-0j 0.145435-0j -1.54459e-06-0j -1.8755e-06-0j 2.16423e-06-0j 4.79099e-05-0j -2.03518e-07-0j 5.8174e-05-0j -0.000811117-0j -6.71296e-05-0j 4.88978e-06-0j -2.47119e-07-0j 0.00785893-0j -0.000984889-0j 2.85162e-07-0j 5.93735e-06-0j -0.0857266-0j 0.00113651-0j -6.85138e-06-0j 0.0095426-0j -0.104092-0j -0.0110116-0j 0.120117-0j 6.08344e-07-0j 2.77095e-06-0j 4.34622e-07-0j -1.84882e-05-0j 5.68736e-07-0j 2.98059e-07-0j 7.6043e-08-0j -8.42124e-05-0j 5.06953e-08-0j 0.000303068-0j -1.32086e-05-0j -1.72845e-05-0j 3.46369e-07-0j -2.43604e-06-0j -9.05834e-06-0j 2.30913e-07-0j 4.48087e-09-0j 5.43277e-08-0j 0.00138045-0j -0.00276849-0j 3.62185e-08-0j 0.000216522-0j 7.1092e-08-0j 3.09317e-05-0j 4.73946e-08-0j -1.1096e-05-0j 0.000283335-0j 3.72574e-08-0j 0.0112015-0j -1.74039e-06-0j 2.041e-08-0j 2.48383e-08-0j -0.0126102-0j 0.000148489-0j 0.00663096-0j 3.20129e-09-0j -0.00197791-0j 0.000140891-0j -2.27743e-06-0j 2.20987e-05-0j 4.18913e-09-0j 0.051022-0j -1.19354e-06-0j -0.00258824-0j 2.89178e-05-0j 0.00800275-0j 2.19541e-09-0j 0.0302035-0j -0.00135643-0j 0.0104722-0j 0.00473739-0j 1.5155e-05-0j 0.00619923-0j 0.00548821-0j 0.00324885-0j 
4.68693e-05-0j -0.000646768-0j 0.0275206-0j 0.00157902-0j 0.00040032-0j 2.33818e-05-0j 0.000432861-0j 0.0268652-0j 2.3864e-06-0j 0.497349-0j -4.65713e-05-0j 4.41787e-05-0j -0.000862161-0j -5.51718e-06-0j -0.000102138-0j 1.69687e-05-0j -0.000103195-0j -0.000541833-0j -0.000129529-0j -0.000325849-0j 0.000787732-0j 0.00449652-0j 0.00413603-0j -1.322e-05-0j 0.00198165-0j -4.73986e-06-0j -0.0273456-0j 0.0104048-0j 8.03976e-05-0j -3.61575e-07-0j -0.14358-0j 0.000422132-0j 2.88255e-05-0j 2.19892e-06-0j 0.00015135-0j 1.15456e-05-0j 1.33309e-05-0j -7.64354e-05-0j 9.52407e-06-0j -9.97045e-05-0j 0.000249349-0j 0.000181854-0j 1.66636e-06-0j 0.000571675-0j -0.000324919-0j -2.29948e-05-0j -7.12323e-05-0j -0.00186493-0j -9.55443e-06-0j 0.00191462-0j -0.00136012-0j 0.00186299-0j 9.81915e-08-0j 1.19051e-06-0j 0.000131845-0j 0.000485401-0j -0.000232133-0j -1.64283e-05-0j 3.11687e-05-0j -2.3469e-06-0j -0.00607748-0j -0.0109778-0j -0.000430109-0j 2.27317e-05-0j -3.93196e-07-0j 0.00136787-0j -5.63e-07-0j -0.00443238-0j -0.00278314-0j -0.000313684-0j -2.20184e-08-0j 7.01514e-08-0j 0.000346787-0j 1.34564e-05-0j 0.0358121-0j -1.67671e-06-0j 1.83663e-06-0j 2.25447e-06-0j 0.0261182-0j 0.00907922-0j -4.38978e-05-0j -2.80913e-07-0j 1.33948e-06-0j 1.26247e-07-0j 0.00662159-0j -7.35456e-06-0j -1.57307e-08-0j -3.20152e-05-0j -4.11846e-07-0j -5.36378e-06-0j -3.00364e-07-0j 
-0.00555166-0j 4.1427e-06-0j -0.000115636-0j 0.00395402-0j -1.70349e-06-0j 1.43184e-05-0j 0.000265072-0j 2.3864e-06-0j 0.0270546-0j 4.41787e-05-0j -5.76995e-05-0j 0.500855-0j -0.00106818-0j 1.75775e-08-0j 3.25407e-07-0j 1.03912e-05-0j -6.31939e-05-0j -0.000331803-0j 1.67687e-06-0j -0.000264833-0j -1.01979e-05-0j 1.97621e-07-0j -5.35445e-05-0j 0.00316844-0j 0.00161058-0j -3.90136e-06-0j -1.20183e-06-0j 0.00845646-0j -0.0192689-0j 9.20611e-10-0j -6.31028e-06-0j -0.101172-0j 2.37261e-05-0j -5.5987e-09-0j 0.000124575-0j -2.93963e-08-0j 8.16349e-06-0j -4.6807e-05-0j 5.83228e-06-0j 1.29076e-06-0j 0.000152695-0j 0.000111362-0j -0.000197381-0j -7.40083e-06-0j 6.80291e-07-0j 1.47287e-07-0j 9.22164e-07-0j 2.41431e-05-0j 0.00113172-0j -3.28968e-05-0j 1.76079e-05-0j -3.90058e-06-0j 0.00337455-0j -0.000141016-0j -8.445e-07-0j 1.41727e-08-0j 4.86023e-07-0j 1.05227e-07-0j -0.00369193-0j 0.000278299-0j 1.27245e-05-0j 0.00018862-0j 2.75495e-06-0j -0.00269257-0j -2.42308e-07-0j -2.35026e-05-0j -0.0193486-0j 9.28018e-06-0j -8.12621e-08-0j 2.00922e-06-0j 4.66855e-11-0j 0.00241089-0j 1.01255e-08-0j -0.00159568-0j -0.000615321-0j 0.000198827-0j 0.0631195-0j 1.38932e-06-0j -0.000448761-0j 2.65095e-07-0j 0.00520548-0j -1.73113e-07-0j 0.0460338-0j -2.6768e-10-0j 1.93337e-07-0j -4.53227e-06-0j 3.33537e-11-0j 0.00379642-0j 8.73233e-10-0j -3.30544e-06-0j 6.3686e-10-0j 
-0.00216075-0j 0.0145027-0j -5.41838e-05-0j -0.0881076-0j -0.0109434-0j -1.10239e-05-0j 5.40479e-05-0j 0.000175656-0j 0.000217629-0j -0.000861209-0j 0.0988626-0j -0.001067-0j -0.484705-0j -0.000373678-0j 0.00183207-0j 8.13068e-06-0j 2.91358e-05-0j 6.8291e-06-0j -0.000125442-0j -0.000103075-0j -0.000449513-0j 0.000691826-0j -0.000105361-0j 0.00247643-0j -0.000369363-0j -0.0208178-0j 0.00247912-0j -8.65746e-05-0j 0.00887413-0j 3.32659e-05-0j 0.000581077-0j 0.00208-0j -0.0745993-0j 0.000119206-0j -0.0174852-0j 2.79406e-05-0j 6.38761e-06-0j -2.19323e-05-0j -1.35442e-05-0j -9.65582e-05-0j -3.06348e-05-0j -3.79337e-05-0j -7.68222e-05-0j 0.00033154-0j 5.32301e-07-0j 0.00051562-0j 0.00020474-0j 0.000463091-0j 0.000263775-0j 0.0012241-0j 0.000573425-0j -1.82769e-06-0j -1.36745e-05-0j 0.000162892-0j -0.00177042-0j 0.000152038-0j -1.12868e-06-0j -0.00109331-0j 0.000368437-0j -0.0101792-0j -2.5529e-06-0j -0.00420303-0j -0.0024729-0j 0.000456219-0j -0.00260405-0j -0.00259556-0j 4.69523e-05-0j -3.16114e-06-0j -0.000522035-0j -0.00306208-0j 2.53572e-06-0j 2.89951e-05-0j -0.00032238-0j 0.034951-0j -0.00587074-0j 0.0215838-0j 6.55824e-05-0j 0.00894122-0j -0.00726948-0j -0.000729172-0j 0.0488191-0j 0.00552159-0j 8.12078e-05-0j -8.70657e-06-0j -0.000902902-0j 0.012489-0j -5.37669e-06-0j 0.0604506-0j -1.21612e-05-0j 0.0154646-0j -1.50587e-05-0j 
2.26858e-06-0j 0.00904136-0j -1.80682e-06-0j 6.13925e-05-0j 0.0697709-0j -3.35889e-06-0j -1.143e-06-0j 0.000107602-0j -3.42815e-07-0j 3.66159e-05-0j -0.00193221-0j -1.16657e-07-0j -0.000657514-0j -0.494781-0j -0.168369-0j 8.21323e-07-0j 2.93053e-06-0j 5.42951e-07-0j -2.54756e-05-0j 1.08219e-07-0j -9.08985e-05-0j 0.000431304-0j -1.68411e-05-0j -2.60009e-06-0j 3.86131e-07-0j -0.00417891-0j 0.00153892-0j 7.154e-08-0j -9.27729e-06-0j 0.0455843-0j 0.000285121-0j -1.71884e-06-0j -0.0149106-0j 0.162648-0j -0.00276255-0j 0.0301344-0j 6.45246e-07-0j -7.31357e-07-0j 4.31644e-07-0j -1.96097e-05-0j 1.95414e-06-0j 1.29726e-06-0j 8.06557e-08-0j 2.22267e-05-0j 5.37705e-08-0j 0.000321452-0j -1.31181e-05-0j -5.93885e-05-0j -9.14196e-08-0j -2.58381e-06-0j -3.94252e-05-0j -6.09464e-08-0j 4.75268e-09-0j 5.39555e-08-0j -0.000364351-0j -0.00293643-0j 3.59703e-08-0j 0.000215039-0j 2.44268e-07-0j 3.2808e-05-0j 1.62845e-07-0j 2.92863e-06-0j 0.000973524-0j 1.62158e-07-0j 0.011881-0j -1.72847e-06-0j -5.38695e-09-0j 1.08105e-07-0j 0.00332831-0j 0.000646275-0j 0.0070332-0j 3.17936e-09-0j -0.00196435-0j -3.71864e-05-0j -7.82512e-06-0j 2.19473e-05-0j 1.43936e-08-0j -0.0134666-0j -5.19472e-06-0j -0.00889303-0j 9.93598e-05-0j 0.00794793-0j 9.55522e-09-0j -0.00797181-0j -0.00590366-0j 0.0359819-0j 0.00470493-0j 6.59602e-05-0j 0.0213002-0j 0.0238866-0j 0.0141402-0j 
-1.32334e-06-0j -0.00527413-0j 3.19281e-06-0j -0.000108486-0j -0.123292-0j 6.49587e-07-0j -3.1848e-06-0j -2.08095e-05-0j 6.62982e-08-0j 0.000102025-0j 0.000373678-0j -3.25048e-07-0j -0.00183207-0j 0.0956875-0j -0.469138-0j -4.79105e-07-0j -1.71684e-06-0j -4.02409e-07-0j 1.48608e-05-0j -6.31276e-08-0j 5.32527e-05-0j -0.000251594-0j 1.24818e-05-0j 1.51672e-06-0j -2.26214e-07-0j 0.0024377-0j -0.000901571-0j -5.3022e-08-0j 5.43508e-06-0j -0.0265908-0j -0.000211318-0j 1.27392e-06-0j 0.00873534-0j -0.0952866-0j 0.00204747-0j -0.0223341-0j -3.76393e-07-0j 1.29238e-06-0j 7.98098e-07-0j 1.1439e-05-0j 1.80517e-06-0j 2.23527e-06-0j -4.70492e-08-0j -3.92767e-05-0j -3.13661e-08-0j -0.000187514-0j -2.42551e-05-0j -5.48612e-05-0j 1.61547e-07-0j 1.50722e-06-0j -6.79322e-05-0j 1.07698e-07-0j -2.7724e-09-0j 9.97623e-08-0j 0.000643842-0j 0.00171292-0j 6.65082e-08-0j 0.0003976-0j 2.25647e-07-0j -1.9138e-05-0j 1.50431e-07-0j -5.17516e-06-0j 0.00089931-0j 2.79408e-07-0j -0.00693059-0j -3.19589e-06-0j 9.51924e-09-0j 1.86272e-07-0j -0.00588143-0j 0.00111358-0j -0.0041027-0j 5.87855e-09-0j -0.00363204-0j 6.57118e-05-0j -7.2286e-06-0j 4.05799e-05-0j 1.32964e-08-0j 0.0237967-0j -8.95085e-06-0j -0.0082151-0j 9.17855e-05-0j 0.0146955-0j 1.64643e-08-0j 0.0140869-0j -0.0101724-0j 0.0332389-0j 0.00869929-0j 0.000113654-0j 0.0196764-0j 0.0411583-0j 0.0243645-0j 
0.000563685-0j -0.00378338-0j 2.36042e-05-0j 0.0383825-0j 0.00476728-0j -2.92273e-06-0j -5.41077e-05-0j 4.65713e-05-0j 5.76995e-05-0j 0.000862161-0j 0.0262112-0j 0.00106818-0j 0.485241-0j -9.90722e-05-0j -0.0018341-0j -2.12109e-06-0j 1.28994e-05-0j 6.77291e-05-0j 3.27246e-05-0j 2.68897e-05-0j -0.000199015-0j -0.00018048-0j -0.00104494-0j -0.000646038-0j -0.00016353-0j 0.00543084-0j 0.00109759-0j -0.000858622-0j 0.00392888-0j -8.67823e-06-0j 0.00576295-0j 0.0206288-0j -0.0330277-0j 5.27767e-05-0j -0.173414-0j 0.000277107-0j -1.66636e-06-0j 9.55443e-06-0j -1.19051e-06-0j 2.51896e-05-0j -3.11687e-05-0j -2.27317e-05-0j 2.00409e-05-0j -0.000144429-0j -1.38864e-07-0j -0.000134512-0j 1.79963e-05-0j 0.000471161-0j -0.000114909-0j -0.000319336-0j 0.000343623-0j 7.96203e-07-0j 3.56732e-06-0j 1.43179e-05-0j 0.000771252-0j -3.96629e-05-0j -9.9209e-08-0j -9.61001e-05-0j 0.000374858-0j 0.00265549-0j -2.59739e-06-0j 0.00183098-0j -0.00251599-0j 0.000273388-0j 0.000679332-0j -0.000228145-0j -2.04539e-05-0j -1.89431e-06-0j 0.000227415-0j -0.00183495-0j -6.61504e-07-0j 2.54862e-06-0j -2.83366e-05-0j -0.0152258-0j -0.00597305-0j 0.00189718-0j 6.67252e-05-0j -0.00389508-0j -0.00435622-0j -0.000741879-0j 0.0496699-0j 0.000485338-0j 4.86636e-05-0j 3.79286e-06-0j -0.000541062-0j 0.0127066-0j -4.72601e-07-0j 0.0362249-0j -1.23732e-05-0j 0.0092671-0j -9.0239e-06-0j 
3.45225e-07-0j 0.00137589-0j -1.39089e-06-0j 4.72601e-05-0j 0.0537098-0j 1.72223e-07-0j 3.18832e-06-0j -5.51718e-06-0j 1.75775e-08-0j -0.000102138-0j 9.90722e-05-0j 3.25407e-07-0j 0.0018341-0j 0.0253694-0j 0.469657-0j 1.24986e-07-0j -7.60105e-07-0j -3.99097e-06-0j -3.8768e-06-0j 1.64684e-08-0j 2.35768e-05-0j 6.56344e-05-0j 0.000123791-0j -3.95674e-07-0j -1.00153e-07-0j -0.000635933-0j -0.000399156-0j -5.25857e-07-0j 2.40629e-06-0j 0.00693688-0j -0.00209579-0j 1.26344e-05-0j 0.00386743-0j -0.0421866-0j 0.0203062-0j -0.221503-0j 9.81915e-08-0j -5.63e-07-0j 7.01514e-08-0j -2.98415e-06-0j 1.83663e-06-0j 1.33948e-06-0j 1.22739e-08-0j 1.71102e-05-0j 8.18262e-09-0j 4.89175e-05-0j -2.13198e-06-0j -5.58172e-05-0j -7.0375e-08-0j -3.93196e-07-0j -4.07082e-05-0j -4.69167e-08-0j 7.23249e-10-0j 8.76892e-09-0j -0.000280478-0j -0.000446856-0j 5.84595e-09-0j 3.49484e-05-0j 2.29579e-07-0j 4.99262e-06-0j 1.53053e-07-0j 2.25447e-06-0j 0.000914982-0j 1.67435e-07-0j 0.00180801-0j -2.80913e-07-0j -4.14689e-09-0j 1.11623e-07-0j 0.00256214-0j 0.000667308-0j 0.00107029-0j 5.16714e-10-0j -0.00031925-0j -2.86262e-05-0j -7.35456e-06-0j 3.5669e-06-0j 1.35281e-08-0j -0.0103666-0j -5.36378e-06-0j -0.00835826-0j 9.33849e-05-0j 0.00129171-0j 9.86619e-09-0j -0.00613672-0j -0.00609578-0j 0.0338181-0j 0.000764652-0j 6.81068e-05-0j 0.0200193-0j 0.024664-0j 0.0146003-0j 
