0.00075932-0.0360147j 0.0676793+0.0122881j 0.0307732+0.0689649j -0.0353609+0.04353j -0.0027176+0.0368634j 0.0353809-0.0217303j 0.0258061-0.0421054j 0.0253875-0.0325784j -0.0837067+0.074575j 0.0743406-0.127228j 0.0458644-0.0256797j -0.0367505+0.0251639j 0.0325719-0.023961j 0.00914626-0.0598955j 0.139538-0.0294364j -0.081669-0.027894j 0.0725161+0.0399332j -0.00579057+0.0210424j -0.0862128+0.0897842j -0.14585+0.0828479j -0.0236317+0.0279839j -0.116364+0.119035j -0.0658064+0.163896j -0.00749183+0.0982152j 0.0619207+0.0785199j -0.154128-0.221448j 0.152227+0.121591j 0.0402647+0.0342528j -0.127339-0.0409712j -0.153213+0.213396j 0.201296-0.0923415j 0.00838286+0.0257979j -0.0730253-0.0476016j -0.155795+0.25812j 0.0181759+0.12309j 0.136556-0.0372363j -0.278378-0.177731j -0.207825-0.144051j -0.0695608+0.111182j -0.115925-0.0221282j -0.0593396+0.26407j 0.125432+0.310002j 0.398823+0.144854j -0.0250551-0.11603j 0.340057-0.244349j 0.0177582+0.29653j 0.38386-0.0634631j -0.0211642+0.510006j 0.371374+0.119593j 0.257369-0.308402j -1.04337+0.115391j 0.350793-0.87643j 
0.00278251-0.060512j 0.37774-0.194164j -0.664859+0.0775016j 0.944356-0.235515j -0.453175-0.235588j 1.79275-0.0403871j -0.333766-0.1209j 2.26373+0.0425128j -2.38177+0.0760091j 1.06375-0.269613j -3.49148+0.213392j 1.8265-0.190162j 2.00774-0.193868j 3.07513-0.634085j 1.23218+0.114013j 7.1551-0.308944j -5.17272-0.215094j -0.124699+0.00993623j 1.99731-0.0703871j 1.76218+0.0303328j 1.37716+0.0574316j 8.2046-1.14054j -0.807787-0.283639j 5.92988-1.2106j 0.164464-1.38565j -4.75236-3.35532j -0.402486-2.37918j 0.640858+0.406493j -6.78769+1.00918j -0.0860844+0.143532j 7.69642-0.855793j 1.10356+0.549215j -1.48791-0.140921j -1.66281+0.413417j 0.345822-0.568056j -5.01756+1.20978j 7.11333-0.468846j -1.43619-0.0697213j 2.75405-0.511735j 2.11071+0.573902j 1.78286+0.361799j 4.12463-0.110269j 0.70679-0.0588166j 2.10319-0.379222j 2.25446-0.544179j 0.0173545-0.00803226j -1.95553+0.350096j -0.429591+0.0906827j 0.650696-0.148167j 0.695814+0.0240423j -0.238837+0.037095j -0.191971-0.0579757j 
0.0301541-0.226203j 0.294847-0.176077j -0.337738+0.119777j 0.470457+0.0822413j -0.209472+0.446358j 0.754682+0.2094j -0.295938+0.398827j 1.25695+0.200517j -1.04523-0.0250483j -0.212252+0.12964j -1.5514+0.0134485j 0.875395-0.251509j 1.18317+0.164619j 1.88834+0.0548384j 1.12441+0.159363j 4.03801-0.168876j -3.03942-0.180154j -0.142634-0.69248j 0.809764+0.0217476j 0.653243-0.366629j 0.707579+0.221587j 4.55905-0.72771j -0.0523222+0.675704j 3.54269+0.00498145j 0.136976+0.289927j -2.91846-1.2351j -0.900715-1.27483j 0.122856-0.0235278j -3.20235+0.771562j -0.47838+0.27521j 4.46234+0.415222j 0.430525+0.188356j -0.336898-0.59248j -0.631966+0.904895j -0.140139-0.689048j -1.97852+0.71699j 2.84545-0.912554j -0.853791+0.432916j 1.78337-0.395403j 1.31952-1.12559j 1.17615+0.209566j 2.16421-1.14288j 0.175288+0.00942018j 1.27937-0.658761j 1.59868-0.271169j -0.178784-0.396487j -0.986168+0.0258322j -0.450552+0.387258j 0.25467-0.00638213j 0.112548-0.251853j -0.100065-0.27669j -0.0355324+0.00593784j 
0.11211-0.148487j 0.531383-0.251617j -2.00591-0.0435488j 1.78549+0.188346j -1.86246-0.178187j 4.86695+0.94433j -0.0782223-0.525622j 6.03734+1.25015j -6.03012-1.07026j 1.47723+0.400561j -10.3705-1.15505j 4.6921+0.613418j 5.45939+0.520988j 9.86356+0.971832j 3.33858+0.0459207j 20.1683+1.59394j -12.9638-1.87252j -1.01009+0.442742j 5.1265+0.334918j 4.26492+0.656256j 3.79983-0.213369j 21.6863+1.88921j -0.450667-0.478608j 16.2939+0.905202j 0.441281+0.0209899j -12.9362-10.9742j -0.807089-7.39233j 1.07189+0.394796j -17.2789-1.85671j 0.233821-0.0341924j 22.125+1.7924j 4.53412+0.363496j -4.35715-0.227869j -5.2371-0.469928j 1.77418+0.160207j -12.6527-0.691571j 20.4444+0.911115j -3.95838-0.494758j 9.78499-0.194718j 5.89716+0.51729j 5.16716+0.433046j 10.3349+0.211356j 1.43495-0.163464j 6.63085+0.0174851j 6.26642+0.20432j 0.284349+0.0419038j -5.08563-0.0198888j -2.15383+0.0982567j 2.151+0.128712j 1.6996-0.0346082j -0.969384-0.441718j -0.0443431+0.0662193j 
0.0104989-0.143582j 0.0399225+0.188827j -0.102486-0.0591499j 0.0494913-0.108964j 0.385806-0.0934175j -0.304202-0.142197j -0.0180993-0.588434j -0.343465-0.207265j 0.402749-0.0466469j -0.426709+0.0678836j 0.797286+0.0330105j 0.156181-0.417052j -0.0976028-0.401091j -0.330027+0.22745j -0.294168-0.0647547j -1.0702+0.394977j 0.324704-0.0431971j -0.21139+0.371296j -0.624742+0.669045j -1.08295+0.421837j -0.210916-0.0174257j -0.270914-0.43861j -0.302898-0.153299j -0.935163-0.143369j -0.106031-0.0269726j 1.74424-0.0335986j -1.22234+0.83722j -0.0171075+0.0779837j 0.668181-0.377055j 0.128208-0.41688j -0.393561-0.402768j -0.0986694-0.0152279j 0.765426-0.577813j 0.891143-0.364579j 0.370353-0.106784j 0.456539+0.231214j -1.16691+0.130773j 0.248011-0.175567j -0.569134-0.0593168j 0.169545-0.0288507j 0.214357-0.171463j -0.484579+0.453896j -0.182216+0.202944j -0.388154+0.223256j -0.178024+0.181212j -0.419339-0.237077j 0.156977-0.12618j 0.221498-0.217538j 0.120587-0.0448428j -0.0351609-0.172934j 0.211507+0.151494j -0.110805+0.00797624j 
-0.0778044+0.0586084j 0.847145-0.461359j -1.32046+0.162293j 1.54177-0.126625j -1.81986-0.16822j 3.68486+0.16446j -0.608494+0.311054j 4.54214+0.0877238j -5.03625+0.0627934j 1.31165+0.351857j -7.92246+0.0971697j 3.42566-0.0956176j 4.1088-0.405822j 7.74279+0.115402j 2.98086-0.35119j 16.3706-0.619731j -9.73844+0.765928j -1.25348+0.628197j 4.72293-0.446658j 3.92571+0.467002j 3.47313-0.199598j 16.2458-1.11784j -0.252263-0.0820367j 12.8548-1.3399j 0.60426-0.0946603j -11.3956-8.57796j -0.320943-4.65548j 0.615029-0.0639487j -12.6217+0.571772j -0.0812209-0.325951j 16.1166-1.59387j 2.95611+0.252496j -3.8515+0.323691j -4.19357-0.212013j 0.677309+0.281975j -9.29377+1.06606j 15.4188-0.834389j -2.63927-0.15204j 7.59283-0.594606j 4.05456-0.487658j 3.53076-0.622327j 8.23939-0.895679j 1.31503-0.328052j 4.80847-0.824004j 4.71417-0.828136j 0.00693238-0.0463527j -3.89926+0.598047j -1.66608+0.152623j 1.16563-0.256385j 1.29907-0.0405753j -0.350408-0.295359j -0.0677571-0.00391637j 
-0.044184+0.037922j 0.00439154-0.158782j 0.000131235-0.0364414j -0.265425+0.0446164j -0.315706-0.504679j 0.12267+0.269819j -0.0777781-0.184489j 0.366816+0.399581j -0.100606-0.585085j -0.16062+0.0609678j -0.565082-1.15887j -0.126817-0.17403j 0.216868+0.865185j 0.404423+0.281621j 0.215557+0.587982j -0.03043+1.00425j -0.0255748-0.892025j 0.680599-0.981148j 0.0461036+1.02713j 0.0936166+0.0259283j -0.446643+0.0414417j 0.0659447-0.180878j 0.479733+0.439858j 0.385662+1.09028j -0.00519417+0.142965j 0.287079-1.2269j 0.905712+0.0217904j 0.184014-0.100284j -0.67675-0.028543j -0.0661387+0.572353j 0.479682+0.504359j 0.332338-0.344223j -0.356711-0.516731j -0.427876-0.153804j -0.126519-0.734093j -0.344568-0.246403j 0.727948+0.858356j -0.448566+0.0725461j 0.342574+0.16331j 0.139432-0.182539j -0.13052+0.123929j 0.100729+0.267763j -0.151371+0.058005j 0.273995+0.249842j 0.268374+0.0334451j 0.121174+0.476621j 0.0806056-0.0102335j -0.291522-0.345378j 0.0564606-0.0330014j -0.0734158+0.13727j -0.147357-0.175028j 0.0678806-0.0151732j 
0.174758+0.0062563j 0.741218-0.407273j -1.63002-0.326769j 1.96178+0.0765577j -1.75812-0.055413j 4.39292+0.146242j 0.19129-0.423885j 5.66876+0.0810645j -5.68451-0.30083j 0.911295+0.0934117j -9.19948-0.147433j 4.86933-0.193901j 5.49239+0.0319747j 8.84954+0.604841j 3.56122-0.188625j 17.7549+0.169611j -11.3397-0.564213j -1.63282-0.194667j 4.17812+0.209259j 3.14973-0.293427j 3.58309-0.182217j 19.9801-0.834341j -0.0906084-0.492898j 15.2425-1.02419j 0.640294-0.157157j -10.9647-9.09772j -1.75413-6.9177j 0.717487+0.0846318j -14.5773-0.0473252j 0.819605-0.174425j 19.7613-0.559118j 3.78883+0.140921j -3.33223+0.294825j -4.13572+0.374692j 1.27791+0.302043j -11.5727+1.10215j 17.772-0.873746j -3.01105-0.19048j 8.92049-0.848563j 5.19648-0.0772833j 4.48963+0.103614j 8.90848-0.576147j 1.1195-0.314263j 5.40314-0.669417j 5.38068-0.564959j 0.221337-0.692565j -4.26103+0.469732j -1.60286+0.0336478j 1.80261+0.0311621j 1.79997-0.0368023j -0.538225-0.0789793j -0.119347-0.1936j 
0.106235-0.0473989j 0.313684-0.0201869j -0.8401+0.0738812j 0.721941+0.129769j -0.648216-0.0632013j 2.09135+0.387333j -0.0478075-0.00131881j 2.26105+0.42174j -2.28051-0.347636j 0.681445+0.0561634j -4.48442-0.0345227j 1.913-0.379426j 2.35502-0.827731j 3.26549+0.647417j 1.54611-0.0455844j 8.17876+0.236766j -5.42822-1.10593j -0.247843-0.609722j 1.81435+0.580199j 1.75038+0.121344j 1.23978-0.652646j 8.21679+0.72713j -0.0416101+0.0659888j 7.49184+0.467332j 0.617528-0.48989j -4.7693-4.31874j 0.0711975-2.55821j 0.303669+1.22795j -6.48414-1.21578j 0.778541-0.425168j 8.59835+0.808288j 1.72942-0.207444j -1.94866-0.0206318j -2.26614-0.0429287j 0.266714+0.0981491j -5.31241+0.32697j 7.80228+0.444118j -1.27389+0.0469675j 3.54763+0.523578j 2.18108+0.232826j 1.97985+0.183015j 3.95455+0.172531j 1.01606+0.164255j 2.68748-0.0104904j 2.44027-0.00403777j 0.173266-0.216191j -1.94733-0.000504481j -0.663835+0.216999j 0.876797+0.211629j 0.685762+0.0295461j -0.33182-0.177955j -0.00623058+0.00119567j 
0.115015-0.0112352j 0.0554723-0.143463j 0.0670847-0.330712j 0.0618992-0.109582j 0.133606-0.16432j 0.504528-0.301024j 0.107683+0.000107233j 0.81514+0.0794397j -0.697064-0.241276j 0.446304+0.00240982j -0.971164-0.257823j 0.721614-0.161675j 0.75136+0.555676j 0.412018-0.0349773j 0.319085-0.256049j 1.24466+0.157622j -1.11963-0.111764j -0.881111+0.367824j 0.850258-0.428207j 0.0404643-0.371457j 0.407362-0.521569j 1.94769+0.10623j 0.412483+0.287269j 1.8454+0.416845j 0.200894+0.0413933j -1.54147-1.23124j -0.505233-0.560719j -0.280535-0.0403641j -1.67455-0.189221j -0.0977795+0.404419j 2.6079+0.808099j -0.430241+0.519144j -0.443491+0.0644822j -0.0579629-0.319215j -0.172603+0.167095j -1.5525+0.168112j 1.86339-0.464663j -0.544068+0.179333j 0.621436+0.19127j 0.49771+0.00553249j 0.644545+0.0451187j 0.763398-0.123363j 0.220962-0.0229754j 0.446678+0.000772869j 0.374327-0.301486j 0.258607+0.23675j -0.516077-0.00127283j 0.104324-0.155199j 0.180025-0.0159213j 0.144487+0.129387j -0.202736-0.0752818j 0.00729108-0.182083j 
-0.207067+0.137322j -0.264463-0.0248237j 0.891562+0.0303395j -0.24004-0.0170562j 0.579907+0.368286j -1.62906-0.119617j -0.242325-0.0177074j -1.98744-0.154625j 1.67812+0.199509j -0.1324-0.400561j 2.66217-0.0956512j -1.03021-0.610452j -1.16227-0.609816j -2.17104-0.105978j -1.00832-0.0680545j -5.26006-1.08798j 3.9423+0.555293j 0.156921+0.443327j -1.0523+0.508042j -1.00871-0.92284j -0.788945-0.580333j -6.51131-0.962985j -0.523672+0.0920109j -4.94605-1.23896j -0.305144-0.263706j 2.95852+3.1652j 0.314832+2.00055j -0.999617+0.139587j 4.83499+0.587949j 0.114427+0.279664j -6.88734-0.465806j -1.55464+0.0291487j 1.03429+0.299998j 1.53817+0.124572j -0.553371-0.316243j 3.7683+0.526297j -5.73953-0.30142j 1.03101+0.46553j -2.80283-0.264838j -1.86345-0.320653j -1.2006-0.160984j -2.71282-0.277179j -0.843752-0.0231368j -2.00768-0.487329j -1.80028+0.134724j -0.180489+0.133751j 1.45148+0.018222j 0.804915-0.0858248j -0.723066+0.263951j -0.746884-0.203283j 0.218908+0.0311012j -0.10434-0.0229351j 
-0.041877+0.0579578j 0.640153-0.2851j -0.447348-0.0656711j 0.846659-0.129149j -0.666749-0.508123j 2.12988-0.00162294j 0.16726-0.0180282j 2.82248+0.302564j -2.47661-0.262211j 0.490236-0.363697j -3.77207-0.668093j 2.75663-0.326936j 2.0953+0.559671j 4.12594+0.402834j 1.36605+0.412548j 7.85915-0.669821j -4.52812+0.158965j 0.669949+0.0729664j 0.923559-0.00903693j 2.08335-0.741902j 1.48643-0.667902j 10.1635-1.25367j -0.143447+0.68037j 7.00191-0.463576j 0.448748-0.0278667j -4.72028-3.65435j -0.322578-2.65888j 0.456556+0.113905j -7.3203+0.563326j -0.0835948+0.370441j 9.22478-0.734736j 2.13567+0.129336j -1.39478+0.231611j -2.41182+0.201867j 1.03004-0.415235j -5.85079+0.655254j 8.30732-0.544718j -1.72394-0.103556j 4.36477-0.351644j 2.63985-0.315817j 1.84667-0.320659j 4.22354-0.757724j 0.468271-0.505349j 2.48799-0.560832j 2.74571-0.453271j 0.00250488-0.0293524j -2.07041+0.667786j -0.473671-0.187239j 0.771294-0.0446302j 0.663572+0.0406705j -0.197233-0.11457j 0.0882896-0.114304j 
-0.0113127-0.0562116j -0.203128+0.135755j 0.483975-0.118503j -0.508068-0.0638208j 0.478581+0.119823j -1.23802-0.663015j -0.136735+0.440845j -1.17034-0.39661j 1.5166+0.367313j -0.229102-0.0927371j 2.81707+0.527887j -1.18426-0.137697j -0.973878+0.333266j -2.93651-0.412881j -0.964431-0.379685j -3.99804-1.63417j 3.67106-0.222046j 0.615067+0.341265j -1.77916+0.120799j -0.935513-0.190936j -0.410088-0.683846j -5.83903-0.270391j 0.287728+0.233719j -3.82022-1.69895j 0.230664-0.112511j 2.83226+3.01657j -0.169121+1.4188j -0.0902874+0.621083j 4.73883+0.460561j -0.40435-0.0399073j -5.43613-0.586813j -0.821177+0.0292059j 1.30378+0.0566172j 0.926618+0.486623j -0.511854+0.0839191j 3.34586+0.172672j -5.19412-1.01852j 0.640405+0.301384j -2.5023-0.462763j -1.53604-0.152185j -1.14085-0.0620968j -2.22369-0.517641j -0.218414-0.133434j -1.7814+0.0143468j -1.66868-0.260738j -0.0258297+0.0512952j 1.09377-0.0799211j 0.427706+0.0357565j -0.583869-0.28263j -0.421483+0.0125426j 0.205142+0.138245j 0.00928475+0.00506747j 
0.086471+0.0597916j 0.422611-0.114833j -1.04247+0.00178203j 0.879715+0.0636531j -0.969909+0.0512199j 2.38915+0.423118j -0.207226-0.0227379j 2.71219+0.0870192j -3.05621-0.0187444j 0.841785+0.247838j -5.57773-0.305125j 3.0826-0.202769j 3.66827-0.56129j 4.18093-0.0949564j 2.06338+0.150081j 10.2577+0.438217j -5.96209-0.670108j -0.062334-0.20806j 2.04025-0.115712j 2.30217+0.168795j 2.36353-0.498667j 10.4508-0.371225j -0.323156+0.0618991j 8.69703+1.06943j 1.15352+0.101872j -6.24909-5.09474j -0.514361-2.85177j -0.944498+0.357864j -7.44951-0.241786j 0.940988+0.277179j 10.2152-0.070675j 2.15877-0.148237j -2.28615-0.12883j -2.71828-0.227697j 0.524128-0.222041j -6.93424+0.305924j 9.53662-0.234821j -1.7126+0.150918j 4.09452-0.096271j 2.69778-0.0754224j 2.28378-0.0500308j 4.80004-0.177518j 0.78248+0.485694j 3.17493-0.1954j 3.00232-0.236316j 0.300515-0.270135j -2.34491+0.261002j -1.02855+0.377758j 0.728326+0.179855j 0.879682+0.00926552j -0.243099-0.135579j 0.00296355-0.0427108j 
-0.0815968-0.08839j -0.501139+0.20196j -0.00278677-0.0912336j -0.717099+0.200459j 0.226147-0.177801j -1.87574+0.125127j 0.00128188-0.162006j -1.93283-0.259456j 1.77452+0.345126j -0.571599-0.427896j 2.66865+0.103949j -1.89692-0.232449j -1.31326-0.372417j -2.60498+0.577494j -1.33039+0.136003j -5.21341+0.724244j 3.75425-0.227665j 1.23556+0.45591j -2.06294-0.0154519j -1.55719+0.708233j -1.63826+0.254445j -6.46587+0.357492j 0.0682194-0.635807j -4.61413-0.204669j -0.329432-0.283486j 3.5761+3.39552j 0.786036+2.24315j -0.169836+0.515521j 4.76159+0.0926899j 0.342703-0.0017416j -5.90011-0.541638j -0.280415+0.585999j 1.24554-0.153771j 0.885858-0.301812j -0.149706+0.171568j 4.13725+0.0612188j -6.16617+0.523041j 1.29647+0.110521j -2.3395+0.408086j -1.64435+0.0904066j -1.45949-0.0160258j -2.91094+0.551499j -0.472371+0.0797755j -1.68128+0.438742j -1.97832+0.613502j 0.105311-0.240534j 1.5079-0.110391j 0.143099-0.304081j -0.517153+0.0603245j -0.352595-0.070173j 0.142017+0.164242j -0.206613+0.159197j 
0.373843+0.000916477j 0.321173+0.160429j -0.305244-0.088503j 1.06187+0.224357j -0.694099+0.242316j 1.2502-0.111764j -0.494355+0.364042j 1.67569+0.0871926j -1.47787-0.110699j 0.32328+0.0691501j -2.67565-0.00733489j 0.579967+0.178883j 2.05588+0.243366j 2.34122-0.170643j 0.89414-0.185231j 4.41166+0.705731j -3.06859-0.56737j 0.00358865+0.205329j 0.777653+0.210249j 1.52444-0.146129j 0.506509+0.436377j 5.33347+0.556902j -0.157241-0.201043j 3.52064+0.261959j -0.564582+0.871707j -2.43797-2.60671j -0.0669088-1.38775j 0.922018-0.0692256j -3.57693-0.964034j 0.574504-0.138102j 4.97195+0.340565j 1.18215+0.293893j -0.722935+0.177385j -0.932589+0.014342j 0.334997+0.180612j -2.64359-0.208296j 4.12649+0.182837j -0.986019-0.0209714j 1.88193-0.100785j 0.851671+0.137503j 0.946814-0.128403j 2.437+0.0144043j 0.116354-0.195529j 1.24479+0.0267834j 1.53716-0.133104j 0.310187-0.0057706j -0.931821-0.381693j -0.395757+0.0358984j 0.486397-0.0629974j 0.504564-0.157944j -0.182997-0.0386601j -0.166937-0.135832j 
0.283377+0.177413j 0.260743-0.0274586j -0.745335-0.279455j 0.545161-0.209863j -0.473234-0.273583j 2.23024+0.381913j -0.288591+0.219471j 2.65306+0.503499j -2.33725-0.0981347j 0.129125+0.148543j -3.85707+0.50622j 1.44437+0.170439j 1.42244+0.529261j 2.97485-0.581313j 1.50827+0.127467j 7.15067+0.15174j -4.02751-0.460486j -0.220893+0.253719j 2.18134-0.814483j 0.74532+0.420192j 1.5262-0.0306337j 7.17429+0.532429j 0.107642+0.627751j 6.19782+0.334747j 0.397632+0.40839j -4.21502-3.333j -0.512959-2.91436j 0.263401+1.0661j -5.66605+0.260943j 0.306795-0.419566j 7.92629+0.47727j 1.5603+0.263431j -1.22747+0.32088j -2.12738-0.163816j -0.0246805+0.0847315j -4.32221-0.149136j 7.39443-0.328224j -1.09155-0.310438j 3.26867-0.235085j 1.99942+0.150229j 1.54424-0.0641273j 3.63174-0.20263j 0.806067+0.431303j 1.7824+0.00320036j 2.46074-0.300373j 0.331566-0.045918j -1.79769+0.0240981j -0.916636-0.158972j 1.11458-0.225276j 0.58814+0.355251j -0.272701+0.0564119j 0.045096+0.0801188j 
0.0606005-0.128483j -0.20928+0.0200552j 0.693529+0.330018j -0.476926+0.315258j 0.714196-0.130271j -1.50875+0.235322j 0.349407-0.351563j -1.90452+0.596393j 2.67143-0.362363j -0.174572+0.149824j 4.25747-0.736678j -1.98989+0.9185j -2.26683+1.13936j -4.11068+1.06358j -1.54464+0.239587j -6.49096+0.857807j 4.49938-0.244068j -0.53578+0.633271j -1.95625+0.616431j -1.08062+0.209266j -0.42269+0.122142j -7.90886+1.26285j -0.0531234-0.41503j -4.12788+0.0794263j -0.5131+0.361456j 4.96916+2.97256j 0.776346+1.8939j -0.20175+0.393062j 5.15303-0.618704j -0.242302+0.197152j -7.4155+0.924518j -1.45766-0.016884j 1.44776-0.205304j 1.52323-0.462296j -0.450153-0.316788j 4.37748-0.931841j -6.74007+1.33354j 0.668897-0.365163j -2.96951+0.615556j -1.88091+0.200009j -1.56527+0.841008j -3.15121+0.846621j -0.299481-0.326443j -1.91793+0.293707j -2.1614+0.687977j -0.215641+0.308983j 1.51732-0.427295j 0.918915-0.155611j -0.464356+0.0219241j -0.413942-0.201539j 0.171903-0.0250386j -0.0514228-0.0501643j 
-0.206455-0.162008j -0.94516+0.205067j 1.51928-0.0723567j -1.66632-0.235703j 1.37141+0.54947j -3.54993-0.984884j -0.250056+0.178343j -4.83589-0.468287j 4.48876+0.563946j -0.877395-0.213719j 7.48371+1.00347j -3.70619-0.84556j -4.57563-0.373901j -6.60046-1.38787j -2.48547-0.812139j -12.9906-0.603038j 10.2174+0.649946j 0.971457-0.0194386j -4.60713+0.0429255j -2.87375-0.497732j -2.45705+0.192979j -16.4838-1.28214j 0.197151+0.245959j -11.4424-0.768493j -0.296464-0.374281j 8.37612+7.89601j 1.21538+4.77909j -1.03282+0.022968j 12.6447+0.52321j -0.840537-0.379974j -16.0477-0.251464j -3.06343+0.119361j 3.06074+0.0386076j 3.42148+0.148411j -0.868531+0.1238j 9.70548+0.464351j -14.2943-0.733774j 2.39901+0.176476j -6.58108-0.138722j -4.23904-0.121347j -3.50804+0.000364046j -7.01877+0.173969j -0.937966+0.000864983j -4.58618+0.15646j -4.61463-0.0424674j -0.433773+0.247056j 3.75474-0.443886j 1.38127-0.068316j -1.37427-0.0147742j -1.49202-0.0978614j 0.37349+0.0285946j 0.00978846+0.0968306j 
-0.169263-0.389242j -0.00203255-0.117048j 0.0741504-0.141998j -0.458389-0.835194j 0.983984-0.0582869j -1.41941+0.033253j 0.957402+0.325555j -1.33512-0.175824j 1.29179+0.0497361j -0.216346-0.260116j 2.25286+0.27788j -0.781577+0.614175j -1.31787-0.73322j -2.34578+0.00583764j -1.19377+0.330636j -3.1666-0.317354j 1.91937+0.298621j 0.0938709-0.31969j -0.404946+0.432326j -1.51114-0.671822j -0.198475+0.13175j -3.99557-0.315444j 0.131337+0.12764j -2.84123+0.27579j 0.950273+0.11664j 1.89853+1.72942j 0.311323+0.895611j -0.650841-0.503229j 1.89819+0.116961j -0.426987-0.121117j -3.43414-0.0149872j -0.446197-0.179997j 0.764914-0.333602j 0.910365-0.352101j 0.0103247-0.204549j 2.00214-0.429636j -3.27565+0.623913j 0.748049+0.189759j -1.62931+0.505724j -0.798343+0.532622j -0.956342+0.29537j -1.96546-0.0502642j -0.365916+0.400452j -1.00432+0.316217j -1.31015+0.111319j -0.079444-0.0886015j 0.212765-0.129745j 0.354498-0.237916j -0.301507+0.0169124j -0.544348+0.0187443j 0.0695+0.043754j -0.101117+0.294945j 
-0.085527+0.113453j 0.0557686-0.264117j -0.0808344+0.133846j 0.18324+0.57378j -0.158985+0.0536412j 0.577578+0.458912j 0.310162+0.586594j 0.798255+0.220017j -1.02335-0.316307j -0.260847+1.01919j -1.36768-0.0140427j 0.788058-0.557811j 0.784404-0.18089j 0.933238-0.447055j 0.668774-1.24746j 2.04153+0.0568577j -1.72492-0.143254j -0.402142-0.0948157j 1.09145+0.183687j 0.309349+0.613236j 0.761237+0.242893j 3.14546-0.811327j -0.193835+0.395024j 2.08138+0.114002j 0.156796-0.301213j -1.60546-1.02669j -0.269968-0.825843j 0.227621+0.131627j -2.3498-0.279985j 0.0893518-0.287744j 2.88666-0.276084j 0.692814-0.114553j -0.395738+0.10803j -0.80455-0.195246j 0.140225-0.160942j -1.65521-0.186568j 2.58684-0.156877j -0.159427-0.15847j 1.20617-0.0750338j 1.13966-0.343621j 0.514057-0.0719304j 1.46209-0.273044j 0.0277-0.248376j 0.961778-0.0408701j 0.591089-0.173639j 0.257084-0.0517726j -0.825207+0.0511697j -0.168365+0.214554j 0.266254+0.0764245j 0.176126+0.0955017j -0.0868876-0.0300659j 0.127049+0.0153032j 
0.0621997+0.536102j 0.984784-0.0721376j -1.76647+0.0919127j 1.55546+0.430394j -1.20661-0.176766j 3.50348+0.259518j -0.108289+0.187795j 4.6259+0.744233j -5.6712-0.282796j 1.03916+0.435086j -8.05914-0.774325j 3.32484+0.750991j 3.63411+0.391166j 6.45118+0.516992j 2.50562+0.436842j 16.2816+0.230877j -10.3804-0.515515j -0.810201-0.0789326j 4.50851+0.684349j 3.44928+0.280532j 2.66628+0.203337j 16.9949+1.1904j -0.134805-0.190793j 13.5959+0.0864102j -0.0125102+0.408603j -9.46987-8.23619j -0.984832-5.58442j 0.276476-0.12114j -13.8782-0.658257j 0.437388+0.346655j 17.6283+0.381556j 3.25136-0.0755163j -3.60337+0.309301j -4.21023-0.0333072j 1.19685-0.0800602j -10.0086-0.174705j 15.5312+0.312016j -2.45066-0.405421j 7.24144-0.21629j 4.60322+0.112869j 3.80717-0.196868j 8.14439-0.256181j 1.34835+0.1031j 4.93901-0.584591j 4.93349-0.143294j 0.313195-0.0263282j -4.10342+0.232827j -1.61205+0.305324j 1.47879+0.0304599j 1.62693+0.262072j -0.485951+0.0844848j 0.0987387-0.172479j 
0.0276924+0.311539j 0.943953+0.423174j -1.09922+0.00182391j 1.46312+0.548423j -0.926468-0.293188j 2.81766+0.799261j -0.397325+0.0992883j 4.35617+0.744757j -3.59017+0.280866j 0.896741-0.286013j -5.73117+0.885849j 2.41507+0.10688j 3.56737+0.214086j 5.00448-0.451963j 1.46946+0.184548j 11.7275-1.84723j -8.53513+0.0860369j -1.56702-0.494305j 3.35972-0.216458j 2.49884-0.0979624j 2.92763+0.171812j 13.335-0.406628j -0.126393-0.242045j 10.2479-0.0748393j -0.0728167-0.277125j -7.84734-5.43855j -1.18558-4.62659j 0.316546+0.782398j -10.1938+0.402745j 0.250494+0.369979j 13.7121-1.38462j 2.51546-0.0563163j -2.5016+0.724433j -2.74663+0.488293j 0.825165-0.309666j -7.87232+0.622307j 11.5589-1.53004j -2.13009+0.14445j 5.66753-0.865947j 3.42943-0.445292j 2.67661-0.479336j 6.33581-0.82798j 1.03711-0.183593j 3.80358-0.908003j 3.75068-0.478151j 0.331829-0.350574j -3.16224+0.408271j -0.861328+0.271677j 1.27327-0.0938328j 1.16809+0.302542j -0.415571+0.257618j 0.079695-0.224367j 
