0.0501873+0.108518j -0.132635+0.170133j -0.0379434-0.0110881j -0.261828-0.0603079j 0.178443-0.111873j -0.181033-0.0308983j 0.105724+0.0227068j 0.216226+0.107075j -0.215517-0.0512112j -0.0484233-0.111053j -0.26534-0.112577j 0.38695+0.191482j 0.139456-0.203558j 0.156814-0.219328j 0.027083-0.090499j -0.0595716-0.437315j -0.17701-0.374261j -0.150924-0.318331j 0.0609426-0.120844j -0.15717-0.265043j -0.218664-0.154758j 0.349238+0.137127j 0.130357-0.215634j 0.21445+0.0470414j -0.0699986+0.360089j 0.465249+0.242899j -1.17475+0.333327j 1.19964-1.52416j 0.217677+0.240073j 1.33812+1.93655j 0.199501-0.53366j 0.00431172+0.0935821j -0.0470972-0.562685j -0.264675+0.465058j -0.210864+1.1578j 0.129292-0.466633j -0.0874881+0.470722j 0.190134-1.35972j -0.0981953+1.06557j 0.296866-1.81128j -0.0797644+0.164005j -0.216264+2.19692j 0.120294+1.29357j -0.371539+1.61323j -0.280692+1.2358j 0.266496-0.295532j -0.279502+1.25052j -0.0311979+0.606706j 0.98427-2.22279j -0.461169+1.5947j 0.451313-0.764042j 0.629003-1.02263j 0.160119-0.0379082j -1.12687+1.60809j 0.846356-1.5562j 0.306761-0.641823j -1.51206+2.79206j 0.0245563+0.15763j -0.724638+2.26771j -0.218907+0.984244j 0.167574+1.52749j -0.0950604+0.79382j -1.20907-0.208662j 0.565791-0.46356j -0.582151+0.450954j -0.984473+1.18324j -1.38292-1.16498j -0.139472+1.96723j -3.22714+1.83868j 
0.173449-0.665332j -0.265229+1.20309j -0.84527+2.21955j -0.82201+8.22863j -0.281591+2.85401j -0.228462+8.06316j 0.454089+6.40521j -0.328501+21.6118j -0.23483-12.0422j -1.03479+5.7402j -0.92964-3.89575j 0.182077+7.83206j -0.492084+22.7283j -0.925531+20.177j 0.270718+3.83311j 0.208972+20.4809j -0.441686+21.0389j 0.13809+7.57271j 1.11452+2.71463j -0.694156+6.24397j -0.252286+13.5139j -0.243417-21.9107j 0.3156+0.576667j -0.298529-10.911j -0.572633+1.83504j -0.626001-8.73468j 0.0956391+2.30575j -0.017048+0.193382j 0.529215-0.354011j 0.047212-0.408662j 0.365967-1.04108j 0.734108+1.14169j 2.38731-3.12299j -1.078+1.45919j -4.02092+4.87957j 0.982864+1.19897j 2.00967+1.15671j 1.66418-7.64717j -1.32039+3.6276j 3.52288-10.8156j -0.365853+0.913475j -2.18144+11.3142j -0.383336+4.81986j -2.29308+8.6825j -0.673314+7.61478j 0.3679-0.251797j -2.57549+5.52351j -0.0910443+4.67533j 1.68167-12.4023j -0.93984+7.36177j -0.221617-4.8155j 0.00210024-4.3682j -0.54193-2.05677j -0.392982+4.75003j 0.223154-5.55213j -1.0666-2.60969j 0.831229+7.97801j -0.119528+0.745344j 0.645089+5.04119j 0.379397+1.75048j 1.37021+4.29038j 0.332965+1.4921j 1.07841+0.112298j -1.62396-2.17823j 1.02101+0.503087j 1.11458+1.22601j -0.382095-0.0331614j 0.0322223-0.00132591j 0.0983552+0.00836805j 
0.168831-0.643011j -0.321685+1.21564j 0.864206+3.33909j -0.324879+7.28695j -0.21701+1.04418j -0.936506+8.74067j -0.964437+6.16622j 0.585299+18.8739j 0.194937-9.8866j 0.131767+6.4143j 0.589484-4.60271j 1.43103+6.89744j -0.780316+20.4023j 1.22785+18.1614j -0.421667+3.57665j -0.660911+21.023j 0.823981+20.0834j 0.201413+6.32285j 0.223722+3.47324j -0.133108+5.9756j 0.377062+13.3354j -1.35337-19.7715j -0.0928172+0.820056j -0.470814-10.3007j -0.325823+1.63117j -1.03092-8.29203j 0.839213+1.99695j -0.281604+0.887744j 0.173036-0.436796j -0.23525-0.740365j 0.376358-1.95357j 0.56059+0.798542j 0.967485-3.24927j -0.268171+0.161951j -3.64756+7.11711j 0.456348-1.17161j -0.592223+2.65155j 2.59743-8.73053j -2.77831+4.5735j 2.87894-12.3185j 0.754948+2.3864j -2.97159+13.2412j -1.68061+7.28281j -2.29945+9.69819j -1.08912+8.58251j -0.418952-0.483474j -1.7502+7.58377j -2.22122+5.19693j 2.49359-14.8884j -2.01774+9.56261j 0.127684-6.08448j 1.72297-5.72434j -0.0323693-2.18124j -0.185637+6.56929j 0.989433-7.49349j -0.30829-3.78169j -0.00551873+10.7125j -0.183268+0.300427j 0.453022+6.88754j 0.504083+2.31134j 0.559415+5.50554j 0.0862739+1.86394j 0.979312+0.0740938j -0.961085-3.20019j 0.799277+0.793839j 0.925971+1.79336j -0.677601+0.326567j 0.112211-0.396059j 0.427193+0.145142j 
-1.05792+0.3307j 0.0645294-0.660969j 1.18671-4.11536j 0.234605-14.6248j -0.212861-4.34938j 1.64449-16.0472j 2.25761-12.9434j 0.701957-34.0669j -1.30967+20.6955j -0.0221058-11.0834j -0.894787+6.42418j 0.811948-12.3245j 0.0312875-37.9234j 0.070026-34.995j 0.121979-6.41239j 0.0636724-34.0601j -1.66063-35.5348j 0.472854-11.3991j 0.110792-4.8981j -0.563043-10.1508j -0.879928-22.6627j 0.482427+35.6398j -0.0963227-0.400157j 0.754884+18.3635j 0.126506-3.03464j 0.993825+14.9485j -1.20358-4.20443j 0.35322-0.973695j -1.09568-0.334058j 0.262919+0.564601j 0.0436989+0.747605j -1.20234-0.76221j -4.13252+4.71578j 2.26342-0.58425j 5.80563-7.16029j -1.14865-0.59715j 2.59124-3.38804j -5.5705+9.46053j 2.03378-4.17798j -4.32658+13.9809j -0.12969-1.66045j 4.81929-13.6865j 2.84166-4.81856j 2.70025-9.4648j 2.03448-8.59958j 1.05268+0.961184j 1.82612-7.43968j 0.949564-5.16988j -1.61968+13.9377j 1.12975-8.58172j 0.867164+5.8259j -0.474057+5.0419j 1.28628+2.4444j -0.237636-5.13134j 0.236743+6.2858j 0.56482+2.35026j -2.39636-7.58948j 0.134021-0.379475j -1.82083-4.44148j -1.04585-1.23185j -2.45502-3.25272j -0.721123-1.19007j -1.29643-0.233704j 2.89093+1.6581j -1.54443-0.767767j -2.09953-0.927804j 1.19859-0.0018538j 0.0787828-0.165338j -0.204466+0.139566j 
-0.169134-0.59151j 0.781409+0.882735j -0.30757+0.620464j 0.329071-0.0391263j -0.925167+0.782066j 1.59023-2.14779j 1.069-0.874878j -0.275326-4.1183j 0.557947+2.46266j -0.122873-0.812198j 0.78854-0.0441127j 0.226376-2.10479j -0.509507-3.10837j -0.455323-2.31699j 0.60603-0.575895j 0.302846-3.37612j -0.127519-2.74725j 0.752606-0.113818j 0.00657758+1.05291j 0.474601-0.771767j -0.161288-2.76736j -0.773402+3.40276j 0.261691+0.131969j 0.320685+1.86163j -0.866548-0.603971j -0.0158196+1.62235j 0.388398-0.135253j -0.0988247+0.494621j -0.438657-0.539907j -0.368215+0.143404j -1.18006-0.121333j 0.795015+0.775005j -0.104836+0.000671144j -1.63713+0.16046j 1.20384-0.963935j -1.1198+0.590396j 0.791877-0.7187j -0.788032+2.77802j 1.3225-1.95751j -0.747685+3.32026j 1.22126+1.31115j 0.362962-3.73667j -0.0495152-1.60093j 0.397393-2.71234j 1.03093-3.02055j 0.383225+0.0659754j 0.338432-2.11226j 0.872595-1.79358j -0.901949+4.13789j 0.2508-2.5263j 0.134397+1.22103j -0.597937+1.60611j -0.180938-0.039933j 0.953152-1.79986j -0.488838+2.32904j -0.106493+0.538027j 0.890747-2.50484j 0.148657-0.368723j 0.501739-2.35019j 0.0508732-0.709455j 0.229698-2.04407j -0.0311887-0.945724j 0.187151+0.200873j -0.139104+1.1347j 0.293952-0.490422j -0.230826-0.509929j -0.12388-0.0425722j -0.257828-0.0142272j -0.0430354-0.0195058j 
0.986431+0.251105j 0.870725-1.60838j -0.694907-1.90024j 1.19303-6.85287j 0.918211-2.08212j -0.561373-6.92772j -1.53501-4.96127j 1.14851-15.1298j 0.0480939+7.86602j 2.7062-4.42813j -0.0960987+3.3663j -1.30981-6.88141j 0.948297-17.328j 0.519095-14.961j 0.384398-2.4873j 0.436851-15.422j -0.0173165-16.0324j 0.144666-4.5299j 0.182472-2.20965j 0.0425475-4.59344j 0.561692-10.2194j -0.677837+15.8837j -0.137561-0.693861j -0.499415+8.34097j 0.442575-1.41809j 0.296787+6.74425j -0.0836022-2.10794j -0.321816-0.38383j 0.356419+0.380333j -0.337664+0.49099j -0.938251+1.6377j 0.514034-0.33971j -3.70044+3.89537j 0.650132-1.95365j 3.24054-6.63903j -0.770718+0.418944j 2.67648-3.45211j -3.29157+9.11899j 1.60507-5.32499j -3.65374+10.5841j 0.7688-1.13401j 4.83768-13.2007j 1.95986-6.32839j 3.826-9.19434j 3.25459-7.63939j -0.331919+0.759147j 3.25812-8.28875j 1.70327-6.12751j -4.32895+14.7582j 3.4861-9.91175j -1.33702+6.16458j -1.78369+5.26771j -0.29241+2.43664j 1.9879-6.34182j -2.12397+7.17034j -0.619581+3.28952j 1.94152-10.5854j 0.179801-0.514267j 1.40101-7.27306j 0.24248-1.89943j 0.704987-5.86665j 0.366574-2.07035j -0.630717-0.0544234j -0.0850769+3.5294j -0.128425-0.948059j -0.0703566-1.76803j 0.511492-0.0689453j -0.11709+0.307795j -0.202338-0.124892j 
0.93516-0.619918j -1.27783-1.82747j -0.776124-1.15002j 0.39123-11.1982j -1.10633-3.98438j 0.659107-11.631j 0.679083-10.1926j 0.914097-24.1898j 0.736296+14.8941j -1.54089-10.2425j -0.917432+5.25127j -0.129882-10.3483j 1.12019-28.0068j 0.0484844-24.6252j -0.424241-4.17665j 0.163291-25.0189j -0.0575083-27.5476j 0.8354-6.84785j 0.368258-3.88502j -0.703968-7.88721j 0.120111-17.1532j -0.244223+26.6241j -0.160862-0.303486j -0.279578+13.6065j 0.264963-2.28576j 0.399881+11.4464j -0.567354-3.36457j -0.0038154-0.682738j 0.426407-0.548915j -0.154389+0.593624j 0.25339+1.55839j -0.908524-2.14747j -2.51656+3.06277j 0.976013-1.57246j 5.72583-7.71767j -1.20861-1.8745j 0.321414-3.73951j -3.46751+8.92401j 2.64396-5.53652j -5.51512+12.9639j 0.287899-1.3203j 5.8809-12.2201j 3.0747-5.1519j 3.3689-10.5216j 3.18222-7.5723j 0.200108+0.994334j 2.22046-7.43684j 2.4609-5.16628j -4.48548+14.1228j 3.39958-9.24844j -1.04213+5.71637j -1.68819+4.83832j 0.40798+1.94779j 1.20508-5.20942j -1.91082+6.48873j -0.518436+2.27575j 0.972015-8.94739j 0.662814-0.207629j 0.638276-5.77315j -0.353055-1.40268j -0.516262-4.35118j 0.0578897-1.55411j -0.926071-0.0729967j 0.828444+2.44697j -0.713858-0.886272j -0.859853-1.24689j 0.967055+0.0504582j -0.136346+0.0642405j -0.303651-0.0208404j 
0.552253-0.132464j 0.502591-1.62379j -0.0697258+0.313569j -1.12402-0.117359j 2.88902+1.24775j 0.865964+1.93185j 0.234574-1.59291j 1.42887-1.93704j 0.0361511+2.50459j -0.146566-0.593059j 0.609086+0.146879j 0.484401-1.01607j -0.528214-2.41832j 0.126268-2.78374j -0.0475426-0.640234j -0.241489-2.17234j -0.0835664-2.39226j 0.119855-1.10951j 0.411265-0.105037j -0.315674-1.14061j 0.144998-1.60243j -0.291201+2.50351j 0.0780823-0.0941349j 0.325834+1.24021j -0.0902823+0.185349j 0.344004+1.33978j -0.466218-0.172854j 0.0142423-0.61532j -0.327058+0.471004j -0.175785+0.162203j -0.153913+0.291561j 0.141163-0.127397j 0.0137483+0.58402j 0.47675-0.747658j 0.651274-2.58739j 1.31408+0.214347j 0.544989-1.46234j -1.08635+2.76373j 1.9179-2.05656j -1.921+5.01412j 0.723095+0.0357409j 2.47095-6.69287j 1.671-2.66744j 1.36368-5.04212j 1.88801-4.00356j 0.330665-0.0869779j 1.5623-4.131j 0.864545-3.18539j -2.41582+7.77488j 1.50915-4.86847j -1.11436+3.29981j -0.651683+2.94815j -0.571619+1.5405j 0.742854-3.2194j -1.00691+3.77761j -0.809751+1.89111j 1.72541-5.90865j -0.055849-0.387798j 1.31103-4.19945j 0.0788299-1.28127j 1.1603-3.57913j 0.364043-1.3527j -0.041027-0.0764144j -0.500665+1.98453j 0.00709127-0.780814j 0.194613-1.07509j 0.187186-0.397074j -0.00181241+0.366982j -0.0946191-0.177099j 
-0.581631-1.16557j -0.0785693+2.02317j -1.39032+1.39512j -0.105655+7.13827j 0.99106+1.89895j -2.01765+6.63545j -1.60494+5.26046j 1.19657+16.5507j 1.20601-10.4677j 0.638825+5.9619j 0.659066-4.39199j -0.233866+7.47909j -0.4451+16.9858j -0.947103+15.8861j -0.257069+3.41764j -0.497499+17.4355j -0.277685+17.4242j -0.183398+5.55394j 0.333321+2.85925j -0.320811+5.38899j -0.173945+11.3263j -0.15142-17.9887j 0.48442+0.385934j -0.44302-9.01766j -0.223914+1.63729j -0.380972-6.76658j 0.163797+2.19333j 0.293113+0.393541j -0.133303-0.86597j 0.184525-0.29227j 0.495076-2.05626j -0.0515344+1.61721j 3.34247-2.28545j -1.64399+0.771242j -1.87996+2.02544j 2.09502+0.431205j -1.58257+0.73912j 2.41303-4.66245j -2.49613+1.23457j 4.6104-5.25381j -0.191388+0.722815j -3.05227+5.64154j -2.26703+2.12456j -2.103+4.52263j -1.75562+2.51335j -1.0618-0.267303j -1.74972+3.35303j -1.58854+2.1945j 3.13865-5.01705j -2.264+3.20864j 0.665379-2.19611j 1.20303-1.81105j 0.0649297-1.06774j -1.13436+1.97958j 1.04842-2.19549j 0.0618984-1.20182j -0.528381+2.74966j -0.32049+0.14425j -0.272265+1.50875j 0.00846517+0.512426j 0.379251+1.18883j -0.0130774+0.338762j 0.791641-0.0123337j -1.00297-0.24962j 0.419115+0.130133j 0.589254-0.0821718j -0.507445-0.125392j -0.0377933+0.226793j 0.0658366-0.0518318j 
-1.18311+0.565523j 0.0634057+1.2797j 1.06777-0.0168424j -3.75933+2.09661j -0.332928-0.542178j 0.547944+1.81193j -0.368336+3.80394j 0.0227335+6.85862j 0.405941-2.03997j 0.0680563+2.41995j -0.39477-2.15182j 0.333504+2.64789j -0.568157+5.54518j -0.0842247+5.41163j 0.223352+0.987915j -0.608777+5.39838j -0.506065+6.21621j 0.0388407+1.73113j 0.884939+0.429253j 0.372229+1.95008j -0.565877+3.54517j 0.325381-6.16014j 0.599242-0.263548j 0.125858-3.34227j 0.467538+0.817289j -0.390921-2.33799j -0.169137+0.505686j 0.0737661-0.0394843j -0.0748967+0.913984j 0.136163-0.141021j -0.500442+0.0846862j -1.04009+0.655695j 0.464709+0.378061j -2.28605-0.712332j -2.36486+1.1006j 0.123076-0.676002j -0.840403+0.79166j 2.03675-1.51001j 0.111999+0.0705713j 2.3796-3.25999j -0.0694024+0.105051j -1.64051+2.53963j -0.62177+1.67722j -1.15654+1.86837j -0.657985+1.35666j -0.166821-0.125308j -0.910835+1.56084j -0.745366+0.69497j 1.76845-2.15567j -1.01406+1.54294j 0.691121-1.07206j 0.585502-0.631901j -0.15449-0.608965j -0.961514+0.861715j 0.828633-0.895062j -0.0374721-0.33312j -0.596476+1.6779j -0.296053+0.309316j -0.801732+0.685564j 0.10795+0.231942j -0.154336+0.948482j -0.281474+0.13593j 0.306384-0.25661j -0.084622-0.494644j -0.0808283+0.23837j 0.281108+0.00433557j -0.0945274+0.00383672j 0.086579-0.0381794j 0.0870966-0.0490761j 
0.791285-0.567117j 1.5492+0.837801j 1.59842+1.7133j -1.58953+2.96944j -0.0160701+2.08073j 0.406786+2.71344j -0.113864+4.37527j -0.732784+8.73897j 0.909939-4.13903j 0.172107+2.96742j 1.28252-1.31715j -2.12184+3.74475j -0.911454+9.06827j -1.16289+7.78294j -0.280019+1.74684j -0.677981+9.55379j -0.589278+9.44154j 0.0566011+2.73357j -0.211903+1.44556j -0.426234+2.999j 0.028747+6.2515j 0.50723-9.36826j 0.0181202+0.818193j -0.0940078-4.93198j -0.18327+0.568217j -0.613946-4.24446j 0.378801+1.03908j -0.67393+0.80836j 1.36209-0.670417j -0.241821-0.555353j 1.13768-1.61939j 0.740563-0.467881j 1.69112-1.17606j 0.123738+0.312623j -2.40562+1.68111j -0.299486+1.36394j -1.1829+1.2882j 3.0676-3.91093j -1.05773+2.00042j 3.34578-4.78973j -0.654987-0.0736279j -3.05344+4.82614j -1.92567+1.02947j -2.26815+3.61941j -1.80167+3.0499j -0.773677-0.503677j -2.11993+2.83868j -2.11191+2.13102j 3.62149-5.53097j -2.48026+3.17023j 1.4474-2.16191j 1.37637-2.23356j 0.530711-1.06363j -0.987402+1.87925j 1.59704-2.85098j 0.438029-1.43284j -1.70157+3.85274j -0.0828869-0.127863j -0.882206+2.49072j -0.0635856+0.788436j -0.876163+2.29317j -0.174124+0.728176j 0.573057+0.106551j 0.0388279-1.21789j 0.152059+0.197369j 0.158418+0.474038j -0.508866-0.000855741j 0.271997-0.252184j 0.383556+0.183167j 
0.265581+1.51879j 1.52962-2.16473j 2.40564+1.08601j -0.424198+1.82244j 0.333152-0.695372j -1.37307+2.60697j -0.356664+1.40997j -0.454107+5.8548j 0.670243-3.60497j 0.0117919+1.82958j -0.768588-0.483885j 0.462574+2.01397j -0.259706+6.06728j -0.234933+4.81436j 0.0905233+0.772928j 0.352025+4.93232j 0.107503+5.37458j -0.113059+1.46066j -0.582236+0.82669j 0.159961+1.76292j 0.0472646+3.54748j 0.14751-5.84179j -0.0755508+0.245792j -0.156368-3.00015j -0.176235+0.478143j -0.601691-2.10681j 0.568577+0.50332j -0.207605+0.0812327j -0.771537+0.252071j -0.213234-0.81756j -1.80032-0.688418j -0.0071625-0.866203j 0.463015+0.789299j -0.755268+1.09778j -0.00469883-1.78512j 0.880918+0.677409j -0.037871-0.842741j 0.76405+2.533j -0.593551-1.94416j 0.694929+2.99399j -0.305422+0.42001j -0.761152-3.69463j 0.23086-1.84554j -0.29854-2.65386j -0.129561-2.0393j -0.0317515+0.271216j 0.0452778-2.16227j -0.038937-1.55744j -0.384634+4.58538j 0.205357-2.88497j -0.187543+1.98162j -0.188379+1.94945j -0.0925844+0.781021j 0.180444-2.35901j -0.356947+2.76339j -0.271136+1.7456j 0.766557-4.60947j -0.0399606-0.142394j 0.580434-3.37749j 0.417394-0.908327j 0.918024-2.73932j 0.240655-1.0626j 0.361828+0.369991j -0.908744+1.67062j 0.310884-0.440518j 0.549154-1.14921j -0.204902+0.0668893j 0.0808405+0.0932717j 0.357654-0.0998513j 
-0.693709-2.78482j -0.235805-1.04177j 0.261562-1.34542j 1.26569-1.3106j -1.07458-0.817715j 0.923728-2.31327j 0.334009-1.23219j 0.641261-4.06051j -0.121651+2.17621j 0.0341874-1.44448j 0.0620259+0.998691j -0.0568071-0.731812j 0.178603-4.12146j -0.0327997-3.20619j -0.0630764-0.53742j -0.36213-3.6134j -0.577485-3.69735j 0.0629853-1.43149j -0.0146037-0.546973j -0.365085-1.12433j -0.405391-2.15934j 0.388614+2.98806j -0.161996+0.351552j 0.260213+1.26283j 0.13661-0.669474j 0.433575+0.811935j -0.134764-0.0256875j -1.05677+0.169928j 1.14512+0.128552j -0.711629-0.101607j -1.87231+0.330271j -1.45891-1.30746j -1.27611+0.550297j 0.189312+0.526733j 1.45148+0.420987j -0.819517-0.886495j 0.429809-0.0587982j -1.44564-0.0470909j 0.608126-0.339334j -1.65853+0.117255j -0.297848+0.0587614j 1.45315-0.108113j 0.443584-0.16023j 0.911944-0.148461j 0.496276+0.0768751j 0.00478636+0.155631j 0.446998+0.0120284j 0.746947+0.139379j -1.15926-0.207213j 0.500545-0.108275j -0.327442-0.152352j -0.344616-0.111846j -0.110779-0.201607j 0.268696+0.143064j -0.317368-0.183728j -0.00091888-0.282271j -0.034805+0.6457j 0.0610812-0.0892877j 0.0340072+0.581933j -0.268526+0.24605j -0.0100344+0.680557j -0.0181228+0.214618j -0.182863+0.0867694j 0.0909038-0.531988j -0.119183+0.217889j -0.291554+0.323474j -0.103696-0.249624j 0.169316-0.344155j 0.170372+0.0667441j 
-2.94545-1.31975j 1.66737-1.63804j 0.0841038+0.9779j -0.4762+0.318767j -0.383476+0.136666j -0.281276+0.471341j -0.0238374+0.577935j 0.134997+1.46799j -0.417383-0.371375j 0.04925+0.180966j -0.323512-0.289213j 0.505055+0.306928j 0.569281+0.40101j 0.651378-0.0479225j 0.0932933-0.0083674j 0.191156+0.199826j -0.00113509+0.00144928j -0.186059-0.165793j -0.28069-0.519772j -0.358087-0.0248123j -0.105227+0.0159348j 0.382075+0.0518214j -0.0139211+0.0724463j 0.231233-0.101547j -0.120895-0.562557j 0.255717-0.595353j -0.228038+0.56694j -0.16464+0.694612j -0.587903-2.90794j 0.00214328+0.377027j -0.951798-0.422851j 1.93572-0.0965876j 0.423203-0.630856j -0.186694+0.30746j -0.341357+0.495996j -0.248447-0.281571j -0.188343+0.179332j 0.730967-0.359606j -0.304789+0.530104j 0.673247-0.835351j -0.164564+0.0254452j -0.52939+1.29756j -0.181075+0.730953j -0.356763+0.78886j -0.11051+0.915933j 0.0724147-0.0253686j -0.17537+0.66061j -0.146446+0.413102j 0.326383-1.0157j -0.209606+0.511138j 0.103424-0.159882j 0.154508-0.338564j -0.0213909+0.167062j -0.290307+0.374471j 0.256988-0.447258j -0.0599479-0.0914124j -0.426924+0.526739j 0.124305-0.0476947j -0.353567+0.424641j -0.187614+0.223313j -0.22999+0.352494j -0.125705+0.143275j -0.261481+0.067491j 0.345885-0.303878j -0.0386732+0.159863j -0.369759+0.253954j -0.292625-0.20098j 0.105606-0.123463j 0.0202274-0.0202967j 
